"id","value.1990","value.1991","value.1992","value.1993","value.1994","value.1995","value.1996","value.1997","value.1998","value.1999","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012"
"TM",0,0,32130000,596240000,399730000,286650000,1545550000,2873910000,1663690000,1269890000,1068180000,653190000,411880000,503160000,450520000,588100000,487940000,806260000,929380000,1396230000,4643530000,4038290000,3691940000
"TN",4036220000,2.89e+09,3854370000,3195520000,4438830000,4402930000,4119520000,4121070000,2480760000,4471930000,4749410000,8042900000,6845520000,6760780000,5863840000,4759140000,5703690000,7973180000,5357750000,7355760000,6240340000,8250770000,8757490000
"TO",122600000,79440000,89850000,103220000,62180000,61630000,59240000,48590000,48480000,50540000,51180000,174190000,209740000,189610000,172120000,160580000,155290000,186400000,202750000,171430000,210680000,142020000,110930000
"TR",25363950000,19575650000,27181500000,33021660000,22112590000,26556670000,26142050000,30117570000,37686930000,50971690000,64937610000,41625870000,57254860000,76045670000,65432460000,73934170000,91360910000,1.06494e+11,9.656e+10,67985710000,91279730000,72255840000,1.10786e+11
"TV",9820000,9690000,14460000,9060000,12550000,13830000,15780000,14460000,10770000,12180000,8880000,16670000,19850000,10360000,11970000,12780000,21210000,15040000,21410000,21400000,15230000,39150000,25150000
"TZ",2132650000,1913700000,2296070000,2160960000,1650220000,1384980000,1607270000,1767450000,1880870000,2019770000,2421870000,2524240000,2767600000,2960710000,3007690000,2987880000,9024650000,3708370000,3227320000,4788700000,5631990000,5115310000,4834110000
"UA",0,0,4577400000,5089670000,2672010000,2782890000,3553600000,5566090000,7082670000,5873450000,6137450000,32681230000,11379090000,14009420000,21968770000,24927050000,47803030000,60068140000,52396220000,52241770000,64449940000,55197490000,39312930000
"UG",1169090000,1097390000,1104270000,1702310000,1261800000,1290590000,1194720000,1483980000,1552460000,1543550000,2046900000,2246250000,2180080000,2148490000,2683990000,2295420000,7062200000,3051700000,3892630000,3787590000,3662590000,3245780000,4036780000
"UY",256920000,432530000,430080000,538790000,519730000,396390000,418550000,551390000,614410000,838380000,765250000,842820000,1628900000,1099150000,950010000,985180000,1239030000,2023860000,2038270000,3314260000,1.921e+09,2848700000,2944270000
"UZ",0,0,374030000,2466060000,969060000,1645530000,1329580000,1573130000,1778070000,3121270000,1913780000,2856420000,1640990000,2035230000,1371970000,1417020000,1260630000,1611130000,2154680000,4023060000,2413390000,3290360000,2870140000
"VC",51750000,57750000,55790000,115370000,94990000,148510000,108270000,114420000,195150000,238190000,118570000,99140000,98620000,114390000,156720000,162950000,113420000,248280000,214010000,263180000,289600000,180240000,141210000
"VE",11656220000,11130110000,23956050000,11552430000,8089830000,8104400000,14162810000,46681390000,29771020000,16219820000,10537850000,12328190000,10246490000,20117560000,16920570000,20965880000,8648180000,15690140000,11402390000,8967590000,8406070000,13663900000,6941140000
"VN",346570000,1069500000,3814860000,1108960000,2812320000,5093820000,4394320000,5854420000,7338750000,4247120000,7667200000,9123150000,7845780000,10322550000,10657470000,12364860000,13389690000,28704030000,19968840000,25458240000,32567190000,30692420000,29657580000
"VU",121560000,124030000,126230000,132220000,136740000,132520000,160530000,118940000,148680000,141590000,173390000,202240000,109850000,84870000,125660000,94560000,110400000,171610000,220330000,212960000,191140000,188230000,361640000
"WF",7910000,13710000,10180000,10000,80000,4480000,5420000,4210000,71720000,80550000,96360000,91050000,89040000,75100000,86570000,83900000,115630000,118490000,127450000,113370000,127780000,122720000,120620000
"WS",187120000,242400000,184070000,216490000,219950000,152580000,147500000,141120000,172940000,143760000,57560000,84760000,81440000,61480000,58430000,192690000,205710000,233670000,241770000,332850000,404490000,298330000,346190000
"XK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,764450000,863420000,936960000,1332460000,1198300000,2616540000,1862690000,1814930000,1914340000
"YE",3142480000,1709240000,1844790000,2130100000,2043020000,2166320000,4573740000,4343960000,6038400000,5399180000,5086510000,4200740000,4320030000,4011530000,3602640000,3729200000,3264350000,4354850000,4160280000,4574690000,3395120000,2369060000,3497580000
"ZA",993860000,225750000,436110000,2026120000,6333140000,13776750000,11469210000,26555140000,25267960000,23830540000,18043670000,10503830000,17616180000,10130640000,19841950000,22513150000,40964860000,27327730000,12378220000,29876690000,19765530000,12126480000,25662340000
"ZM",1661710000,2133210000,1951680000,1751810000,1638570000,2910790000,1289880000,1226530000,1202980000,1744620000,1503820000,2117500000,2035920000,2166390000,3184020000,3374360000,6607360000,2407520000,2945490000,2370260000,2836900000,3698880000,3589210000
"ZW",873880000,941610000,1580600000,1273130000,1050970000,934860000,877510000,864460000,882640000,1028950000,815080000,406480000,375620000,516130000,491640000,498580000,687270000,1179030000,849400000,928730000,1786970000,2558820000,2997760000
