country,currency,year,type,l1,l2,l3,l4,l5,value
uganda,ugandan shillings,2017.0,proj,expenditures,current expenditures,wages and salaries,,,3375000000000.0
uganda,ugandan shillings,2018.0,proj,expenditures,current expenditures,wages and salaries,,,3714000000000.0
uganda,ugandan shillings,2019.0,proj,expenditures,current expenditures,wages and salaries,,,4196000000000.0
uganda,ugandan shillings,2000.0,actual,expenditures,current expenditures,interest payments,,,95000000000.0
uganda,ugandan shillings,2001.0,actual,expenditures,current expenditures,interest payments,,,125000000000.0
uganda,ugandan shillings,2002.0,actual,expenditures,current expenditures,interest payments,,,141000000000.0
uganda,ugandan shillings,2003.0,actual,expenditures,current expenditures,interest payments,,,173000000000.0
uganda,ugandan shillings,2004.0,actual,expenditures,current expenditures,interest payments,,,261800000000.0
uganda,ugandan shillings,2005.0,actual,expenditures,current expenditures,interest payments,,,229000000000.0
uganda,ugandan shillings,2006.0,actual,expenditures,current expenditures,interest payments,,,249000000000.0
uganda,ugandan shillings,2007.0,actual,expenditures,current expenditures,interest payments,,,236000000000.0
uganda,ugandan shillings,2008.0,actual,expenditures,current expenditures,interest payments,,,309000000000.0
uganda,ugandan shillings,2009.0,actual,expenditures,current expenditures,interest payments,,,357000000000.0
uganda,ugandan shillings,2010.0,actual ,expenditures,current expenditures,interest payments,,,386000000000.0
uganda,ugandan shillings,2011.0,actual,expenditures,current expenditures,interest payments,,,424000000000.0
uganda,ugandan shillings,2012.0,actual,expenditures,current expenditures,interest payments,,,603000000000.0
uganda,ugandan shillings,2013.0,actual,expenditures,current expenditures,interest payments,,,890000000000.0
uganda,ugandan shillings,2014.0,budget,expenditures,current expenditures,interest payments,,,975300000000.0
uganda,ugandan shillings,2014.0,prel,expenditures,current expenditures,interest payments,,,970000000000.0
uganda,ugandan shillings,2015.0,proj,expenditures,current expenditures,interest payments,,,1291000000000.0
uganda,ugandan shillings,2016.0,proj,expenditures,current expenditures,interest payments,,,1614000000000.0
uganda,ugandan shillings,2017.0,proj,expenditures,current expenditures,interest payments,,,1880000000000.0
uganda,ugandan shillings,2018.0,proj,expenditures,current expenditures,interest payments,,,2210000000000.0
uganda,ugandan shillings,2019.0,proj,expenditures,current expenditures,interest payments,,,2492000000000.0
uganda,ugandan shillings,2000.0,actual,expenditures,current expenditures,other current,,,508000000000.0
uganda,ugandan shillings,2001.0,actual,expenditures,current expenditures,other current,,,579000000000.0
uganda,ugandan shillings,2002.0,actual,expenditures,current expenditures,other current,,,730400000000.0
uganda,ugandan shillings,2003.0,actual,expenditures,current expenditures,other current,,,781000000000.0
uganda,ugandan shillings,2004.0,actual,expenditures,current expenditures,other current,,,861300000000.0
uganda,ugandan shillings,2005.0,actual,expenditures,current expenditures,other current,,,975000000000.0
uganda,ugandan shillings,2006.0,actual,expenditures,current expenditures,other current,,,1117000000000.0
uganda,ugandan shillings,2007.0,actual,expenditures,current expenditures,other current,,,1220000000000.0
uganda,ugandan shillings,2008.0,actual,expenditures,current expenditures,other current,,,1466000000000.0
uganda,ugandan shillings,2009.0,actual,expenditures,current expenditures,other current,,,1750000000000.0
uganda,ugandan shillings,2010.0,actual ,expenditures,current expenditures,other current,,,2614000000000.0
uganda,ugandan shillings,2011.0,actual,expenditures,current expenditures,other current,,,3875000000000.0
uganda,ugandan shillings,2012.0,actual,expenditures,current expenditures,other current,,,3150000000000.0
uganda,ugandan shillings,2013.0,actual,expenditures,current expenditures,other current,,,2763000000000.0
uganda,ugandan shillings,2014.0,budget,expenditures,current expenditures,other current,,,3022500000000.0
uganda,ugandan shillings,2014.0,prel,expenditures,current expenditures,other current,,,3321000000000.0
uganda,ugandan shillings,2015.0,proj,expenditures,current expenditures,other current,,,3287000000000.0
uganda,ugandan shillings,2016.0,proj,expenditures,current expenditures,other current,,,3727000000000.0
uganda,ugandan shillings,2017.0,proj,expenditures,current expenditures,other current,,,4139000000000.0
uganda,ugandan shillings,2018.0,proj,expenditures,current expenditures,other current,,,4592000000000.0
uganda,ugandan shillings,2019.0,proj,expenditures,current expenditures,other current,,,5182000000000.0
uganda,ugandan shillings,2000.0,actual,expenditures,development expenditures,,,,783000000000.0
uganda,ugandan shillings,2001.0,actual,expenditures,development expenditures,,,,939000000000.0
uganda,ugandan shillings,2002.0,actual,expenditures,development expenditures,,,,979000000000.0
uganda,ugandan shillings,2003.0,actual,expenditures,development expenditures,,,,1168000000000.0
uganda,ugandan shillings,2004.0,actual,expenditures,development expenditures,,,,1155300000000.0
uganda,ugandan shillings,2005.0,actual,expenditures,development expenditures,,,,1187000000000.0
uganda,ugandan shillings,2006.0,actual,expenditures,development expenditures,,,,935000000000.0
uganda,ugandan shillings,2007.0,actual,expenditures,development expenditures,,,,1205000000000.0
uganda,ugandan shillings,2008.0,actual,expenditures,development expenditures,,,,1362000000000.0
uganda,ugandan shillings,2009.0,actual,expenditures,development expenditures,,,,1688000000000.0
uganda,ugandan shillings,2010.0,actual ,expenditures,development expenditures,,,,2312000000000.0
uganda,ugandan shillings,2011.0,actual,expenditures,development expenditures,,,,2774000000000.0
uganda,ugandan shillings,2012.0,actual,expenditures,development expenditures,,,,3458000000000.0
uganda,ugandan shillings,2013.0,actual,expenditures,development expenditures,,,,4237000000000.0
uganda,ugandan shillings,2014.0,budget,expenditures,development expenditures,,,,6510100000000.0
uganda,ugandan shillings,2014.0,prel,expenditures,development expenditures,,,,4740000000000.0
uganda,ugandan shillings,2015.0,proj,expenditures,development expenditures,,,,5894000000000.0
uganda,ugandan shillings,2016.0,proj,expenditures,development expenditures,,,,5477000000000.0
uganda,ugandan shillings,2017.0,proj,expenditures,development expenditures,,,,6140000000000.0
uganda,ugandan shillings,2018.0,proj,expenditures,development expenditures,,,,6844000000000.0
uganda,ugandan shillings,2019.0,proj,expenditures,development expenditures,,,,7264000000000.0
uganda,ugandan shillings,2000.0,actual,expenditures,development expenditures,externally-financed projects,,,520000000000.0
uganda,ugandan shillings,2001.0,actual,expenditures,development expenditures,externally-financed projects,,,604000000000.0
uganda,ugandan shillings,2002.0,actual,expenditures,development expenditures,externally-financed projects,,,547000000000.0
uganda,ugandan shillings,2003.0,actual,expenditures,development expenditures,externally-financed projects,,,672000000000.0
uganda,ugandan shillings,2004.0,actual,expenditures,development expenditures,externally-financed projects,,,716100000000.0
uganda,ugandan shillings,2005.0,actual,expenditures,development expenditures,externally-financed projects,,,700000000000.0
uganda,ugandan shillings,2006.0,actual,expenditures,development expenditures,externally-financed projects,,,416000000000.0
uganda,ugandan shillings,2007.0,actual,expenditures,development expenditures,externally-financed projects,,,491000000000.0
uganda,ugandan shillings,2008.0,actual,expenditures,development expenditures,externally-financed projects,,,644000000000.0
uganda,ugandan shillings,2009.0,actual,expenditures,development expenditures,externally-financed projects,,,481000000000.0
uganda,ugandan shillings,2010.0,actual ,expenditures,development expenditures,externally-financed projects,,,889000000000.0
uganda,ugandan shillings,2011.0,actual,expenditures,development expenditures,externally-financed projects,,,1042000000000.0
uganda,ugandan shillings,2012.0,actual,expenditures,development expenditures,externally-financed projects,,,1701000000000.0
uganda,ugandan shillings,2013.0,actual,expenditures,development expenditures,externally-financed projects,,,2163000000000.0
uganda,ugandan shillings,2014.0,budget,expenditures,development expenditures,externally-financed projects,,,2430700000000.0
uganda,ugandan shillings,2014.0,prel,expenditures,development expenditures,externally-financed projects,,,1674000000000.0
uganda,ugandan shillings,2015.0,proj,expenditures,development expenditures,externally-financed projects,,,2664000000000.0
uganda,ugandan shillings,2016.0,proj,expenditures,development expenditures,externally-financed projects,,,1764000000000.0
uganda,ugandan shillings,2017.0,proj,expenditures,development expenditures,externally-financed projects,,,1843000000000.0
uganda,ugandan shillings,2018.0,proj,expenditures,development expenditures,externally-financed projects,,,1836000000000.0
uganda,ugandan shillings,2019.0,proj,expenditures,development expenditures,externally-financed projects,,,1570000000000.0
uganda,ugandan shillings,2000.0,actual,expenditures,development expenditures,government of uganda investment,,,263000000000.0
uganda,ugandan shillings,2001.0,actual,expenditures,development expenditures,government of uganda investment,,,335000000000.0
uganda,ugandan shillings,2002.0,actual,expenditures,development expenditures,government of uganda investment,,,432000000000.0
uganda,ugandan shillings,2003.0,actual,expenditures,development expenditures,government of uganda investment,,,496000000000.0
uganda,ugandan shillings,2004.0,actual,expenditures,development expenditures,government of uganda investment,,,439200000000.0
uganda,ugandan shillings,2005.0,actual,expenditures,development expenditures,government of uganda investment,,,487000000000.0
uganda,ugandan shillings,2006.0,actual,expenditures,development expenditures,government of uganda investment,,,519000000000.0
uganda,ugandan shillings,2007.0,actual,expenditures,development expenditures,government of uganda investment,,,714000000000.0
uganda,ugandan shillings,2008.0,actual,expenditures,development expenditures,government of uganda investment,,,718000000000.0
uganda,ugandan shillings,2009.0,actual,expenditures,development expenditures,government of uganda investment,,,1207000000000.0
uganda,ugandan shillings,2010.0,actual ,expenditures,development expenditures,government of uganda investment,,,1423000000000.0
uganda,ugandan shillings,2011.0,actual,expenditures,development expenditures,government of uganda investment,,,1732000000000.0
uganda,ugandan shillings,2012.0,actual,expenditures,development expenditures,government of uganda investment,,,1756000000000.0
uganda,ugandan shillings,2013.0,actual,expenditures,development expenditures,government of uganda investment,,,2074000000000.0
uganda,ugandan shillings,2014.0,budget,expenditures,development expenditures,government of uganda investment,,,4079400000000.0
uganda,ugandan shillings,2014.0,prel,expenditures,development expenditures,government of uganda investment,,,3066000000000.0
uganda,ugandan shillings,2015.0,proj,expenditures,development expenditures,government of uganda investment,,,3230000000000.0
uganda,ugandan shillings,2016.0,proj,expenditures,development expenditures,government of uganda investment,,,3713000000000.0
uganda,ugandan shillings,2017.0,proj,expenditures,development expenditures,government of uganda investment,,,4297000000000.0
uganda,ugandan shillings,2018.0,proj,expenditures,development expenditures,government of uganda investment,,,5008000000000.0
uganda,ugandan shillings,2019.0,proj,expenditures,development expenditures,government of uganda investment,,,5694000000000.0
uganda,ugandan shillings,2000.0,actual,expenditures,net lending and investment,,,,392000000000.0
uganda,ugandan shillings,2001.0,actual,expenditures,net lending and investment,,,,-27000000000.0
uganda,ugandan shillings,2002.0,actual,expenditures,net lending and investment,,,,4900000000.0
uganda,ugandan shillings,2003.0,actual,expenditures,net lending and investment,,,,-13000000000.0
uganda,ugandan shillings,2004.0,actual,expenditures,net lending and investment,,,,33800000000.0
uganda,ugandan shillings,2005.0,actual,expenditures,net lending and investment,,,,-8000000000.0
uganda,ugandan shillings,2006.0,actual,expenditures,net lending and investment,,,,-29000000000.0
uganda,ugandan shillings,2007.0,actual,expenditures,net lending and investment,,,,46000000000.0
uganda,ugandan shillings,2008.0,actual,expenditures,net lending and investment,,,,-163000000000.0
uganda,ugandan shillings,2009.0,actual,expenditures,net lending and investment,,,,-57000000000.0
uganda,ugandan shillings,2010.0,actual ,expenditures,net lending and investment,,,,-37000000000.0
uganda,ugandan shillings,2011.0,actual,expenditures,net lending and investment,,,,-30000000000.0
uganda,ugandan shillings,2012.0,actual,expenditures,net lending and investment,,,,-39000000000.0
uganda,ugandan shillings,2013.0,actual,expenditures,net lending and investment,,,,409000000000.0
uganda,ugandan shillings,2014.0,budget,expenditures,net lending and investment,,,,0.0
uganda,ugandan shillings,2014.0,prel,expenditures,net lending and investment,,,,21000000000.0
uganda,ugandan shillings,2015.0,proj,expenditures,net lending and investment,,,,2512000000000.0
uganda,ugandan shillings,2016.0,proj,expenditures,net lending and investment,,,,2017000000000.0
uganda,ugandan shillings,2017.0,proj,expenditures,net lending and investment,,,,2740000000000.0
uganda,ugandan shillings,2018.0,proj,expenditures,net lending and investment,,,,2677000000000.0
uganda,ugandan shillings,2019.0,proj,expenditures,net lending and investment,,,,1809000000000.0
uganda,ugandan shillings,2000.0,actual,expenditures,other spending,,,,237000000000.0
uganda,ugandan shillings,2001.0,actual,expenditures,other spending,,,,130000000000.0
uganda,ugandan shillings,2002.0,actual,expenditures,other spending,,,,110100000000.0
uganda,ugandan shillings,2003.0,actual,expenditures,other spending,,,,55000000000.0
uganda,ugandan shillings,2004.0,actual,expenditures,other spending,,,,81200000000.0
uganda,ugandan shillings,2005.0,actual,expenditures,other spending,,,,75000000000.0
uganda,ugandan shillings,2006.0,actual,expenditures,other spending,,,,91000000000.0
uganda,ugandan shillings,2007.0,actual,expenditures,other spending,,,,151000000000.0
uganda,ugandan shillings,2008.0,actual,expenditures,other spending,,,,304000000000.0
uganda,ugandan shillings,2009.0,actual,expenditures,other spending,,,,283000000000.0
uganda,ugandan shillings,2010.0,actual ,expenditures,other spending,,,,253000000000.0
uganda,ugandan shillings,2011.0,actual,expenditures,other spending,,,,194000000000.0
uganda,ugandan shillings,2012.0,actual,expenditures,other spending,,,,278000000000.0
uganda,ugandan shillings,2013.0,actual,expenditures,other spending,,,,63000000000.0
uganda,ugandan shillings,2014.0,budget,expenditures,other spending,,,,66800000000.0
uganda,ugandan shillings,2014.0,prel,expenditures,other spending,,,,20000000000.0
uganda,ugandan shillings,2015.0,proj,expenditures,other spending,,,,280000000000.0
uganda,ugandan shillings,2016.0,proj,expenditures,other spending,,,,330000000000.0
uganda,ugandan shillings,2017.0,proj,expenditures,other spending,,,,380000000000.0
uganda,ugandan shillings,2018.0,proj,expenditures,other spending,,,,430000000000.0
uganda,ugandan shillings,2019.0,proj,expenditures,other spending,,,,430000000000.0
uganda,ugandan shillings,2000.0,actual,total financing,,,,,860000000000.0
uganda,ugandan shillings,2001.0,actual,total financing,,,,,351000000000.0
uganda,ugandan shillings,2002.0,actual,total financing,,,,,421000000000.0
uganda,ugandan shillings,2003.0,actual,total financing,,,,,494000000000.0
uganda,ugandan shillings,2004.0,actual,total financing,,,,,99800000000.0
uganda,ugandan shillings,2005.0,actual,total financing,,,,,53000000000.0
uganda,ugandan shillings,2006.0,actual,total financing,,,,,-87000000000.0
uganda,ugandan shillings,2007.0,actual,total financing,,,,,174000000000.0
uganda,ugandan shillings,2008.0,actual,total financing,,,,,541000000000.0
uganda,ugandan shillings,2009.0,actual,total financing,,,,,658000000000.0
uganda,ugandan shillings,2010.0,actual ,total financing,,,,,1532000000000.0
uganda,ugandan shillings,2011.0,actual,total financing,,,,,1654000000000.0
uganda,ugandan shillings,2012.0,actual,total financing,,,,,1191000000000.0
uganda,ugandan shillings,2013.0,actual,total financing,,,,,2084000000000.0
uganda,ugandan shillings,2014.0,budget,total financing,,,,,3464200000000.0
uganda,ugandan shillings,2014.0,prel,total financing,,,,,2455000000000.0
uganda,ugandan shillings,2015.0,proj,total financing,,,,,5178000000000.0
uganda,ugandan shillings,2016.0,proj,total financing,,,,,4284000000000.0
uganda,ugandan shillings,2017.0,proj,total financing,,,,,5144000000000.0
uganda,ugandan shillings,2018.0,proj,total financing,,,,,4929000000000.0
uganda,ugandan shillings,2019.0,proj,total financing,,,,,3646000000000.0
uganda,ugandan shillings,2000.0,actual,total financing,external financing net,,,,286000000000.0
uganda,ugandan shillings,2001.0,actual,total financing,external financing net,,,,362000000000.0
uganda,ugandan shillings,2002.0,actual,total financing,external financing net,,,,476000000000.0
uganda,ugandan shillings,2003.0,actual,total financing,external financing net,,,,513000000000.0
uganda,ugandan shillings,2004.0,actual,total financing,external financing net,,,,299800000000.0
uganda,ugandan shillings,2005.0,actual,total financing,external financing net,,,,127000000000.0
uganda,ugandan shillings,2006.0,actual,total financing,external financing net,,,,118000000000.0
uganda,ugandan shillings,2007.0,actual,total financing,external financing net,,,,379000000000.0
uganda,ugandan shillings,2008.0,actual,total financing,external financing net,,,,618000000000.0
uganda,ugandan shillings,2009.0,actual,total financing,external financing net,,,,592000000000.0
uganda,ugandan shillings,2010.0,actual ,total financing,external financing net,,,,784000000000.0
uganda,ugandan shillings,2011.0,actual,total financing,external financing net,,,,549000000000.0
uganda,ugandan shillings,2012.0,actual,total financing,external financing net,,,,1171000000000.0
uganda,ugandan shillings,2013.0,actual,total financing,external financing net,,,,1418000000000.0
uganda,ugandan shillings,2014.0,budget,total financing,external financing net,,,,1602200000000.0
uganda,ugandan shillings,2014.0,prel,total financing,external financing net,,,,879000000000.0
uganda,ugandan shillings,2015.0,proj,total financing,external financing net,,,,2578000000000.0
uganda,ugandan shillings,2016.0,proj,total financing,external financing net,,,,2698000000000.0
uganda,ugandan shillings,2017.0,proj,total financing,external financing net,,,,2810000000000.0
uganda,ugandan shillings,2018.0,proj,total financing,external financing net,,,,3084000000000.0
uganda,ugandan shillings,2019.0,proj,total financing,external financing net,,,,2359000000000.0
uganda,ugandan shillings,2000.0,actual,total financing,external financing net,external financing inflow,budget support,,58000000000.0
uganda,ugandan shillings,2001.0,actual,total financing,external financing net,external financing inflow,budget support,,149000000000.0
uganda,ugandan shillings,2002.0,actual,total financing,external financing net,external financing inflow,budget support,,349000000000.0
uganda,ugandan shillings,2003.0,actual,total financing,external financing net,external financing inflow,budget support,,360000000000.0
uganda,ugandan shillings,2004.0,actual,total financing,external financing net,external financing inflow,budget support,,57000000000.0
uganda,ugandan shillings,2005.0,actual,total financing,external financing net,external financing inflow,budget support,,11000000000.0
uganda,ugandan shillings,2006.0,actual,total financing,external financing net,external financing inflow,budget support,,76000000000.0
uganda,ugandan shillings,2007.0,actual,total financing,external financing net,external financing inflow,budget support,,249000000000.0
uganda,ugandan shillings,2008.0,actual,total financing,external financing net,external financing inflow,budget support,,211000000000.0
uganda,ugandan shillings,2009.0,actual,total financing,external financing net,external financing inflow,budget support,,233000000000.0
uganda,ugandan shillings,2010.0,actual ,total financing,external financing net,external financing inflow,budget support,,236000000000.0
uganda,ugandan shillings,2011.0,actual,total financing,external financing net,external financing inflow,budget support,,233000000000.0
uganda,ugandan shillings,2012.0,actual,total financing,external financing net,external financing inflow,budget support,,126000000000.0
uganda,ugandan shillings,2013.0,actual,total financing,external financing net,external financing inflow,budget support,,324000000000.0
uganda,ugandan shillings,2014.0,budget,total financing,external financing net,external financing inflow,budget support,,0.0
uganda,ugandan shillings,2014.0,prel,total financing,external financing net,external financing inflow,budget support,,0.0
uganda,ugandan shillings,2015.0,proj,total financing,external financing net,external financing inflow,budget support,,0.0
uganda,ugandan shillings,2016.0,proj,total financing,external financing net,external financing inflow,budget support,,0.0
uganda,ugandan shillings,2017.0,proj,total financing,external financing net,external financing inflow,budget support,,0.0
uganda,ugandan shillings,2018.0,proj,total financing,external financing net,external financing inflow,budget support,,0.0
uganda,ugandan shillings,2019.0,proj,total financing,external financing net,external financing inflow,budget support,,0.0
uganda,ugandan shillings,2000.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,275000000000.0
uganda,ugandan shillings,2001.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,281000000000.0
uganda,ugandan shillings,2002.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,208000000000.0
uganda,ugandan shillings,2003.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,257000000000.0
uganda,ugandan shillings,2004.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,370300000000.0
uganda,ugandan shillings,2005.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,274000000000.0
uganda,ugandan shillings,2006.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,241000000000.0
uganda,ugandan shillings,2007.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,271000000000.0
uganda,ugandan shillings,2008.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,495000000000.0
uganda,ugandan shillings,2009.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,513000000000.0
uganda,ugandan shillings,2010.0,actual ,total financing,external financing net,external financing inflow,concessional project loans,,683000000000.0
uganda,ugandan shillings,2011.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,470000000000.0
uganda,ugandan shillings,2012.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,1056000000000.0
uganda,ugandan shillings,2013.0,actual,total financing,external financing net,external financing inflow,concessional project loans,,1303000000000.0
uganda,ugandan shillings,2014.0,budget,total financing,external financing net,external financing inflow,concessional project loans,,1850600000000.0
uganda,ugandan shillings,2014.0,prel,total financing,external financing net,external financing inflow,concessional project loans,,1120000000000.0
uganda,ugandan shillings,2015.0,proj,total financing,external financing net,external financing inflow,concessional project loans,,1699000000000.0
uganda,ugandan shillings,2016.0,proj,total financing,external financing net,external financing inflow,concessional project loans,,1196000000000.0
uganda,ugandan shillings,2017.0,proj,total financing,external financing net,external financing inflow,concessional project loans,,1278000000000.0
uganda,ugandan shillings,2018.0,proj,total financing,external financing net,external financing inflow,concessional project loans,,1228000000000.0
uganda,ugandan shillings,2019.0,proj,total financing,external financing net,external financing inflow,concessional project loans,,1060000000000.0
uganda,ugandan shillings,2000.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2001.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2002.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2003.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2004.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2005.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2006.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2007.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2008.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2009.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2010.0,actual ,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2011.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2012.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,192000000000.0
uganda,ugandan shillings,2013.0,actual,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2014.0,budget,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2014.0,prel,total financing,external financing net,external financing inflow,non-concessional borrowing,,0.0
uganda,ugandan shillings,2015.0,proj,total financing,external financing net,external financing inflow,non-concessional borrowing,,1160000000000.0
uganda,ugandan shillings,2016.0,proj,total financing,external financing net,external financing inflow,non-concessional borrowing,,1817000000000.0
uganda,ugandan shillings,2017.0,proj,total financing,external financing net,external financing inflow,non-concessional borrowing,,1870000000000.0
uganda,ugandan shillings,2018.0,proj,total financing,external financing net,external financing inflow,non-concessional borrowing,,2238000000000.0
uganda,ugandan shillings,2019.0,proj,total financing,external financing net,external financing inflow,non-concessional borrowing,,1710000000000.0
uganda,ugandan shillings,2000.0,actual,total financing,external financing net,external financing outflow,amortization ,,-124000000000.0
uganda,ugandan shillings,2001.0,actual,total financing,external financing net,external financing outflow,amortization ,,-126000000000.0
uganda,ugandan shillings,2002.0,actual,total financing,external financing net,external financing outflow,amortization ,,-123000000000.0
uganda,ugandan shillings,2003.0,actual,total financing,external financing net,external financing outflow,amortization ,,-143000000000.0
uganda,ugandan shillings,2004.0,actual,total financing,external financing net,external financing outflow,amortization ,,-143400000000.0
uganda,ugandan shillings,2005.0,actual,total financing,external financing net,external financing outflow,amortization ,,-162000000000.0
uganda,ugandan shillings,2006.0,actual,total financing,external financing net,external financing outflow,amortization ,,-149000000000.0
uganda,ugandan shillings,2007.0,actual,total financing,external financing net,external financing outflow,amortization ,,-104000000000.0
uganda,ugandan shillings,2008.0,actual,total financing,external financing net,external financing outflow,amortization ,,-87000000000.0
uganda,ugandan shillings,2009.0,actual,total financing,external financing net,external financing outflow,amortization ,,-126000000000.0
uganda,ugandan shillings,2010.0,actual ,total financing,external financing net,external financing outflow,amortization ,,-110000000000.0
uganda,ugandan shillings,2011.0,actual,total financing,external financing net,external financing outflow,amortization ,,-146000000000.0
uganda,ugandan shillings,2012.0,actual,total financing,external financing net,external financing outflow,amortization ,,-193000000000.0
uganda,ugandan shillings,2013.0,actual,total financing,external financing net,external financing outflow,amortization ,,-200000000000.0
uganda,ugandan shillings,2014.0,budget,total financing,external financing net,external financing outflow,amortization ,,-223700000000.0
uganda,ugandan shillings,2014.0,prel,total financing,external financing net,external financing outflow,amortization ,,-212000000000.0
uganda,ugandan shillings,2015.0,proj,total financing,external financing net,external financing outflow,amortization ,,-275000000000.0
uganda,ugandan shillings,2016.0,proj,total financing,external financing net,external financing outflow,amortization ,,-295000000000.0
uganda,ugandan shillings,2017.0,proj,total financing,external financing net,external financing outflow,amortization ,,-328000000000.0
uganda,ugandan shillings,2018.0,proj,total financing,external financing net,external financing outflow,amortization ,,-382000000000.0
uganda,ugandan shillings,2019.0,proj,total financing,external financing net,external financing outflow,amortization ,,-410000000000.0
uganda,ugandan shillings,2000.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,34000000000.0
uganda,ugandan shillings,2001.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,59000000000.0
uganda,ugandan shillings,2002.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,42000000000.0
uganda,ugandan shillings,2003.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,38000000000.0
uganda,ugandan shillings,2004.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,15800000000.0
uganda,ugandan shillings,2005.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,4000000000.0
uganda,ugandan shillings,2006.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,-50000000000.0
uganda,ugandan shillings,2007.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,-38000000000.0
uganda,ugandan shillings,2008.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,-13000000000.0
uganda,ugandan shillings,2009.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,-29000000000.0
uganda,ugandan shillings,2010.0,actual ,total financing,external financing net,external financing inflow,exceptional financing,,-26000000000.0
uganda,ugandan shillings,2011.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,-8000000000.0
uganda,ugandan shillings,2012.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,-10000000000.0
uganda,ugandan shillings,2013.0,actual,total financing,external financing net,external financing inflow,exceptional financing,,-10000000000.0
uganda,ugandan shillings,2014.0,budget,total financing,external financing net,external financing inflow,exceptional financing,,-24700000000.0
uganda,ugandan shillings,2014.0,prel,total financing,external financing net,external financing inflow,exceptional financing,,-30000000000.0
uganda,ugandan shillings,2015.0,proj,total financing,external financing net,external financing inflow,exceptional financing,,-7000000000.0
uganda,ugandan shillings,2016.0,proj,total financing,external financing net,external financing inflow,exceptional financing,,-20000000000.0
uganda,ugandan shillings,2017.0,proj,total financing,external financing net,external financing inflow,exceptional financing,,-11000000000.0
uganda,ugandan shillings,2018.0,proj,total financing,external financing net,external financing inflow,exceptional financing,,0.0
uganda,ugandan shillings,2019.0,proj,total financing,external financing net,external financing inflow,exceptional financing,,0.0
uganda,ugandan shillings,2000.0,actual,total financing,domestic financing net,,,,574000000000.0
uganda,ugandan shillings,2001.0,actual,total financing,domestic financing net,,,,-11000000000.0
uganda,ugandan shillings,2002.0,actual,total financing,domestic financing net,,,,-55000000000.0
uganda,ugandan shillings,2003.0,actual,total financing,domestic financing net,,,,-19000000000.0
uganda,ugandan shillings,2004.0,actual,total financing,domestic financing net,,,,-200000000000.0
uganda,ugandan shillings,2005.0,actual,total financing,domestic financing net,,,,-74000000000.0
uganda,ugandan shillings,2006.0,actual,total financing,domestic financing net,,,,-204000000000.0
uganda,ugandan shillings,2007.0,actual,total financing,domestic financing net,,,,-205000000000.0
uganda,ugandan shillings,2008.0,actual,total financing,domestic financing net,,,,-78000000000.0
uganda,ugandan shillings,2009.0,actual,total financing,domestic financing net,,,,66000000000.0
