"id","destination-institution-type.2000","creditor-type.2000","creditor-institution.2000","financing-type.2000","value.2000","destination-institution-type.2001","creditor-type.2001","creditor-institution.2001","financing-type.2001","value.2001","destination-institution-type.2002","creditor-type.2002","creditor-institution.2002","financing-type.2002","value.2002","destination-institution-type.2003","creditor-type.2003","creditor-institution.2003","financing-type.2003","value.2003","destination-institution-type.2004","creditor-type.2004","creditor-institution.2004","financing-type.2004","value.2004","destination-institution-type.2005","creditor-type.2005","creditor-institution.2005","financing-type.2005","value.2005","destination-institution-type.2006","creditor-type.2006","creditor-institution.2006","financing-type.2006","value.2006","destination-institution-type.2007","creditor-type.2007","creditor-institution.2007","financing-type.2007","value.2007","destination-institution-type.2008","creditor-type.2008","creditor-institution.2008","financing-type.2008","value.2008","destination-institution-type.2009","creditor-type.2009","creditor-institution.2009","financing-type.2009","value.2009","destination-institution-type.2010","creditor-type.2010","creditor-institution.2010","financing-type.2010","value.2010","destination-institution-type.2011","creditor-type.2011","creditor-institution.2011","financing-type.2011","value.2011","destination-institution-type.2012","creditor-type.2012","creditor-institution.2012","financing-type.2012","value.2012","destination-institution-type.2013","creditor-type.2013","creditor-institution.2013","financing-type.2013","value.2013"
"HN","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"HR","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"HT","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"HU","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",432186917.8,"png","private","private","bonds",1134345834,"png","private","private","bonds",3047065840,"png","private","private","bonds",4227543195,"png","private","private","bonds",1847513988,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",1408648581
"ID","png","private","private","bonds",986947057.2,"png","private","private","bonds",0,"png","private","private","bonds",386297682.2,"png","private","private","bonds",562220960.9,"png","private","private","bonds",1338645093,"png","private","private","bonds",396858774.4,"png","private","private","bonds",244609273.8,"png","private","private","bonds",738754807,"png","private","private","bonds",502489285.2,"png","private","private","bonds",2443450045,"png","private","private","bonds",213179627.4,"png","private","private","bonds",287715011.7,"png","private","private","bonds",1469922000,"png","private","private","bonds",2766153710
"IE","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"IL","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"IN","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",167470852.8,"png","private","private","bonds",0,"png","private","private","bonds",2921046444,"png","private","private","bonds",3907533879,"png","private","private","bonds",5845384793,"png","private","private","bonds",8425470704,"png","private","private","bonds",674986887.3,"png","private","private","bonds",2734213476,"png","private","private","bonds",1254963396,"png","private","private","bonds",695358359.5,"png","private","private","bonds",664667000,"png","private","private","bonds",1272613393
"IQ","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"IR","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"IS","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"IT","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"JM","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",412601322,"png","private","private","bonds",550294142.8,"png","private","private","bonds",1686784971,"png","private","private","bonds",0,"png","private","private","bonds",1311787171,"png","private","private","bonds",1173441430,"png","private","private","bonds",0,"png","private","private","bonds",1.75e+09,"png","private","private","bonds",1877848040
"JO","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"JP","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"KE","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"KG","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"KH","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"KI","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"KM","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"KN","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"KR","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"KW","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"KZ","png","private","private","bonds",0,"png","private","private","bonds",417139348.1,"png","private","private","bonds",1235521931,"png","private","private","bonds",2607609642,"png","private","private","bonds",9788093288,"png","private","private","bonds",7119197144,"png","private","private","bonds",11331996969,"png","private","private","bonds",16853508959,"png","private","private","bonds",671932420.9,"png","private","private","bonds",0,"png","private","private","bonds",548043753.9,"png","private","private","bonds",824576334.3,"png","private","private","bonds",5.6e+08,"png","private","private","bonds",6218791559
"LA","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"LB","png","private","private","bonds",156091321.8,"png","private","private","bonds",275969749.7,"png","private","private","bonds",184030312.2,"png","private","private","bonds",207067073.3,"png","private","private","bonds",266611207.8,"png","private","private","bonds",714284119.1,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",218418343.4,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",5e+08,"png","private","private","bonds",0
"LC","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"LK","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",172506049.1,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",94816434.69
"LR","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"LS","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"LT","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"LU","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"LV","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"LY","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"MA","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"MD","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"ME","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"MG","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"MH","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"MK","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"ML","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"MM","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"MN","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",9e+08,"png","private","private","bonds",0
"MR","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"MT","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"MU","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"MV","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"MW","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"MX","png","private","private","bonds",4498303143,"png","private","private","bonds",2124104876,"png","private","private","bonds",3087908647,"png","private","private","bonds",3257627129,"png","private","private","bonds",4926256676,"png","private","private","bonds",7673213248,"png","private","private","bonds",4879215823,"png","private","private","bonds",6028613640,"png","private","private","bonds",927380561.5,"png","private","private","bonds",5904759204,"png","private","private","bonds",11781770390,"png","private","private","bonds",17615726229,"png","private","private","bonds",31004991000,"png","private","private","bonds",41231642764
"MY","png","private","private","bonds",673181751.5,"png","private","private","bonds",1043133764,"png","private","private","bonds",0,"png","private","private","bonds",1613823503,"png","private","private","bonds",5405063796,"png","private","private","bonds",2483002736,"png","private","private","bonds",887941160,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",443905830.3,"png","private","private","bonds",1290333655,"png","private","private","bonds",3987880000,"png","private","private","bonds",1820124118
"MZ","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"NA","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"NE","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"NG","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",539146071.1,"png","private","private","bonds",3.5e+08,"png","private","private","bonds",1472830777
"NI","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"NL","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"NO","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"NP","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"NZ","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"OM","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"PA","png","private","private","bonds",0,"png","private","private","bonds",391270895.2,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",206258309.9,"png","private","private","bonds",404007099.6,"png","private","private","bonds",587970453.3,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",362179821.5,"png","private","private","bonds",8e+08,"png","private","private","bonds",260366384.5
"PE","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",1762970542,"png","private","private","bonds",1932183292,"png","private","private","bonds",1715240823,"png","private","private","bonds",0,"png","private","private","bonds",1141091165,"png","private","private","bonds",0,"png","private","private","bonds",1817416748,"png","private","private","bonds",2960025000,"png","private","private","bonds",5256697371
"PG","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"PH","png","private","private","bonds",8759745.905,"png","private","private","bonds",1124303848,"png","private","private","bonds",1299616790,"png","private","private","bonds",1107918350,"png","private","private","bonds",525897933.5,"png","private","private","bonds",430927823.2,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",1123734309,"png","private","private","bonds",1.525e+09,"png","private","private","bonds",3598261965
"PK","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",977392332.5,"png","private","private","bonds",344949855.7,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0
"PL","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"PT","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"PW","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"PY","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",5e+08,"png","private","private","bonds",0
"QA","png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",,"png","private","private","bonds",
"RO","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",76658577.84,"png","private","private","bonds",37902000,"png","private","private","bonds",124482358
"RS","png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",162290463.1,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",0,"png","private","private","bonds",589774172.1
