"id","estimate.1980","value.1980","estimate.1981","value.1981","estimate.1982","value.1982","estimate.1983","value.1983","estimate.1984","value.1984","estimate.1985","value.1985","estimate.1986","value.1986","estimate.1987","value.1987","estimate.1988","value.1988","estimate.1989","value.1989","estimate.1990","value.1990","estimate.1991","value.1991","estimate.1992","value.1992","estimate.1993","value.1993","estimate.1994","value.1994","estimate.1995","value.1995","estimate.1996","value.1996","estimate.1997","value.1997","estimate.1998","value.1998","estimate.1999","value.1999","estimate.2000","value.2000","estimate.2001","value.2001","estimate.2002","value.2002","estimate.2003","value.2003","estimate.2004","value.2004","estimate.2005","value.2005","estimate.2006","value.2006","estimate.2007","value.2007","estimate.2008","value.2008","estimate.2009","value.2009","estimate.2010","value.2010","estimate.2011","value.2011","estimate.2012","value.2012","estimate.2013","value.2013","estimate.2014","value.2014","estimate.2015","value.2015","estimate.2016","value.2016","estimate.2017","value.2017","estimate.2018","value.2018","estimate.2019","value.2019"
"CA",FALSE,3.20798e+11,FALSE,3.67818e+11,FALSE,3.87601e+11,FALSE,4.1977e+11,FALSE,4.58745e+11,FALSE,4.95613e+11,FALSE,5.22987e+11,FALSE,5.70341e+11,FALSE,6.25589e+11,FALSE,6.71133e+11,FALSE,6.93778e+11,FALSE,6.99335e+11,FALSE,7.14756e+11,FALSE,7.42005e+11,FALSE,7.86584e+11,FALSE,8.26214e+11,FALSE,8.54847e+11,FALSE,9.01376e+11,FALSE,9.3673e+11,FALSE,1.001845e+12,FALSE,1.098166e+12,FALSE,1.134832e+12,FALSE,1.180948e+12,FALSE,1.243829e+12,FALSE,1.32494e+12,FALSE,1.41071e+12,FALSE,1.486918e+12,FALSE,1.5659e+12,FALSE,1.645974e+12,FALSE,1.567007e+12,FALSE,1.662757e+12,FALSE,1.760011e+12,FALSE,1.819967e+12,FALSE,1.8812e+12,TRUE,1.962403e+12,TRUE,2.051863e+12,TRUE,2.145736e+12,TRUE,2.239826e+12,TRUE,2.333177e+12,TRUE,2.431793e+12
"CH",FALSE,1.8857e+11,FALSE,2.02435e+11,FALSE,2.14465e+11,FALSE,2.20944e+11,FALSE,2.36148e+11,FALSE,2.50382e+11,FALSE,2.62775e+11,FALSE,2.72796e+11,FALSE,2.89599e+11,FALSE,3.1259e+11,FALSE,3.38996e+11,FALSE,3.5406e+11,FALSE,3.61425e+11,FALSE,3.69351e+11,FALSE,3.78471e+11,FALSE,3.83097e+11,FALSE,3.85671e+11,FALSE,3.95146e+11,FALSE,4.04355e+11,FALSE,4.10924e+11,FALSE,4.32405e+11,FALSE,4.43243e+11,FALSE,4.46786e+11,FALSE,4.50572e+11,FALSE,4.65348e+11,FALSE,4.79088e+11,FALSE,5.08036e+11,FALSE,5.408e+11,FALSE,5.67852e+11,FALSE,5.54372e+11,FALSE,5.72665e+11,FALSE,5.85102e+11,TRUE,5.91851e+11,TRUE,6.02887e+11,TRUE,6.11015e+11,TRUE,6.22639e+11,TRUE,6.396e+11,TRUE,6.59045e+11,TRUE,6.77617e+11,TRUE,6.9637e+11
"CL",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.0016478e+13,FALSE,1.3204561e+13,FALSE,1.6701928e+13,FALSE,1.991931e+13,FALSE,2.3891094e+13,FALSE,2.9072351e+13,FALSE,3.2023551e+13,FALSE,3.5571939e+13,FALSE,3.7532658e+13,FALSE,3.827924e+13,FALSE,4.2070395e+13,FALSE,4.526161e+13,FALSE,4.8296596e+13,FALSE,5.2614302e+13,FALSE,6.0508072e+13,FALSE,6.8884722e+13,FALSE,8.2045452e+13,FALSE,9.0431423e+13,FALSE,9.381856e+13,FALSE,9.6325099e+13,FALSE,1.10890225e+14,FALSE,1.21324111e+14,FALSE,1.2955257e+14,FALSE,1.37186875e+14,TRUE,1.46977094e+14,TRUE,1.57163238e+14,TRUE,1.6791079e+14,TRUE,1.79825604e+14,TRUE,1.9263033e+14,TRUE,2.06536051e+14
"CN",FALSE,,FALSE,,FALSE,5.42328e+11,FALSE,6.07458e+11,FALSE,7.34336e+11,FALSE,9.18529e+11,FALSE,1.046807e+12,FALSE,1.228498e+12,FALSE,1.532521e+12,FALSE,1.73113e+12,FALSE,1.93478e+12,FALSE,2.25774e+12,FALSE,2.75652e+12,FALSE,3.69381e+12,FALSE,5.02174e+12,FALSE,6.32169e+12,FALSE,7.41636e+12,FALSE,8.16585e+12,FALSE,8.65316e+12,FALSE,9.1125e+12,FALSE,9.8749e+12,FALSE,1.0902799e+13,FALSE,1.2047562e+13,FALSE,1.3661343e+13,FALSE,1.6095659e+13,FALSE,1.8742342e+13,FALSE,2.2271253e+13,FALSE,2.6659917e+13,FALSE,3.1597457e+13,FALSE,3.4877507e+13,FALSE,4.0281647e+13,FALSE,4.7261917e+13,FALSE,5.293992e+13,FALSE,5.86673e+13,TRUE,6.4452878e+13,TRUE,7.055635e+13,TRUE,7.7078795e+13,TRUE,8.4255393e+13,TRUE,9.1925948e+13,TRUE,1.00212787e+14
"CI",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,7.038821e+12,FALSE,7.758092e+12,FALSE,7.953561e+12,FALSE,7.630266e+12,FALSE,8.204578e+12,FALSE,8.605657e+12,FALSE,8.896202e+12,FALSE,8.74546e+12,FALSE,9.011755e+12,FALSE,9.307908e+12,FALSE,9.750029e+12,FALSE,1.084804e+13,FALSE,1.14635e+13,FALSE,1.2324723e+13,FALSE,8.982544e+12,TRUE,1.3834566e+13,TRUE,1.5345885e+13,TRUE,1.6730479e+13,TRUE,1.8635475e+13,TRUE,2.0398054e+13,TRUE,2.2121425e+13,TRUE,2.3931554e+13,TRUE,2.5686913e+13
"CM",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,6.612385e+12,FALSE,7.06144e+12,FALSE,7.583077e+12,FALSE,7.917e+12,FALSE,8.333881e+12,FALSE,8.7496e+12,FALSE,9.3875e+12,FALSE,9.792273e+12,FALSE,1.0443829e+13,FALSE,1.1040329e+13,FALSE,1.1699685e+13,FALSE,1.25457e+13,FALSE,1.3514687e+13,FALSE,1.4454336e+13,TRUE,1.5575881e+13,TRUE,1.6795521e+13,TRUE,1.8122119e+13,TRUE,1.9490697e+13,TRUE,2.0977938e+13,TRUE,2.2567565e+13
"CD",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.284e+10,FALSE,3.4582e+10,FALSE,4.4287e+10,FALSE,2.29768e+11,FALSE,1.317075e+12,FALSE,2.231457e+12,FALSE,3.025905e+12,FALSE,3.623266e+12,FALSE,4.113594e+12,FALSE,5.670065e+12,FALSE,6.694751e+12,FALSE,8.45611e+12,FALSE,1.0741806e+13,FALSE,1.4788935e+13,FALSE,1.8592321e+13,FALSE,2.1912978e+13,FALSE,2.5249857e+13,FALSE,2.7488941e+13,TRUE,3.0552131e+13,TRUE,3.4081859e+13,TRUE,3.8261289e+13,TRUE,4.3036066e+13,TRUE,4.8358587e+13,TRUE,5.367256e+13
"CG",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,7.62e+11,FALSE,7.687e+11,FALSE,7.764e+11,FALSE,7.601e+11,FALSE,9.8236e+11,FALSE,1.0562e+12,FALSE,1.2997e+12,FALSE,1.3557e+12,FALSE,1.1501e+12,FALSE,1.4493e+12,FALSE,2.2925e+12,FALSE,2.0483e+12,FALSE,2.1049e+12,FALSE,2.0318e+12,FALSE,2.4558e+12,FALSE,3.2107e+12,FALSE,4.0426e+12,FALSE,4.023295e+12,FALSE,5.310533e+12,FALSE,4.52994e+12,FALSE,5.946584e+12,FALSE,6.804386e+12,FALSE,6.979167e+12,FALSE,6.656667e+12,TRUE,6.834936e+12,TRUE,7.381151e+12,TRUE,7.803855e+12,TRUE,8.94452e+12,TRUE,9.081654e+12,TRUE,8.896873e+12
"CO",FALSE,2.192945e+12,FALSE,2.753486e+12,FALSE,3.468009e+12,FALSE,4.241294e+12,FALSE,5.355656e+12,FALSE,6.896145e+12,FALSE,9.426466e+12,FALSE,1.2254497e+13,FALSE,1.6291378e+13,FALSE,2.1006544e+13,FALSE,2.8090888e+13,FALSE,3.6254494e+13,FALSE,4.6542501e+13,FALSE,6.0961589e+13,FALSE,8.0520278e+13,FALSE,1.00677808e+14,FALSE,1.20079451e+14,FALSE,1.45113379e+14,FALSE,1.67500025e+14,FALSE,1.80712855e+14,FALSE,2.08531e+14,FALSE,2.25851e+14,FALSE,2.45323e+14,FALSE,2.72345e+14,FALSE,3.07762e+14,FALSE,3.40156e+14,FALSE,3.83898e+14,FALSE,4.31072e+14,FALSE,4.80087e+14,FALSE,5.04647e+14,FALSE,5.44924e+14,FALSE,6.21615e+14,FALSE,6.64473e+14,FALSE,7.07177e+14,TRUE,7.7501096e+14,TRUE,8.29476841e+14,TRUE,8.91512763e+14,TRUE,9.58175744e+14,TRUE,1.029520153e+15,TRUE,1.109403846e+15
"KM",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,4.6e+10,FALSE,5.17e+10,FALSE,5.627e+10,FALSE,5.9035e+10,FALSE,6.1796e+10,FALSE,6.3397e+10,FALSE,6.8074e+10,FALSE,6.963e+10,FALSE,7.0458e+10,FALSE,7.4632e+10,FALSE,7.7351e+10,FALSE,8.6812e+10,FALSE,8.8432e+10,FALSE,9.2836e+10,FALSE,9.5303e+10,FALSE,1.02782e+11,FALSE,1.07811e+11,FALSE,1.21015e+11,FALSE,1.31293e+11,FALSE,1.41437e+11,FALSE,1.43596e+11,FALSE,1.53112e+11,FALSE,1.58114e+11,FALSE,1.67699e+11,FALSE,1.77704e+11,FALSE,1.89213e+11,FALSE,2.01841e+11,FALSE,2.16011e+11,FALSE,2.28167e+11,FALSE,2.4355e+11,TRUE,2.61027e+11,TRUE,2.80699e+11,TRUE,3.01791e+11,TRUE,3.24595e+11,TRUE,3.49072e+11,TRUE,3.74657e+11
"CV",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,7.9597e+10,FALSE,8.709e+10,FALSE,9.0811e+10,FALSE,9.669e+10,FALSE,1.08722e+11,FALSE,1.21974e+11,FALSE,1.34698e+11,FALSE,1.35879e+11,FALSE,1.38569e+11,FALSE,1.47924e+11,FALSE,1.50605e+11,FALSE,1.54462e+11,TRUE,1.5914e+11,TRUE,1.6764e+11,TRUE,1.78734e+11,TRUE,1.90551e+11,TRUE,2.03145e+11,TRUE,2.16616e+11
"CR",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,4.914534e+12,FALSE,5.394653e+12,FALSE,6.060944e+12,FALSE,6.983599e+12,FALSE,8.14355e+12,FALSE,9.538977e+12,FALSE,1.1517822e+13,FALSE,1.3598403e+13,FALSE,1.570176e+13,FALSE,1.6844745e+13,FALSE,1.9086721e+13,FALSE,2.0852225e+13,FALSE,2.2819049e+13,FALSE,2.4798973e+13,TRUE,2.7248844e+13,TRUE,2.9655974e+13,TRUE,3.2232939e+13,TRUE,3.5115627e+13,TRUE,3.8187307e+13,TRUE,4.150351e+13
"CY",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,7.059e+09,FALSE,7.354e+09,FALSE,7.71e+09,FALSE,8.337e+09,FALSE,8.946e+09,FALSE,9.756e+09,FALSE,1.0548e+10,FALSE,1.0892e+10,FALSE,1.1631e+10,FALSE,1.2522e+10,FALSE,1.3402e+10,FALSE,1.4432e+10,FALSE,1.583e+10,FALSE,1.7157e+10,FALSE,1.6853e+10,FALSE,1.7406e+10,FALSE,1.7878e+10,FALSE,1.772e+10,FALSE,1.6504e+10,TRUE,1.5758e+10,TRUE,1.5936e+10,TRUE,1.6436e+10,TRUE,1.7072e+10,TRUE,1.7785e+10,TRUE,1.8519e+10
"CZ",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.533676e+12,FALSE,1.761575e+12,FALSE,1.884924e+12,FALSE,2.061583e+12,FALSE,2.149023e+12,FALSE,2.269695e+12,FALSE,2.448557e+12,FALSE,2.56753e+12,FALSE,2.688107e+12,FALSE,2.929172e+12,FALSE,3.116056e+12,FALSE,3.352599e+12,FALSE,3.662573e+12,FALSE,3.848411e+12,FALSE,3.758979e+12,FALSE,3.79088e+12,FALSE,3.823401e+12,FALSE,3.845926e+12,FALSE,3.88378e+12,TRUE,4.015247e+12,TRUE,4.186194e+12,TRUE,4.366413e+12,TRUE,4.549915e+12,TRUE,4.735817e+12,TRUE,4.931177e+12
"DE",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.5346e+12,FALSE,1.6484e+12,FALSE,1.6969e+12,FALSE,1.7822e+12,FALSE,1.8485e+12,FALSE,1.875e+12,FALSE,1.9126e+12,FALSE,1.9597e+12,FALSE,2.0002e+12,FALSE,2.0475e+12,FALSE,2.1019e+12,FALSE,2.1322e+12,FALSE,2.1475e+12,FALSE,2.1957e+12,FALSE,2.2244e+12,FALSE,2.3139e+12,FALSE,2.4285e+12,FALSE,2.4738e+12,FALSE,2.3742e+12,FALSE,2.495e+12,FALSE,2.6099e+12,FALSE,2.6664e+12,FALSE,2.7376e+12,TRUE,2.820582e+12,TRUE,2.909343e+12,TRUE,3.008213e+12,TRUE,3.107983e+12,TRUE,3.205292e+12,TRUE,3.301447e+12
"DJ",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,8.2182e+10,FALSE,8.4961e+10,FALSE,8.2827e+10,FALSE,8.7384e+10,FALSE,8.8456e+10,FALSE,8.7795e+10,FALSE,8.9336e+10,FALSE,9.1396e+10,FALSE,9.608e+10,FALSE,9.8795e+10,FALSE,1.02633e+11,FALSE,1.05953e+11,FALSE,1.1153e+11,FALSE,1.184e+11,FALSE,1.25939e+11,FALSE,1.36604e+11,FALSE,1.50658e+11,FALSE,1.74801e+11,FALSE,1.86449e+11,FALSE,2.00578e+11,FALSE,2.20222e+11,FALSE,2.40569e+11,TRUE,2.58658e+11,TRUE,2.81069e+11,TRUE,3.08526e+11,TRUE,3.40116e+11,TRUE,3.76711e+11,TRUE,4.17204e+11,TRUE,4.57461e+11
"DM",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,5.58e+08,FALSE,6e+08,FALSE,6.33e+08,FALSE,6.69e+08,FALSE,7.02e+08,FALSE,7.37e+08,FALSE,7.76e+08,FALSE,8.13e+08,FALSE,8.5e+08,FALSE,8.65e+08,FALSE,8.76e+08,FALSE,8.8e+08,FALSE,8.92e+08,FALSE,9.42e+08,FALSE,9.68e+08,FALSE,9.97e+08,FALSE,1.073e+09,FALSE,1.168e+09,FALSE,1.262e+09,FALSE,1.293e+09,FALSE,1.305e+09,FALSE,1.333e+09,FALSE,1.341e+09,FALSE,1.365e+09,TRUE,1.411e+09,TRUE,1.463e+09,TRUE,1.523e+09,TRUE,1.589e+09,TRUE,1.654e+09,TRUE,1.715e+09
"DK",FALSE,3.92875e+11,FALSE,4.30068e+11,FALSE,4.91088e+11,FALSE,5.41428e+11,FALSE,5.97727e+11,FALSE,6.4854e+11,FALSE,6.98783e+11,FALSE,7.34418e+11,FALSE,7.62213e+11,FALSE,8.04549e+11,FALSE,8.40648e+11,FALSE,8.74363e+11,FALSE,9.06595e+11,FALSE,9.11809e+11,FALSE,9.76945e+11,FALSE,1.019545e+12,FALSE,1.069488e+12,FALSE,1.125641e+12,FALSE,1.163616e+12,FALSE,1.213473e+12,FALSE,1.293964e+12,FALSE,1.335611e+12,FALSE,1.372737e+12,FALSE,1.400689e+12,FALSE,1.46618e+12,FALSE,1.545257e+12,FALSE,1.631659e+12,FALSE,1.695264e+12,FALSE,1.753152e+12,FALSE,1.66479e+12,FALSE,1.760051e+12,FALSE,1.791773e+12,FALSE,1.825582e+12,FALSE,1.856829e+12,TRUE,1.895125e+12,TRUE,1.958955e+12,TRUE,2.030324e+12,TRUE,2.110354e+12,TRUE,2.193886e+12,TRUE,2.280028e+12
"DO",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.31761e+11,FALSE,1.53792e+11,FALSE,1.73135e+11,FALSE,1.95201e+11,FALSE,2.25274e+11,FALSE,2.49744e+11,FALSE,2.92922e+11,FALSE,3.32425e+11,FALSE,3.66797e+11,FALSE,4.14459e+11,FALSE,4.43786e+11,FALSE,4.94852e+11,FALSE,6.57812e+11,FALSE,9.71734e+11,FALSE,1.088056e+12,FALSE,1.269898e+12,FALSE,1.455253e+12,FALSE,1.656962e+12,FALSE,1.729468e+12,FALSE,1.978852e+12,FALSE,2.222989e+12,FALSE,2.372271e+12,FALSE,2.557064e+12,TRUE,2.727967e+12,TRUE,2.96335e+12,TRUE,3.205159e+12,TRUE,3.4667e+12,TRUE,3.749583e+12,TRUE,4.055549e+12
"DZ",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,5.544e+11,FALSE,8.62132e+11,FALSE,1.074695e+12,FALSE,1.189724e+12,FALSE,1.4874e+12,FALSE,2.00499e+12,FALSE,2.57e+12,FALSE,2.7802e+12,FALSE,2.830491e+12,FALSE,3.248198e+12,FALSE,4.1235e+12,FALSE,4.2271e+12,FALSE,4.5228e+12,FALSE,5.2523e+12,FALSE,6.1491e+12,FALSE,7.562e+12,FALSE,8.501636e+12,FALSE,9.352886e+12,FALSE,1.1043704e+13,FALSE,9.968025e+12,FALSE,1.1991564e+13,FALSE,1.4526608e+13,FALSE,1.611543e+13,FALSE,1.6862075e+13,TRUE,1.8152631e+13,TRUE,1.9572032e+13,TRUE,2.1011238e+13,TRUE,2.2659846e+13,TRUE,2.4022832e+13,TRUE,2.5489261e+13
"EC",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.7752e+10,FALSE,2.1407e+10,FALSE,2.325e+10,FALSE,2.433e+10,FALSE,2.734e+10,FALSE,2.781e+10,FALSE,1.9982e+10,FALSE,1.8543e+10,FALSE,2.4605e+10,FALSE,2.8549e+10,FALSE,3.2433e+10,FALSE,3.6592e+10,FALSE,4.1507e+10,FALSE,4.6802e+10,FALSE,5.1008e+10,FALSE,6.1763e+10,FALSE,6.252e+10,FALSE,6.9555e+10,FALSE,7.978e+10,FALSE,8.7499e+10,FALSE,9.3746e+10,TRUE,1.00485e+11,TRUE,1.06872e+11,TRUE,1.13983e+11,TRUE,1.23786e+11,TRUE,1.32657e+11,TRUE,1.42225e+11
"EG",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,3.789e+11,FALSE,4.175e+11,FALSE,4.853e+11,FALSE,5.385e+11,FALSE,6.177e+11,FALSE,7.448e+11,FALSE,8.955e+11,FALSE,1.0422e+12,FALSE,1.2066e+12,FALSE,1.3711e+12,FALSE,1.5755e+12,FALSE,1.7533e+12,TRUE,1.986623e+12,TRUE,2.327101e+12,TRUE,2.684018e+12,TRUE,3.101329e+12,TRUE,3.592685e+12,TRUE,4.155454e+12
"ER",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,2.191e+09,FALSE,2.528e+09,FALSE,3.45e+09,FALSE,3.943e+09,FALSE,4.758e+09,FALSE,5.347e+09,FALSE,5.958e+09,FALSE,6.471e+09,FALSE,6.799e+09,FALSE,8.509e+09,FALSE,1.018e+10,FALSE,1.2077e+10,FALSE,1.5291e+10,FALSE,1.688e+10,FALSE,1.8622e+10,FALSE,2.0264e+10,FALSE,2.122e+10,TRUE,2.8547e+10,TRUE,3.2549e+10,TRUE,4.0095e+10,TRUE,4.7539e+10,TRUE,5.2953e+10,TRUE,5.9501e+10,TRUE,6.6807e+10,TRUE,7.5093e+10,TRUE,8.4335e+10,TRUE,9.6e+10,TRUE,1.09796e+11
"ES",FALSE,9.6449e+10,FALSE,1.09926e+11,FALSE,1.2629e+11,FALSE,1.44159e+11,FALSE,1.61545e+11,FALSE,1.80049e+11,FALSE,2.05317e+11,FALSE,2.29175e+11,FALSE,2.54226e+11,FALSE,2.8512e+11,FALSE,3.17865e+11,FALSE,3.48894e+11,FALSE,3.75687e+11,FALSE,3.91566e+11,FALSE,4.15123e+11,FALSE,4.46952e+11,FALSE,4.73587e+11,FALSE,5.03636e+11,FALSE,5.39188e+11,FALSE,5.79614e+11,FALSE,6.29907e+11,FALSE,6.80397e+11,FALSE,7.29258e+11,FALSE,7.83082e+11,FALSE,8.41294e+11,FALSE,9.09298e+11,FALSE,9.85547e+11,FALSE,1.053161e+12,FALSE,1.087788e+12,FALSE,1.046894e+12,FALSE,1.04562e+12,FALSE,1.046327e+12,FALSE,1.029279e+12,FALSE,1.022988e+12,TRUE,1.033952e+12,TRUE,1.058188e+12,TRUE,1.087746e+12,TRUE,1.120035e+12,TRUE,1.156543e+12,TRUE,1.195819e+12
"EE",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,2.771e+09,FALSE,3.642e+09,FALSE,4.489e+09,FALSE,5.041e+09,FALSE,5.368e+09,FALSE,6.171e+09,FALSE,6.963e+09,FALSE,7.76e+09,FALSE,8.698e+09,FALSE,9.706e+09,FALSE,1.126e+10,FALSE,1.3518e+10,FALSE,1.6241e+10,FALSE,1.6511e+10,FALSE,1.4138e+10,FALSE,1.4708e+10,FALSE,1.6404e+10,FALSE,1.7637e+10,FALSE,1.8739e+10,TRUE,1.9463e+10,TRUE,2.0401e+10,TRUE,2.1589e+10,TRUE,2.2854e+10,TRUE,2.4222e+10,TRUE,2.5722e+10
"ET",FALSE,1.5005e+10,FALSE,1.5397e+10,FALSE,1.62e+10,FALSE,1.8008e+10,FALSE,1.7017e+10,FALSE,1.9927e+10,FALSE,2.07e+10,FALSE,2.2127e+10,FALSE,2.2929e+10,FALSE,2.4122e+10,FALSE,2.559e+10,FALSE,2.8299e+10,FALSE,2.9859e+10,FALSE,3.8302e+10,FALSE,4.0682e+10,FALSE,4.8662e+10,FALSE,5.4839e+10,FALSE,5.6806e+10,FALSE,5.4628e+10,FALSE,5.8697e+10,FALSE,6.589e+10,FALSE,6.73e+10,FALSE,6.5839e+10,FALSE,7.2637e+10,FALSE,8.5842e+10,FALSE,1.05401e+11,FALSE,1.30245e+11,FALSE,1.7012e+11,FALSE,2.4553e+11,FALSE,3.31322e+11,FALSE,3.78895e+11,FALSE,5.05646e+11,FALSE,7.38605e+11,FALSE,8.5274e+11,TRUE,9.97859e+11,TRUE,1.189003e+12,TRUE,1.409417e+12,TRUE,1.660694e+12,TRUE,1.961403e+12,TRUE,2.306051e+12
"FI",FALSE,3.4519e+10,FALSE,3.9013e+10,FALSE,4.3898e+10,FALSE,4.8885e+10,FALSE,5.467e+10,FALSE,5.9474e+10,FALSE,6.3986e+10,FALSE,6.9087e+10,FALSE,7.825e+10,FALSE,8.7457e+10,FALSE,9.2725e+10,FALSE,8.8454e+10,FALSE,8.6162e+10,FALSE,8.7118e+10,FALSE,9.1741e+10,FALSE,9.9678e+10,FALSE,1.02875e+11,FALSE,1.1144e+11,FALSE,1.21031e+11,FALSE,1.26923e+11,FALSE,1.36261e+11,FALSE,1.44437e+11,FALSE,1.48289e+11,FALSE,1.51569e+11,FALSE,1.58477e+11,FALSE,1.64387e+11,FALSE,1.72614e+11,FALSE,1.86584e+11,FALSE,1.93711e+11,FALSE,1.81029e+11,FALSE,1.871e+11,FALSE,1.96869e+11,FALSE,1.99069e+11,FALSE,2.01341e+11,TRUE,2.03969e+11,TRUE,2.08904e+11,TRUE,2.16132e+11,TRUE,2.24101e+11,TRUE,2.32642e+11,TRUE,2.41522e+11
"FJ",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,2.287e+09,FALSE,2.505e+09,FALSE,2.654e+09,FALSE,2.78e+09,FALSE,2.942e+09,FALSE,3.039e+09,FALSE,3.261e+09,FALSE,3.654e+09,FALSE,3.56e+09,FALSE,3.751e+09,FALSE,3.998e+09,FALSE,4.352e+09,FALSE,4.686e+09,FALSE,4.935e+09,FALSE,5.214e+09,FALSE,5.322e+09,FALSE,5.615e+09,FALSE,5.614e+09,FALSE,6.024e+09,FALSE,6.539e+09,FALSE,6.891e+09,FALSE,7.428e+09,TRUE,7.876e+09,TRUE,8.355e+09,TRUE,8.853e+09,TRUE,9.405e+09,TRUE,9.996e+09,TRUE,1.063e+10
"FR",FALSE,4.53211e+11,FALSE,5.11673e+11,FALSE,5.87952e+11,FALSE,6.52816e+11,FALSE,7.09648e+11,FALSE,7.60509e+11,FALSE,8.17854e+11,FALSE,8.59827e+11,FALSE,9.29444e+11,FALSE,1.001897e+12,FALSE,1.058627e+12,FALSE,1.097112e+12,FALSE,1.136841e+12,FALSE,1.148404e+12,FALSE,1.186345e+12,FALSE,1.224967e+12,FALSE,1.25895e+12,FALSE,1.299739e+12,FALSE,1.358776e+12,FALSE,1.408159e+12,FALSE,1.485303e+12,FALSE,1.544629e+12,FALSE,1.594259e+12,FALSE,1.637438e+12,FALSE,1.71076e+12,FALSE,1.771978e+12,FALSE,1.853267e+12,FALSE,1.94567e+12,FALSE,1.99585e+12,FALSE,1.939017e+12,FALSE,1.998481e+12,FALSE,2.059284e+12,FALSE,2.091059e+12,FALSE,2.113687e+12,TRUE,2.14274e+12,TRUE,2.184806e+12,TRUE,2.240867e+12,TRUE,2.307442e+12,TRUE,2.380682e+12,TRUE,2.458672e+12
