id,parent,year,purpose-code,purpose-name,total-purpose-value,bundle,total-bundle-value
EU,EU Institutions,2014,14030,Basic drinking water supply and basic sanitation,266436244.79,cash-grant,83907752.68
EU,EU Institutions,2014,14031,Basic drinking water supply,25447045.03,technical-ooperation,75120.16
EU,EU Institutions,2014,14031,Basic drinking water supply,25447045.03,cash-grant,23063232.04
EU,EU Institutions,2014,14031,Basic drinking water supply,25447045.03,mixed-project-aid,2308692.84
EU,EU Institutions,2014,14032,Basic sanitation,20737944.88,cash-grant,15189992.68
EU,EU Institutions,2014,14032,Basic sanitation,20737944.88,mixed-project-aid,5547952.20
EU,EU Institutions,2014,14040,River basins development,5181932.51,cash-grant,3773994.34
EU,EU Institutions,2014,14040,River basins development,5181932.51,mixed-project-aid,1407938.18
EU,EU Institutions,2014,14050,Waste management/disposal,74317801.15,gpgs-nngos,170390.86
EU,EU Institutions,2014,14050,Waste management/disposal,74317801.15,cash-loan-equity,62593269.41
EU,EU Institutions,2014,14050,Waste management/disposal,74317801.15,technical-ooperation,1672644.35
EU,EU Institutions,2014,14050,Waste management/disposal,74317801.15,mixed-project-aid,4445227.68
EU,EU Institutions,2014,14050,Waste management/disposal,74317801.15,cash-grant,5436268.85
EU,EU Institutions,2014,14081,Education and training in water supply and sanitation,1862867.03,technical-ooperation,1862867.03
EU,EU Institutions,2014,15110,Public sector policy and administrative management,379764619.06,cash-grant,194829663.22
EU,EU Institutions,2014,15110,Public sector policy and administrative management,379764619.06,technical-ooperation,138888123.30
EU,EU Institutions,2014,15110,Public sector policy and administrative management,379764619.06,mixed-project-aid,45321194.61
EU,EU Institutions,2014,15110,Public sector policy and administrative management,379764619.06,gpgs-nngos,725637.92
EU,EU Institutions,2014,15111,Public finance management,122384202.68,cash-grant,78221200.78
EU,EU Institutions,2014,15111,Public finance management,122384202.68,technical-ooperation,30493656.38
EU,EU Institutions,2014,15111,Public finance management,122384202.68,mixed-project-aid,12593494.12
EU,EU Institutions,2014,15111,Public finance management,122384202.68,gpgs-nngos,1075851.40
EU,EU Institutions,2014,15112,Decentralisation and support to subnational government,106989943.60,mixed-project-aid,28936126.35
EU,EU Institutions,2014,15112,Decentralisation and support to subnational government,106989943.60,cash-grant,62017727.20
EU,EU Institutions,2014,15112,Decentralisation and support to subnational government,106989943.60,gpgs-nngos,59242.94
EU,EU Institutions,2014,15112,Decentralisation and support to subnational government,106989943.60,technical-ooperation,15976847.12
EU,EU Institutions,2014,15113,Anti-corruption organisations and institutions,14200572.64,cash-grant,5568761.62
EU,EU Institutions,2014,15113,Anti-corruption organisations and institutions,14200572.64,technical-ooperation,4514340.30
EU,EU Institutions,2014,15113,Anti-corruption organisations and institutions,14200572.64,mixed-project-aid,4117470.71
EU,EU Institutions,2014,15130,Legal and judicial development,363970935.63,gpgs-nngos,39218.47
EU,EU Institutions,2014,15130,Legal and judicial development,363970935.63,technical-ooperation,174696821.73
EU,EU Institutions,2014,15130,Legal and judicial development,363970935.63,mixed-project-aid,47623742.89
EU,EU Institutions,2014,15130,Legal and judicial development,363970935.63,cash-grant,141611152.54
EU,EU Institutions,2014,15150,Democratic participation and civil society,211966663.30,gpgs-nngos,73180.23
EU,EU Institutions,2014,15150,Democratic participation and civil society,211966663.30,cash-grant,96591374.38
EU,EU Institutions,2014,15150,Democratic participation and civil society,211966663.30,mixed-project-aid,94517150.06
EU,EU Institutions,2014,15150,Democratic participation and civil society,211966663.30,technical-ooperation,20784958.62
EU,EU Institutions,2014,15151,Elections,123683330.26,technical-ooperation,59839396.57
EU,EU Institutions,2014,15151,Elections,123683330.26,mixed-project-aid,6825833.50
EU,EU Institutions,2014,15151,Elections,123683330.26,cash-grant,57018100.19
EU,EU Institutions,2014,15152,Legislatures and political parties,11829032.97,cash-grant,792887.45
EU,EU Institutions,2014,15152,Legislatures and political parties,11829032.97,mixed-project-aid,5904255.73
EU,EU Institutions,2014,15152,Legislatures and political parties,11829032.97,technical-ooperation,5131889.80
EU,EU Institutions,2014,15153,Media and free flow of information,22479490.04,mixed-project-aid,5947355.81
EU,EU Institutions,2014,15153,Media and free flow of information,22479490.04,technical-ooperation,2848471.41
EU,EU Institutions,2014,15153,Media and free flow of information,22479490.04,cash-grant,13683662.83
EU,EU Institutions,2014,15160,Human rights,163679038.51,mixed-project-aid,89689932.32
EU,EU Institutions,2014,15160,Human rights,163679038.51,technical-ooperation,9356126.31
EU,EU Institutions,2014,15160,Human rights,163679038.51,non-transfer,13457.81
EU,EU Institutions,2014,15160,Human rights,163679038.51,gpgs-nngos,207271.63
EU,EU Institutions,2014,15160,Human rights,163679038.51,cash-grant,64412250.43
EU,EU Institutions,2014,15170,Women's equality organisations and institutions,25761630.74,mixed-project-aid,12665912.75
EU,EU Institutions,2014,15170,Women's equality organisations and institutions,25761630.74,cash-grant,11818221.54
EU,EU Institutions,2014,15170,Women's equality organisations and institutions,25761630.74,technical-ooperation,1277496.46
EU,EU Institutions,2014,15210,Security system management and reform,295129066.89,technical-ooperation,162978101.23
EU,EU Institutions,2014,15210,Security system management and reform,295129066.89,mixed-project-aid,41846001.93
EU,EU Institutions,2014,15210,Security system management and reform,295129066.89,cash-grant,90304963.73
EU,EU Institutions,2014,15220,"Civilian peace-building, conflict prevention and resolution",239006344.01,mixed-project-aid,71442178.33
EU,EU Institutions,2014,15220,"Civilian peace-building, conflict prevention and resolution",239006344.01,cash-grant,55019556.21
EU,EU Institutions,2014,15220,"Civilian peace-building, conflict prevention and resolution",239006344.01,technical-ooperation,112544609.47
EU,EU Institutions,2014,15230,Participation in international peacekeeping operations,4004071.03,mixed-project-aid,0.00
EU,EU Institutions,2014,15230,Participation in international peacekeeping operations,4004071.03,cash-grant,1688185.87
EU,EU Institutions,2014,15230,Participation in international peacekeeping operations,4004071.03,technical-ooperation,2315885.16
EU,EU Institutions,2014,15240,Reintegration and SALW control,12358777.38,mixed-project-aid,6559973.31
EU,EU Institutions,2014,15240,Reintegration and SALW control,12358777.38,cash-grant,5722459.38
EU,EU Institutions,2014,15240,Reintegration and SALW control,12358777.38,technical-ooperation,76344.70
EU,EU Institutions,2014,15250,Removal of land mines and explosive remnants of war,41915449.75,mixed-project-aid,21889257.69
EU,EU Institutions,2014,15250,Removal of land mines and explosive remnants of war,41915449.75,cash-grant,15616436.62
EU,EU Institutions,2014,15250,Removal of land mines and explosive remnants of war,41915449.75,technical-ooperation,4409755.43
EU,EU Institutions,2014,15261,Child soldiers (prevention and demobilisation),1552647.67,mixed-project-aid,492025.99
EU,EU Institutions,2014,15261,Child soldiers (prevention and demobilisation),1552647.67,cash-grant,1060621.68
EU,EU Institutions,2014,16010,Social/welfare services,366723470.87,technical-ooperation,21486592.29
EU,EU Institutions,2014,16010,Social/welfare services,366723470.87,cash-grant,329816525.21
EU,EU Institutions,2014,16010,Social/welfare services,366723470.87,mixed-project-aid,15420353.37
EU,EU Institutions,2014,16020,Employment policy and administrative management,120814481.35,mixed-project-aid,7007700.51
EU,EU Institutions,2014,16020,Employment policy and administrative management,120814481.35,technical-ooperation,87281884.06
EU,EU Institutions,2014,16020,Employment policy and administrative management,120814481.35,cash-grant,26524896.79
EU,EU Institutions,2014,16030,Housing policy and administrative management,4647148.80,cash-grant,1666938.20
EU,EU Institutions,2014,16030,Housing policy and administrative management,4647148.80,technical-ooperation,2980210.60
EU,EU Institutions,2014,16040,Low-cost housing,2628044.58,cash-grant,1200772.59
EU,EU Institutions,2014,16040,Low-cost housing,2628044.58,mixed-project-aid,1427271.99
EU,EU Institutions,2014,16050,Multisector aid for basic social services,119908088.97,cash-grant,87671205.96
EU,EU Institutions,2014,16050,Multisector aid for basic social services,119908088.97,cash-loan-equity,21385993.18
EU,EU Institutions,2014,16050,Multisector aid for basic social services,119908088.97,technical-ooperation,2094547.07
EU,EU Institutions,2014,16050,Multisector aid for basic social services,119908088.97,mixed-project-aid,8756342.76
EU,EU Institutions,2014,16061,Culture and recreation,42514152.14,mixed-project-aid,22463614.46
EU,EU Institutions,2014,16061,Culture and recreation,42514152.14,cash-grant,13723150.96
EU,EU Institutions,2014,16061,Culture and recreation,42514152.14,technical-ooperation,5678715.39
EU,EU Institutions,2014,16061,Culture and recreation,42514152.14,gpgs-nngos,648671.32
EU,EU Institutions,2014,16062,Statistical capacity building,17266384.10,cash-grant,1182485.64
EU,EU Institutions,2014,16062,Statistical capacity building,17266384.10,mixed-project-aid,455284.60
EU,EU Institutions,2014,16062,Statistical capacity building,17266384.10,technical-ooperation,15628613.86
EU,EU Institutions,2014,16063,Narcotics control,20637749.28,mixed-project-aid,3818278.15
EU,EU Institutions,2014,16063,Narcotics control,20637749.28,cash-grant,13432545.41
EU,EU Institutions,2014,16063,Narcotics control,20637749.28,technical-ooperation,3386925.72
EU,EU Institutions,2014,16064,Social mitigation of HIV/AIDS,2712906.16,technical-ooperation,13104.34
EU,EU Institutions,2014,16064,Social mitigation of HIV/AIDS,2712906.16,mixed-project-aid,2699801.82
EU,EU Institutions,2014,21010,Transport policy & administrative management,148604506.93,mixed-project-aid,4098342.47
EU,EU Institutions,2014,21010,Transport policy & administrative management,148604506.93,cash-grant,122943609.09
EU,EU Institutions,2014,21010,Transport policy & administrative management,148604506.93,cash-loan-equity,12580012.72
EU,EU Institutions,2014,21010,Transport policy & administrative management,148604506.93,technical-ooperation,8982542.66
EU,EU Institutions,2014,21020,Road transport,1316401861.37,cash-grant,352337239.25
EU,EU Institutions,2014,21020,Road transport,1316401861.37,technical-ooperation,27710048.01
EU,EU Institutions,2014,21020,Road transport,1316401861.37,cash-loan-equity,660342957.61
EU,EU Institutions,2014,21020,Road transport,1316401861.37,mixed-project-aid,276011616.50
EU,EU Institutions,2014,21030,Rail transport,229376600.00,mixed-project-aid,5700955.63
EU,EU Institutions,2014,21030,Rail transport,229376600.00,technical-ooperation,946689.32
EU,EU Institutions,2014,21030,Rail transport,229376600.00,cash-grant,1624927.40
EU,EU Institutions,2014,21030,Rail transport,229376600.00,cash-loan-equity,221104027.65
EU,EU Institutions,2014,21040,Water transport,61181934.21,cash-grant,4753022.45
EU,EU Institutions,2014,21040,Water transport,61181934.21,cash-loan-equity,50319956.07
EU,EU Institutions,2014,21040,Water transport,61181934.21,technical-ooperation,1452708.78
EU,EU Institutions,2014,21040,Water transport,61181934.21,mixed-project-aid,4656246.91
EU,EU Institutions,2014,21050,Air transport,18794430.64,mixed-project-aid,1836300.79
EU,EU Institutions,2014,21050,Air transport,18794430.64,cash-loan-equity,0.00
EU,EU Institutions,2014,21050,Air transport,18794430.64,cash-grant,9679755.98
EU,EU Institutions,2014,21050,Air transport,18794430.64,technical-ooperation,7278373.87
EU,EU Institutions,2014,21061,Storage,29202.86,cash-grant,29202.86
EU,EU Institutions,2014,21081,Education and training in transport & storage,76501.43,technical-ooperation,76501.43
EU,EU Institutions,2014,22010,Communications policy & administrative management,11710578.46,technical-ooperation,7295416.23
EU,EU Institutions,2014,22010,Communications policy & administrative management,11710578.46,cash-grant,1513182.14
EU,EU Institutions,2014,22010,Communications policy & administrative management,11710578.46,mixed-project-aid,2901980.10
EU,EU Institutions,2014,22020,Telecommunications,128738556.23,technical-ooperation,1156964.29
EU,EU Institutions,2014,22020,Telecommunications,128738556.23,cash-loan-equity,125800127.22
EU,EU Institutions,2014,22020,Telecommunications,128738556.23,cash-grant,651.32
EU,EU Institutions,2014,22020,Telecommunications,128738556.23,mixed-project-aid,1780813.40
EU,EU Institutions,2014,22030,Radio/television/print media,2673811.38,mixed-project-aid,1396640.72
