id,parent,year,purpose-code,purpose-name,total-purpose-value,bundle,total-bundle-value
asdb-special-funds,Asian Development Bank,2014,32210,Mineral/mining policy & admin. mgmt,116604.38,technical-ooperation,116604.38
asdb-special-funds,Asian Development Bank,2014,33110,Trade policy and admin. management,0.00,technical-ooperation,0.00
asdb-special-funds,Asian Development Bank,2014,33120,Trade facilitation,690988.05,mixed-project-aid,545311.41
asdb-special-funds,Asian Development Bank,2014,33120,Trade facilitation,690988.05,technical-ooperation,145676.64
badea,Arab Bank for Economic Development in Africa,2014,23210,"Energy generation, renewable sources - multiple technologies",0.00,technical-ooperation,0.00
badea,Arab Bank for Economic Development in Africa,2014,11120,Education facilities and training,1841167.46,technical-ooperation,14858.62
badea,Arab Bank for Economic Development in Africa,2014,11120,Education facilities and training,1841167.46,cash-loan-equity,1826308.84
badea,Arab Bank for Economic Development in Africa,2014,11220,Primary education,101898.45,cash-loan-equity,101898.45
badea,Arab Bank for Economic Development in Africa,2014,11320,Secondary education,534714.14,cash-loan-equity,519855.52
badea,Arab Bank for Economic Development in Africa,2014,11320,Secondary education,534714.14,technical-ooperation,14858.62
badea,Arab Bank for Economic Development in Africa,2014,11420,Higher education,1315803.25,cash-loan-equity,1137205.59
badea,Arab Bank for Economic Development in Africa,2014,11420,Higher education,1315803.25,technical-ooperation,178597.66
badea,Arab Bank for Economic Development in Africa,2014,11430,Advanced technical & managerial training,1472602.32,cash-loan-equity,1472602.32
badea,Arab Bank for Economic Development in Africa,2014,12110,Health policy & administrative management,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,12191,Medical services,2211110.06,cash-loan-equity,2211110.06
badea,Arab Bank for Economic Development in Africa,2014,12230,Basic health infrastructure,1918840.50,cash-loan-equity,1918840.50
badea,Arab Bank for Economic Development in Africa,2014,12230,Basic health infrastructure,1918840.50,technical-ooperation,0.00
badea,Arab Bank for Economic Development in Africa,2014,12250,Infectious disease control,315785.33,technical-ooperation,315785.33
badea,Arab Bank for Economic Development in Africa,2014,12261,Health education,297172.43,technical-ooperation,297172.43
badea,Arab Bank for Economic Development in Africa,2014,14010,Water resources policy/administrative management,1109234.24,cash-loan-equity,1061955.59
badea,Arab Bank for Economic Development in Africa,2014,14010,Water resources policy/administrative management,1109234.24,technical-ooperation,47278.65
badea,Arab Bank for Economic Development in Africa,2014,14020,Water supply and sanitation - large systems,2558439.08,cash-loan-equity,1945558.88
badea,Arab Bank for Economic Development in Africa,2014,14020,Water supply and sanitation - large systems,2558439.08,technical-ooperation,612880.20
badea,Arab Bank for Economic Development in Africa,2014,14021,Water supply - large systems,2508828.92,cash-loan-equity,2508828.92
badea,Arab Bank for Economic Development in Africa,2014,14022,Sanitation - large systems,4278127.01,cash-loan-equity,4278127.01
badea,Arab Bank for Economic Development in Africa,2014,14030,Basic drinking water supply and basic sanitation,4343350.41,technical-ooperation,0.00
badea,Arab Bank for Economic Development in Africa,2014,14030,Basic drinking water supply and basic sanitation,4343350.41,cash-loan-equity,4343350.41
badea,Arab Bank for Economic Development in Africa,2014,14031,Basic drinking water supply,3408680.71,cash-loan-equity,3408680.71
badea,Arab Bank for Economic Development in Africa,2014,14040,River basins development,1719677.42,cash-loan-equity,1719677.42
badea,Arab Bank for Economic Development in Africa,2014,14050,Waste management/disposal,131917.81,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,14050,Waste management/disposal,131917.81,technical-ooperation,131917.81
badea,Arab Bank for Economic Development in Africa,2014,15110,Public sector policy and administrative management,371632.65,technical-ooperation,371632.65
badea,Arab Bank for Economic Development in Africa,2014,15111,Public finance management,87378.11,technical-ooperation,87378.11
badea,Arab Bank for Economic Development in Africa,2014,15112,Decentralisation and support to subnational government,140435.77,technical-ooperation,140435.77
badea,Arab Bank for Economic Development in Africa,2014,15170,Women's equality organisations and institutions,151704.94,technical-ooperation,151704.94
badea,Arab Bank for Economic Development in Africa,2014,15210,Security system management and reform,4383095.24,cash-loan-equity,4383095.24
badea,Arab Bank for Economic Development in Africa,2014,16010,Social/welfare services,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,21010,Transport policy & administrative management,13576921.11,cash-loan-equity,13223878.29
badea,Arab Bank for Economic Development in Africa,2014,21010,Transport policy & administrative management,13576921.11,technical-ooperation,353042.83
badea,Arab Bank for Economic Development in Africa,2014,21020,Road transport,33680210.16,technical-ooperation,514977.34
badea,Arab Bank for Economic Development in Africa,2014,21020,Road transport,33680210.16,cash-loan-equity,33165232.83
badea,Arab Bank for Economic Development in Africa,2014,21030,Rail transport,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,21040,Water transport,3119970.46,cash-loan-equity,3022680.47
badea,Arab Bank for Economic Development in Africa,2014,21040,Water transport,3119970.46,technical-ooperation,97289.99
badea,Arab Bank for Economic Development in Africa,2014,21050,Air transport,162535.39,cash-loan-equity,162535.39
badea,Arab Bank for Economic Development in Africa,2014,22020,Telecommunications,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,22040,Information and communication technology (ICT),82164.91,technical-ooperation,82164.91
badea,Arab Bank for Economic Development in Africa,2014,23110,Energy policy and administrative management,43208.87,cash-loan-equity,43208.87
badea,Arab Bank for Economic Development in Africa,2014,11110,Education policy & administrative management,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,23220,Hydro-electric power plants,673342.21,cash-loan-equity,673342.21
badea,Arab Bank for Economic Development in Africa,2014,23310,"Energy generation, non-renewable sources, unspecified",63614.71,cash-loan-equity,63614.71
badea,Arab Bank for Economic Development in Africa,2014,23630,Electric power transmission and distribution,3808785.35,cash-loan-equity,3623043.86
badea,Arab Bank for Economic Development in Africa,2014,23630,Electric power transmission and distribution,3808785.35,technical-ooperation,185741.49
badea,Arab Bank for Economic Development in Africa,2014,24010,Financial policy & administrative management,291252.76,technical-ooperation,291252.76
badea,Arab Bank for Economic Development in Africa,2014,24040,Informal/semi-formal financial intermediaries,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,24081,Education/training in banking & financial services,493073.45,technical-ooperation,493073.45
badea,Arab Bank for Economic Development in Africa,2014,25010,Business support services & institutions,89171.54,technical-ooperation,89171.54
badea,Arab Bank for Economic Development in Africa,2014,31110,Agricultural policy & administrative management,4434596.61,cash-loan-equity,4258810.80
badea,Arab Bank for Economic Development in Africa,2014,31110,Agricultural policy & administrative management,4434596.61,technical-ooperation,175785.81
badea,Arab Bank for Economic Development in Africa,2014,31120,Agricultural development,968209.97,cash-loan-equity,911268.36
badea,Arab Bank for Economic Development in Africa,2014,31120,Agricultural development,968209.97,technical-ooperation,56941.61
badea,Arab Bank for Economic Development in Africa,2014,31140,Agricultural water resources,2451860.76,technical-ooperation,426172.01
badea,Arab Bank for Economic Development in Africa,2014,31140,Agricultural water resources,2451860.76,cash-loan-equity,2025688.75
badea,Arab Bank for Economic Development in Africa,2014,31161,Food crop production,696614.77,cash-loan-equity,696614.77
badea,Arab Bank for Economic Development in Africa,2014,31162,Industrial crops/export crops,0.00,technical-ooperation,0.00
badea,Arab Bank for Economic Development in Africa,2014,31162,Industrial crops/export crops,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,31163,Livestock,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,31181,Agricultural education/training,119369.21,technical-ooperation,119369.21
badea,Arab Bank for Economic Development in Africa,2014,31191,Agricultural services,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,31192,Plant and post-harvest protection and pest control,196942.11,technical-ooperation,196942.11
badea,Arab Bank for Economic Development in Africa,2014,31220,Forestry development,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,31310,Fishing policy and admin. management,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,31310,Fishing policy and admin. management,0.00,technical-ooperation,0.00
badea,Arab Bank for Economic Development in Africa,2014,31320,Fishery development,696386.94,cash-loan-equity,696367.13
badea,Arab Bank for Economic Development in Africa,2014,31320,Fishery development,696386.94,technical-ooperation,19.81
badea,Arab Bank for Economic Development in Africa,2014,32110,Industrial policy & admin. mgmt,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,32163,Textiles - leather & substitutes,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,32310,Construction policy and admin. mgmt,117330.61,cash-loan-equity,117330.61
badea,Arab Bank for Economic Development in Africa,2014,33210,Tourism policy and admin. management,2046567.10,cash-loan-equity,2046567.10
badea,Arab Bank for Economic Development in Africa,2014,41010,Environmental policy and admin. mgmt,4168041.46,technical-ooperation,0.00
badea,Arab Bank for Economic Development in Africa,2014,41010,Environmental policy and admin. mgmt,4168041.46,cash-loan-equity,4168041.46
badea,Arab Bank for Economic Development in Africa,2014,41030,Bio-diversity,712187.60,cash-loan-equity,712187.60
badea,Arab Bank for Economic Development in Africa,2014,41050,Flood prevention/control,46866.57,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,41050,Flood prevention/control,46866.57,technical-ooperation,46866.57
badea,Arab Bank for Economic Development in Africa,2014,43010,Multisector aid,10105465.70,cash-loan-equity,9811359.40
badea,Arab Bank for Economic Development in Africa,2014,43010,Multisector aid,10105465.70,technical-ooperation,294106.30
badea,Arab Bank for Economic Development in Africa,2014,43030,Urban development and management,83029.98,cash-loan-equity,83029.98
badea,Arab Bank for Economic Development in Africa,2014,43030,Urban development and management,83029.98,technical-ooperation,0.00
badea,Arab Bank for Economic Development in Africa,2014,43040,Rural development,6276608.34,cash-loan-equity,5817241.47
badea,Arab Bank for Economic Development in Africa,2014,43040,Rural development,6276608.34,technical-ooperation,459366.87
badea,Arab Bank for Economic Development in Africa,2014,43081,Multisector education/training,54498.95,technical-ooperation,54498.95
badea,Arab Bank for Economic Development in Africa,2014,43082,Research/scientific institutions,0.00,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,99810,Sectors not specified,339240.66,cash-loan-equity,0.00
badea,Arab Bank for Economic Development in Africa,2014,99810,Sectors not specified,339240.66,technical-ooperation,339240.66
ceb,Council of Europe Development Bank,2014,15250,Removal of land mines and explosive remnants of war,105142.58,mixed-project-aid,105142.58
ceb,Council of Europe Development Bank,2014,16040,Low-cost housing,4030302.04,cash-loan-equity,4030302.04
ceb,Council of Europe Development Bank,2014,43030,Urban development and management,0.00,cash-loan-equity,0.00
ceb,Council of Europe Development Bank,2014,43040,Rural development,0.00,cash-loan-equity,0.00
ceb,Council of Europe Development Bank,2014,74010,Disaster prevention and preparedness,52571387.96,cash-loan-equity,52571387.96
ceb,Council of Europe Development Bank,2014,11120,Education facilities and training,0.00,cash-loan-equity,0.00
ceb,Council of Europe Development Bank,2014,12220,Basic health care,8017127.75,cash-loan-equity,8017127.75
ceb,Council of Europe Development Bank,2014,12230,Basic health infrastructure,0.00,cash-loan-equity,0.00
ceb,Council of Europe Development Bank,2014,15130,Legal and judicial development,11730977.40,cash-loan-equity,11565653.84
ceb,Council of Europe Development Bank,2014,15130,Legal and judicial development,11730977.40,technical-ooperation,165323.56
cif,Climate Investment Funds,2014,14050,Waste management/disposal,10210.17,mixed-project-aid,180.98
cif,Climate Investment Funds,2014,15112,Decentralisation and support to subnational government,369938.07,technical-ooperation,369938.07
cif,Climate Investment Funds,2014,16010,Social/welfare services,3467.30,cash-grant,3467.30
cif,Climate Investment Funds,2014,16040,Low-cost housing,168044.08,technical-ooperation,168044.08
cif,Climate Investment Funds,2014,21010,Transport policy & administrative management,1193462.31,mixed-project-aid,906182.46
cif,Climate Investment Funds,2014,21010,Transport policy & administrative management,1193462.31,cash-grant,102310.82
cif,Climate Investment Funds,2014,21010,Transport policy & administrative management,1193462.31,technical-ooperation,184969.04
cif,Climate Investment Funds,2014,21020,Road transport,1779874.25,cash-grant,740563.20
cif,Climate Investment Funds,2014,21020,Road transport,1779874.25,mixed-project-aid,1039311.05
cif,Climate Investment Funds,2014,21030,Rail transport,0.00,cash-loan-equity,0.00
cif,Climate Investment Funds,2014,21030,Rail transport,0.00,mixed-project-aid,0.00
cif,Climate Investment Funds,2014,23110,Energy policy and administrative management,9123608.98,cash-loan-equity,3467814.06
cif,Climate Investment Funds,2014,23110,Energy policy and administrative management,9123608.98,cash-grant,46376.04
cif,Climate Investment Funds,2014,23110,Energy policy and administrative management,9123608.98,mixed-project-aid,5414740.23
cif,Climate Investment Funds,2014,23110,Energy policy and administrative management,9123608.98,technical-ooperation,194678.65
cif,Climate Investment Funds,2014,23210,"Energy generation, renewable sources - multiple technologies",924630.23,cash-loan-equity,0.00
cif,Climate Investment Funds,2014,23210,"Energy generation, renewable sources - multiple technologies",924630.23,mixed-project-aid,0.00
cif,Climate Investment Funds,2014,23210,"Energy generation, renewable sources - multiple technologies",924630.23,technical-ooperation,924630.23
cif,Climate Investment Funds,2014,23220,Hydro-electric power plants,279063.24,cash-grant,28700.02
cif,Climate Investment Funds,2014,23220,Hydro-electric power plants,279063.24,mixed-project-aid,212994.38
cif,Climate Investment Funds,2014,23220,Hydro-electric power plants,279063.24,technical-ooperation,37368.84
cif,Climate Investment Funds,2014,23230,Solar energy,90168479.70,cash-loan-equity,90127643.56
cif,Climate Investment Funds,2014,23230,Solar energy,90168479.70,cash-grant,3467.30
cif,Climate Investment Funds,2014,23230,Solar energy,90168479.70,mixed-project-aid,0.00
cif,Climate Investment Funds,2014,23230,Solar energy,90168479.70,technical-ooperation,37368.84
cif,Climate Investment Funds,2014,23240,Wind energy,0.00,cash-loan-equity,0.00
cif,Climate Investment Funds,2014,23240,Wind energy,0.00,cash-grant,0.00
cif,Climate Investment Funds,2014,23260,Geothermal energy,0.00,mixed-project-aid,0.00
cif,Climate Investment Funds,2014,23260,Geothermal energy,0.00,cash-loan-equity,0.00
cif,Climate Investment Funds,2014,23270,Biofuel-fired power plants,0.00,mixed-project-aid,0.00
cif,Climate Investment Funds,2014,43040,Rural development,0.00,cash-loan-equity,0.00
cif,Climate Investment Funds,2014,23310,"Energy generation, non-renewable sources, unspecified",240024.19,mixed-project-aid,240024.19
cif,Climate Investment Funds,2014,23630,Electric power transmission and distribution,138690.37,mixed-project-aid,138690.37
cif,Climate Investment Funds,2014,24010,Financial policy & administrative management,254736.21,technical-ooperation,254736.21
cif,Climate Investment Funds,2014,24030,Formal sector financial intermediaries,469241.30,cash-grant,82639.78
cif,Climate Investment Funds,2014,24030,Formal sector financial intermediaries,469241.30,technical-ooperation,386601.52
cif,Climate Investment Funds,2014,24040,Informal/semi-formal financial intermediaries,84005.68,cash-grant,84005.68
cif,Climate Investment Funds,2014,31110,Agricultural policy & administrative management,2301893.99,cash-loan-equity,1741172.90
cif,Climate Investment Funds,2014,31110,Agricultural policy & administrative management,2301893.99,cash-grant,323237.92
cif,Climate Investment Funds,2014,31110,Agricultural policy & administrative management,2301893.99,mixed-project-aid,237483.17
cif,Climate Investment Funds,2014,31120,Agricultural development,0.00,technical-ooperation,0.00
cif,Climate Investment Funds,2014,31130,Agricultural land resources,1162148.66,cash-grant,419845.21
cif,Climate Investment Funds,2014,31130,Agricultural land resources,1162148.66,mixed-project-aid,96121.41
cif,Climate Investment Funds,2014,31130,Agricultural land resources,1162148.66,technical-ooperation,646182.04
cif,Climate Investment Funds,2014,31140,Agricultural water resources,198744.05,cash-grant,99686.57
cif,Climate Investment Funds,2014,31140,Agricultural water resources,198744.05,mixed-project-aid,99057.48
cif,Climate Investment Funds,2014,31161,Food crop production,290341.01,cash-grant,6934.60
cif,Climate Investment Funds,2014,31161,Food crop production,290341.01,mixed-project-aid,283406.41
cif,Climate Investment Funds,2014,31191,Agricultural services,209743.31,cash-grant,209743.31
cif,Climate Investment Funds,2014,31210,Forestry policy & administrative management,0.00,mixed-project-aid,0.00
cif,Climate Investment Funds,2014,31220,Forestry development,1286452.27,technical-ooperation,1219.15
cif,Climate Investment Funds,2014,31220,Forestry development,1286452.27,mixed-project-aid,1285233.12
cif,Climate Investment Funds,2014,31320,Fishery development,55330.53,cash-grant,55330.53
cif,Climate Investment Funds,2014,32130,Small and medium-sized enterprises (SME) development,59573.17,technical-ooperation,59573.17
cif,Climate Investment Funds,2014,41010,Environmental policy and admin. mgmt,230810723.92,cash-loan-equity,228005523.16
cif,Climate Investment Funds,2014,41010,Environmental policy and admin. mgmt,230810723.92,technical-ooperation,295177.41
cif,Climate Investment Funds,2014,41010,Environmental policy and admin. mgmt,230810723.92,mixed-project-aid,2510023.35
cif,Climate Investment Funds,2014,41050,Flood prevention/control,2732847.79,technical-ooperation,2221223.26
cif,Climate Investment Funds,2014,41050,Flood prevention/control,2732847.79,cash-grant,323663.96
cif,Climate Investment Funds,2014,41050,Flood prevention/control,2732847.79,mixed-project-aid,187960.57
cif,Climate Investment Funds,2014,43030,Urban development and management,402210.41,technical-ooperation,184969.04
cif,Climate Investment Funds,2014,43030,Urban development and management,402210.41,mixed-project-aid,94989.47
cif,Climate Investment Funds,2014,43030,Urban development and management,402210.41,cash-grant,122251.90
cif,Climate Investment Funds,2014,43030,Urban development and management,402210.41,cash-loan-equity,0.00
cif,Climate Investment Funds,2014,74010,Disaster prevention and preparedness,0.00,cash-loan-equity,0.00
cif,Climate Investment Funds,2014,99810,Sectors not specified,840625.82,mixed-project-aid,840625.82
cif,Climate Investment Funds,2014,74010,Disaster prevention and preparedness,0.00,mixed-project-aid,0.00
cif,Climate Investment Funds,2014,11320,Secondary education,46376.04,cash-grant,46376.04
cif,Climate Investment Funds,2014,14015,Water resources protection,708447.17,technical-ooperation,646182.04
cif,Climate Investment Funds,2014,14015,Water resources protection,708447.17,cash-grant,62265.13
cif,Climate Investment Funds,2014,14020,Water supply and sanitation - large systems,450524.30,technical-ooperation,450524.30
cif,Climate Investment Funds,2014,14022,Sanitation - large systems,31807.85,cash-grant,31807.85
cif,Climate Investment Funds,2014,14031,Basic drinking water supply,112454.04,cash-grant,49843.34
cif,Climate Investment Funds,2014,14031,Basic drinking water supply,112454.04,mixed-project-aid,62610.71
cif,Climate Investment Funds,2014,14032,Basic sanitation,11195.18,mixed-project-aid,11195.18
cif,Climate Investment Funds,2014,14050,Waste management/disposal,10210.17,cash-grant,10029.18
EU,EU Institutions,2014,31162,Industrial crops/export crops,57104424.89,cash-grant,36619073.38
EU,EU Institutions,2014,11110,Education policy & administrative management,224784785.39,technical-ooperation,3422297.20
EU,EU Institutions,2014,11110,Education policy & administrative management,224784785.39,gpgs-nngos,3808868.58
EU,EU Institutions,2014,11110,Education policy & administrative management,224784785.39,cash-grant,210775531.95
EU,EU Institutions,2014,11110,Education policy & administrative management,224784785.39,mixed-project-aid,6778087.66
EU,EU Institutions,2014,11120,Education facilities and training,48542079.94,cash-loan-equity,25160025.44
EU,EU Institutions,2014,11120,Education facilities and training,48542079.94,cash-grant,11374229.98
EU,EU Institutions,2014,11120,Education facilities and training,48542079.94,mixed-project-aid,4684449.08
EU,EU Institutions,2014,11120,Education facilities and training,48542079.94,non-transfer,1509887.87
EU,EU Institutions,2014,11120,Education facilities and training,48542079.94,technical-ooperation,5813487.57
EU,EU Institutions,2014,11130,Teacher training,4372833.38,cash-grant,1448558.42
EU,EU Institutions,2014,11130,Teacher training,4372833.38,mixed-project-aid,952886.77
EU,EU Institutions,2014,11130,Teacher training,4372833.38,technical-ooperation,1971388.18
EU,EU Institutions,2014,11182,Educational research,216872.21,technical-ooperation,8423.39
EU,EU Institutions,2014,11182,Educational research,216872.21,cash-grant,208448.82
EU,EU Institutions,2014,11220,Primary education,129737464.34,cash-grant,108794489.00
EU,EU Institutions,2014,11220,Primary education,129737464.34,technical-ooperation,3312221.61
EU,EU Institutions,2014,11220,Primary education,129737464.34,mixed-project-aid,17128812.37
EU,EU Institutions,2014,11220,Primary education,129737464.34,gpgs-nngos,501941.36
EU,EU Institutions,2014,11230,Basic life skills for youth & adults,17796809.41,cash-grant,7101324.98
EU,EU Institutions,2014,11230,Basic life skills for youth & adults,17796809.41,gpgs-nngos,18734.48
EU,EU Institutions,2014,11230,Basic life skills for youth & adults,17796809.41,mixed-project-aid,5243992.80
EU,EU Institutions,2014,11230,Basic life skills for youth & adults,17796809.41,non-transfer,4299943.72
EU,EU Institutions,2014,11230,Basic life skills for youth & adults,17796809.41,technical-ooperation,1132813.43
EU,EU Institutions,2014,11240,Early childhood education,5007262.93,cash-grant,1198769.83
EU,EU Institutions,2014,11240,Early childhood education,5007262.93,mixed-project-aid,2629806.63
EU,EU Institutions,2014,11240,Early childhood education,5007262.93,technical-ooperation,1178686.48
EU,EU Institutions,2014,11320,Secondary education,3048781.31,cash-grant,1688188.82
EU,EU Institutions,2014,11320,Secondary education,3048781.31,mixed-project-aid,1255754.15
EU,EU Institutions,2014,11320,Secondary education,3048781.31,technical-ooperation,104838.34
EU,EU Institutions,2014,11330,Vocational training,63801478.59,cash-grant,15632026.36
EU,EU Institutions,2014,11330,Vocational training,63801478.59,mixed-project-aid,17301535.50
EU,EU Institutions,2014,11330,Vocational training,63801478.59,technical-ooperation,30867916.72
EU,EU Institutions,2014,11420,Higher education,234735586.39,cash-grant,13046316.67
EU,EU Institutions,2014,11420,Higher education,234735586.39,gpgs-nngos,81761515.64
EU,EU Institutions,2014,11420,Higher education,234735586.39,mixed-project-aid,14043174.72
EU,EU Institutions,2014,11420,Higher education,234735586.39,non-transfer,121333262.50
EU,EU Institutions,2014,11420,Higher education,234735586.39,technical-ooperation,4551316.87
EU,EU Institutions,2014,11430,Advanced technical & managerial training,1172397.68,cash-grant,112439.69
EU,EU Institutions,2014,11430,Advanced technical & managerial training,1172397.68,mixed-project-aid,16184.15
EU,EU Institutions,2014,11430,Advanced technical & managerial training,1172397.68,technical-ooperation,1043773.85
EU,EU Institutions,2014,12110,Health policy & administrative management,85608439.90,cash-grant,56970651.96
EU,EU Institutions,2014,12110,Health policy & administrative management,85608439.90,commodities-food,273725.43
EU,EU Institutions,2014,12110,Health policy & administrative management,85608439.90,mixed-project-aid,20897112.00
EU,EU Institutions,2014,12110,Health policy & administrative management,85608439.90,technical-ooperation,7466950.51
EU,EU Institutions,2014,12181,Medical education/training,4332869.74,technical-ooperation,4330785.46
EU,EU Institutions,2014,12181,Medical education/training,4332869.74,mixed-project-aid,2084.28
EU,EU Institutions,2014,12182,Medical research,773548.04,technical-ooperation,740835.40
EU,EU Institutions,2014,12182,Medical research,773548.04,mixed-project-aid,32712.64
EU,EU Institutions,2014,12191,Medical services,11917065.67,technical-ooperation,3467076.31
EU,EU Institutions,2014,12191,Medical services,11917065.67,cash-grant,3957000.92
EU,EU Institutions,2014,12191,Medical services,11917065.67,mixed-project-aid,4492988.44
EU,EU Institutions,2014,12220,Basic health care,220867518.14,cash-grant,145611955.56
EU,EU Institutions,2014,12220,Basic health care,220867518.14,mixed-project-aid,67984615.09
EU,EU Institutions,2014,12220,Basic health care,220867518.14,technical-ooperation,7270947.49
EU,EU Institutions,2014,12230,Basic health infrastructure,3836867.11,technical-ooperation,82267.80
EU,EU Institutions,2014,12230,Basic health infrastructure,3836867.11,cash-grant,883794.79
EU,EU Institutions,2014,12230,Basic health infrastructure,3836867.11,mixed-project-aid,2870804.53
EU,EU Institutions,2014,12240,Basic nutrition,105584657.03,technical-ooperation,3078898.64
EU,EU Institutions,2014,12240,Basic nutrition,105584657.03,cash-grant,41278005.32
EU,EU Institutions,2014,12240,Basic nutrition,105584657.03,mixed-project-aid,61227753.07
EU,EU Institutions,2014,12250,Infectious disease control,44256290.29,gpgs-nngos,1280786.93
EU,EU Institutions,2014,12250,Infectious disease control,44256290.29,cash-grant,22109751.38
EU,EU Institutions,2014,12250,Infectious disease control,44256290.29,mixed-project-aid,15795516.37
EU,EU Institutions,2014,12250,Infectious disease control,44256290.29,technical-ooperation,5070235.61
EU,EU Institutions,2014,12261,Health education,4672831.80,cash-grant,462271.26
EU,EU Institutions,2014,12261,Health education,4672831.80,mixed-project-aid,3618766.07
EU,EU Institutions,2014,12261,Health education,4672831.80,technical-ooperation,591794.48
EU,EU Institutions,2014,12262,Malaria control,590563.61,cash-grant,503199.56
EU,EU Institutions,2014,12262,Malaria control,590563.61,gpgs-nngos,87364.05
EU,EU Institutions,2014,12263,Tuberculosis control,87745.49,mixed-project-aid,87745.49
EU,EU Institutions,2014,12281,Health personnel development,2393525.34,non-transfer,9226.57
EU,EU Institutions,2014,12281,Health personnel development,2393525.34,mixed-project-aid,32318.02
EU,EU Institutions,2014,12281,Health personnel development,2393525.34,technical-ooperation,2351980.75
EU,EU Institutions,2014,13010,Population policy and administrative management,57984311.84,mixed-project-aid,25176079.21
EU,EU Institutions,2014,13010,Population policy and administrative management,57984311.84,cash-grant,14627224.46
EU,EU Institutions,2014,13010,Population policy and administrative management,57984311.84,gpgs-nngos,64254.79
EU,EU Institutions,2014,13010,Population policy and administrative management,57984311.84,technical-ooperation,18116753.38
EU,EU Institutions,2014,13020,Reproductive health care,43703607.28,cash-grant,36633394.34
EU,EU Institutions,2014,13020,Reproductive health care,43703607.28,technical-ooperation,1923004.83
EU,EU Institutions,2014,13020,Reproductive health care,43703607.28,mixed-project-aid,5147208.11
EU,EU Institutions,2014,13030,Family planning,6933574.08,cash-grant,4151881.97
EU,EU Institutions,2014,13030,Family planning,6933574.08,technical-ooperation,16162.80
EU,EU Institutions,2014,13030,Family planning,6933574.08,mixed-project-aid,2765529.30
EU,EU Institutions,2014,13040,Std control including hiv/aids,4141150.24,cash-grant,1261165.93
EU,EU Institutions,2014,13040,Std control including hiv/aids,4141150.24,mixed-project-aid,2058879.90
EU,EU Institutions,2014,13040,Std control including hiv/aids,4141150.24,technical-ooperation,821104.42
EU,EU Institutions,2014,13081,Personnel development for population & reproductive health,27155.04,cash-grant,27155.04
EU,EU Institutions,2014,14010,Water resources policy/administrative management,128578831.56,mixed-project-aid,25711677.93
EU,EU Institutions,2014,14010,Water resources policy/administrative management,128578831.56,cash-grant,95987429.79
EU,EU Institutions,2014,14010,Water resources policy/administrative management,128578831.56,gpgs-nngos,425154.44
EU,EU Institutions,2014,14010,Water resources policy/administrative management,128578831.56,technical-ooperation,6454569.39
EU,EU Institutions,2014,14015,Water resources protection,18456161.02,mixed-project-aid,2122585.57
EU,EU Institutions,2014,14015,Water resources protection,18456161.02,cash-loan-equity,12580012.72
EU,EU Institutions,2014,14015,Water resources protection,18456161.02,cash-grant,1204333.94
EU,EU Institutions,2014,14015,Water resources protection,18456161.02,gpgs-nngos,2331624.51
EU,EU Institutions,2014,14015,Water resources protection,18456161.02,technical-ooperation,217604.29
EU,EU Institutions,2014,14020,Water supply and sanitation - large systems,168504382.11,mixed-project-aid,63214284.31
EU,EU Institutions,2014,14020,Water supply and sanitation - large systems,168504382.11,cash-loan-equity,15118552.89
EU,EU Institutions,2014,14020,Water supply and sanitation - large systems,168504382.11,cash-grant,88704992.43
EU,EU Institutions,2014,14020,Water supply and sanitation - large systems,168504382.11,technical-ooperation,1466552.49
EU,EU Institutions,2014,14021,Water supply - large systems,15662436.71,cash-grant,236118.80
EU,EU Institutions,2014,14021,Water supply - large systems,15662436.71,mixed-project-aid,15426317.92
EU,EU Institutions,2014,14022,Sanitation - large systems,17813778.06,cash-grant,10196638.15
EU,EU Institutions,2014,14022,Sanitation - large systems,17813778.06,mixed-project-aid,7617139.91
EU,EU Institutions,2014,14030,Basic drinking water supply and basic sanitation,266436244.79,cash-loan-equity,151200727.78
EU,EU Institutions,2014,14030,Basic drinking water supply and basic sanitation,266436244.79,technical-ooperation,2419992.09
EU,EU Institutions,2014,14030,Basic drinking water supply and basic sanitation,266436244.79,mixed-project-aid,28907772.24
