parent,id-to,rank,year,total-value,sector,sector-value
EU Institutions,PS,5,2014,458271941.88,other-social-services,221882543.31
EU Institutions,PS,5,2014,458271941.88,water-and-sanitation,1830418.92
EU Institutions,PS,5,2014,458271941.88,industry-and-trade,5039363.14
EU Institutions,PS,5,2014,458271941.88,other,12230577.29
EU Institutions,RS,6,2014,442851334.02,industry-and-trade,2435000.42
EU Institutions,RS,6,2014,442851334.02,infrastructure,142193025.92
EU Institutions,RS,6,2014,442851334.02,banking-and-business,115790944.71
EU Institutions,RS,6,2014,442851334.02,other,45416704.98
EU Institutions,RS,6,2014,442851334.02,governance-and-security,40712041.27
EU Institutions,RS,6,2014,442851334.02,humanitarian,28417913.26
EU Institutions,RS,6,2014,442851334.02,other-social-services,18541353.04
EU Institutions,RS,6,2014,442851334.02,education,18146575.91
EU Institutions,RS,6,2014,442851334.02,water-and-sanitation,12215765.90
EU Institutions,RS,6,2014,442851334.02,general-budget-support,7070528.27
EU Institutions,RS,6,2014,442851334.02,agriculture-and-food-security,6798269.83
EU Institutions,RS,6,2014,442851334.02,environment,3101116.07
EU Institutions,RS,6,2014,442851334.02,health,2012094.43
EU Institutions,TN,3,2014,497854583.66,infrastructure,84210376.56
EU Institutions,TN,3,2014,497854583.66,banking-and-business,126911257.46
EU Institutions,TN,3,2014,497854583.66,general-budget-support,146950479.48
EU Institutions,TN,3,2014,497854583.66,humanitarian,70447.94
EU Institutions,TN,3,2014,497854583.66,health,698291.45
EU Institutions,TN,3,2014,497854583.66,other,927200.74
EU Institutions,TN,3,2014,497854583.66,other-social-services,4929352.07
EU Institutions,TN,3,2014,497854583.66,environment,6124090.86
EU Institutions,TN,3,2014,497854583.66,water-and-sanitation,16629868.68
EU Institutions,TN,3,2014,497854583.66,governance-and-security,20838293.53
EU Institutions,TN,3,2014,497854583.66,education,25764401.71
EU Institutions,TN,3,2014,497854583.66,industry-and-trade,63800523.19
EU Institutions,TR,1,2014,3066842351.56,banking-and-business,1472700576.33
EU Institutions,TR,1,2014,3066842351.56,health,27155.04
EU Institutions,TR,1,2014,3066842351.56,governance-and-security,7837365.60
EU Institutions,TR,1,2014,3066842351.56,humanitarian,36126566.24
EU Institutions,TR,1,2014,3066842351.56,industry-and-trade,50319956.07
EU Institutions,TR,1,2014,3066842351.56,other-social-services,75191620.57
EU Institutions,TR,1,2014,3066842351.56,water-and-sanitation,104822693.60
EU Institutions,TR,1,2014,3066842351.56,agriculture-and-food-security,303768839.68
EU Institutions,TR,1,2014,3066842351.56,other,307963580.01
EU Institutions,TR,1,2014,3066842351.56,infrastructure,708083998.41
EU Institutions,UA,4,2014,465109747.80,environment,6310128.65
EU Institutions,UA,4,2014,465109747.80,education,812799.63
EU Institutions,UA,4,2014,465109747.80,agriculture-and-food-security,1665503.65
EU Institutions,UA,4,2014,465109747.80,health,1730717.21
EU Institutions,UA,4,2014,465109747.80,other-social-services,2686390.59
EU Institutions,UA,4,2014,465109747.80,other,3764222.70
EU Institutions,UA,4,2014,465109747.80,industry-and-trade,5969654.70
EU Institutions,UA,4,2014,465109747.80,water-and-sanitation,6289996.88
EU Institutions,UA,4,2014,465109747.80,humanitarian,12299458.18
EU Institutions,UA,4,2014,465109747.80,infrastructure,28983098.45
EU Institutions,UA,4,2014,465109747.80,governance-and-security,79388732.00
EU Institutions,UA,4,2014,465109747.80,general-budget-support,314499843.97
EU Institutions,UA,4,2014,465109747.80,banking-and-business,709201.19
Global Alliance for Vaccines and Immunization,AF,8,2014,44397987.14,health,44397987.14
Global Alliance for Vaccines and Immunization,CD,2,2014,96980898.26,health,96980898.26
Global Alliance for Vaccines and Immunization,ET,1,2014,113374769.51,health,113374769.51
Global Alliance for Vaccines and Immunization,IN,3,2014,93571209.34,health,93571209.34
Global Alliance for Vaccines and Immunization,MM,10,2014,43614052.21,health,43614052.21
Global Alliance for Vaccines and Immunization,NG,6,2014,76116896.17,health,76116896.17
Global Alliance for Vaccines and Immunization,other,11,2014,662371441.71,health,565640923.90
Global Alliance for Vaccines and Immunization,other,11,2014,662371441.71,other,96730517.81
Global Alliance for Vaccines and Immunization,PK,5,2014,83606317.40,health,83606317.40
Global Alliance for Vaccines and Immunization,SD,7,2014,58080564.64,health,58080564.64
Global Alliance for Vaccines and Immunization,TZ,4,2014,85200140.03,health,85200140.03
Global Alliance for Vaccines and Immunization,YE,9,2014,44082112.66,health,44082112.66
Global Environment Facility,AR,8,2014,9023318.66,environment,7970285.45
Global Environment Facility,AR,8,2014,9023318.66,infrastructure,1053033.21
Global Environment Facility,BR,3,2014,25474778.22,environment,22693146.45
Global Environment Facility,BR,3,2014,25474778.22,infrastructure,2781631.77
Global Environment Facility,CN,1,2014,47774937.42,industry-and-trade,61337.18
Global Environment Facility,CN,1,2014,47774937.42,agriculture-and-food-security,630270.43
Global Environment Facility,CN,1,2014,47774937.42,infrastructure,4995307.76
Global Environment Facility,CN,1,2014,47774937.42,environment,41957845.67
Global Environment Facility,CN,1,2014,47774937.42,water-and-sanitation,130176.38
Global Environment Facility,CO,7,2014,11155133.21,infrastructure,2772421.46
Global Environment Facility,CO,7,2014,11155133.21,humanitarian,947051.89
Global Environment Facility,CO,7,2014,11155133.21,environment,7435659.86
Global Environment Facility,ET,10,2014,7575974.81,environment,3615413.47
Global Environment Facility,ET,10,2014,7575974.81,infrastructure,2236078.32
Global Environment Facility,ET,10,2014,7575974.81,humanitarian,1724483.03
Global Environment Facility,IN,2,2014,28502874.91,infrastructure,3512302.03
Global Environment Facility,IN,2,2014,28502874.91,environment,24006054.49
Global Environment Facility,IN,2,2014,28502874.91,governance-and-security,984518.40
Global Environment Facility,MA,5,2014,12943275.89,infrastructure,2005203.87
Global Environment Facility,MA,5,2014,12943275.89,environment,10938072.03
Global Environment Facility,MX,4,2014,22702094.26,environment,19453738.84
Global Environment Facility,MX,4,2014,22702094.26,infrastructure,3248355.42
Global Environment Facility,other,11,2014,415475053.19,environment,263216946.35
Global Environment Facility,other,11,2014,415475053.19,infrastructure,109325841.94
Global Environment Facility,other,11,2014,415475053.19,water-and-sanitation,13858055.17
Global Environment Facility,other,11,2014,415475053.19,humanitarian,13281959.38
Global Environment Facility,other,11,2014,415475053.19,governance-and-security,7990549.10
Global Environment Facility,other,11,2014,415475053.19,agriculture-and-food-security,7150595.99
Global Environment Facility,other,11,2014,415475053.19,other-social-services,258118.35
Global Environment Facility,other,11,2014,415475053.19,banking-and-business,133173.58
Global Environment Facility,other,11,2014,415475053.19,industry-and-trade,116249.30
Global Environment Facility,other,11,2014,415475053.19,other,94130.26
Global Environment Facility,other,11,2014,415475053.19,health,49433.78
Global Environment Facility,TZ,9,2014,7639087.37,humanitarian,758397.91
Global Environment Facility,TZ,9,2014,7639087.37,infrastructure,107182.17
Global Environment Facility,TZ,9,2014,7639087.37,environment,6773507.29
Global Environment Facility,VN,6,2014,11687049.50,environment,8258366.39
Global Environment Facility,VN,6,2014,11687049.50,infrastructure,3428683.12
Global Fund,CD,9,2014,99061072.79,health,99061072.79
Global Fund,ET,7,2014,102887630.43,health,102887630.43
Global Fund,IN,4,2014,129531638.09,health,129531638.09
Global Fund,KE,5,2014,118304164.50,health,118304164.50
Global Fund,MZ,8,2014,99835147.53,health,99835147.53
Global Fund,NG,1,2014,234536545.82,health,234536545.82
Global Fund,other,11,2014,1553793109.07,health,1553793109.07
Global Fund,RW,3,2014,135474769.73,health,135474769.73
Global Fund,TZ,2,2014,182811792.21,health,182811792.21
Global Fund,ZA,10,2014,90341894.98,health,90341894.98
Global Fund,ZW,6,2014,113353899.82,health,113353899.82
Global Green Growth Institute,CN,9,2014,352839.76,environment,352839.76
Global Green Growth Institute,CO,10,2014,348099.86,agriculture-and-food-security,348099.86
Global Green Growth Institute,ET,2,2014,1764471.21,other,1764471.21
Global Green Growth Institute,ID,1,2014,3691258.01,environment,3691258.01
Global Green Growth Institute,IN,3,2014,1012763.64,environment,1012763.64
Global Green Growth Institute,MX,7,2014,425752.01,environment,425752.01
Global Green Growth Institute,other,11,2014,5753378.02,infrastructure,81658.33
Global Green Growth Institute,other,11,2014,5753378.02,governance-and-security,407953.36
Global Green Growth Institute,other,11,2014,5753378.02,industry-and-trade,321648.94
Global Green Growth Institute,other,11,2014,5753378.02,other-social-services,215739.26
Global Green Growth Institute,other,11,2014,5753378.02,agriculture-and-food-security,202532.92
Global Green Growth Institute,other,11,2014,5753378.02,other,2203809.15
Global Green Growth Institute,other,11,2014,5753378.02,environment,1276375.40
Global Green Growth Institute,other,11,2014,5753378.02,banking-and-business,1043660.66
Global Green Growth Institute,PE,4,2014,594535.05,environment,594535.05
Global Green Growth Institute,PH,6,2014,475941.46,other,475941.46
Global Green Growth Institute,RW,8,2014,415967.11,other,415967.11
Global Green Growth Institute,VN,5,2014,543434.27,water-and-sanitation,543434.27
Inter-American Development Bank,BO,1,2014,307918131.62,industry-and-trade,3717973.81
Inter-American Development Bank,BO,1,2014,307918131.62,infrastructure,209505904.13
Inter-American Development Bank,BO,1,2014,307918131.62,other,24127775.38
Inter-American Development Bank,BO,1,2014,307918131.62,water-and-sanitation,17337076.28
Inter-American Development Bank,BO,1,2014,307918131.62,other-social-services,16536200.54
Inter-American Development Bank,BO,1,2014,307918131.62,agriculture-and-food-security,11260233.89
Inter-American Development Bank,BO,1,2014,307918131.62,health,8581420.55
Inter-American Development Bank,BO,1,2014,307918131.62,governance-and-security,8566931.42
Inter-American Development Bank,BO,1,2014,307918131.62,environment,6881790.38
Inter-American Development Bank,BO,1,2014,307918131.62,education,1021163.72
Inter-American Development Bank,BO,1,2014,307918131.62,banking-and-business,324835.22
Inter-American Development Bank,BO,1,2014,307918131.62,humanitarian,56826.30
Inter-American Development Bank,BR,7,2014,13284248.57,water-and-sanitation,965586.53
Inter-American Development Bank,BR,7,2014,13284248.57,industry-and-trade,3521230.81
Inter-American Development Bank,BR,7,2014,13284248.57,infrastructure,989156.27
Inter-American Development Bank,BR,7,2014,13284248.57,other-social-services,1821366.86
Inter-American Development Bank,BR,7,2014,13284248.57,banking-and-business,1796789.71
Inter-American Development Bank,BR,7,2014,13284248.57,environment,1466838.17
Inter-American Development Bank,BR,7,2014,13284248.57,other,1384454.04
Inter-American Development Bank,BR,7,2014,13284248.57,education,165885.61
Inter-American Development Bank,BR,7,2014,13284248.57,health,195265.07
Inter-American Development Bank,BR,7,2014,13284248.57,agriculture-and-food-security,287943.25
Inter-American Development Bank,BR,7,2014,13284248.57,governance-and-security,689732.26
Inter-American Development Bank,CO,10,2014,9530550.67,education,42743.30
Inter-American Development Bank,CO,10,2014,9530550.67,water-and-sanitation,166221.42
Inter-American Development Bank,CO,10,2014,9530550.67,environment,171407.08
Inter-American Development Bank,CO,10,2014,9530550.67,other,568002.51
Inter-American Development Bank,CO,10,2014,9530550.67,governance-and-security,641238.67
Inter-American Development Bank,CO,10,2014,9530550.67,other-social-services,691120.05
Inter-American Development Bank,CO,10,2014,9530550.67,agriculture-and-food-security,721920.99
Inter-American Development Bank,CO,10,2014,9530550.67,health,836712.75
Inter-American Development Bank,CO,10,2014,9530550.67,infrastructure,884183.08
Inter-American Development Bank,CO,10,2014,9530550.67,banking-and-business,2319285.21
Inter-American Development Bank,CO,10,2014,9530550.67,industry-and-trade,2487715.61
Inter-American Development Bank,GT,9,2014,11966158.08,health,2602848.13
Inter-American Development Bank,GT,9,2014,11966158.08,environment,3629962.24
Inter-American Development Bank,GT,9,2014,11966158.08,agriculture-and-food-security,1677674.08
Inter-American Development Bank,GT,9,2014,11966158.08,governance-and-security,1126781.77
Inter-American Development Bank,GT,9,2014,11966158.08,other,943871.15
Inter-American Development Bank,GT,9,2014,11966158.08,industry-and-trade,573082.17
Inter-American Development Bank,GT,9,2014,11966158.08,banking-and-business,542645.77
Inter-American Development Bank,GT,9,2014,11966158.08,other-social-services,258333.98
Inter-American Development Bank,GT,9,2014,11966158.08,water-and-sanitation,228854.47
Inter-American Development Bank,GT,9,2014,11966158.08,infrastructure,168675.07
Inter-American Development Bank,GT,9,2014,11966158.08,education,132584.47
Inter-American Development Bank,GT,9,2014,11966158.08,humanitarian,80844.77
Inter-American Development Bank,GY,6,2014,27922248.31,water-and-sanitation,8475463.72
Inter-American Development Bank,GY,6,2014,27922248.31,other-social-services,3530864.14
Inter-American Development Bank,GY,6,2014,27922248.31,agriculture-and-food-security,3020203.04
Inter-American Development Bank,GY,6,2014,27922248.31,governance-and-security,1994452.96
Inter-American Development Bank,GY,6,2014,27922248.31,banking-and-business,1055031.47
Inter-American Development Bank,GY,6,2014,27922248.31,environment,381371.29
Inter-American Development Bank,GY,6,2014,27922248.31,other,210973.61
Inter-American Development Bank,GY,6,2014,27922248.31,health,171456.61
Inter-American Development Bank,GY,6,2014,27922248.31,industry-and-trade,38319.39
Inter-American Development Bank,GY,6,2014,27922248.31,infrastructure,9044112.09
Inter-American Development Bank,HN,2,2014,304773927.44,other,340651.73
Inter-American Development Bank,HN,2,2014,304773927.44,other-social-services,64105349.36
Inter-American Development Bank,HN,2,2014,304773927.44,infrastructure,174631967.51
Inter-American Development Bank,HN,2,2014,304773927.44,health,21326607.25
Inter-American Development Bank,HN,2,2014,304773927.44,governance-and-security,12078132.65
Inter-American Development Bank,HN,2,2014,304773927.44,water-and-sanitation,10858779.69
Inter-American Development Bank,HN,2,2014,304773927.44,environment,44575.86
Inter-American Development Bank,HN,2,2014,304773927.44,agriculture-and-food-security,8932753.65
Inter-American Development Bank,HN,2,2014,304773927.44,humanitarian,5745333.67
Inter-American Development Bank,HN,2,2014,304773927.44,industry-and-trade,3475926.87
Inter-American Development Bank,HN,2,2014,304773927.44,education,2586388.74
Inter-American Development Bank,HN,2,2014,304773927.44,banking-and-business,647460.47
Inter-American Development Bank,HT,3,2014,210565528.90,humanitarian,11963765.84
Inter-American Development Bank,HT,3,2014,210565528.90,health,136380.35
Inter-American Development Bank,HT,3,2014,210565528.90,other,544406.03
Inter-American Development Bank,HT,3,2014,210565528.90,banking-and-business,790735.23
Inter-American Development Bank,HT,3,2014,210565528.90,industry-and-trade,1714947.43
Inter-American Development Bank,HT,3,2014,210565528.90,governance-and-security,4234885.45
Inter-American Development Bank,HT,3,2014,210565528.90,agriculture-and-food-security,20662934.04
Inter-American Development Bank,HT,3,2014,210565528.90,water-and-sanitation,24114641.35
Inter-American Development Bank,HT,3,2014,210565528.90,other-social-services,25084077.26
Inter-American Development Bank,HT,3,2014,210565528.90,education,37818306.21
Inter-American Development Bank,HT,3,2014,210565528.90,infrastructure,83500449.72
Inter-American Development Bank,MX,8,2014,13243090.19,infrastructure,2424383.21
Inter-American Development Bank,MX,8,2014,13243090.19,industry-and-trade,1368402.77
Inter-American Development Bank,MX,8,2014,13243090.19,governance-and-security,1165510.27
Inter-American Development Bank,MX,8,2014,13243090.19,other-social-services,916926.53
Inter-American Development Bank,MX,8,2014,13243090.19,other,763270.55
Inter-American Development Bank,MX,8,2014,13243090.19,education,658936.28
Inter-American Development Bank,MX,8,2014,13243090.19,environment,522930.36
Inter-American Development Bank,MX,8,2014,13243090.19,health,498513.69
Inter-American Development Bank,MX,8,2014,13243090.19,water-and-sanitation,318372.71
Inter-American Development Bank,MX,8,2014,13243090.19,banking-and-business,4605843.81
Inter-American Development Bank,NI,4,2014,174647492.79,banking-and-business,49833621.57
Inter-American Development Bank,NI,4,2014,174647492.79,other,477375.81
Inter-American Development Bank,NI,4,2014,174647492.79,humanitarian,2301557.88
Inter-American Development Bank,NI,4,2014,174647492.79,governance-and-security,3760443.72
Inter-American Development Bank,NI,4,2014,174647492.79,agriculture-and-food-security,7067028.85
Inter-American Development Bank,NI,4,2014,174647492.79,industry-and-trade,8298066.64
Inter-American Development Bank,NI,4,2014,174647492.79,water-and-sanitation,8920448.73
Inter-American Development Bank,NI,4,2014,174647492.79,other-social-services,17113990.91
Inter-American Development Bank,NI,4,2014,174647492.79,health,32869124.23
Inter-American Development Bank,NI,4,2014,174647492.79,infrastructure,44005834.44
Inter-American Development Bank,other,11,2014,796808212.40,other-social-services,7290993.85
Inter-American Development Bank,other,11,2014,796808212.40,other,690666063.42
Inter-American Development Bank,other,11,2014,796808212.40,banking-and-business,26035120.17
Inter-American Development Bank,other,11,2014,796808212.40,industry-and-trade,17426753.01
Inter-American Development Bank,other,11,2014,796808212.40,infrastructure,17150025.05
Inter-American Development Bank,other,11,2014,796808212.40,governance-and-security,11487860.04
Inter-American Development Bank,other,11,2014,796808212.40,environment,8846344.82
Inter-American Development Bank,other,11,2014,796808212.40,agriculture-and-food-security,5100836.00
Inter-American Development Bank,other,11,2014,796808212.40,education,4704290.10
Inter-American Development Bank,other,11,2014,796808212.40,water-and-sanitation,4437604.59
Inter-American Development Bank,other,11,2014,796808212.40,health,2853778.55
Inter-American Development Bank,other,11,2014,796808212.40,humanitarian,808542.79
Inter-American Development Bank,PY,5,2014,49464646.33,agriculture-and-food-security,329862.39
Inter-American Development Bank,PY,5,2014,49464646.33,education,6243014.28
Inter-American Development Bank,PY,5,2014,49464646.33,industry-and-trade,3122367.95
Inter-American Development Bank,PY,5,2014,49464646.33,water-and-sanitation,2029970.02
Inter-American Development Bank,PY,5,2014,49464646.33,infrastructure,7463017.06
Inter-American Development Bank,PY,5,2014,49464646.33,governance-and-security,1780450.18
Inter-American Development Bank,PY,5,2014,49464646.33,other,881220.27
Inter-American Development Bank,PY,5,2014,49464646.33,banking-and-business,27087677.18
Inter-American Development Bank,PY,5,2014,49464646.33,environment,106225.28
Inter-American Development Bank,PY,5,2014,49464646.33,health,108875.06
Inter-American Development Bank,PY,5,2014,49464646.33,other-social-services,113851.71
Inter-American Development Bank,PY,5,2014,49464646.33,humanitarian,198114.95
International Monetary Fund,BD,2,2014,137630458.54,general-budget-support,137630458.54
International Monetary Fund,CI,1,2014,171346651.99,general-budget-support,171346651.99
International Monetary Fund,GN,3,2014,95586701.12,general-budget-support,95586701.12
International Monetary Fund,LR,5,2014,59738097.37,general-budget-support,59738097.37
International Monetary Fund,MG,8,2014,45990603.54,general-budget-support,45990603.54
International Monetary Fund,MW,10,2014,19585545.29,general-budget-support,19585545.29
International Monetary Fund,NE,7,2014,50943477.39,general-budget-support,50943477.39
International Monetary Fund,other,11,2014,97580222.94,general-budget-support,97580222.94
International Monetary Fund,SL,6,2014,52411212.02,general-budget-support,52411212.02
International Monetary Fund,TD,9,2014,20037148.33,general-budget-support,20037148.33
International Monetary Fund,YE,4,2014,73389307.33,general-budget-support,73389307.33
Islamic Development Bank,AF,5,2014,11778033.07,other,11778033.07
Islamic Development Bank,BD,1,2014,19586932.10,other,19586932.10
Islamic Development Bank,CI,7,2014,10844020.12,other,10844020.12
Islamic Development Bank,CM,2,2014,14359768.10,other,14359768.10
Islamic Development Bank,EG,9,2014,10655414.69,other,10655414.69
Islamic Development Bank,ML,4,2014,12528789.69,other,12528789.69
Islamic Development Bank,MR,10,2014,9726215.93,other,9726215.93
Islamic Development Bank,MZ,3,2014,12681833.49,other,12681833.49
Islamic Development Bank,other,11,2014,119229211.75,other,119229211.75
Islamic Development Bank,SN,8,2014,10688400.83,other,10688400.83
Islamic Development Bank,YE,6,2014,11506219.36,other,11506219.36
Nordic Development Fund,BD,2,2014,5425839.62,infrastructure,394284.42
Nordic Development Fund,BD,2,2014,5425839.62,other,5031555.20
Nordic Development Fund,BO,4,2014,5257128.89,infrastructure,5257128.89
Nordic Development Fund,GH,7,2014,1374184.76,other,1374184.76
Nordic Development Fund,KH,1,2014,5993751.00,infrastructure,5993751.00
Nordic Development Fund,MW,8,2014,913855.74,debt-relief,913855.74
Nordic Development Fund,MZ,3,2014,5359450.31,agriculture-and-food-security,5257128.89
Nordic Development Fund,MZ,3,2014,5359450.31,environment,102321.42
Nordic Development Fund,NI,5,2014,2904606.93,infrastructure,2294646.64
Nordic Development Fund,NI,5,2014,2904606.93,humanitarian,609960.28
Nordic Development Fund,NP,10,2014,679991.94,water-and-sanitation,679991.94
Nordic Development Fund,other,11,2014,18755142.50,water-and-sanitation,7885698.29
Nordic Development Fund,other,11,2014,18755142.50,environment,365316.05
Nordic Development Fund,other,11,2014,18755142.50,other,8980528.08
Nordic Development Fund,other,11,2014,18755142.50,infrastructure,1523600.08
Nordic Development Fund,UG,9,2014,736503.24,infrastructure,736503.24
Nordic Development Fund,ZM,6,2014,1732614.33,other,1732614.33
OPEC Fund for International Development,BI,1,2014,30658824.04,infrastructure,12296509.81
OPEC Fund for International Development,BI,1,2014,30658824.04,debt-relief,11114248.92
OPEC Fund for International Development,BI,1,2014,30658824.04,other,4337617.95
OPEC Fund for International Development,BI,1,2014,30658824.04,agriculture-and-food-security,2910447.35
OPEC Fund for International Development,CU,9,2014,11954286.04,water-and-sanitation,4914994.27
OPEC Fund for International Development,CU,9,2014,11954286.04,infrastructure,5634012.87
OPEC Fund for International Development,CU,9,2014,11954286.04,agriculture-and-food-security,1405278.90
OPEC Fund for International Development,DO,2,2014,29625119.65,infrastructure,29625119.65
OPEC Fund for International Development,EG,5,2014,22066347.68,banking-and-business,4423540.41
OPEC Fund for International Development,EG,5,2014,22066347.68,health,518419.29
OPEC Fund for International Development,EG,5,2014,22066347.68,education,61410.68
OPEC Fund for International Development,EG,5,2014,22066347.68,agriculture-and-food-security,6094937.22
OPEC Fund for International Development,EG,5,2014,22066347.68,infrastructure,10968040.08
OPEC Fund for International Development,LK,7,2014,16052878.30,agriculture-and-food-security,3204430.13
OPEC Fund for International Development,LK,7,2014,16052878.30,infrastructure,12848448.17
OPEC Fund for International Development,MW,8,2014,14537038.38,health,7924598.16
OPEC Fund for International Development,MW,8,2014,14537038.38,water-and-sanitation,1980575.01
OPEC Fund for International Development,MW,8,2014,14537038.38,infrastructure,2208711.31
OPEC Fund for International Development,MW,8,2014,14537038.38,agriculture-and-food-security,2423153.91
OPEC Fund for International Development,other,11,2014,247195552.51,infrastructure,106780380.27
OPEC Fund for International Development,other,11,2014,247195552.51,agriculture-and-food-security,50418955.17
OPEC Fund for International Development,other,11,2014,247195552.51,water-and-sanitation,23743257.04
OPEC Fund for International Development,other,11,2014,247195552.51,other,22753538.13
OPEC Fund for International Development,other,11,2014,247195552.51,health,20422163.94
OPEC Fund for International Development,other,11,2014,247195552.51,education,9227769.60
OPEC Fund for International Development,other,11,2014,247195552.51,industry-and-trade,5706490.26
OPEC Fund for International Development,other,11,2014,247195552.51,other-social-services,3175908.52
OPEC Fund for International Development,other,11,2014,247195552.51,banking-and-business,2815748.41
OPEC Fund for International Development,other,11,2014,247195552.51,humanitarian,1584919.63
OPEC Fund for International Development,other,11,2014,247195552.51,governance-and-security,544816.12
OPEC Fund for International Development,other,11,2014,247195552.51,environment,21605.43
OPEC Fund for International Development,PK,6,2014,20721427.48,infrastructure,20671898.74
OPEC Fund for International Development,PK,6,2014,20721427.48,health,49528.74
OPEC Fund for International Development,TN,4,2014,23416692.28,infrastructure,23416692.28
OPEC Fund for International Development,UG,10,2014,11571597.29,education,11571597.29
OPEC Fund for International Development,VN,3,2014,28122863.48,other,5050148.29
OPEC Fund for International Development,VN,3,2014,28122863.48,health,8540686.14
OPEC Fund for International Development,VN,3,2014,28122863.48,infrastructure,14532029.05
Organization for Security and Co-operation in Europe,AL,8,2014,3303342.99,other,1687552.09
Organization for Security and Co-operation in Europe,AL,8,2014,3303342.99,environment,306174.77
Organization for Security and Co-operation in Europe,AL,8,2014,3303342.99,governance-and-security,1309616.12
Organization for Security and Co-operation in Europe,AM,7,2014,3342811.45,governance-and-security,1764095.79
Organization for Security and Co-operation in Europe,AM,7,2014,3342811.45,other,1011812.69
Organization for Security and Co-operation in Europe,AM,7,2014,3342811.45,environment,566902.97
Organization for Security and Co-operation in Europe,BA,2,2014,13958481.30,other,13349718.63
Organization for Security and Co-operation in Europe,BA,2,2014,13958481.30,governance-and-security,608762.68
Organization for Security and Co-operation in Europe,KG,3,2014,7637635.58,governance-and-security,2421895.88
Organization for Security and Co-operation in Europe,KG,3,2014,7637635.58,other,3816424.07
Organization for Security and Co-operation in Europe,KG,3,2014,7637635.58,environment,1399315.64
Organization for Security and Co-operation in Europe,ME,10,2014,2486477.39,governance-and-security,1349084.58
Organization for Security and Co-operation in Europe,ME,10,2014,2486477.39,other,1137392.81
Organization for Security and Co-operation in Europe,MK,6,2014,7290808.61,other,5232493.30
Organization for Security and Co-operation in Europe,MK,6,2014,7290808.61,governance-and-security,2058315.31
Organization for Security and Co-operation in Europe,other,11,2014,51196000.65,other-social-services,2984581.97
Organization for Security and Co-operation in Europe,other,11,2014,51196000.65,environment,1357456.92
Organization for Security and Co-operation in Europe,other,11,2014,51196000.65,governance-and-security,33965890.60
Organization for Security and Co-operation in Europe,other,11,2014,51196000.65,other,12888071.16
Organization for Security and Co-operation in Europe,RS,5,2014,7485745.80,other,3047403.23
Organization for Security and Co-operation in Europe,RS,5,2014,7485745.80,governance-and-security,4438342.57
Organization for Security and Co-operation in Europe,TJ,4,2014,7626863.08,environment,1133801.98
Organization for Security and Co-operation in Europe,TJ,4,2014,7626863.08,governance-and-security,1704293.80
Organization for Security and Co-operation in Europe,TJ,4,2014,7626863.08,other,4788767.31
Organization for Security and Co-operation in Europe,UA,9,2014,3156236.69,governance-and-security,1321576.32
Organization for Security and Co-operation in Europe,UA,9,2014,3156236.69,other,1087161.75
Organization for Security and Co-operation in Europe,UA,9,2014,3156236.69,environment,747498.62
Organization for Security and Co-operation in Europe,XK,1,2014,21794655.81,other,9628971.20
Organization for Security and Co-operation in Europe,XK,1,2014,21794655.81,governance-and-security,12165684.60
The Joint United Nations Programme on HIV/AIDS,CD,3,2014,1865157.20,governance-and-security,898247.85
The Joint United Nations Programme on HIV/AIDS,CD,3,2014,1865157.20,health,643006.25
The Joint United Nations Programme on HIV/AIDS,CD,3,2014,1865157.20,other-social-services,323903.09
The Joint United Nations Programme on HIV/AIDS,ET,10,2014,1249665.54,governance-and-security,777448.05
The Joint United Nations Programme on HIV/AIDS,ET,10,2014,1249665.54,health,439665.72
The Joint United Nations Programme on HIV/AIDS,ET,10,2014,1249665.54,other-social-services,32551.77
The Joint United Nations Programme on HIV/AIDS,IN,7,2014,1351131.80,governance-and-security,537090.43
The Joint United Nations Programme on HIV/AIDS,IN,7,2014,1351131.80,health,536507.58
The Joint United Nations Programme on HIV/AIDS,IN,7,2014,1351131.80,other-social-services,277533.79
The Joint United Nations Programme on HIV/AIDS,KE,4,2014,1655804.87,governance-and-security,1266377.04
The Joint United Nations Programme on HIV/AIDS,KE,4,2014,1655804.87,health,351916.55
The Joint United Nations Programme on HIV/AIDS,KE,4,2014,1655804.87,other-social-services,37511.28
The Joint United Nations Programme on HIV/AIDS,NG,1,2014,2196841.85,governance-and-security,1190299.11
The Joint United Nations Programme on HIV/AIDS,NG,1,2014,2196841.85,other-social-services,61173.84
The Joint United Nations Programme on HIV/AIDS,NG,1,2014,2196841.85,health,945368.90
The Joint United Nations Programme on HIV/AIDS,other,11,2014,220647340.76,governance-and-security,102233735.98
The Joint United Nations Programme on HIV/AIDS,other,11,2014,220647340.76,health,100288272.00
The Joint United Nations Programme on HIV/AIDS,other,11,2014,220647340.76,other-social-services,18125332.79
The Joint United Nations Programme on HIV/AIDS,SS,6,2014,1370181.84,health,479170.73
The Joint United Nations Programme on HIV/AIDS,SS,6,2014,1370181.84,governance-and-security,808256.21
The Joint United Nations Programme on HIV/AIDS,SS,6,2014,1370181.84,other-social-services,82754.89
The Joint United Nations Programme on HIV/AIDS,TZ,8,2014,1351057.41,governance-and-security,715901.46
The Joint United Nations Programme on HIV/AIDS,TZ,8,2014,1351057.41,health,491658.41
The Joint United Nations Programme on HIV/AIDS,TZ,8,2014,1351057.41,other-social-services,143497.53
The Joint United Nations Programme on HIV/AIDS,ZA,2,2014,1996599.44,health,582586.84
