di_id,dhs_id,di_region_id,region_name,year,value
PE,PE,600,Arequipa,2009,0.009845615
PE,PE,601,Ayacucho,2009,0.147069026
PE,PE,602,Cajamarca,2009,0.112013796
PE,PE,603,Cusco,2009,0.198523483
PE,PE,604,Huancavelica,2009,0.135794493
PE,PE,605,Huanuco,2009,0.146140588
PE,PE,606,Ica,2009,0.008914027
PE,PE,607,Junin,2009,0.058824417
PE,PE,608,La Libertad,2009,0.089761885
PE,PE,609,Lambayeque,2009,0.016192295
PE,PE,610,Lima,2009,0.005062712
PE,PE,611,Loreto,2009,0.286167503
PE,PE,612,Madre de Dios,2009,0.035330041
PE,PE,613,Moquegua,2009,0.018100625
PE,PE,614,Pasco,2009,0.054405195
PE,PE,615,Piura,2009,0.067981128
PE,PE,616,Puno,2009,0.09035822
PE,PE,617,San Martin,2009,0.110102314
PE,PE,618,Tacna,2009,0.002117695
PE,PE,619,Tumbes,2009,0.011862413
PE,PE,620,Ucayali,2009,0.172619515
NG,NG,621,Sokoto,2013,0.935475621
NG,NG,622,Zamfara,2013,0.970359937
NG,NG,623,Katsina,2013,0.940999778
NG,NG,624,Jigawa,2013,0.976181804
NG,NG,625,Yobe,2013,0.918383049
NG,NG,626,Borno,2013,0.847017323
NG,NG,627,Adamawa,2013,0.810187843
NG,NG,628,Gombe,2013,0.881003018
NG,NG,629,Bauchi,2013,0.929115515
NG,NG,630,Kano,2013,0.799709212
NG,NG,631,Kaduna,2013,0.655870877
NG,NG,632,Kebbi,2013,0.939651089
NG,NG,633,Niger,2013,0.827698829
NG,NG,634,FCT-Abuja,2013,0.266206016
NG,NG,635,Nasarawa,2013,0.777454811
NG,NG,636,Plateau,2013,0.768104059
NG,NG,637,Taraba,2013,0.900880085
NG,NG,638,Benue,2013,0.896047302
NG,NG,639,Kogi,2013,0.628045455
NG,NG,640,Kwara,2013,0.434040422
NG,NG,641,Oyo,2013,0.398142464
NG,NG,642,Osun,2013,0.394486753
NG,NG,643,Ekiti,2013,0.393631528
NG,NG,644,Ondo,2013,0.498512479
NG,NG,645,Edo,2013,0.380171971
NG,NG,646,Anambra,2013,0.234834204
NG,NG,647,Enugu,2013,0.678402123
NG,NG,648,Ebonyi,2013,0.845493849
NG,NG,649,Cross River,2013,0.740686838
NG,NG,650,Akwa Ibom,2013,0.557170529
NG,NG,651,Abia,2013,0.52297165
NG,NG,652,Imo,2013,0.500250537
NG,NG,653,Rivers,2013,0.441534881
NG,NG,654,Bayelsa,2013,0.44258538
NG,NG,655,Delta,2013,0.475716682
NG,NG,656,Lagos,2013,0.069718706
NG,NG,657,Ogun,2013,0.497878446
EG,EG,658,Cairo,2008,0.008086253
EG,EG,659,Alexandria,2008,0.00440044
EG,EG,660,Port Said,2008,0.002105263
EG,EG,661,Suez,2008,0
EG,EG,662,Damietta,2008,0.001834862
EG,EG,663,Dakahlia,2008,0.023082134
EG,EG,664,Sharkia,2008,0.03084223
EG,EG,665,Kalyubia,2008,0.004519774
EG,EG,666,Kafr El-Sheikh,2008,0.040322581
EG,EG,667,Gharbia,2008,0.003983569
EG,EG,668,Menoufia,2008,0.030334545
EG,EG,669,Behera,2008,0.028089528
EG,EG,670,Ismailia,2008,0.033613445
EG,EG,671,Giza,2008,0.045548654
EG,EG,672,Beni Suef,2008,0.224619289
EG,EG,673,Fayoum,2008,0.160206718
EG,EG,674,Menya,2008,0.231854839
EG,EG,675,Assiut,2008,0.211382114
EG,EG,676,Souhag,2008,0.135025381
EG,EG,677,Aswan,2008,0.017821782
EG,EG,678,Qena,2008,0.11354844
EG,EG,679,Frontier Governorates,2008,0.068960501
IN,IA,680,Jammu and Kashmir,2006,0.133330684
IN,IA,681,Himachal Pradesh,2006,0.084510537
IN,IA,682,Punjab,2006,0.066099183
IN,IA,683,Uttaranchal,2006,0.192757226
IN,IA,684,Haryana,2006,0.151474435
IN,IA,685,Delhi,2006,0.0264832
IN,IA,686,Rajasthan,2006,0.400083231
IN,IA,687,Uttar Pradesh,2006,0.482092472
IN,IA,688,Bihar,2006,0.543655386
IN,IA,689,Sikkim,2006,0.110109936
IN,IA,690,Arunachal Pradesh,2006,0.44121359
IN,IA,691,Nagaland,2006,0.278462392
IN,IA,692,Manipur,2006,0.154695734
IN,IA,693,Mizoram,2006,0.07823982
IN,IA,694,Tripura,2006,0.319414266
IN,IA,695,Meghalaya,2006,0.309337055
IN,IA,696,Assam,2006,0.477618716
IN,IA,697,West Bengal,2006,0.475876741
IN,IA,698,Jharkhard,2006,0.637433685
IN,IA,699,Orissa,2006,0.573098537
IN,IA,700,Chhattisgarh,2006,0.647180955
IN,IA,701,Madhya Pradesh,2006,0.592826043
IN,IA,702,Gujarat,2006,0.200950391
IN,IA,703,Maharashtra,2006,0.247189613
IN,IA,704,Andhra Pradesh,2006,0.260447573
IN,IA,705,Karnataka,2006,0.314283907
IN,IA,706,Goa,2006,0.066444702
IN,IA,707,Kerala,2006,0.04696874
IN,IA,708,Tamil Nadu,2006,0.246384826
