"id","value.1990","original-value.1990","value.1991","original-value.1991","value.1992","original-value.1992","value.1993","original-value.1993","value.1994","original-value.1994","value.1995","original-value.1995","value.1996","original-value.1996","value.1997","original-value.1997","value.1998","original-value.1998","value.1999","original-value.1999","value.2000","original-value.2000","value.2001","original-value.2001","value.2002","original-value.2002","value.2003","original-value.2003","value.2004","original-value.2004","value.2005","original-value.2005","value.2006","original-value.2006","value.2007","original-value.2007","value.2008","original-value.2008","value.2009","original-value.2009","value.2010","original-value.2010","value.2011","original-value.2011","value.2012","original-value.2012","value.2013","original-value.2013"
"LS",,,,,,,1135125.568,1135125.568,964340.962,964340.962,973564.673,,982788.384,,992012.095,,1001235.806,,1010459.517,,1019683.228,,1028906.939,,1038130.65,,1047354.361,1047354.361,1059077.36457143,,1070800.36814286,,1082523.37171429,,1094246.37528571,,1105969.37885714,,1117692.38242857,,1129415.386,1129415.386,,,,,,
"LT",,,,,,,79176.18,79176.18,52784.12,,26392.06,,0,0,2129.5985,,4259.197,4259.197,3179.4595,,2099.722,2099.722,10412.454,10412.454,5508.907,5508.907,2390.649,2390.649,2026.245,2026.245,56815.229,56815.229,45778.726,45778.726,23688.921,,1599.116,1599.116,23719.445,,45839.774,45839.774,25133.355,25133.355,,,,
"LU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV",,,,,,,0,0,0,,0,0,10320.332,10320.332,13623.966,13623.966,0,0,2367.92725,,4735.8545,,7103.78175,,9471.709,9471.709,5980.5715,,2489.434,2489.434,14443.941,,26398.448,26398.448,13199.224,,0,0,14473.1295,,28946.259,28946.259,22038.886,22038.886,,,,
"LY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MA",,,615637.568,615637.568,778444.887375,,941252.20675,,1104059.526125,,1266866.8455,,1429674.164875,,1592481.48425,,1755288.803625,,1918096.123,1918096.123,1868861.302,,1819626.481,1819626.481,1647712.7525,,1475799.024,,1303885.2955,,1131971.567,,960057.8385,,788144.11,788144.11,,,,,,,,,,,,
"MC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MD",,,,,454352.5,454352.5,477931.7946,,501511.0892,,525090.3838,,548669.6784,,572248.973,572248.973,932907.753,932907.753,1300885.257,1300885.257,1104556.9515,,908228.646,908228.646,542010.075,542010.075,225804.625,225804.625,240383.132,240383.132,449038.856,449038.856,77799.035,77799.035,36126.791,36126.791,38200.156,38200.156,27811.711,27811.711,14960.589,14960.589,8187.968,8187.968,,,,
"ME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.55,1539.55,863.596,863.596,2285.86,2285.86,556.784,556.784,0,0,0,0,1303.352,1303.352,,,,
"MF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MG",,,,,,,8480239.585,8480239.585,8940875.63375,,9401511.6825,,9862147.73125,,10322783.78,10322783.78,11447383.07,,12571982.36,12571982.36,12483183.445,,12394384.53,12394384.53,13064981.34,,13735578.15,,14406174.96,,15076771.77,15076771.77,15757502.556,,16438233.342,,17118964.128,,17799694.914,,18480425.7,18480425.7,,,,,,
"MH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MK",,,,,,,,,,,,,,,,,0,0,42786.8895,,85573.779,85573.779,48284.158,,10994.537,10994.537,9363.897,9363.897,10845.786,10845.786,5852.123,5852.123,19262.969,19262.969,12569.761,,5876.553,5876.553,,,,,,,,,,
"ML",,,,,,,,,7526112.566,7526112.566,7374139.55114286,,7222166.53628571,,7070193.52142857,,6918220.50657143,,6766247.49171429,,6614274.47685714,,6462301.462,6462301.462,6437646.7284,,6412991.9948,,6388337.2612,,6363682.5276,,6339027.794,6339027.794,6523844.561,,6708661.328,,6893478.095,,7078294.862,7078294.862,,,,,,
"MM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MR",,,,,,,942649.151,942649.151,815929.557333333,,689209.963666667,,562490.37,562490.37,565126.003,,567761.636,,570397.269,,573032.902,573032.902,623870.54975,,674708.1975,,725545.84525,,776383.493,776383.493,782784.04575,,789184.5985,,795585.15125,,801985.704,801985.704,,,,,,,,,,
"MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630.666,2630.666,3117.558,,3604.45,,4091.342,,4578.234,,5065.126,,5552.018,5552.018,,
"MV",,,,,,,,,,,,,,,,,67038.891,67038.891,56587.2548333333,,46135.6186666667,,35683.9825,,25232.3463333333,,14780.7101666667,,4329.074,4329.074,,,,,,,,,,,,,,,,,,
"MW",,,,,,,,,,,,,,,,,8904689.796,8904689.796,8990663.78083333,,9076637.76566667,,9162611.7505,,9248585.73533333,,9334559.72016667,,9420533.705,9420533.705,9656091.68583333,,9891649.66666667,,10127207.6475,,10362765.6283333,,10598323.6091667,,10833881.59,10833881.59,,,,,,
"MX",,,,,4335307.343,4335307.343,3832693.742,,3330080.141,3330080.141,5485060.3175,,7640040.494,7640040.494,8159279.4145,,8678518.335,8678518.335,7211364.401,,5744210.467,5744210.467,4953216.623,,4162222.779,4162222.779,2956163.7895,,1750104.8,1750104.8,5459079.022,5459079.022,762393.519,762393.519,1042262.984,,1322132.449,1322132.449,1085457.279,,848782.109,848782.109,1046755.561,,1244729.013,1244729.013,,
"MY",,,,,313043.326,313043.326,353082.323,,393121.32,,433160.317,433160.317,275455.913,,117751.509,117751.509,120497.219285714,,123242.929571429,,125988.639857143,,128734.350142857,,131480.060428571,,134225.770714286,,136971.481,136971.481,91314.3206666667,,45657.1603333333,,0,0,0,,0,0,,,,,,,,
"MZ",,,,,,,,,,,,,13267875.01,13267875.01,13492962.4757143,,13718049.9414286,,13943137.4071429,,14168224.8728571,,14393312.3385714,,14618399.8042857,,14843487.27,14843487.27,14733319.105,,14623150.94,,14512982.775,,14402814.61,,14292646.445,,14182478.28,14182478.28,,,,,,,,
"NA",,,,,,,766328.472,766328.472,754776.739272727,,743225.006545455,,731673.273818182,,720121.541090909,,708569.808363636,,697018.075636364,,685466.342909091,,673914.610181818,,662362.877454545,,650811.144727273,,639259.412,639259.412,618204.315333333,,597149.218666667,,576094.122,,555039.025333333,,533983.928666667,,512928.832,512928.832,,,,,,
"NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NE",,,,,6019913.519,6019913.519,6469668.328,,6919423.137,6919423.137,6904629.80409091,,6889836.47118182,,6875043.13827273,,6860249.80536364,,6845456.47245455,,6830663.13954545,,6815869.80663636,,6801076.47372727,,6786283.14081818,,6771489.80790909,,6756696.475,6756696.475,6570717.19566667,,6384737.91633333,,6198758.637,6198758.637,6378614.972,,6558471.307,,6738327.642,6738327.642,,,,
"NG",,,,,62266597.8,62266597.8,65778849.1425,,69291100.485,,72803351.8275,,76315603.17,76315603.17,77288894.79875,,78262186.4275,,79235478.05625,,80208769.685,,81182061.31375,,82155352.9425,,83128644.57125,,84101936.2,84101936.2,86596069.4883333,,89090202.7766667,,91584336.065,,94078469.3533333,,96572602.6416667,,99066735.93,99066735.93,,,,,,
"NI",,,,,,,1456606.428,1456606.428,1288816.8888,,1121027.3496,,953237.8104,,785448.2712,,617658.732,617658.732,659735.699666667,,701812.667333333,,743889.635,743889.635,596649.28125,,449408.9275,,302168.57375,,154928.22,154928.22,238816.23925,,322704.2585,,406592.27775,,490480.297,490480.297,,,,,,,,
"NL",200350.234,200350.234,185554.074,,170757.914,,155961.754,155961.754,138928.3115,,121894.869,,104861.4265,,87827.984,,70794.5415,,53761.099,53761.099,65152.0986,,76543.0982,,87934.0978,,99325.0974,,110716.097,110716.097,94014.823,,77313.549,,60612.275,60612.275,59792.8096666667,,58973.3443333333,,58153.879,58153.879,,,,,,
"NO",,,15342.235,15342.235,15429.94175,,15517.6485,,15605.35525,,15693.062,15693.062,15608.3072,,15523.5524,,15438.7976,,15354.0428,,15269.288,15269.288,15355.0895,,15440.891,,15526.6925,,15612.494,15612.494,15588.3976666667,,15564.3013333333,,15540.205,15540.205,21279.466,,27018.727,,32757.988,32757.988,,,,,,
"NP",,,,,,,,,,,,,14352049.7,14352049.7,14163244.3857143,,13974439.0714286,,13785633.7571429,,13596828.4428571,,13408023.1285714,,13219217.8142857,,13030412.5,13030412.5,12079388.4568571,,11128364.4137143,,10177340.3705714,,9226316.32742857,,8275292.28428572,,7324268.24114286,,6373244.198,6373244.198,,,,,,
"NZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PA",,,530426.346,530426.346,505963.2415,,481500.137,,457037.0325,,432573.928,432573.928,425605.995,,418638.062,418638.062,433218.87,433218.87,379000.521,379000.521,422175.018,422175.018,387014.7165,,351854.415,351854.415,345793.894,345793.894,327690.832,327690.832,319426.662,319426.662,349022.216,349022.216,251354.448,251354.448,168079.604,168079.604,108113.795,108113.795,140504.49,140504.49,132780.011,132780.011,151711.012,151711.012,,
"PE",,,,,,,,,2306464.22,2306464.22,1617796.678,,929129.136,,240461.594,240461.594,3619698.921,3619698.921,4046614.156,4046614.156,3252610.008,3252610.008,3531258.736,3531258.736,3089977.48,3089977.48,2423063.393,2423063.393,1849759.538,1849759.538,2170732.902,2170732.902,1802373.238,1802373.238,1787522.671,1787522.671,1385480.395,1385480.395,1012700.605,1012700.605,798875.259,798875.259,879562.144,879562.144,866647.42,866647.42,,
"PF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PG",,,,,,,,,,,,,1732601.058,1732601.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PH",,,21042442.84,21042442.84,20949062.3,,20855681.76,,20762301.22,20762301.22,19591227.46,,18420153.7,,17249079.94,17249079.94,17864249.7666667,,18479419.5933333,,19094589.42,19094589.42,19029709.95,,18964830.48,,18899951.01,18899951.01,19175758.0666667,,19451565.1233333,,19727372.18,19727372.18,18695394.2533333,,17663416.3266667,,16631438.4,16631438.4,17199493.0833333,,17767547.7666667,,18335602.45,18335602.45,,
"PK",,,73917697.2,73917697.2,72317053.1083333,,70716409.0166667,,69115764.925,,67515120.8333333,,65914476.7416667,,64313832.65,64313832.65,52576219.135,,40838605.62,40838605.62,45124111.8966667,,49409618.1733333,,53695124.45,53695124.45,47691997.1833333,,41688869.9166667,,35685742.65,35685742.65,36332528.29,36332528.29,32487207.26,,28641886.23,28641886.23,26575788.61,,24509690.99,,22443593.37,22443593.37,,,,
"PL",,,,,11509.1,11509.1,143817.12,,276125.14,,408433.16,,540741.18,540741.18,270370.59,,0,0,15464.108,15464.108,19129.315,19129.315,19124.038,19124.038,7646.073,7646.073,13368.592,,19091.111,19091.111,30532.356,30532.356,3814.127,3814.127,7624.112,7624.112,3812.576,3812.576,0,0,0,0,0,0,,,,
"PR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7444.24,7444.24,15679.281,,23914.322,,32149.363,32149.363,17555.5685,,2961.774,2961.774,,,,,,,,
"PT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PY",44622.344,44622.344,146140.0572,,247657.7704,,349175.4836,,450693.1968,,552210.91,552210.91,532323.742666667,,512436.575333333,,492549.408,492549.408,489970.014,489970.014,465867.1265,,441764.239,441764.239,697535.649,697535.649,443791.535,443791.535,323267.814,323267.814,360154.37,360154.37,523285.947,523285.947,456946.261,456946.261,269395.416,269395.416,361800.831,361800.831,343657.157,343657.157,291188.197,291188.197,202627.038,202627.038,,
"QA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RO",,,,,91177.136,91177.136,610434.3115,,1129691.487,1129691.487,942362.14375,,755032.8005,,567703.45725,,380374.114,380374.114,649441.956,649441.956,596944.209,,544446.462,544446.462,571512.045,571512.045,338716.918,338716.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"RS",,,,,,,,,,,,,,,,,,,,,,,,,19500.081,19500.081,23189.832,23189.832,30598.944,30598.944,43900.537,43900.537,18528.923,18528.923,8857.895,8857.895,2940.088,2940.088,5124.565,5124.565,3645.718,3645.718,,,,,,
"RU",,,,,,,2227800,2227800,2872966.51366667,,3518133.02733333,,4163299.541,4163299.541,4110280.33866667,,4057261.13633333,,4004241.934,4004241.934,2651716.272,,1299190.61,1299190.61,741580.968,741580.968,549736.378,549736.378,1006748.484,1006748.484,314850.547,314850.547,242228.342,242228.342,127903.413,127903.413,0,0,42572.773,42572.773,,,,,,,,
"RW",,,,,,,,,,,,,,,,,,,,,6663569.465,6663569.465,6711805.02683333,,6760040.58866667,,6808276.1505,,6856511.71233333,,6904747.27416667,,6952982.836,6952982.836,6967015.7314,,6981048.6268,,6995081.5222,,7009114.4176,,7023147.313,7023147.313,,,,
"SA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SC",,,,,,,,,,,,,,,,,,,,,0,0,30.369,,60.738,,91.107,,121.476,,151.845,,182.214,,212.583,212.583,,,,,,,,,,,,
"SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900929.244,6900929.244,,,,,,,,
"SE",,,,,28604.621,28604.621,29073.6116666667,,29542.6023333333,,30011.593,30011.593,30042.3086,,30073.0242,,30103.7398,,30134.4554,,30165.171,30165.171,30452.8372,,30740.5034,,31028.1696,,31315.8358,,31603.502,31603.502,,,,,,,,,,,,,,,,
"SG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SI",,,,,,,597.524,597.524,557.2844,,517.0448,,476.8052,,436.5656,,396.326,396.326,546.56075,,696.7955,,847.03025,,997.265,997.265,0,0,1198.207,1198.207,1600.379,1600.379,1003.434,1003.434,602.783,,202.132,202.132,203.495,,204.858,204.858,0,0,,,,
"SK",,,,,0,0,2418.0125,,4836.025,,7254.0375,,9672.05,9672.05,9604.65325,,9537.2565,,9469.85975,,9402.463,,9335.06625,,9267.6695,,9200.27275,,9132.876,9132.876,2686.404,2686.404,0,0,0,,0,0,0,0,21565.712,21565.712,16195.152,16195.152,,,,
"SL",2540823.123,2540823.123,2560857.21561538,,2580891.30823077,,2600925.40084615,,2620959.49346154,,2640993.58607692,,2661027.67869231,,2681061.77130769,,2701095.86392308,,2721129.95653846,,2741164.04915385,,2761198.14176923,,2781232.23438462,,2801266.327,2801266.327,2866311.48025,,2931356.6335,,2996401.78675,,3061446.94,,3126492.09325,,3191537.2465,,3256582.39975,,3321627.553,3321627.553,,,,
"SM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SN",,,5092266.103,5092266.103,4906073.14633333,,4719880.18966667,,4533687.233,4533687.233,4523955.73871429,,4514224.24442857,,4504492.75014286,,4494761.25585714,,4485029.76157143,,4475298.26728571,,4465566.773,4465566.773,4293106.75725,,4120646.7415,,3948186.72575,,3775726.71,3775726.71,3903180.42866667,,4030634.14733333,,4158087.866,,4285541.58466667,,4412995.30333333,,4540449.022,4540449.022,,,,
"SO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SR",,,,,,,,,,,,,,,,,,,71517.411,71517.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ST",,,,,,,,,,,,,,,,,,,,,,,39954.449,39954.449,44135.36,,48316.271,,52497.182,,56678.093,,60859.004,,65039.915,,69220.826,,73401.737,,77582.648,77582.648,,,,,,
"SV",,,926097.515,926097.515,837698.66,,749299.805,,660900.95,,572502.095,572502.095,670098.95,670098.95,847326.539,,1024554.128,1024554.128,814025.476,814025.476,814567.14,814567.14,861883.056,861883.056,882019.614,882019.614,807935.044,807935.044,485233.819,485233.819,431757.452,431757.452,260328.748,260328.748,174504.132,174504.132,296515.603,296515.603,262179.722,262179.722,321480.682,321480.682,176426.024,176426.024,159324.068,159324.068,,
"SX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,302259.805,302259.805,,,,,,,,,,,,,,,,,,
"SZ",,,,,,,,,,,757158.065,757158.065,708025.417833333,,658892.770666667,,609760.1235,,560627.476333333,,511494.829166667,,462362.182,462362.182,463089.402222222,,463816.622444444,,464543.842666667,,465271.062888889,,465998.283111111,,466725.503333333,,467452.723555556,,468179.943777778,,468907.164,468907.164,,,,,,
"TC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TD",,,,,,,,,,,,,,,,,,,,,,,,,,,5767378.34,5767378.34,5597909.7365,,5428441.133,,5258972.5295,,5089503.926,,4920035.3225,,4750566.719,,4581098.1155,,4411629.512,4411629.512,,,,
"TG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022026.618,3022026.618,3096695.43,,3171364.242,,3246033.054,,3320701.866,,3395370.678,3395370.678,,,,
"TH",6535304.853,6535304.853,5747075.4695,,4958846.086,4958846.086,3681416.073,,2403986.06,2403986.06,2053731.575,,1703477.09,1703477.09,1485130.182,,1266783.274,1266783.274,2224595.462,2224595.462,1889004.384,1889004.384,1467644.488,,1046284.592,1046284.592,951070.4455,,855856.299,,760642.1525,,665428.006,665428.006,438610.547,,211793.088,211793.088,208820.134,,205847.18,205847.18,,,,,,
"TJ",,,,,,,,,,,,,,,,,,,3052206.229,3052206.229,2867351.54875,,2682496.8685,,2497642.18825,,2312787.508,2312787.508,1379433.303,1379433.303,1208329.817,,1037226.331,,866122.845,866122.845,673984.683,,481846.521,481846.521,,,,,,,,
"TL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354098.573,354098.573,,,,,,,,,,,,
"TM",,,,,,,2536064.87,2536064.87,2247034.2406,,1958003.6112,,1668972.9818,,1379942.3524,,1090911.723,1090911.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TN",477847.84,477847.84,498188.322,,518528.804,,538869.286,,559209.768,,579550.25,579550.25,512414.05,,445277.85,,378141.65,,311005.45,,243869.25,243869.25,222775.44,,201681.63,,180587.82,,159494.01,,138400.2,138400.2,126332.828,,114265.456,,102198.084,,90130.712,,78063.34,78063.34,,,,,,
"TO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TR",,,,,,,,,1060087.314,1060087.314,1021045.956,,982004.598,,942963.24,,903921.882,,864880.524,,825839.166,,786797.808,,747756.45,747756.45,1892428.206,1892428.206,942523.454,942523.454,982274.254,982274.254,926455.55,926455.55,660216.874,660216.874,70363.511,70363.511,256467.888,256467.888,425611.521,425611.521,58446.91,58446.91,,,,
"TT",,,,,51479.418,51479.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TZ",,,,,19604544.06,19604544.06,20735910.71,,21867277.36,,22998644.01,,24130010.66,,25261377.31,,26392743.96,,27524110.61,,28655477.26,28655477.26,28548685.6,,28441893.94,,28335102.28,,28228310.62,,28121518.96,,28014727.3,,27907935.64,27907935.64,26481567.496,,25055199.352,,23628831.208,,22202463.064,,20776094.92,20776094.92,,
"UA",,,,,15645.08,15645.08,346977.073333333,,678309.066666667,,1009641.06,1009641.06,985403.748,985403.748,993058.833666667,,1000713.91933333,,1008369.005,1008369.005,739729.503333333,,471090.001666667,,202450.5,202450.5,52594.245,52594.245,18980.64,18980.64,23552.575,23552.575,65502.85,65502.85,27905.61,27905.61,0,0,27631.98,27631.98,0,0,,,,,,
"UG",,,,,13512646.05,13512646.05,13506731.3775,,13500816.705,,13494902.0325,,13488987.36,13488987.36,13649553.42,,13810119.48,,13970685.54,13970685.54,14205858.55,,14441031.56,,14676204.57,14676204.57,14848837.06,,15021469.55,,15194102.04,,15366734.53,15366734.53,14397445.2666667,,13428156.0033333,,12458866.74,12458866.74,9344150.055,,6229433.37,,3114716.685,,0,0
"US",,,1694972.7,1694972.7,1717629.86666667,,1740287.03333333,,1762944.2,1762944.2,2084152.8,,2405361.4,,2726570,2726570,2447876.05133333,,2169182.10266667,,1890488.154,1890488.154,2149879.3605,,2409270.567,,2668661.7735,,2928052.98,2928052.98,3287493.671,,3646934.362,,4006375.053,4006375.053,4392833.07766667,,4779291.10233333,,5165749.127,5165749.127,,,,,,
"UY",,,,,28391.913,28391.913,24839.311,,21286.709,,17734.107,17734.107,22083.578,22083.578,19950.349,19950.349,26662.584,26662.584,21301.3105,,15940.037,15940.037,20293.248,20293.248,26287.25,26287.25,31591.405,31591.405,39553.482,39553.482,43559.531,43559.531,24310.584,24310.584,16024.243,16024.243,8707.135,8707.135,9073.164,9073.164,6743.964,6743.964,8458.715,8458.715,10525.284,10525.284,,
"UZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VE",,,,,910432.204,910432.204,1310957.79133333,,1711483.37866667,,2112008.966,2112008.966,2181369.564,,2250730.162,,2320090.76,2320090.76,2732124.728,2732124.728,2556112.966,,2380101.204,2380101.204,4015379.087,4015379.087,4916949.941,4916949.941,4170298.569,4170298.569,3519800.635,3519800.635,1802755.477,1802755.477,,,,,,,,,,,,,,
"VI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VN",,,,,,,44405333.2,44405333.2,42973312.496,,41541291.792,,40109271.088,,38677250.384,,37245229.68,37245229.68,35901711.5325,,34558193.385,,33214675.2375,,31871157.09,31871157.09,28721297.445,,25571437.8,25571437.8,21716872.5,,17862307.2,17862307.2,16089939.03,,14317570.86,14317570.86,8867009.055,,3416447.25,3416447.25,2791253.005,,2166058.76,2166058.76,,
"VU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YE",,,,,,,,,,,,,,,,,1734275.405,1734275.405,1767901.61085714,,1801527.81671429,,1835154.02257143,,1868780.22842857,,1902406.43428571,,1936032.64014286,,1969658.846,1969658.846,,,,,,,,,,,,,,,,
"ZA",,,,,,,9106132.428,9106132.428,8744774.214,,8383416,8383416,9012332.8,,9641249.6,,10270166.4,,10899083.2,,11528000,11528000,10951783.7836667,,10375567.5673333,,9799351.351,,9223135.13466667,,8646918.91833333,,8070702.702,8070702.702,7668962.98566667,,7267223.26933333,,6865483.553,6865483.553,5862140.8895,,4858798.226,4858798.226,,,,
"ZM",,,4907343.078,4907343.078,5202536.5175,,5497729.957,5497729.957,5542421.35066667,,5587112.74433333,,5631804.138,5631804.138,5481794.462,,5331784.786,5331784.786,5672999.6836,,6014214.5812,,6355429.4788,,6696644.3764,,7037859.274,7037859.274,7184182.485,7184182.485,7627882.433,,8071582.381,8071582.381,8509402.59875,,8947222.8165,,9385043.03425,,9822863.252,9822863.252,,,,,,
"ZW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
