"id","dfis-out.2000","fdi-out.2000","oda-capital-repay.2000","oda-interest.2000","oda-out.2000","oofs-capital-repay.2000","oofs-interest.2000","oofs-out.2000","remittances-devcountries.2000","dfis-out.2001","fdi-out.2001","oda-capital-repay.2001","oda-interest.2001","oda-out.2001","oofs-capital-repay.2001","oofs-interest.2001","oofs-out.2001","remittances-devcountries.2001","dfis-out.2002","fdi-out.2002","oda-capital-repay.2002","oda-interest.2002","oda-out.2002","oofs-capital-repay.2002","oofs-interest.2002","oofs-out.2002","remittances-devcountries.2002","dfis-out.2003","fdi-out.2003","oda-capital-repay.2003","oda-interest.2003","oda-out.2003","oofs-capital-repay.2003","oofs-interest.2003","oofs-out.2003","remittances-devcountries.2003","dfis-out.2004","fdi-out.2004","oda-capital-repay.2004","oda-interest.2004","oda-out.2004","oofs-capital-repay.2004","oofs-interest.2004","oofs-out.2004","remittances-devcountries.2004","dfis-out.2005","fdi-out.2005","oda-capital-repay.2005","oda-interest.2005","oda-out.2005","oofs-capital-repay.2005","oofs-interest.2005","oofs-out.2005","remittances-devcountries.2005","dfis-out.2006","fdi-out.2006","oda-capital-repay.2006","oda-interest.2006","oda-out.2006","oofs-capital-repay.2006","oofs-interest.2006","oofs-out.2006","remittances-devcountries.2006","dfis-out.2007","fdi-out.2007","oda-capital-repay.2007","oda-interest.2007","oda-out.2007","oofs-capital-repay.2007","oofs-interest.2007","oofs-out.2007","remittances-devcountries.2007","dfis-out.2008","fdi-out.2008","oda-capital-repay.2008","oda-interest.2008","oda-out.2008","oofs-capital-repay.2008","oofs-interest.2008","oofs-out.2008","remittances-devcountries.2008","dfis-out.2009","fdi-out.2009","oda-capital-repay.2009","oda-interest.2009","oda-out.2009","oofs-capital-repay.2009","oofs-interest.2009","oofs-out.2009","remittances-devcountries.2009","dfis-out.2010","fdi-out.2010","oda-capital-repay.2010","oda-interest.2010","oda-out.2010","oofs-capital-repay.2010","oofs-interest.2010","oofs-out.2010","remittances-devcountries.2010","dfis-out.2011","fdi-out.2011","oda-capital-repay.2011","oda-interest.2011","oda-out.2011","oofs-capital-repay.2011","oofs-interest.2011","oofs-out.2011","remittances-devcountries.2011","dfis-out.2012","fdi-out.2012","oda-capital-repay.2012","oda-interest.2012","oda-out.2012","oofs-capital-repay.2012","oofs-interest.2012","oofs-out.2012","remittances-devcountries.2012","dfis-out.2013","fdi-out.2013","oda-capital-repay.2013","oda-interest.2013","oda-out.2013","oofs-capital-repay.2013","oofs-interest.2013","oofs-out.2013","remittances-devcountries.2013"
"PT",,5947044753,256710000,0,734980000,1380000,33750000,138780000,,,2057951086,0,1580000,471380000,1860000,33140000,0,,,-4261786657,0,1190000,518890000,2250000,39870000,0,,,5885815.185,2340000,1110000,418590000,2340000,7780000,0,,,557110801,5290000,1120000,1197040000,800420000,6810000,0,,,-222468836.3,6750000,1010000,431740000,3090000,4180000,0,,,467611459.2,6560000,1290000,436870000,22020000,277170000,0,,,-145226039.9,6150000,1470000,461710000,2282920000,503460000,2053450000,,,-578621821.8,6340000,8110000,567320000,0,0,0,,,-484761375,33040000,10420000,508980000,0,0,0,,,232103667.9,34660000,12880000,664140000,0,0,0,419140136.1,,264193833.5,35030000,16480000,687370000,0,0,0,457474929.7,,-363509000,37870000,16720000,618630000,130000,110000,2060000,495426690.1,,,38160000,26510000,504560000,190000,210000,3010000,
"SI",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,0,0,0,41160000,,,,,,29841086.2,0,0,50700000,,,,,,67608344.31,0,0,54870000,,,,,,95236473.98,0,0,62500000,,,,,,37115254.4,0,0,65990000,,,,,,44163691.76,0,0,57690000,,,,,,34302908.46,0,0,58180000,,,,,,-11359000,0,0,58430000,,,,,,,0,0,59450000,,,,
"SK",,3697148.212,0,0,15740000,,,,,,-8015606.423,0,0,22130000,,,,,,-318587.1798,0,0,16070000,,,,,,-3555486.793,0,0,28030000,,,,,,19296600.25,0,0,43460000,,,,,,18207971.32,0,0,82360000,,,,,,19610815.08,0,0,74110000,,,,,,-332072.2521,0,0,74410000,,,,,,51648474.06,0,0,86820000,,,,,,3978612.514,0,0,72020000,,,,,,210319273.4,0,0,73620000,,,,28320233.7,,-7822146.936,0,0,80510000,,,,29659080.7,,22054000,0,0,79680000,,,,32328460.03,,,0,0,82250000,,,,
"TR",,1821116.387,0,0,149200000,0,0,0,,,0,0,0,150300000,0,0,0,,,2091638.964,0,0,153280000,0,0,0,,,408598477.8,0,0,112800000,0,0,69210000,,,630737748.7,0,0,486350000,0,0,1131630000,,,637243407.3,0,0,754380000,129470000,0,624220000,,,252429799.7,0,0,874980000,160070000,23700000,8440000,,,611195517.3,0,0,631330000,50880000,11610000,7280000,,,523744706.5,0,0,735380000,35100000,8130000,32710000,,,536674279,0,0,747590000,40890000,5870000,29240000,,,465802267.2,0,0,938540000,3.1e+07,4490000,6530000,,,545200775.7,0,0,1268390000,25480000,4200000,37150000,,,6.21e+08,0,0,2533300000,13540000,4380000,70090000,,,,0,0,3316130000,15670000,3860000,2590000,
"AE",,,45580000,0,651180000,0,0,0,,,,51380000,0,820680000,0,0,0,,,,56200000,0,904460000,0,0,0,,,,62170000,0,1294550000,0,0,0,,,,55650000,0,645670000,0,0,0,,,,59340000,0,663900000,0,0,0,,,,75840000,0,982320000,0,0,0,,,,145650000,0,2739720000,0,0,0,,,,100180000,0,1387500000,0,0,0,,,,92840000,0,1085820000,3630000,0,13420000,,,,133550000,0,563330000,31490000,0,29620000,19393137400,,,76340000,0,772120000,0,0,23970000,19157277040,,,94700000,0,1103850000,250000,0,60820000,20346556060,,,91070000,0,5487900000,5e+05,0,7890000,
"BG",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,42050000,,,,21547471.28,,,0,0,47230000,,,,21583383.89,,,0,0,39950000,,,,19604017.26,,,0,0,49600000,,,,
"CY",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,17870000,,,,,,,0,0,30080000,,,,,,,0,0,37250000,,,,,,,0,0,38070000,,,,,,,0,0,47670000,,,,,,,0,0,53140000,,,,164706759.4,,,0,0,36720000,,,,169170407,,,0,0,25080000,,,,196246122,,,0,0,20370000,,,,
"HR",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,21360000,,,,,,,0,0,45040000,,,,
"KW",,,404730000,0,655050000,0,0,0,,,,492850000,0,608810000,0,0,0,,,,458460000,0,489440000,0,0,0,,,,452390000,0,635680000,0,0,0,,,,380860000,0,576710000,0,0,0,,,,401200000,0,660220000,0,0,0,,,,358590000,0,541440000,0,0,0,,,,404540000,0,522200000,0,0,0,,,,386690000,0,674670000,0,0,0,,,,322440000,0,554330000,0,0,0,,,,421840000,137250000,640610000,0,0,0,8709343082,,,342530000,128860000,483490000,0,0,0,7779550572,,,302500000,127820000,451660000,0,0,0,8508661888,,,309720000,117620000,495100000,0,0,0,
"LI",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,19220000,,,,,,,0,0,24090000,,,,,,,0,0,27520000,,,,,,,0,0,27660000,,,,0,,,0,0,30710000,,,,0,,,0,0,28600000,,,,600143.276,,,0,0,28240000,,,,
"LT",,,0,0,0,,,,,,,0,0,2770000,,,,,,,0,0,2500000,,,,,,,0,0,2530000,,,,,,,0,0,11030000,,,,,,,0,0,18400000,,,,,,,0,0,2.9e+07,,,,,,,0,0,50890000,,,,,,,0,0,48640000,,,,,,,0,0,37960000,,,,,,,0,0,38140000,,,,30985682.25,,,0,0,50450000,,,,33651613.43,,,0,0,51910000,,,,34790344.82,,,0,0,50370000,,,,
"LV",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,2300000,,,,,,,0,0,1170000,,,,,,,0,0,10140000,,,,,,,0,0,12630000,,,,,,,0,0,13660000,,,,,,,0,0,16890000,,,,,,,0,0,22190000,,,,,,,0,0,21990000,,,,,,,0,0,16220000,,,,80421787.92,,,0,0,18680000,,,,88543657.1,,,0,0,21110000,,,,97845315.81,,,0,0,23700000,,,,
"MT",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,14360000,,,,,,,0,0,14330000,,,,,,,0,0,19480000,,,,,,,0,0,18580000,,,,,,,0,0,18240000,,,,
"RO",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,124940000,,,,,,,0,0,159960000,,,,,,,0,0,118620000,,,,114343161.5,,,0,0,159930000,,,,120047643,,,0,0,142410000,,,,137962438.8,,,0,0,133780000,,,,
"RU",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,578800000,,,,0,,,0,0,538720000,,,,0,,,0,0,465010000,,,,11147755800,,,0,0,688200000,,,,
"SA",,,229820000,0,647790000,0,0,0,,,,449110000,0,772980000,0,0,0,,,,213700000,0,3979980000,0,0,0,,,,175140000,0,3355970000,0,0,0,,,,138300000,0,2248710000,0,0,0,,,,0,0,1216780000,0,0,0,,,,105300000,0,2450530000,0,0,0,,,,109110000,0,1767460000,0,0,0,,,,100440000,0,5163990000,0,0,0,,,,117530000,0,3403860000,0,0,0,,,,14490000,0,3628370000,0,0,0,,,,141030000,0,5114260000,0,0,0,,,,137320000,0,1436180000,0,0,0,,,,141720000,0,5819660000,0,0,0,
"TH",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,85330000,,,,,,,0,0,71510000,,,,,,,0,0,181440000,,,,,,,0,0,42090000,,,,,,,37090000,0,47040000,,,,,,,18040000,0,48830000,,,,,,,18150000,0,35050000,,,,,,,18340000,0,64610000,,,,
"TW",,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,26770000,0,539090000,,,,,,,0,0,572710000,,,,,,,0,0,594160000,,,,,,,0,0,549700000,,,,,,,0,0,442600000,,,,,,,0,0,431380000,,,,,,,0,0,395610000,,,,0,,,0,0,372140000,,,,0,,,0,0,304500000,,,,0,,,0,0,271510000,,,,
"afdb",,,,,,1227550000,886110000,766930000,,,,,,,1088490000,576290000,969130000,,,,,,,2210050000,1031880000,1032810000,,,,,,,2107270000,749860000,1289640000,,,,,,,2090080000,586180000,1191190000,,,,,,,1404070000,509430000,1008960000,,,,,,,1442470000,517540000,955580000,,,,,,,1378380000,613440000,1495250000,,,,,,,727870000,778060000,1139660000,,,,,,,1207380000,709650000,3803070000,,,,,,,924870000,530820000,2120970000,,,,,,,977170000,532710000,2977940000,,,,,,,849650000,590330000,3510110000,,,,,,,1238310000,564550000,2302030000,
"arab-fund-afesd",,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,
"asdb",,,,,,2721300000,2245270000,4372280000,,,,,,,1838520000,2400440000,4497470000,,,,,,,5042610000,2345620000,4661280000,,,,,,,6778590000,1630550000,3576380000,,,,,,,4775450000,1125820000,3052380000,,,,,,,2104820000,1091930000,4148170000,,,,,,,2010090000,1298680000,5119390000,,,,,,,1535300000,1425440000,5597310000,,,,,,,1930920000,1363570000,6582520000,,,,,,,1953090000,1106340000,8282310000,,,,,,,2119810000,687530000,5474940000,,,,,,,2411950000,597450000,5491840000,,,,,,,2917610000,677190000,6899660000,,,,,,,4577300000,610660000,6157160000,
"badea",,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,
"cardb",,,,,,23300000,31260000,99040000,,,,,,,31020000,42370000,79520000,,,,,,,76660000,49390000,164580000,,,,,,,38220000,34250000,99270000,,,,,,,51690000,33880000,193310000,,,,,,,19960000,11230000,41180000,,,,,,,56370000,46370000,97180000,,,,,,,60370000,45070000,109420000,,,,,,,73760000,43440000,103100000,,,,,,,63530000,39180000,119780000,,,,,,,119380000,38150000,256690000,,,,,,,45770000,29250000,81130000,,,,,,,46270000,26490000,3.6e+07,,,,,,,64280000,28980000,54330000,
"ebrd",,,,,,306070000,154910000,665340000,,,,,,,515480000,207360000,866110000,,,,,,,812440000,141260000,952900000,,,,,,,845780000,112380000,1136390000,,,,,,,1025450000,87420000,2066390000,,,,,,,1792260000,2.03e+08,1834490000,,,,,,,1026250000,296900000,1562570000,,,,,,,876060000,349770000,2381610000,,,,,,,784890000,366590000,2806300000,,,,,,,1370120000,345070000,3781980000,,,,,,,1657740000,395370000,3769120000,,,,,,,1636930000,447700000,3937660000,,,,,,,1523170000,0,3336320000,,,,,,,2204730000,0,3823230000,
"EU",,,,,,313140000,466520000,1047470000,,,,,,,571160000,446250000,1144160000,,,,,,,884020000,585410000,2299690000,,,,,,,524780000,0,2023810000,,,,,,,624610000,491720000,2790820000,,,,,,,1171470000,550740000,2998580000,,,,,,,1593660000,651860000,3660720000,,,,,,,1278650000,853080000,5986670000,,,,,,,1624110000,940770000,5758930000,,,,,,,1889380000,918790000,6365600000,,,,,,,2662830000,996230000,8217370000,,,,,,,1663170000,668420000,919540000,,,,,,,1761480000,687320000,762060000,,,,,,,1950030000,568440000,1366230000,
"ibrd",,,,,,13840160000,10315050000,17870590000,,,,,,,14145100000,10516060000,16991560000,,,,,,,20062590000,8805030000,14680840000,,,,,,,23112580000,6227490000,13839480000,,,,,,,15653670000,4569030000,11415560000,,,,,,,12928500000,4399910000,9878120000,,,,,,,18978420000,5110710000,13357610000,,,,,,,10592280000,5371330000,10684010000,,,,,,,9770800000,4312870000,13621280000,,,,,,,10369770000,3225710000,22450110000,,,,,,,8616710000,2266100000,27534370000,,,,,,,13822420000,2148020000,15589690000,,,,,,,7411390000,2297200000,15136130000,,,,,,,8200590000,2102690000,16218620000,
"idb",,,,,,3490720000,4504130000,10105110000,,,,,,,3019490000,4767990000,9500270000,,,,,,,6223960000,4218940000,8372490000,,,,,,,9504080000,3800460000,11187800000,,,,,,,6321410000,2972690000,4580370000,,,,,,,6189860000,2874180000,5803600000,,,,,,,9971550000,2844390000,7042280000,,,,,,,5625630000,2603870000,7181710000,,,,,,,4827080000,2462830000,7279280000,,,,,,,4.786e+09,2406990000,11971220000,,,,,,,5875040000,2417420000,10567600000,,,,,,,4424250000,2169460000,7015850000,,,,,,,4532390000,2104120000,6446510000,,,,,,,8400630000,2125890000,9818310000,
"ifad",,,,,,43160000,13160000,50260000,,,,,,,43330000,12980000,52590000,,,,,,,37790000,9790000,30560000,,,,,,,41080000,10570000,30820000,,,,,,,49070000,10200000,37340000,,,,,,,30990000,7040000,31610000,,,,,,,32190000,6610000,45330000,,,,,,,34950000,6980000,42880000,,,,,,,31430000,8840000,54140000,,,,,,,33480000,6450000,39550000,,,,,,,34270000,2720000,45900000,,,,,,,36650000,1710000,47700000,,,,,,,35590000,2070000,63390000,,,,,,,30960000,1700000,57450000,
"ifc",,,,,,1588940000,1022290000,1936130000,,,,,,,1640930000,1045180000,1675180000,,,,,,,2093130000,782130000,2141350000,,,,,,,1161760000,644770000,2828890000,,,,,,,2150690000,694760000,2800760000,,,,,,,2515090000,811420000,2938400000,,,,,,,2575880000,939280000,4364090000,,,,,,,2494020000,1072760000,4622270000,,,,,,,1842880000,1087240000,5107480000,,,,,,,2334430000,1067570000,4688730000,,,,,,,2587460000,1002230000,4345450000,,,,,,,3228420000,1076910000,4619840000,,,,,,,4232670000,1178090000,6414080000,,,,,,,4725090000,1214210000,6736730000,
"islamic-dev-bank",,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,344630000,0,1548800000,,,,,,,106400000,0,1643650000,,,,,,,485970000,0,1304530000,,,,,,,0,0,0,
"nordic-dev-fund",,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,
"ofid",,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,107300000,18130000,379330000,,,,,,,211260000,0,510460000,,,,,,,282380000,0,598550000,,,,,,,350690000,0,447930000,,,,,,,449510000,0,678020000,
