"id-from","entity-from-name","id-to","entity-to-name","year","value"
"KW","Kuwait","BW","Botswana",2004,2180000
"nordic-dev-fund","Nordic Dev.Fund","BW","Botswana",2004,240000
"ofid","OFID","BW","Botswana",2004,790000
"US","USA","BW","Botswana",2004,1020000
"afdf","AfDF","BW","Botswana",2005,1740000
"badea","BADEA","BW","Botswana",2005,2910000
"EU","European Union","BW","Botswana",2005,5030000
"FR","France","BW","Botswana",2005,80000
"ida","IDA","BW","Botswana",2005,570000
"JP","Japan","BW","Botswana",2005,5180000
"KW","Kuwait","BW","Botswana",2005,2150000
"nordic-dev-fund","Nordic Dev.Fund","BW","Botswana",2005,230000
"ofid","OFID","BW","Botswana",2005,630000
"US","USA","BW","Botswana",2005,1030000
"afdf","AfDF","BW","Botswana",2006,2040000
"badea","BADEA","BW","Botswana",2006,2860000
"BE","Belgium","BW","Botswana",2006,180000
"EU","European Union","BW","Botswana",2006,4920000
"FR","France","BW","Botswana",2006,80000
"ida","IDA","BW","Botswana",2006,560000
"JP","Japan","BW","Botswana",2006,3770000
"KW","Kuwait","BW","Botswana",2006,1950000
"nordic-dev-fund","Nordic Dev.Fund","BW","Botswana",2006,1e+05
"ofid","OFID","BW","Botswana",2006,340000
"US","USA","BW","Botswana",2006,1030000
"afdf","AfDF","BW","Botswana",2007,1970000
"badea","BADEA","BW","Botswana",2007,2980000
"FR","France","BW","Botswana",2007,50000
"ida","IDA","BW","Botswana",2007,510000
"JP","Japan","BW","Botswana",2007,6760000
"KW","Kuwait","BW","Botswana",2007,1480000
"nordic-dev-fund","Nordic Dev.Fund","BW","Botswana",2007,210000
"ofid","OFID","BW","Botswana",2007,310000
"afdf","AfDF","BW","Botswana",2008,680000
"badea","BADEA","BW","Botswana",2008,2350000
"BE","Belgium","BW","Botswana",2008,90000
"FR","France","BW","Botswana",2008,110000
"ida","IDA","BW","Botswana",2008,490000
"JP","Japan","BW","Botswana",2008,5350000
"KW","Kuwait","BW","Botswana",2008,1570000
"nordic-dev-fund","Nordic Dev.Fund","BW","Botswana",2008,210000
"ofid","OFID","BW","Botswana",2008,290000
"afdf","AfDF","BW","Botswana",2009,3740000
"badea","BADEA","BW","Botswana",2009,1770000
"BE","Belgium","BW","Botswana",2009,180000
"FR","France","BW","Botswana",2009,50000
"ida","IDA","BW","Botswana",2009,5e+05
"JP","Japan","BW","Botswana",2009,5380000
"KW","Kuwait","BW","Botswana",2009,520000
"nordic-dev-fund","Nordic Dev.Fund","BW","Botswana",2009,220000
"ofid","OFID","BW","Botswana",2009,860000
"afdf","AfDF","BW","Botswana",2010,1890000
"badea","BADEA","BW","Botswana",2010,1180000
"BE","Belgium","BW","Botswana",2010,90000
"FR","France","BW","Botswana",2010,110000
"ida","IDA","BW","Botswana",2010,5e+05
"JP","Japan","BW","Botswana",2010,5500000
"KW","Kuwait","BW","Botswana",2010,6e+05
"nordic-dev-fund","Nordic Dev.Fund","BW","Botswana",2010,210000
"ofid","OFID","BW","Botswana",2010,7e+05
"afdf","AfDF","BW","Botswana",2011,2820000
"badea","BADEA","BW","Botswana",2011,810000
"BE","Belgium","BW","Botswana",2011,80000
"EU","European Union","BW","Botswana",2011,5370000
"FR","France","BW","Botswana",2011,80000
"ida","IDA","BW","Botswana",2011,470000
"JP","Japan","BW","Botswana",2011,5600000
"KW","Kuwait","BW","Botswana",2011,550000
"nordic-dev-fund","Nordic Dev.Fund","BW","Botswana",2011,2e+05
"afdf","AfDF","BW","Botswana",2012,3040000
"badea","BADEA","BW","Botswana",2012,490000
"BE","Belgium","BW","Botswana",2012,80000
"EU","European Union","BW","Botswana",2012,4940000
"FR","France","BW","Botswana",2012,40000
"GB","United Kingdom","BW","Botswana",2012,60000
"ida","IDA","BW","Botswana",2012,480000
"JP","Japan","BW","Botswana",2012,5650000
"KW","Kuwait","BW","Botswana",2012,80000
"nordic-dev-fund","Nordic Dev.Fund","BW","Botswana",2012,330000
"ofid","OFID","BW","Botswana",2012,670000
"afdf","AfDF","BW","Botswana",2013,3190000
"badea","BADEA","BW","Botswana",2013,1050000
"BE","Belgium","BW","Botswana",2013,90000
"EU","European Union","BW","Botswana",2013,5140000
"FR","France","BW","Botswana",2013,1e+05
"ida","IDA","BW","Botswana",2013,480000
"JP","Japan","BW","Botswana",2013,5680000
"KW","Kuwait","BW","Botswana",2013,70000
"nordic-dev-fund","Nordic Dev.Fund","BW","Botswana",2013,340000
"ofid","OFID","BW","Botswana",2013,2620000
"CA","Canada","BR","Brazil",2000,550000
"DE","Germany","BR","Brazil",2000,22710000
"FR","France","BR","Brazil",2000,18720000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2000,62450000
"IT","Italy","BR","Brazil",2000,5280000
"JP","Japan","BR","Brazil",2000,47550000
"US","USA","BR","Brazil",2000,90080000
"CA","Canada","BR","Brazil",2001,540000
"DE","Germany","BR","Brazil",2001,21780000
"EU","European Union","BR","Brazil",2001,10700000
"FR","France","BR","Brazil",2001,31340000
"GB","United Kingdom","BR","Brazil",2001,3e+05
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2001,58350000
"IT","Italy","BR","Brazil",2001,5320000
"JP","Japan","BR","Brazil",2001,71560000
"US","USA","BR","Brazil",2001,108070000
"CA","Canada","BR","Brazil",2002,140000
"DE","Germany","BR","Brazil",2002,39800000
"FR","France","BR","Brazil",2002,36110000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2002,57050000
"IT","Italy","BR","Brazil",2002,4470000
"JP","Japan","BR","Brazil",2002,87070000
"US","USA","BR","Brazil",2002,70290000
"CA","Canada","BR","Brazil",2003,120000
"DE","Germany","BR","Brazil",2003,31840000
"DK","Denmark","BR","Brazil",2003,40000
"FR","France","BR","Brazil",2003,27430000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2003,47550000
"IT","Italy","BR","Brazil",2003,4470000
"JP","Japan","BR","Brazil",2003,105550000
"US","USA","BR","Brazil",2003,108520000
"CA","Canada","BR","Brazil",2004,250000
"DE","Germany","BR","Brazil",2004,27480000
"DK","Denmark","BR","Brazil",2004,40000
"FR","France","BR","Brazil",2004,24020000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2004,44310000
"IT","Italy","BR","Brazil",2004,3650000
"JP","Japan","BR","Brazil",2004,111340000
"US","USA","BR","Brazil",2004,92800000
"CA","Canada","BR","Brazil",2005,1340000
"DE","Germany","BR","Brazil",2005,18700000
"DK","Denmark","BR","Brazil",2005,40000
"FR","France","BR","Brazil",2005,24470000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2005,39240000
"IT","Italy","BR","Brazil",2005,3510000
"JP","Japan","BR","Brazil",2005,121980000
"US","USA","BR","Brazil",2005,58570000
"CA","Canada","BR","Brazil",2006,2250000
"DE","Germany","BR","Brazil",2006,34480000
"FR","France","BR","Brazil",2006,24970000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2006,37420000
"IT","Italy","BR","Brazil",2006,3420000
"JP","Japan","BR","Brazil",2006,123100000
"NL","Netherlands","BR","Brazil",2006,1720000
"US","USA","BR","Brazil",2006,111690000
"CA","Canada","BR","Brazil",2007,80000
"DE","Germany","BR","Brazil",2007,24780000
"FR","France","BR","Brazil",2007,6240000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2007,32860000
"IT","Italy","BR","Brazil",2007,3060000
"JP","Japan","BR","Brazil",2007,107740000
"US","USA","BR","Brazil",2007,21540000
"CA","Canada","BR","Brazil",2008,20000
"DE","Germany","BR","Brazil",2008,12120000
"DK","Denmark","BR","Brazil",2008,10000
"FR","France","BR","Brazil",2008,12630000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2008,33250000
"IT","Italy","BR","Brazil",2008,2830000
"JP","Japan","BR","Brazil",2008,108020000
"US","USA","BR","Brazil",2008,16430000
"CA","Canada","BR","Brazil",2009,20000
"DE","Germany","BR","Brazil",2009,7690000
"FR","France","BR","Brazil",2009,5570000
"GB","United Kingdom","BR","Brazil",2009,3960000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2009,38620000
"IT","Italy","BR","Brazil",2009,2880000
"JP","Japan","BR","Brazil",2009,209650000
"US","USA","BR","Brazil",2009,12560000
"CA","Canada","BR","Brazil",2010,20000
"DE","Germany","BR","Brazil",2010,6940000
"FR","France","BR","Brazil",2010,5350000
"GB","United Kingdom","BR","Brazil",2010,5660000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2010,32130000
"IT","Italy","BR","Brazil",2010,3010000
"JP","Japan","BR","Brazil",2010,108640000
"US","USA","BR","Brazil",2010,8700000
"CA","Canada","BR","Brazil",2011,20000
"DE","Germany","BR","Brazil",2011,6630000
"DK","Denmark","BR","Brazil",2011,0
"FR","France","BR","Brazil",2011,5090000
"GB","United Kingdom","BR","Brazil",2011,3450000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2011,34920000
"IT","Italy","BR","Brazil",2011,2830000
"JP","Japan","BR","Brazil",2011,120400000
"US","USA","BR","Brazil",2011,1180000
"CA","Canada","BR","Brazil",2012,20000
"DE","Germany","BR","Brazil",2012,34360000
"FR","France","BR","Brazil",2012,2800000
"GB","United Kingdom","BR","Brazil",2012,1470000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2012,27010000
"IT","Italy","BR","Brazil",2012,3010000
"JP","Japan","BR","Brazil",2012,298490000
"US","USA","BR","Brazil",2012,1190000
"CA","Canada","BR","Brazil",2013,130000
"DE","Germany","BR","Brazil",2013,42740000
"DK","Denmark","BR","Brazil",2013,80000
"FR","France","BR","Brazil",2013,1510000
"GB","United Kingdom","BR","Brazil",2013,19590000
"idb-specialfund","IDB Sp.Fund","BR","Brazil",2013,50030000
"IT","Italy","BR","Brazil",2013,2870000
"JP","Japan","BR","Brazil",2013,135680000
"US","USA","BR","Brazil",2013,1210000
"afdf","AfDF","BF","Burkina Faso",2000,4370000
"badea","BADEA","BF","Burkina Faso",2000,3760000
"EU","European Union","BF","Burkina Faso",2000,3050000
"FR","France","BF","Burkina Faso",2000,450000
"ida","IDA","BF","Burkina Faso",2000,245740000
"ifad","IFAD","BF","Burkina Faso",2000,830000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BF","Burkina Faso",2000,10470000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2000,120000
"KW","Kuwait","BF","Burkina Faso",2000,2940000
"ofid","OFID","BF","Burkina Faso",2000,3910000
"afdf","AfDF","BF","Burkina Faso",2001,2080000
"badea","BADEA","BF","Burkina Faso",2001,2940000
"EU","European Union","BF","Burkina Faso",2001,12120000
"FR","France","BF","Burkina Faso",2001,440000
"ida","IDA","BF","Burkina Faso",2001,190000
"ifad","IFAD","BF","Burkina Faso",2001,870000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BF","Burkina Faso",2001,10860000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2001,4910000
"KW","Kuwait","BF","Burkina Faso",2001,3080000
"ofid","OFID","BF","Burkina Faso",2001,6210000
"afdf","AfDF","BF","Burkina Faso",2002,7580000
"EU","European Union","BF","Burkina Faso",2002,4940000
"FR","France","BF","Burkina Faso",2002,1130000
"ida","IDA","BF","Burkina Faso",2002,3710000
"ifad","IFAD","BF","Burkina Faso",2002,840000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BF","Burkina Faso",2002,12270000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2002,3450000
"KW","Kuwait","BF","Burkina Faso",2002,1140000
"ofid","OFID","BF","Burkina Faso",2002,5170000
"afdf","AfDF","BF","Burkina Faso",2003,5610000
"EU","European Union","BF","Burkina Faso",2003,1950000
"FR","France","BF","Burkina Faso",2003,2040000
"ida","IDA","BF","Burkina Faso",2003,3790000
"ifad","IFAD","BF","Burkina Faso",2003,780000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BF","Burkina Faso",2003,4500000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2003,3580000
"KW","Kuwait","BF","Burkina Faso",2003,2100000
"ofid","OFID","BF","Burkina Faso",2003,4750000
"afdf","AfDF","BF","Burkina Faso",2004,5940000
"badea","BADEA","BF","Burkina Faso",2004,4600000
"ES","Spain","BF","Burkina Faso",2004,350000
"EU","European Union","BF","Burkina Faso",2004,1950000
"FR","France","BF","Burkina Faso",2004,1230000
"ida","IDA","BF","Burkina Faso",2004,4620000
"ifad","IFAD","BF","Burkina Faso",2004,770000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BF","Burkina Faso",2004,3480000
"KW","Kuwait","BF","Burkina Faso",2004,2770000
"ofid","OFID","BF","Burkina Faso",2004,5110000
"afdf","AfDF","BF","Burkina Faso",2005,5370000
"badea","BADEA","BF","Burkina Faso",2005,80000
"ES","Spain","BF","Burkina Faso",2005,490000
"EU","European Union","BF","Burkina Faso",2005,2610000
"FR","France","BF","Burkina Faso",2005,1390000
"ida","IDA","BF","Burkina Faso",2005,5570000
"ifad","IFAD","BF","Burkina Faso",2005,1460000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BF","Burkina Faso",2005,3270000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2005,3720000
"KW","Kuwait","BF","Burkina Faso",2005,2730000
"ofid","OFID","BF","Burkina Faso",2005,5170000
"AE","UAE","BF","Burkina Faso",2006,160000
"afdf","AfDF","BF","Burkina Faso",2006,5680000
"badea","BADEA","BF","Burkina Faso",2006,2020000
"EU","European Union","BF","Burkina Faso",2006,3230000
"FR","France","BF","Burkina Faso",2006,2040000
"ida","IDA","BF","Burkina Faso",2006,2920000
"ifad","IFAD","BF","Burkina Faso",2006,1560000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2006,5480000
"KW","Kuwait","BF","Burkina Faso",2006,3610000
"ofid","OFID","BF","Burkina Faso",2006,4990000
"AE","UAE","BF","Burkina Faso",2007,30000
"afdf","AfDF","BF","Burkina Faso",2007,280000
"badea","BADEA","BF","Burkina Faso",2007,1700000
"EU","European Union","BF","Burkina Faso",2007,2760000
"FR","France","BF","Burkina Faso",2007,2480000
"ida","IDA","BF","Burkina Faso",2007,290000
"ifad","IFAD","BF","Burkina Faso",2007,1670000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2007,4660000
"KW","Kuwait","BF","Burkina Faso",2007,3410000
"ofid","OFID","BF","Burkina Faso",2007,4590000
"AE","UAE","BF","Burkina Faso",2008,340000
"afdf","AfDF","BF","Burkina Faso",2008,2620000
"badea","BADEA","BF","Burkina Faso",2008,2610000
"ES","Spain","BF","Burkina Faso",2008,1520000
"FR","France","BF","Burkina Faso",2008,2410000
"ida","IDA","BF","Burkina Faso",2008,450000
"ifad","IFAD","BF","Burkina Faso",2008,1610000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2008,4560000
"KW","Kuwait","BF","Burkina Faso",2008,4580000
"ofid","OFID","BF","Burkina Faso",2008,4020000
"AE","UAE","BF","Burkina Faso",2009,870000
"afdf","AfDF","BF","Burkina Faso",2009,410000
"badea","BADEA","BF","Burkina Faso",2009,2940000
"ES","Spain","BF","Burkina Faso",2009,610000
"FR","France","BF","Burkina Faso",2009,4550000
"ida","IDA","BF","Burkina Faso",2009,480000
"ifad","IFAD","BF","Burkina Faso",2009,1840000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2009,5790000
"KW","Kuwait","BF","Burkina Faso",2009,4700000
"ofid","OFID","BF","Burkina Faso",2009,5350000
"afdf","AfDF","BF","Burkina Faso",2010,6e+05
"badea","BADEA","BF","Burkina Faso",2010,2950000
"FR","France","BF","Burkina Faso",2010,6530000
"GB","United Kingdom","BF","Burkina Faso",2010,220000
"ida","IDA","BF","Burkina Faso",2010,460000
"ifad","IFAD","BF","Burkina Faso",2010,1770000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BF","Burkina Faso",2010,1090000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2010,6850000
"KW","Kuwait","BF","Burkina Faso",2010,5440000
"nordic-dev-fund","Nordic Dev.Fund","BF","Burkina Faso",2010,20000
"ofid","OFID","BF","Burkina Faso",2010,4110000
"AE","UAE","BF","Burkina Faso",2011,320000
"afdf","AfDF","BF","Burkina Faso",2011,7e+05
"badea","BADEA","BF","Burkina Faso",2011,2610000
"EU","European Union","BF","Burkina Faso",2011,7100000
"FR","France","BF","Burkina Faso",2011,6440000
"ida","IDA","BF","Burkina Faso",2011,3280000
"ifad","IFAD","BF","Burkina Faso",2011,2780000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BF","Burkina Faso",2011,3710000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2011,8890000
"KW","Kuwait","BF","Burkina Faso",2011,5440000
"ofid","OFID","BF","Burkina Faso",2011,3610000
"AE","UAE","BF","Burkina Faso",2012,330000
"afdf","AfDF","BF","Burkina Faso",2012,1120000
"badea","BADEA","BF","Burkina Faso",2012,2640000
"EU","European Union","BF","Burkina Faso",2012,2550000
"FR","France","BF","Burkina Faso",2012,6240000
"ida","IDA","BF","Burkina Faso",2012,4500000
"ifad","IFAD","BF","Burkina Faso",2012,2420000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BF","Burkina Faso",2012,7190000
"islamic-dev-bank","Islamic Dev Bank","BF","Burkina Faso",2012,8990000
"KW","Kuwait","BF","Burkina Faso",2012,5800000
"ofid","OFID","BF","Burkina Faso",2012,3860000
"AE","UAE","BF","Burkina Faso",2013,170000
"afdf","AfDF","BF","Burkina Faso",2013,1840000
"badea","BADEA","BF","Burkina Faso",2013,2680000
"EU","European Union","BF","Burkina Faso",2013,5050000
"FR","France","BF","Burkina Faso",2013,7180000
"ida","IDA","BF","Burkina Faso",2013,5420000
"ifad","IFAD","BF","Burkina Faso",2013,3200000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BF","Burkina Faso",2013,7740000
"KW","Kuwait","BF","Burkina Faso",2013,5650000
"ofid","OFID","BF","Burkina Faso",2013,3470000
"afdf","AfDF","BI","Burundi",2000,360000
"EU","European Union","BI","Burundi",2000,1260000
"FR","France","BI","Burundi",2000,430000
"ida","IDA","BI","Burundi",2000,13380000
"ifad","IFAD","BI","Burundi",2000,970000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BI","Burundi",2000,6890000
"IT","Italy","BI","Burundi",2000,360000
"ofid","OFID","BI","Burundi",2000,1930000
"EU","European Union","BI","Burundi",2001,1160000
"FR","France","BI","Burundi",2001,350000
"ida","IDA","BI","Burundi",2001,15080000
"ifad","IFAD","BI","Burundi",2001,990000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BI","Burundi",2001,6920000
"IT","Italy","BI","Burundi",2001,290000
"ofid","OFID","BI","Burundi",2001,740000
"EU","European Union","BI","Burundi",2002,1060000
"FR","France","BI","Burundi",2002,280000
"ida","IDA","BI","Burundi",2002,17240000
"ifad","IFAD","BI","Burundi",2002,970000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BI","Burundi",2002,3800000
"IT","Italy","BI","Burundi",2002,360000
"afdf","AfDF","BI","Burundi",2003,1210000
"FR","France","BI","Burundi",2003,450000
"ida","IDA","BI","Burundi",2003,18200000
"ifad","IFAD","BI","Burundi",2003,9e+05
"IT","Italy","BI","Burundi",2003,230000
"ofid","OFID","BI","Burundi",2003,1770000
"afdf","AfDF","BI","Burundi",2004,16980000
"FR","France","BI","Burundi",2004,33560000
"ida","IDA","BI","Burundi",2004,16930000
"ifad","IFAD","BI","Burundi",2004,1330000
"IT","Italy","BI","Burundi",2004,50000
"ofid","OFID","BI","Burundi",2004,740000
"afdf","AfDF","BI","Burundi",2005,10030000
"badea","BADEA","BI","Burundi",2005,240000
"FR","France","BI","Burundi",2005,4310000
"ida","IDA","BI","Burundi",2005,10100000
"ifad","IFAD","BI","Burundi",2005,1160000
"ofid","OFID","BI","Burundi",2005,1350000
"AE","UAE","BI","Burundi",2006,30000
"afdf","AfDF","BI","Burundi",2006,5520000
"badea","BADEA","BI","Burundi",2006,130000
"FR","France","BI","Burundi",2006,4010000
"ida","IDA","BI","Burundi",2006,50000
"ifad","IFAD","BI","Burundi",2006,780000
"ofid","OFID","BI","Burundi",2006,4950000
"afdf","AfDF","BI","Burundi",2007,5700000
"badea","BADEA","BI","Burundi",2007,470000
"ida","IDA","BI","Burundi",2007,0
"ifad","IFAD","BI","Burundi",2007,910000
"ofid","OFID","BI","Burundi",2007,1800000
"afdf","AfDF","BI","Burundi",2008,1740000
"badea","BADEA","BI","Burundi",2008,730000
"FR","France","BI","Burundi",2008,220000
"ida","IDA","BI","Burundi",2008,60000
"ifad","IFAD","BI","Burundi",2008,830000
"JP","Japan","BI","Burundi",2008,10000
"ofid","OFID","BI","Burundi",2008,1820000
"afdf","AfDF","BI","Burundi",2009,330000
"badea","BADEA","BI","Burundi",2009,9e+05
"FR","France","BI","Burundi",2009,10000
"ida","IDA","BI","Burundi",2009,120000
"ifad","IFAD","BI","Burundi",2009,1170000
"ofid","OFID","BI","Burundi",2009,1720000
"afdf","AfDF","BI","Burundi",2010,250000
"badea","BADEA","BI","Burundi",2010,710000
"FR","France","BI","Burundi",2010,1150000
"ida","IDA","BI","Burundi",2010,10000
"ifad","IFAD","BI","Burundi",2010,1520000
"ofid","OFID","BI","Burundi",2010,1340000
"afdf","AfDF","BI","Burundi",2011,250000
"badea","BADEA","BI","Burundi",2011,560000
"FR","France","BI","Burundi",2011,1130000
"ida","IDA","BI","Burundi",2011,670000
"ifad","IFAD","BI","Burundi",2011,1480000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BI","Burundi",2011,2210000
"ofid","OFID","BI","Burundi",2011,1230000
"afdf","AfDF","BI","Burundi",2012,260000
"badea","BADEA","BI","Burundi",2012,530000
"FR","France","BI","Burundi",2012,1110000
"ida","IDA","BI","Burundi",2012,1090000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BI","Burundi",2012,7670000
"ofid","OFID","BI","Burundi",2012,1220000
"AE","UAE","BI","Burundi",2013,140000
"afdf","AfDF","BI","Burundi",2013,240000
"badea","BADEA","BI","Burundi",2013,670000
"ida","IDA","BI","Burundi",2013,1770000
"ifad","IFAD","BI","Burundi",2013,10000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","BI","Burundi",2013,10220000
"ofid","OFID","BI","Burundi",2013,3350000
"afdf","AfDF","CI","Côte d'Ivoire",2000,80000
"DE","Germany","CI","Côte d'Ivoire",2000,350000
"EU","European Union","CI","Côte d'Ivoire",2000,15440000
"FR","France","CI","Côte d'Ivoire",2000,59800000
"ida","IDA","CI","Côte d'Ivoire",2000,350000
"ifad","IFAD","CI","Côte d'Ivoire",2000,530000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","CI","Côte d'Ivoire",2000,59550000
"JP","Japan","CI","Côte d'Ivoire",2000,10000
"afdf","AfDF","CI","Côte d'Ivoire",2001,1610000
"AT","Austria","CI","Côte d'Ivoire",2001,470000
"EU","European Union","CI","Côte d'Ivoire",2001,17020000
"FR","France","CI","Côte d'Ivoire",2001,2630000
"ida","IDA","CI","Côte d'Ivoire",2001,390000
"ifad","IFAD","CI","Côte d'Ivoire",2001,1590000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","CI","Côte d'Ivoire",2001,105340000
"afdf","AfDF","CI","Côte d'Ivoire",2002,730000
"DE","Germany","CI","Côte d'Ivoire",2002,2540000
"ES","Spain","CI","Côte d'Ivoire",2002,390000
"EU","European Union","CI","Côte d'Ivoire",2002,17290000
"FR","France","CI","Côte d'Ivoire",2002,255690000
"ida","IDA","CI","Côte d'Ivoire",2002,19120000
"ifad","IFAD","CI","Côte d'Ivoire",2002,240000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","CI","Côte d'Ivoire",2002,131220000
"US","USA","CI","Côte d'Ivoire",2002,4940000
"AT","Austria","CI","Côte d'Ivoire",2003,120000
"DE","Germany","CI","Côte d'Ivoire",2003,410000
"DK","Denmark","CI","Côte d'Ivoire",2003,870000
"EU","European Union","CI","Côte d'Ivoire",2003,4690000
"FR","France","CI","Côte d'Ivoire",2003,21870000
"ida","IDA","CI","Côte d'Ivoire",2003,11270000
"ifad","IFAD","CI","Côte d'Ivoire",2003,170000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","CI","Côte d'Ivoire",2003,139770000
"badea","BADEA","CI","Côte d'Ivoire",2004,2680000
"DK","Denmark","CI","Côte d'Ivoire",2004,150000
"EU","European Union","CI","Côte d'Ivoire",2004,2780000
"FR","France","CI","Côte d'Ivoire",2004,1390000
"ida","IDA","CI","Côte d'Ivoire",2004,5650000
"ifad","IFAD","CI","Côte d'Ivoire",2004,60000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","CI","Côte d'Ivoire",2004,154110000
"islamic-dev-bank","Islamic Dev Bank","CI","Côte d'Ivoire",2004,170000
"NL","Netherlands","CI","Côte d'Ivoire",2004,60000
"badea","BADEA","CI","Côte d'Ivoire",2005,770000
"DK","Denmark","CI","Côte d'Ivoire",2005,130000
"EU","European Union","CI","Côte d'Ivoire",2005,2830000
"FR","France","CI","Côte d'Ivoire",2005,860000
"ida","IDA","CI","Côte d'Ivoire",2005,20000
"ifad","IFAD","CI","Côte d'Ivoire",2005,90000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","CI","Côte d'Ivoire",2005,108040000
"islamic-dev-bank","Islamic Dev Bank","CI","Côte d'Ivoire",2005,440000
"ofid","OFID","CI","Côte d'Ivoire",2005,1030000
"afdf","AfDF","CI","Côte d'Ivoire",2006,1050000
"badea","BADEA","CI","Côte d'Ivoire",2006,1110000
"DE","Germany","CI","Côte d'Ivoire",2006,580000
"DK","Denmark","CI","Côte d'Ivoire",2006,190000
"EU","European Union","CI","Côte d'Ivoire",2006,2910000
"FR","France","CI","Côte d'Ivoire",2006,830000
"GB","United Kingdom","CI","Côte d'Ivoire",2006,1200000
"ida","IDA","CI","Côte d'Ivoire",2006,10000
"ifad","IFAD","CI","Côte d'Ivoire",2006,30000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","CI","Côte d'Ivoire",2006,66560000
"islamic-dev-bank","Islamic Dev Bank","CI","Côte d'Ivoire",2006,590000
"JP","Japan","CI","Côte d'Ivoire",2006,4940000
"KW","Kuwait","CI","Côte d'Ivoire",2006,8e+05
"ofid","OFID","CI","Côte d'Ivoire",2006,340000
"afdf","AfDF","CI","Côte d'Ivoire",2007,1480000
"badea","BADEA","CI","Côte d'Ivoire",2007,9e+05
"DE","Germany","CI","Côte d'Ivoire",2007,720000
"DK","Denmark","CI","Côte d'Ivoire",2007,1710000
"EU","European Union","CI","Côte d'Ivoire",2007,320000
"FR","France","CI","Côte d'Ivoire",2007,820000
"GB","United Kingdom","CI","Côte d'Ivoire",2007,35320000
"ida","IDA","CI","Côte d'Ivoire",2007,16980000
"ifad","IFAD","CI","Côte d'Ivoire",2007,680000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","CI","Côte d'Ivoire",2007,50080000
"islamic-dev-bank","Islamic Dev Bank","CI","Côte d'Ivoire",2007,880000
"ofid","OFID","CI","Côte d'Ivoire",2007,2e+06
"afdf","AfDF","CI","Côte d'Ivoire",2008,3090000
"badea","BADEA","CI","Côte d'Ivoire",2008,250000
"DE","Germany","CI","Côte d'Ivoire",2008,7620000
"DK","Denmark","CI","Côte d'Ivoire",2008,120000
"FR","France","CI","Côte d'Ivoire",2008,8e+05
"ida","IDA","CI","Côte d'Ivoire",2008,118670000
"ifad","IFAD","CI","Côte d'Ivoire",2008,210000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","CI","Côte d'Ivoire",2008,45230000
