"id","currency.2000","budget-type.2000","l1.2000","l2.2000","l3.2000","l4.2000","l5.2000","l6.2000","value.2000","value-ncu.2000","currency.2001","budget-type.2001","l1.2001","l2.2001","l3.2001","l4.2001","l5.2001","l6.2001","value.2001","value-ncu.2001","currency.2002","budget-type.2002","l1.2002","l2.2002","l3.2002","l4.2002","l5.2002","l6.2002","value.2002","value-ncu.2002","currency.2003","budget-type.2003","l1.2003","l2.2003","l3.2003","l4.2003","l5.2003","l6.2003","value.2003","value-ncu.2003","currency.2004","budget-type.2004","l1.2004","l2.2004","l3.2004","l4.2004","l5.2004","l6.2004","value.2004","value-ncu.2004","currency.2005","budget-type.2005","l1.2005","l2.2005","l3.2005","l4.2005","l5.2005","l6.2005","value.2005","value-ncu.2005","currency.2006","budget-type.2006","l1.2006","l2.2006","l3.2006","l4.2006","l5.2006","l6.2006","value.2006","value-ncu.2006","currency.2007","budget-type.2007","l1.2007","l2.2007","l3.2007","l4.2007","l5.2007","l6.2007","value.2007","value-ncu.2007","currency.2008","budget-type.2008","l1.2008","l2.2008","l3.2008","l4.2008","l5.2008","l6.2008","value.2008","value-ncu.2008","currency.2009","budget-type.2009","l1.2009","l2.2009","l3.2009","l4.2009","l5.2009","l6.2009","value.2009","value-ncu.2009","currency.2010","budget-type.2010","l1.2010","l2.2010","l3.2010","l4.2010","l5.2010","l6.2010","value.2010","value-ncu.2010","currency.2011","budget-type.2011","l1.2011","l2.2011","l3.2011","l4.2011","l5.2011","l6.2011","value.2011","value-ncu.2011","currency.2012","budget-type.2012","l1.2012","l2.2012","l3.2012","l4.2012","l5.2012","l6.2012","value.2012","value-ncu.2012","currency.2013","budget-type.2013","l1.2013","l2.2013","l3.2013","l4.2013","l5.2013","l6.2013","value.2013","value-ncu.2013","currency.2014","budget-type.2014","l1.2014","l2.2014","l3.2014","l4.2014","l5.2014","l6.2014","value.2014","value-ncu.2014","currency.2015","budget-type.2015","l1.2015","l2.2015","l3.2015","l4.2015","l5.2015","l6.2015","value.2015","value-ncu.2015","currency.2016","budget-type.2016","l1.2016","l2.2016","l3.2016","l4.2016","l5.2016","l6.2016","value.2016","value-ncu.2016","currency.2017","budget-type.2017","l1.2017","l2.2017","l3.2017","l4.2017","l5.2017","l6.2017","value.2017","value-ncu.2017","currency.2018","budget-type.2018","l1.2018","l2.2018","l3.2018","l4.2018","l5.2018","l6.2018","value.2018","value-ncu.2018","currency.2019","budget-type.2019","l1.2019","l2.2019","l3.2019","l4.2019","l5.2019","l6.2019","value.2019","value-ncu.2019","currency.2020","budget-type.2020","l1.2020","l2.2020","l3.2020","l4.2020","l5.2020","l6.2020","value.2020","value-ncu.2020"
"ST","dobra","actual","total-revenue-and-grants",,,,,,,,"dobra","actual","total-revenue-and-grants",,,,,,122569279.84,2.488e+11,"dobra","actual","total-revenue-and-grants",,,,,,105533681.44,2.456e+11,"dobra","actual","total-revenue-and-grants",,,,,,115351382.1,3.21e+11,"dobra","actual","total-revenue-and-grants",,,,,,117431328.4,3.812e+11,"dobra","actual","total-revenue-and-grants",,,,,,239862402.2,9.74e+11,"dobra","actual","total-revenue-and-grants",,,,,,103782921,5.7e+11,"dobra","actual","total-revenue-and-grants",,,,,,475587878.6,3.233e+12,"dobra","actual","total-revenue-and-grants",,,,,,131048540,1.225e+12,"dobra","actual","total-revenue-and-grants",,,,,,84999706.8176161,9.95e+11,"dobra","actual","total-revenue-and-grants",,,,,,95132198.9503514,1.417e+12,"dobra","actual","total-revenue-and-grants",,,,,,101856609.369467,1.622e+12,"dobra","actual","total-revenue-and-grants",,,,,,88230778.9037916,1.685e+12,"dobra","actual","total-revenue-and-grants",,,,,,90277649.2960234,1.819e+12,"dobra","proj","total-revenue-and-grants",,,,,,98328591.6273263,2.079e+12,"dobra","proj","total-revenue-and-grants",,,,,,107453906.994664,2.308e+12,"dobra","proj","total-revenue-and-grants",,,,,,117068259.005148,2.535e+12,"dobra","proj","total-revenue-and-grants",,,,,,128803742.145126,2.799e+12,"dobra","proj","total-revenue-and-grants",,,,,,138820498.264611,3.071e+12,"dobra","proj","total-revenue-and-grants",,,,,,,,"dobra","proj","total-revenue-and-grants",,,,,,,
"SL","leone","actual","total-revenue-and-grants",,,,,,383810338.9112,2.67431e+11,"leone","actual","total-revenue-and-grants",,,,,,490720505.3972,3.12737e+11,"leone","actual","total-revenue-and-grants",,,,,,637689906.1095,4.11295e+11,"leone","actual","total-revenue-and-grants",,,,,,590300694.0804,4.82529e+11,"leone","actual","total-revenue-and-grants",,,,,,607638641.8557,6.46147e+11,"leone","actual","total-revenue-and-grants",,,,,,612424464.9784,8.07656e+11,"leone","actual","total-revenue-and-grants",,,,,,927967455.1292,1.409612e+12,"leone","actual","total-revenue-and-grants",,,,,,1339198400.2438,2.186123e+12,"leone","actual","total-revenue-and-grants",,,,,,521530190.5,9.35e+11,"leone","actual","total-revenue-and-grants",,,,,,568067057.5,1.249e+12,"leone","actual","total-revenue-and-grants",,,,,,515951092.8,1.562e+12,"leone","actual","total-revenue-and-grants",,,,,,558448308.9,2.169e+12,"leone","actual","total-revenue-and-grants",,,,,,577435650,2.508e+12,"leone","actual","total-revenue-and-grants",,,,,,602563703.7,2.829e+12,"leone","proj","total-revenue-and-grants",,,,,,671967060,3.352e+12,"leone","proj","total-revenue-and-grants",,,,,,668152223,3.665e+12,"leone","proj","total-revenue-and-grants",,,,,,,,"leone","proj","total-revenue-and-grants",,,,,,,,"leone","proj","total-revenue-and-grants",,,,,,,,"leone","proj","total-revenue-and-grants",,,,,,,,"leone","proj","total-revenue-and-grants",,,,,,,
"SB","Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,152732170.35591,336300000,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,132314178.62071,340300000,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,78247808.86956,287600000,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,162145771.0212,673500000,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,212776959.1442,9.41e+08,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,311874987.7872,1.461e+09,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,326242497.357,1.645e+09,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,395877513.1098,2.078e+09,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,370221361.5279,2.193e+09,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,402913872.2799,2.659e+09,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,492132030.7316,3.442e+09,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,553423720.8,4e+09,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,552311495.4894,4.062e+09,"Solomon Islands dollars","actual","total-revenue-and-grants",,,,,,539329681.2966,4.174e+09,"Solomon Islands dollars","proj","total-revenue-and-grants",,,,,,497302703.0934,4.161e+09,"Solomon Islands dollars","proj","total-revenue-and-grants",,,,,,512387407.3165,4.505e+09,"Solomon Islands dollars","proj","total-revenue-and-grants",,,,,,,,"Solomon Islands dollars","proj","total-revenue-and-grants",,,,,,,,"Solomon Islands dollars","proj","total-revenue-and-grants",,,,,,,,"Solomon Islands dollars","proj","total-revenue-and-grants",,,,,,,,"Solomon Islands dollars","proj","total-revenue-and-grants",,,,,,,
"GH","Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,,,"Ghanaian Cedi","actual","total-revenue-and-grants",,,,,,7759719780.291,1.3935e+10,"Ghanaian Cedi","proj","total-revenue-and-grants",,,,,,6873030733.449,1.563e+10,"Ghanaian Cedi","proj","total-revenue-and-grants",,,,,,4636614525.9681,2.1369e+10,"Ghanaian Cedi","proj","total-revenue-and-grants",,,,,,3498114645.7236,2.5074e+10,"Ghanaian Cedi","proj","total-revenue-and-grants",,,,,,3225926289.5388,2.9922e+10,"Ghanaian Cedi","proj","total-revenue-and-grants",,,,,,3494200116.6178,3.9194e+10,"Ghanaian Cedi","proj","total-revenue-and-grants",,,,,,3569467474.818,4.6879e+10,"Ghanaian Cedi","proj","total-revenue-and-grants",,,,,,3451009987.5804,5.1772e+10,"Ghanaian Cedi","proj","total-revenue-and-grants",,,,,,,
"SS","South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,4067661691.2,1.2e+10,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,1254807633.2,4e+09,"South Sudanese pounds","actual","total-revenue-and-grants",,,,,,3702604313.94,1.14e+10,"South Sudanese pounds","proj","total-revenue-and-grants",,,,,,2730462519.48,1.29e+10,"South Sudanese pounds","proj","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","proj","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","proj","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","proj","total-revenue-and-grants",,,,,,,,"South Sudanese pounds","proj","total-revenue-and-grants",,,,,,,
"TL","US Dollars","actual","total-revenue-and-grants",,,,,,,,"US Dollars","actual","total-revenue-and-grants",,,,,,130477482.82829,58700000,"US Dollars","actual","total-revenue-and-grants",,,,,,113166158.9778,5.4e+07,"US Dollars","actual","total-revenue-and-grants",,,,,,163021521.15873,81300000,"US Dollars","actual","total-revenue-and-grants",,,,,,224369549.39566,105400000,"US Dollars","actual","total-revenue-and-grants",,,,,,658202148.4414,3.37e+08,"US Dollars","actual","total-revenue-and-grants",,,,,,1028888714.1192,5.16e+08,"US Dollars","actual","total-revenue-and-grants",,,,,,1974153247.462,1.045e+09,"US Dollars","actual","total-revenue-and-grants",,,,,,3455987734.62,2.445e+09,"US Dollars","actual","total-revenue-and-grants",,,,,,3664497565.59627,2064900000,"US Dollars","actual","total-revenue-and-grants",,,,,,3748071497.2197,2.737e+09,"US Dollars","actual","total-revenue-and-grants",,,,,,4192335623.0828,3853600000,"US Dollars","actual","total-revenue-and-grants",,,,,,4351200000,4351200000,"US Dollars","proj","total-revenue-and-grants",,,,,,3691307258.56508,3659600000,"US Dollars","proj","total-revenue-and-grants",,,,,,3581791486.6257,3.609e+09,"US Dollars","proj","total-revenue-and-grants",,,,,,3513927147.75482,3499400000,"US Dollars","proj","total-revenue-and-grants",,,,,,3678140487.29842,3632200000,"US Dollars","proj","total-revenue-and-grants",,,,,,3724051144.80982,3764200000,"US Dollars","proj","total-revenue-and-grants",,,,,,3385053393.47676,3556200000,"US Dollars","proj","total-revenue-and-grants",,,,,,,,"US Dollars","proj","total-revenue-and-grants",,,,,,,
"TG","CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,,,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,,,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,,,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,450156278.32,1.708e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,505359629.44,1.796e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,491427920.4,1.88e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,562980920.84,2.119e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,632065468.5,2.237e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,638999691,2.41e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,677114601.6,2.752e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,744982116.48,3.213e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,818348349.47,3.623e+11,"CFA Francs BCEAO","actual","total-revenue-and-grants",,,,,,776893696.84,3.964e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,971691079.7,4.895e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,1072250452.91,5.369e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,1181271328.32,5.977e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,1272494997.18,6.534e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,1359254171.16,7.052e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,1447582160.34,7.554e+11,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,,,"CFA Francs BCEAO","proj","total-revenue-and-grants",,,,,,,
"TV","Australian dollars","actual","total-revenue-and-grants",,,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,17745100.72148,21200000,"Australian dollars","actual","total-revenue-and-grants",,,,,,20569235.96713,22300000,"Australian dollars","actual","total-revenue-and-grants",,,,,,25278747.92176,27800000,"Australian dollars","actual","total-revenue-and-grants",,,,,,26260477.35371,31300000,"Australian dollars","actual","total-revenue-and-grants",,,,,,23259042.02268,24900000,"Australian dollars","actual","total-revenue-and-grants",,,,,,27225869.50005,26300000,"Australian dollars","actual","total-revenue-and-grants",,,,,,33333333.332,32500000,"Australian dollars","actual","total-revenue-and-grants",,,,,,39865343.44135,42700000,"Australian dollars","budget","total-revenue-and-grants",,,,,,46224029.5296,5.2e+07,"Australian dollars","proj","total-revenue-and-grants",,,,,,42012720.68931,48300000,"Australian dollars","proj","total-revenue-and-grants",,,,,,32005132.82688,38400000,"Australian dollars","proj","total-revenue-and-grants",,,,,,,,"Australian dollars","proj","total-revenue-and-grants",,,,,,,,"Australian dollars","proj","total-revenue-and-grants",,,,,,,,"Australian dollars","proj","total-revenue-and-grants",,,,,,,
"VU","vatu","actual","total-revenue-and-grants",,,,,,76437152.5931,7.423e+09,"vatu","actual","total-revenue-and-grants",,,,,,69357188.6666,7.366e+09,"vatu","actual","total-revenue-and-grants",,,,,,67752087.5148,7.082e+09,"vatu","actual","total-revenue-and-grants",,,,,,76652277.1339,7.111e+09,"vatu","actual","total-revenue-and-grants",,,,,,101373194.005036,8772430000,"vatu","actual","total-revenue-and-grants",,,,,,109759816.872684,9319320000,"vatu","actual","total-revenue-and-grants",,,,,,111993466.112961,10013866000,"vatu","actual","total-revenue-and-grants",,,,,,137098801.232774,11971794000,"vatu","actual","total-revenue-and-grants",,,,,,179424662.326,1.6618e+10,"vatu","actual","total-revenue-and-grants",,,,,,169282001.85,1.69e+10,"vatu","actual","total-revenue-and-grants",,,,,,179715709.036,1.6708e+10,"vatu","actual","total-revenue-and-grants",,,,,,178997935.9905,1.5733e+10,"vatu","actual","total-revenue-and-grants",,,,,,170507668.968,1.5792e+10,"vatu","proj","total-revenue-and-grants",,,,,,181367639.8225,1.7365e+10,"vatu","proj","total-revenue-and-grants",,,,,,193285273.923,1.9355e+10,"vatu","proj","total-revenue-and-grants",,,,,,,,"vatu","proj","total-revenue-and-grants",,,,,,,,"vatu","proj","total-revenue-and-grants",,,,,,,,"vatu","proj","total-revenue-and-grants",,,,,,,,"vatu","proj","total-revenue-and-grants",,,,,,,,"vatu","proj","total-revenue-and-grants",,,,,,,
"ZM","kwacha","actual","total-revenue-and-grants",,,,,,4907876755.0164,3.102e+09,"kwacha","actual","total-revenue-and-grants",,,,,,3546711694.5456,3.262e+09,"kwacha","actual","total-revenue-and-grants",,,,,,3184635163.1199,4.259e+09,"kwacha","actual","total-revenue-and-grants",,,,,,3014953175.0646,5.103e+09,"kwacha","actual","total-revenue-and-grants",,,,,,3017304702.8209,6.173e+09,"kwacha","actual","total-revenue-and-grants",,,,,,3350032789.2123,7.467e+09,"kwacha","actual","total-revenue-and-grants",,,,,,8163788946.6,1.6825e+10,"kwacha","actual","total-revenue-and-grants",,,,,,4108477122.9348,1.0626e+10,"kwacha","actual","total-revenue-and-grants",,,,,,4589326859.42,1.229e+10,"kwacha","actual","total-revenue-and-grants",,,,,,3198789949.421,1.2182e+10,"kwacha","actual","total-revenue-and-grants",,,,,,3683899665.372,1.5198e+10,"kwacha","actual","total-revenue-and-grants",,,,,,4338995301.6446,2.0233e+10,"kwacha","actual","total-revenue-and-grants",,,,,,4681811327.8136,2.4098e+10,"kwacha","proj","total-revenue-and-grants",,,,,,4438073722.7659,2.5313e+10,"kwacha","proj","total-revenue-and-grants",,,,,,4120321393.8175,3.0575e+10,"kwacha","proj","total-revenue-and-grants",,,,,,4391452805.152,3.5663e+10,"kwacha","proj","total-revenue-and-grants",,,,,,4629802566.0656,4.1272e+10,"kwacha","proj","total-revenue-and-grants",,,,,,5005248144.1998,4.8086e+10,"kwacha","proj","total-revenue-and-grants",,,,,,5523209294.604,5.6649e+10,"kwacha","proj","total-revenue-and-grants",,,,,,,,"kwacha","proj","total-revenue-and-grants",,,,,,,
"KG","soms","actual","total-revenue-and-grants",,,,,,,,"soms","actual","total-revenue-and-grants",,,,,,,,"soms","actual","total-revenue-and-grants",,,,,,,,"soms","actual","total-revenue-and-grants",,,,,,,,"soms","actual","total-revenue-and-grants",,,,,,1300403154.2964,2.1756e+10,"soms","actual","total-revenue-and-grants",,,,,,1443802448.8923,2.4913e+10,"soms","actual","total-revenue-and-grants",,,,,,1628441049.9284,3.0062e+10,"soms","actual","total-revenue-and-grants",,,,,,2184111301.6205,4.3039e+10,"soms","actual","total-revenue-and-grants",,,,,,2356688085.1584,5.6224e+10,"soms","actual","total-revenue-and-grants",,,,,,2222278665.3394,6.4678e+10,"soms","actual","total-revenue-and-grants",,,,,,1964200962.8394,6.7293e+10,"soms","actual","total-revenue-and-grants",,,,,,2162133868.5629,9.1057e+10,"soms","actual","total-revenue-and-grants",,,,,,2233085846.3132,1.04999e+11,"soms","proj","total-revenue-and-grants",,,,,,2404335744.9088,1.18808e+11,"soms","proj","total-revenue-and-grants",,,,,,2180197937.382,1.2214e+11,"soms","proj","total-revenue-and-grants",,,,,,2124128083.9935,1.35785e+11,"soms","proj","total-revenue-and-grants",,,,,,,,"soms","proj","total-revenue-and-grants",,,,,,,,"soms","proj","total-revenue-and-grants",,,,,,,,"soms","proj","total-revenue-and-grants",,,,,,,,"soms","proj","total-revenue-and-grants",,,,,,,
"TJ","somoni","actual","total-revenue-and-grants",,,,,,1081753327.48,2.45e+08,"somoni","actual","total-revenue-and-grants",,,,,,1025642560.3288,3.82e+08,"somoni","actual","total-revenue-and-grants",,,,,,1060936280.264,5.6e+08,"somoni","actual","total-revenue-and-grants",,,,,,1090806029.2352,8.24e+08,"somoni","actual","total-revenue-and-grants",,,,,,1286464529.8992,1.104e+09,"somoni","actual","total-revenue-and-grants",,,,,,1465595838.1638,1.446e+09,"somoni","actual","total-revenue-and-grants",,,,,,1742499402.444,2.19e+09,"somoni","actual","total-revenue-and-grants",,,,,,1711716959.1555,2.871e+09,"somoni","actual","total-revenue-and-grants",,,,,,1825722844.475,3.895e+09,"somoni","actual","total-revenue-and-grants",,,,,,1661899119.5708,4.829e+09,"somoni","actual","total-revenue-and-grants",,,,,,1656705807.2784,5.722e+09,"somoni","actual","total-revenue-and-grants",,,,,,1815992220.3563,7.483e+09,"somoni","proj","total-revenue-and-grants",,,,,,1926290755.4675,9.175e+09,"somoni","proj","total-revenue-and-grants",,,,,,2014042283.4168,1.0023e+10,"somoni","proj","total-revenue-and-grants",,,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,,"somoni","proj","total-revenue-and-grants",,,,,,,
"ZW","US dollars","actual","total-revenue-and-grants",,,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,,,"US dollars","actual","total-revenue-and-grants",,,,,,1313727756.0666,9.42e+08,"US dollars","actual","total-revenue-and-grants",,,,,,756135035.24,5.2e+08,"US dollars","actual","total-revenue-and-grants",,,,,,293841052.9964,2.02e+08,"US dollars","actual","total-revenue-and-grants",,,,,,188576990.896,1.33e+08,"US dollars","actual","total-revenue-and-grants",,,,,,1803051250,1.625e+09,"US dollars","actual","total-revenue-and-grants",,,,,,2973367979.6436,2.786e+09,"US dollars","actual","total-revenue-and-grants",,,,,,3007436316.9924,2.921e+09,"US dollars","actual","total-revenue-and-grants",,,,,,3.496e+09,3.496e+09,"US dollars","actual","total-revenue-and-grants",,,,,,3650267220.6735,3.741e+09,"US dollars","proj","total-revenue-and-grants",,,,,,3799221534.6024,3.928e+09,"US dollars","proj","total-revenue-and-grants",,,,,,3804599618.61,3.99e+09,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,,"US dollars","proj","total-revenue-and-grants",,,,,,,
"AM","drams","actual","total-revenue-and-grants",,,,,,,,"drams","actual","total-revenue-and-grants",,,,,,548976281.04,2.004e+11,"drams","actual","total-revenue-and-grants",,,,,,674845541.76,2.568e+11,"drams","actual","total-revenue-and-grants",,,,,,719446629.96,2.889e+11,"drams","actual","total-revenue-and-grants",,,,,,746310207.6,2.936e+11,"drams","actual","total-revenue-and-grants",,,,,,1011853858.23,3.519e+11,"drams","actual","total-revenue-and-grants",,,,,,1442873134.2,4.772e+11,"drams","actual","total-revenue-and-grants",,,,,,2231571446.5,6.325e+11,"drams","actual","total-revenue-and-grants",,,,,,2721074385.96,7.308e+11,"drams","actual","total-revenue-and-grants",,,,,,2004716691.56,6.556e+11,"drams","actual","total-revenue-and-grants",,,,,,2025559207,7.343e+11,"drams","actual","total-revenue-and-grants",,,,,,2214362273.1,8.345e+11,"drams","actual","total-revenue-and-grants",,,,,,2221726654.82,8.926e+11,"drams","proj","total-revenue-and-grants",,,,,,2434452868.54,1.0294e+12,"drams","proj","total-revenue-and-grants",,,,,,2410213206.15,1.0685e+12,"drams","proj","total-revenue-and-grants",,,,,,2406477390.2,1.157e+12,"drams","proj","total-revenue-and-grants",,,,,,2385041798.64,1.2522e+12,"drams","proj","total-revenue-and-grants",,,,,,,,"drams","proj","total-revenue-and-grants",,,,,,,,"drams","proj","total-revenue-and-grants",,,,,,,,"drams","proj","total-revenue-and-grants",,,,,,,
"BZ","Belize dollars","actual","total-revenue-and-grants",,,,,,205881078.5675,342333500,"Belize dollars","actual","total-revenue-and-grants",,,,,,225336556.976549,373848000,"Belize dollars","actual","total-revenue-and-grants",,,,,,258690832.403986,436465500,"Belize dollars","actual","total-revenue-and-grants",,,,,,257183099.654515,421953000,"Belize dollars","actual","total-revenue-and-grants",,,,,,288241364.048261,482448000,"Belize dollars","actual","total-revenue-and-grants",,,,,,304511877.278856,521352000,"Belize dollars","actual","total-revenue-and-grants",,,,,,333742025.927013,596575000,"Belize dollars","actual","total-revenue-and-grants",,,,,,339443387.2155,6.35e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,382374091.5706,7.31e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,417652981.2166,7.78e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,389575385.2256,7.36e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,395023166.5354,7.78e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,418132909.37,8.36e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,410169203.7408,8.37e+08,"Belize dollars","actual","total-revenue-and-grants",,,,,,436847714.4498,9.01e+08,"Belize dollars","proj","total-revenue-and-grants",,,,,,456666544.9024,9.56e+08,"Belize dollars","proj","total-revenue-and-grants",,,,,,458405875.005,9.75e+08,"Belize dollars","proj","total-revenue-and-grants",,,,,,464490775.782,1.005e+09,"Belize dollars","proj","total-revenue-and-grants",,,,,,,,"Belize dollars","proj","total-revenue-and-grants",,,,,,,,"Belize dollars","proj","total-revenue-and-grants",,,,,,,
"BO","Bolivianos","actual","total-revenue-and-grants",,,,,,,,"Bolivianos","actual","total-revenue-and-grants",,,,,,4585620931.723,1.3793e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,4282731497.4048,1.4377e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,3962492102.4066,1.5113e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,4447267278.2809,1.8973e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,5296486300.9428,2.4302e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,6096756695.86852,31473200000,"Bolivianos","actual","total-revenue-and-grants",,,,,,6534093556.5765,3.5445e+10,"Bolivianos","actual","total-revenue-and-grants",,,,,,8480945183.40811,46829272000,"Bolivianos","actual","total-revenue-and-grants",,,,,,8363474959.21272,43699993000,"Bolivianos","actual","total-revenue-and-grants",,,,,,8080012686.43718,45912708000,"Bolivianos","actual","total-revenue-and-grants",,,,,,9346696325.00126,60139422000,"Bolivianos","actual","total-revenue-and-grants",,,,,,10333435001.8666,70886265000,"Bolivianos","proj","total-revenue-and-grants",,,,,,11266225077.2613,81832698000,"Bolivianos","proj","total-revenue-and-grants",,,,,,11392823870.1882,86976576000,"Bolivianos","proj","total-revenue-and-grants",,,,,,11769559729.7274,93682824000,"Bolivianos","proj","total-revenue-and-grants",,,,,,,,"Bolivianos","proj","total-revenue-and-grants",,,,,,,,"Bolivianos","proj","total-revenue-and-grants",,,,,,,,"Bolivianos","proj","total-revenue-and-grants",,,,,,,,"Bolivianos","proj","total-revenue-and-grants",,,,,,,
