Year,Country,district,District_name,By_Source,Unit_measure,Value
2014,UG,,Buhweju,Government funded,$Spend per child,248.568586
2014,UG,,Buikwe,Government funded,$Spend per child,193.9283213
2014,UG,,Bukedea,Government funded,$Spend per child,306.2118645
2014,UG,,Bukomansimbi,Government funded,$Spend per child,296.217455
2014,UG,,Bukwa,Government funded,$Spend per child,368.8435975
2014,UG,,Bulambuli,Government funded,$Spend per child,269.7628929
2014,UG,,Buliisa,Government funded,$Spend per child,272.4043504
2014,UG,,Bundibugyo,Government funded,$Spend per child,202.1648722
2014,UG,,Bushenyi,Government funded,$Spend per child,264.2695238
2014,UG,,Busia,Government funded,$Spend per child,236.4305225
2014,UG,,Butaleja,Government funded,$Spend per child,278.4476709
2014,UG,,Butambala,Government funded,$Spend per child,520.1608341
2014,UG,,Buvuma,Government funded,$Spend per child,110.5743014
2014,UG,,Buyende,Government funded,$Spend per child,190.9094944
2014,UG,,Dokolo,Government funded,$Spend per child,231.0800899
2014,UG,,Gomba,Government funded,$Spend per child,319.6173945
2014,UG,,Gulu,Government funded,$Spend per child,246.1643992
2014,UG,,Hoima,Government funded,$Spend per child,122.542198
2014,UG,,Ibanda,Government funded,$Spend per child,256.0576454
2014,UG,,Iganga,Government funded,$Spend per child,275.9284463
2014,UG,,Isingiro,Government funded,$Spend per child,187.888111
2014,UG,,Jinja,Government funded,$Spend per child,213.2508772
2014,UG,,Kaabong,Government funded,$Spend per child,122.7908791
2014,UG,,Kabale,Government funded,$Spend per child,356.0033334
2014,UG,,Kabarole,Government funded,$Spend per child,211.8637194
2014,UG,,Kaberamaido,Government funded,$Spend per child,226.0014151
2014,UG,,Kalangala ,Government funded,$Spend per child,326.3039216
2014,UG,,Kaliro,Government funded,$Spend per child,287.0647759
2014,UG,,Kalungu,Government funded,$Spend per child,358.375823
2014,UG,,Kampala,Government funded,$Spend per child,0
2014,UG,,Kamuli,Government funded,$Spend per child,236.4422529
2014,UG,,Kamwenge,Government funded,$Spend per child,215.6440379
2014,UG,,Kanungu,Government funded,$Spend per child,295.7656799
2014,UG,,Kapchorwa,Government funded,$Spend per child,352.3288994
2014,UG,,Kasese,Government funded,$Spend per child,196.2735382
2014,UG,,Katakwi,Government funded,$Spend per child,234.4335292
2014,UG,,Kayunga,Government funded,$Spend per child,237.8449517
2014,UG,,Kibaale,Government funded,$Spend per child,150.9420223
2014,UG,,Kiboga,Government funded,$Spend per child,249.4314876
2014,UG,,Kibuku,Government funded,$Spend per child,245.016422
2014,UG,,Kiruhura,Government funded,$Spend per child,157.1443312
2014,UG,,Kiryandongo,Government funded,$Spend per child,123.752833
2014,UG,,Kisoro,Government funded,$Spend per child,278.8776388
2014,UG,,Kitgum,Government funded,$Spend per child,291.7410186
2014,UG,,Koboko,Government funded,$Spend per child,179.5601296
2014,UG,,Kole,Government funded,$Spend per child,230.2210458
2014,UG,,Kotido,Government funded,$Spend per child,80.97695575
2014,UG,,Kumi,Government funded,$Spend per child,202.042438
2014,UG,,Kween,Government funded,$Spend per child,217.4995242
2014,UG,,Kyankwanzi,Government funded,$Spend per child,229.0122834
2014,UG,,Kyegegwa,Government funded,$Spend per child,193.4663889
2014,UG,,Kyenjojo,Government funded,$Spend per child,163.8457163
2014,UG,,Lamwo,Government funded,$Spend per child,195.393483
2014,UG,,Lira,Government funded,$Spend per child,221.6266186
2014,UG,,Luuka,Government funded,$Spend per child,237.6551456
2014,UG,,Luweero,Government funded,$Spend per child,328.671297
2014,UG,,Lwengo,Government funded,$Spend per child,273.7335212
2014,UG,,Lyantonde,Government funded,$Spend per child,266.9465546
2014,UG,,Manafwa,Government funded,$Spend per child,272.9440848
2014,UG,,Maracha,Government funded,$Spend per child,252.3354627
2014,UG,,Masaka ,Government funded,$Spend per child,204.7772295
2014,UG,,Masindi,Government funded,$Spend per child,105.7738116
2014,UG,,Mayuge,Government funded,$Spend per child,183.4234428
2014,UG,,Mbale,Government funded,$Spend per child,256.059087
2014,UG,,Mbarara,Government funded,$Spend per child,271.7451229
2014,UG,,Mitooma,Government funded,$Spend per child,314.0098061
2014,UG,,Mityana,Government funded,$Spend per child,258.1839133
2014,UG,,Moroto,Government funded,$Spend per child,172.4954792
2014,UG,,Moyo,Government funded,$Spend per child,97.07981449
2014,UG,,Mpigi,Government funded,$Spend per child,282.7008093
2014,UG,,Mubende,Government funded,$Spend per child,162.2119653
2014,UG,,Mukono,Government funded,$Spend per child,201.1713594
2014,UG,,Nakapiripirit,Government funded,$Spend per child,208.7134444
2014,UG,,Nakaseke,Government funded,$Spend per child,293.9388705
2014,UG,,Nakasongola,Government funded,$Spend per child,302.6599426
2014,UG,,Namayingo,Government funded,$Spend per child,155.1302447
2014,UG,,Namutumba,Government funded,$Spend per child,266.1701588
2014,UG,,Napak,Government funded,$Spend per child,91.0286424
2014,UG,,Nebbi,Government funded,$Spend per child,230.6686603
2014,UG,,Ngora,Government funded,$Spend per child,291.1653677
2014,UG,,Ntoroko,Government funded,$Spend per child,198.2989329
2014,UG,,Ntungamo,Government funded,$Spend per child,258.9139334
2014,UG,,Nwoya,Government funded,$Spend per child,556.7003581
2014,UG,,Otuke,Government funded,$Spend per child,328.9426057
2014,UG,,Oyam,Government funded,$Spend per child,232.0916018
2014,UG,,Pader ,Government funded,$Spend per child,226.5185205
2014,UG,,Pallisa,Government funded,$Spend per child,225.2984627
2014,UG,,Rakai,Government funded,$Spend per child,286.3820958
2014,UG,,Rubirizi,Government funded,$Spend per child,213.256301
2014,UG,,Rukungiri,Government funded,$Spend per child,289.4496244
2014,UG,,Sembabule,Government funded,$Spend per child,332.0739103
2014,UG,,Serere,Government funded,$Spend per child,177.9552018
2014,UG,,Sheema,Government funded,$Spend per child,378.9015986
2014,UG,,Sironko,Government funded,$Spend per child,292.6559418
2014,UG,,Soroti,Government funded,$Spend per child,195.1130829
2014,UG,,Tororo,Government funded,$Spend per child,249.0645187
2014,UG,,Wakiso,Government funded,$Spend per child,145.1744889
2014,UG,,Yumbe,Government funded,$Spend per child,117.9195009
2014,UG,,Zombo,Government funded,$Spend per child,200.7981436
2014,UG,,Arua Municipal Council,Government funded,$Spend per child,401.629856
2014,UG,,Entebbe Municipal Council,Government funded,$Spend per child,270.266105
2014,UG,,Fort-Portal Municipal Council,Government funded,$Spend per child,548.8697569
2014,UG,,Gulu Municipal Council,Government funded,$Spend per child,272.7442784
2014,UG,,Jinja Municipal Council,Government funded,$Spend per child,392.2275604
2014,UG,,Kabale Municipal Council,Government funded,$Spend per child,774.3957691
2014,UG,,Lira Municipal Council,Government funded,$Spend per child,257.3922708
2014,UG,,Masaka Municipal Council,Government funded,$Spend per child,344.1439246
2014,UG,,Mbale Municipal Council,Government funded,$Spend per child,362.3785117
2014,UG,,Mbarara Municipal Council,Government funded,$Spend per child,480.1607549
2014,UG,,Moroto Municipal Council,Government funded,$Spend per child,600.6500384
2014,UG,,Soroti Municipal Council,Government funded,$Spend per child,420.3691031
2014,UG,,Tororo Municipal Council,Government funded,$Spend per child,478.1895075
2014,UG,,Kasese Municipal Council,Government funded,$Spend per child,207.8813704
2014,UG,,Hoima Municipal Council,Government funded,$Spend per child,306.9171009
2014,UG,,Mukono Municipal Council,Government funded,$Spend per child,272.5803048
2014,UG,,Iganga Municipal Council,Government funded,$Spend per child,336.2038332
2014,UG,,Masindi Municipal Council,Government funded,$Spend per child,269.4686674
2014,UG,,Ntungamo Municipal Council,Government funded,$Spend per child,386.9419226
2014,UG,,Busia Municipal Council,Government funded,$Spend per child,291.1087058
2014,UG,,Bushenyi - Ishaka Municipal Council,Government funded,$Spend per child,497.1206432
2014,UG,,Rukungiri Municipal Council,Government funded,$Spend per child,599.74434
2014,UG,,Abim,External funding,$Spend per child,65.22456153
2014,UG,,Adjumani,External funding,$Spend per child,1.898872071
2014,UG,,Agago,External funding,$Spend per child,1.585982632
2014,UG,,Alebtong,External funding,$Spend per child,0
2014,UG,,Amolatar,External funding,$Spend per child,0
2014,UG,,Amudat,External funding,$Spend per child,8.153726674
2014,UG,,Amuria,External funding,$Spend per child,0
2014,UG,,Amuru,External funding,$Spend per child,129.8678053
2014,UG,,Apac,External funding,$Spend per child,1.922998339
2014,UG,,Arua,External funding,$Spend per child,0
2014,UG,,Budaka,External funding,$Spend per child,0
2014,UG,,Bududa,External funding,$Spend per child,0
2014,UG,,Bugiri,External funding,$Spend per child,0.576485822
2014,UG,,Buhweju,External funding,$Spend per child,0
2014,UG,,Buikwe,External funding,$Spend per child,0
2014,UG,,Bukedea,External funding,$Spend per child,1.100511286
2014,UG,,Bukomansimbi,External funding,$Spend per child,0
2014,UG,,Bukwa,External funding,$Spend per child,0
2014,UG,,Bulambuli,External funding,$Spend per child,0
2014,UG,,Buliisa,External funding,$Spend per child,6.027883266
2014,UG,,Bundibugyo,External funding,$Spend per child,6.336547647
2014,UG,,Bushenyi,External funding,$Spend per child,0
2014,UG,,Busia,External funding,$Spend per child,0
2014,UG,,Butaleja,External funding,$Spend per child,0
2014,UG,,Butambala,External funding,$Spend per child,0
2014,UG,,Buvuma,External funding,$Spend per child,0
2014,UG,,Buyende,External funding,$Spend per child,0
2014,UG,,Dokolo,External funding,$Spend per child,0
2014,UG,,Gomba,External funding,$Spend per child,0.063061788
2014,UG,,Gulu,External funding,$Spend per child,76.26005092
2014,UG,,Hoima,External funding,$Spend per child,0.531282711
2014,UG,,Ibanda,External funding,$Spend per child,0
2014,UG,,Iganga,External funding,$Spend per child,0.339984163
2014,UG,,Isingiro,External funding,$Spend per child,0
2014,UG,,Jinja,External funding,$Spend per child,0
2014,UG,,Kaabong,External funding,$Spend per child,2.831890382
2014,UG,,Kabale,External funding,$Spend per child,0
2014,UG,,Kabarole,External funding,$Spend per child,2.939160186
2014,UG,,Kaberamaido,External funding,$Spend per child,0
2014,UG,,Kalangala ,External funding,$Spend per child,222.2555666
2014,UG,,Kaliro,External funding,$Spend per child,0
2014,UG,,Kalungu,External funding,$Spend per child,0.548317761
2014,UG,,Kampala,External funding,$Spend per child,0
2014,UG,,Kamuli,External funding,$Spend per child,0
2014,UG,,Kamwenge,External funding,$Spend per child,0
2014,UG,,Kanungu,External funding,$Spend per child,0
2014,UG,,Kapchorwa,External funding,$Spend per child,0
2014,UG,,Kasese,External funding,$Spend per child,0
2014,UG,,Katakwi,External funding,$Spend per child,0
2014,UG,,Kayunga,External funding,$Spend per child,0
2014,UG,,Kibaale,External funding,$Spend per child,0.182335803
2014,UG,,Kiboga,External funding,$Spend per child,0
2014,UG,,Kibuku,External funding,$Spend per child,0
2014,UG,,Kiruhura,External funding,$Spend per child,0
2014,UG,,Kiryandongo,External funding,$Spend per child,0
2014,UG,,Kisoro,External funding,$Spend per child,0.248784014
2014,UG,,Kitgum,External funding,$Spend per child,26.54597513
2014,UG,,Koboko,External funding,$Spend per child,0
2014,UG,,Kole,External funding,$Spend per child,0
2014,UG,,Kotido,External funding,$Spend per child,7.436865063
2014,UG,,Kumi,External funding,$Spend per child,0
2014,UG,,Kween,External funding,$Spend per child,0
2014,UG,,Kyankwanzi,External funding,$Spend per child,0
2014,UG,,Kyegegwa,External funding,$Spend per child,8.862039826
2014,UG,,Kyenjojo,External funding,$Spend per child,2.532787667
2014,UG,,Lamwo,External funding,$Spend per child,29.49369508
2014,UG,,Lira,External funding,$Spend per child,0
2014,UG,,Luuka,External funding,$Spend per child,0
2014,UG,,Luweero,External funding,$Spend per child,0
2014,UG,,Lwengo,External funding,$Spend per child,0
2014,UG,,Lyantonde,External funding,$Spend per child,0
2014,UG,,Manafwa,External funding,$Spend per child,0
2014,UG,,Maracha,External funding,$Spend per child,0
2014,UG,,Masaka ,External funding,$Spend per child,6.059933333
2014,UG,,Masindi,External funding,$Spend per child,1.789587601
2014,UG,,Mayuge,External funding,$Spend per child,0
2014,UG,,Mbale,External funding,$Spend per child,0.003198735
2014,UG,,Mbarara,External funding,$Spend per child,0
2014,UG,,Mitooma,External funding,$Spend per child,0
2014,UG,,Mityana,External funding,$Spend per child,0
2014,UG,,Moroto,External funding,$Spend per child,5.96453272
2014,UG,,Moyo,External funding,$Spend per child,0
2014,UG,,Mpigi,External funding,$Spend per child,0
2014,UG,,Mubende,External funding,$Spend per child,1.092582132
2014,UG,,Mukono,External funding,$Spend per child,0
2014,UG,,Nakapiripirit,External funding,$Spend per child,7.424075541
2014,UG,,Nakaseke,External funding,$Spend per child,0
2014,UG,,Nakasongola,External funding,$Spend per child,0
2014,UG,,Namayingo,External funding,$Spend per child,0.505486934
2014,UG,,Namutumba,External funding,$Spend per child,0
2014,UG,,Napak,External funding,$Spend per child,1.70495571
2014,UG,,Nebbi,External funding,$Spend per child,23.90062045
2014,UG,,Ngora,External funding,$Spend per child,0
2014,UG,,Ntoroko,External funding,$Spend per child,18.67915245
2014,UG,,Ntungamo,External funding,$Spend per child,0
2014,UG,,Nwoya,External funding,$Spend per child,978.4635545
2014,UG,,Otuke,External funding,$Spend per child,0.802941979
2014,UG,,Oyam,External funding,$Spend per child,50.2984
2014,UG,,Pader ,External funding,$Spend per child,6.727482983
2014,UG,,Pallisa,External funding,$Spend per child,0
2014,UG,,Rakai,External funding,$Spend per child,0
2014,UG,,Rubirizi,External funding,$Spend per child,0.686885543
2014,UG,,Rukungiri,External funding,$Spend per child,0
2014,UG,,Sembabule,External funding,$Spend per child,0
2014,UG,,Serere,External funding,$Spend per child,0
2014,UG,,Sheema,External funding,$Spend per child,1.112096111
2014,UG,,Sironko,External funding,$Spend per child,2.455990756
2014,UG,,Soroti,External funding,$Spend per child,0
2014,UG,,Tororo,External funding,$Spend per child,0
2014,UG,,Wakiso,External funding,$Spend per child,0
2014,UG,,Yumbe,External funding,$Spend per child,0.149509064
2014,UG,,Zombo,External funding,$Spend per child,1.898834827
2014,UG,,Arua Municipal Council,External funding,$Spend per child,0
2014,UG,,Entebbe Municipal Council,External funding,$Spend per child,0
2014,UG,,Fort-Portal Municipal Council,External funding,$Spend per child,7.396394997
2014,UG,,Gulu Municipal Council,External funding,$Spend per child,0
2014,UG,,Jinja Municipal Council,External funding,$Spend per child,0
2014,UG,,Kabale Municipal Council,External funding,$Spend per child,0
2014,UG,,Lira Municipal Council,External funding,$Spend per child,0
2014,UG,,Masaka Municipal Council,External funding,$Spend per child,1.133264865
2014,UG,,Mbale Municipal Council,External funding,$Spend per child,0
2014,UG,,Mbarara Municipal Council,External funding,$Spend per child,0
2014,UG,,Moroto Municipal Council,External funding,$Spend per child,11.55444527
2014,UG,,Soroti Municipal Council,External funding,$Spend per child,0
2014,UG,,Tororo Municipal Council,External funding,$Spend per child,0
2014,UG,,Kasese Municipal Council,External funding,$Spend per child,0
2014,UG,,Hoima Municipal Council,External funding,$Spend per child,0
2014,UG,,Mukono Municipal Council,External funding,$Spend per child,0
2014,UG,,Iganga Municipal Council,External funding,$Spend per child,0
2014,UG,,Masindi Municipal Council,External funding,$Spend per child,0
2014,UG,,Ntungamo Municipal Council,External funding,$Spend per child,0
2014,UG,,Busia Municipal Council,External funding,$Spend per child,0
2014,UG,,Bushenyi - Ishaka Municipal Council,External funding,$Spend per child,0
2014,UG,,Rukungiri Municipal Council,External funding,$Spend per child,0
