country,region,year,oda-gross-bl-dest-region
JP,999,2008,1971124077
KR,89,2008,15915081
KR,298,2008,19241466
KR,298,2008,96775401
KR,498,2008,48353372
KR,498,2008,27983697
KR,798,2008,34780544
KR,798,2008,84032422
KR,798,2008,220914049
KR,889,2008,2962010
KR,999,2008,75794883
LU,89,2008,16677405
LU,298,2008,3101017
LU,298,2008,138183801
LU,498,2008,31510196
LU,498,2008,11322805
LU,798,2008,7063874
LU,798,2008,12426848
LU,798,2008,39669409
LU,889,2008,0
LU,999,2008,27933778
NL,89,2008,129890703
NL,298,2008,20959853
NL,298,2008,1385781291
NL,498,2008,74125283
NL,498,2008,146804386
NL,798,2008,190972236
NL,798,2008,309092408
NL,798,2008,230128063
NL,889,2008,0
NL,999,2008,2571179879
NZ,89,2008,0
NZ,298,2008,172008
NZ,298,2008,17569869
NZ,498,2008,1601357
NZ,498,2008,4541547
NZ,798,2008,2731172
NZ,798,2008,19586838
NZ,798,2008,52478208
NZ,889,2008,190863438
NZ,999,2008,48435316
NO,89,2008,121123097
NO,298,2008,727474
NO,298,2008,1110273289
NO,498,2008,74699757
NO,498,2008,85382329
NO,798,2008,178707694
NO,798,2008,405358231
NO,798,2008,141744755
NO,889,2008,1796654
NO,999,2008,1206529518
PT,89,2008,30878158
PT,298,2008,86745924
PT,298,2008,141580759
PT,498,2008,650689
PT,498,2008,3153193
PT,798,2008,10301246
PT,798,2008,13360264
PT,798,2008,36255318
PT,889,2008,0
PT,999,2008,23784755
ES,89,2008,184878734
ES,298,2008,282276921
ES,298,2008,900456913
ES,498,2008,1283555083
ES,498,2008,754121164
ES,798,2008,333582033
ES,798,2008,143435328
ES,798,2008,238216775
ES,889,2008,1160603
ES,999,2008,708120145
SE,89,2008,166703569
SE,298,2008,5535717
SE,298,2008,1059957225
SE,498,2008,121229022
SE,498,2008,85550905
SE,798,2008,137327830
SE,798,2008,273963547
SE,798,2008,139822764
SE,889,2008,314874
SE,999,2008,1277939427
CH,89,2008,164815435
CH,298,2008,9146185
CH,298,2008,322201887
CH,498,2008,57363304
CH,498,2008,68885385
CH,798,2008,150366965
CH,798,2008,194163845
CH,798,2008,77671365
CH,889,2008,319034
CH,999,2008,788681496
GB,89,2008,54262805
GB,298,2008,38202810
GB,298,2008,2622750633
GB,498,2008,92189882
GB,498,2008,31988502
GB,798,2008,789131710
GB,798,2008,1800921966
GB,798,2008,486467782
GB,889,2008,6077671
GB,999,2008,1613341472
US,89,2008,455498616
US,298,2008,806884684
US,298,2008,7274474381
US,498,2008,975874035
US,498,2008,1143842776
US,798,2008,4473656474
US,798,2008,4396890121
US,798,2008,891306002
US,889,2008,198876998
US,999,2008,5223851606
1,89,2008,0
1,298,2008,0
1,298,2008,180167359
1,498,2008,0
1,498,2008,0
1,798,2008,0
1,798,2008,0
1,798,2008,0
1,889,2008,0
1,999,2008,0
2,89,2008,0
2,298,2008,13827238
2,298,2008,1833262420
2,498,2008,0
2,498,2008,0
2,798,2008,0
2,798,2008,0
2,798,2008,0
2,889,2008,0
2,999,2008,0
4,89,2008,0
4,298,2008,402620148
4,298,2008,311037163
4,498,2008,0
4,498,2008,0
4,798,2008,358718007
4,798,2008,0
4,798,2008,0
4,889,2008,0
4,999,2008,6291759
5,89,2008,0
5,298,2008,0
5,298,2008,0
5,498,2008,0
5,498,2008,0
5,798,2008,0
5,798,2008,0
5,798,2008,0
5,889,2008,0
5,999,2008,0
6,89,2008,0
6,298,2008,0
6,298,2008,0
6,498,2008,0
6,498,2008,0
6,798,2008,0
6,798,2008,0
6,798,2008,0
6,889,2008,0
6,999,2008,0
7,89,2008,0
7,298,2008,0
7,298,2008,0
7,498,2008,0
7,498,2008,0
7,798,2008,0
7,798,2008,0
7,798,2008,0
7,889,2008,0
7,999,2008,0
9,89,2008,0
9,298,2008,0
9,298,2008,0
9,498,2008,0
9,498,2008,0
9,798,2008,0
9,798,2008,0
9,798,2008,0
9,889,2008,0
9,999,2008,0
EU,89,2008,1665066474
EU,298,2008,763838560
EU,298,2008,4587589960
EU,498,2008,580576112
EU,498,2008,444188809
EU,798,2008,968132734
EU,798,2008,1177337997
EU,798,2008,335695742
EU,889,2008,87483669
EU,999,2008,1360175817
10,89,2008,2951431
10,298,2008,0
10,298,2008,394484988
10,498,2008,4584829
10,498,2008,2885335
10,798,2008,13160499
10,798,2008,153349600
10,798,2008,29668821
10,889,2008,3743178
10,999,2008,126269751
11,89,2008,65420302
11,298,2008,18114711
11,298,2008,97125953
11,498,2008,33431610
11,498,2008,93023603
11,798,2008,10257829
11,798,2008,33755120
11,798,2008,79665005
11,889,2008,7139750
11,999,2008,12163577
12,89,2008,60784835
12,298,2008,13640683
12,298,2008,1384024412
12,498,2008,110516627
12,498,2008,66018512
12,798,2008,23140710
12,798,2008,264951029
12,798,2008,269219494
12,889,2008,16286164
12,999,2008,0
14,89,2008,0
14,298,2008,0
14,298,2008,0
14,498,2008,0
14,498,2008,0
14,798,2008,0
14,798,2008,0
14,798,2008,0
14,889,2008,0
14,999,2008,0
15,89,2008,145788911
15,298,2008,11098839
15,298,2008,4943994145
15,498,2008,119018023
15,498,2008,31144294
15,798,2008,152335904
15,798,2008,2801085926
15,798,2008,1238677056
15,889,2008,6310248
15,999,2008,0
16,89,2008,0
16,298,2008,0
16,298,2008,0
16,498,2008,0
16,498,2008,0
16,798,2008,0
16,798,2008,0
16,798,2008,0
16,889,2008,0
16,999,2008,0
17,89,2008,0
17,298,2008,0
17,298,2008,0
17,498,2008,0
17,498,2008,0
17,798,2008,0
17,798,2008,0
17,798,2008,0
17,889,2008,0
17,999,2008,0
18,89,2008,0
18,298,2008,0
18,298,2008,0
18,498,2008,0
18,498,2008,0
18,798,2008,0
18,798,2008,0
18,798,2008,0
18,889,2008,0
18,999,2008,0
21,89,2008,40680630
21,298,2008,0
21,298,2008,839068497
21,498,2008,89202450
21,498,2008,0
21,798,2008,0
21,798,2008,86832804
21,798,2008,0
21,889,2008,0
21,999,2008,0
22,89,2008,0
22,298,2008,0
22,298,2008,0
22,498,2008,0
22,498,2008,0
22,798,2008,0
22,798,2008,0
22,798,2008,0
22,889,2008,0
22,999,2008,0
24,89,2008,0
24,298,2008,0
24,298,2008,0
24,498,2008,0
24,498,2008,0
24,798,2008,0
24,798,2008,0
24,798,2008,0
24,889,2008,0
24,999,2008,0
25,89,2008,0
25,298,2008,0
25,298,2008,0
25,498,2008,0
25,498,2008,0
25,798,2008,0
25,798,2008,0
25,798,2008,0
25,889,2008,0
25,999,2008,0
26,89,2008,0
26,298,2008,0
26,298,2008,0
26,498,2008,0
26,498,2008,0
26,798,2008,0
26,798,2008,0
26,798,2008,0
26,889,2008,0
26,999,2008,0
27,89,2008,1279416
27,298,2008,659789
27,298,2008,21312501
27,498,2008,4225405
27,498,2008,2798187
27,798,2008,317878
27,798,2008,5224735
27,798,2008,6042202
27,889,2008,942458
27,999,2008,169678306
28,89,2008,14552823
28,298,2008,5835028
28,298,2008,291337429
28,498,2008,17878711
28,498,2008,11502253
28,798,2008,16379282
28,798,2008,98418004
28,798,2008,41206558
28,889,2008,6472907
28,999,2008,292618
29,89,2008,10918072
29,298,2008,0
29,298,2008,0
29,498,2008,0
29,498,2008,0
29,798,2008,0
29,798,2008,72310
29,798,2008,0
29,889,2008,0
29,999,2008,0
31,89,2008,4668722
31,298,2008,5271959
31,298,2008,145452938
31,498,2008,17609897
31,498,2008,11854434
31,798,2008,10777718
31,798,2008,48096664
31,798,2008,32785227
31,889,2008,3305787
31,999,2008,0
32,89,2008,0
32,298,2008,0
32,298,2008,0
32,498,2008,0
32,498,2008,0
32,798,2008,0
32,798,2008,0
32,798,2008,0
32,889,2008,0
32,999,2008,0
33,89,2008,9540777
33,298,2008,6126349
33,298,2008,477960592
33,498,2008,16373559
33,498,2008,12351685
33,798,2008,20788657
33,798,2008,150518638
33,798,2008,40783095
33,889,2008,7049199
33,999,2008,262673421
34,89,2008,0
34,298,2008,0
34,298,2008,34509234
34,498,2008,0
34,498,2008,0
34,798,2008,0
34,798,2008,0
34,798,2008,0
34,889,2008,0
34,999,2008,0
35,89,2008,0
35,298,2008,0
35,298,2008,0
35,498,2008,0
35,498,2008,0
35,798,2008,481240552
35,798,2008,0
35,798,2008,0
35,889,2008,0
35,999,2008,0
37,89,2008,0
37,298,2008,4654734
37,298,2008,185827101
37,498,2008,10061535
37,498,2008,8393058
37,798,2008,14130941
37,798,2008,62742927
37,798,2008,22369873
37,889,2008,0
37,999,2008,14233186
38,89,2008,0
38,298,2008,0
38,298,2008,0
38,498,2008,0
38,498,2008,0
38,798,2008,0
38,798,2008,0
38,798,2008,0
38,889,2008,0
38,999,2008,0
KW,89,2008,0
KW,298,2008,0
KW,298,2008,0
KW,498,2008,0
KW,498,2008,0
KW,798,2008,0
KW,798,2008,0
KW,798,2008,0
KW,889,2008,0
KW,999,2008,0
AE,89,2008,0
AE,298,2008,0
AE,298,2008,0
AE,498,2008,0
AE,498,2008,0
AE,798,2008,0
AE,798,2008,0
AE,798,2008,0
AE,889,2008,0
AE,999,2008,0
AU,89,2009,410634
AU,298,2009,4644178
AU,298,2009,135196168
AU,498,2009,914284
AU,498,2009,849614
AU,798,2009,123211912
AU,798,2009,395587176
AU,798,2009,1047381466
AU,889,2009,1017351491
AU,999,2009,617034048
AT,89,2009,145306492
AT,298,2009,13268067
AT,298,2009,133938185
AT,498,2009,22837649
AT,498,2009,5900165
AT,798,2009,14960889
AT,798,2009,26973758
AT,798,2009,22451602
AT,889,2009,1281040
AT,999,2009,120102282
BE,89,2009,2459342
BE,298,2009,38705814
BE,298,2009,753220322
BE,498,2009,35105158
BE,498,2009,73843461
BE,798,2009,32060565
BE,798,2009,43468452
BE,798,2009,58107279
BE,889,2009,6072
BE,999,2009,592676399
CA,89,2009,56148403
CA,298,2009,57263731
CA,298,2009,1600995429
CA,498,2009,364723473
CA,498,2009,198798102
CA,798,2009,157317644
CA,798,2009,666447945
CA,798,2009,251166788
CA,889,2009,28535961
CA,999,2009,532852234
CZ,89,2009,0
CZ,298,2009,0
CZ,298,2009,0
CZ,498,2009,0
CZ,498,2009,0
CZ,798,2009,0
CZ,798,2009,0
CZ,798,2009,0
CZ,889,2009,0
CZ,999,2009,0
DK,89,2009,11077882
DK,298,2009,10474459
DK,298,2009,703963509
DK,498,2009,36795320
DK,498,2009,29380186
DK,798,2009,45573677
DK,798,2009,175768494
DK,798,2009,105610569
DK,889,2009,0
DK,999,2009,533876234
FI,89,2009,27147324
FI,298,2009,2673633
FI,298,2009,302242776
FI,498,2009,27868615
FI,498,2009,17225860
FI,798,2009,23122128
FI,798,2009,89640217
FI,798,2009,60009807
FI,889,2009,149552
FI,999,2009,216678772
FR,89,2009,308715951
FR,298,2009,1004145992
FR,298,2009,3721509771
FR,498,2009,120999392
FR,498,2009,163721770
FR,798,2009,295308211
FR,798,2009,272139048
FR,798,2009,894163405
FR,889,2009,138542485
FR,999,2009,1159337789
DE,89,2009,703046591
DE,298,2009,480766368
DE,298,2009,1720104783
DE,498,2009,267175564
DE,498,2009,723906460
DE,798,2009,478659615
DE,798,2009,1386866235
DE,798,2009,1033039430
DE,889,2009,6037853
DE,999,2009,1208562967
GR,89,2009,115325503
GR,298,2009,20830433
GR,298,2009,22575877
GR,498,2009,865431
GR,498,2009,2623774
GR,798,2009,27734538
GR,798,2009,28841345
GR,798,2009,2661601
GR,889,2009,585374
GR,999,2009,55803466
IS,89,2009,0
IS,298,2009,0
IS,298,2009,0
IS,498,2009,0
IS,498,2009,0
IS,798,2009,0
IS,798,2009,0
IS,798,2009,0
IS,889,2009,0
IS,999,2009,0
IE,89,2009,3076046
IE,298,2009,196053
IE,298,2009,428823038
IE,498,2009,16109428
IE,498,2009,4778903
IE,798,2009,13071058
IE,798,2009,20246791
IE,798,2009,38729481
IE,889,2009,16675
IE,999,2009,117030992
IT,89,2009,64745419
IT,298,2009,46460522
IT,298,2009,412676746
IT,498,2009,24852677
IT,498,2009,72296594
IT,798,2009,115470845
IT,798,2009,103271119
IT,798,2009,34536594
IT,889,2009,106434
IT,999,2009,130132804
JP,89,2009,572838512
JP,298,2009,443587410
JP,298,2009,1709063193
JP,498,2009,357402516
JP,498,2009,458589906
JP,798,2009,261416179
JP,798,2009,2761404038
JP,798,2009,6039259126
JP,889,2009,144584616
JP,999,2009,1725009709
KR,89,2009,58763846
KR,298,2009,18500123
KR,298,2009,97967778
KR,498,2009,45725199
KR,498,2009,23241817
KR,798,2009,26665275
KR,798,2009,133264592
KR,798,2009,250093027
KR,889,2009,2367474
KR,999,2009,82804459
LU,89,2009,17499356
LU,298,2009,2397965
LU,298,2009,140248185
LU,498,2009,29196597
LU,498,2009,11759038
LU,798,2009,8270732
LU,798,2009,13298203
LU,798,2009,28049066
LU,889,2009,73907
LU,999,2009,30815602
NL,89,2009,84880765
NL,298,2009,20466851
NL,298,2009,1153647058
NL,498,2009,62835340
NL,498,2009,193379135
NL,798,2009,87412015
NL,798,2009,287627343
NL,798,2009,232614716
NL,889,2009,0
NL,999,2009,2604725539
NZ,89,2009,0
NZ,298,2009,0
NZ,298,2009,13353183
NZ,498,2009,2271255
NZ,498,2009,3236454
NZ,798,2009,2155921
NZ,798,2009,17288495
NZ,798,2009,41053061
NZ,889,2009,184224769
NZ,999,2009,44039884
NO,89,2009,129260751
NO,298,2009,2307784
NO,298,2009,1133595878
NO,498,2009,78335179
NO,498,2009,94946386
NO,798,2009,176127434
NO,798,2009,433046115
NO,798,2009,99935801
NO,889,2009,2208273
NO,999,2009,1825408517
PT,89,2009,16664988
PT,298,2009,19430212
PT,298,2009,173452047
PT,498,2009,377920
PT,498,2009,2693494
PT,798,2009,9895248
PT,798,2009,11286023
PT,798,2009,32744596
PT,889,2009,93071
PT,999,2009,23421889
ES,89,2009,185314192
ES,298,2009,469980802
ES,298,2009,1020829816
ES,498,2009,792929024
ES,498,2009,683265281
ES,798,2009,149866486
ES,798,2009,188817935
ES,798,2009,205160458
ES,889,2009,141512
ES,999,2009,682107185
SE,89,2009,224041962
SE,298,2009,4852606
SE,298,2009,1057526968
SE,498,2009,104151522
SE,498,2009,86511914
SE,798,2009,159823281
SE,798,2009,305702803
SE,798,2009,142081181
SE,889,2009,12222
SE,999,2009,1436878948
CH,89,2009,165081030
CH,298,2009,17717523
CH,298,2009,532275523
CH,498,2009,48338739
CH,498,2009,96174098
CH,798,2009,49728934
CH,798,2009,214928246
CH,798,2009,89200371
CH,889,2009,774110
CH,999,2009,837944315
GB,89,2009,54036685
GB,298,2009,63522239
GB,298,2009,3149429539
GB,498,2009,121227045
GB,498,2009,35699154
GB,798,2009,214305627
GB,798,2009,1827143336
GB,798,2009,398686703
GB,889,2009,6307823
GB,999,2009,2518719010
US,89,2009,614293521
US,298,2009,508268543
US,298,2009,7881810237
US,498,2009,1077344244
US,498,2009,963022247
US,798,2009,4081723117
US,798,2009,4920335378
US,798,2009,796158622
US,889,2009,226716644
US,999,2009,5734083882
1,89,2009,0
1,298,2009,0
1,298,2009,175351284
1,498,2009,0
1,498,2009,0
1,798,2009,0
1,798,2009,0
1,798,2009,0
1,889,2009,0
1,999,2009,0
2,89,2009,0
2,298,2009,9835
2,298,2009,3553734564
2,498,2009,0
2,498,2009,0
2,798,2009,0
2,798,2009,0
2,798,2009,0
2,889,2009,0
2,999,2009,0
4,89,2009,0
4,298,2009,402702912
4,298,2009,192178145
4,498,2009,0
4,498,2009,0
4,798,2009,322236132
4,798,2009,0
4,798,2009,0
4,889,2009,0
4,999,2009,10256280
5,89,2009,0
5,298,2009,0
5,298,2009,0
5,498,2009,0
5,498,2009,0
5,798,2009,0
5,798,2009,0
5,798,2009,0
5,889,2009,0
5,999,2009,0
6,89,2009,0
6,298,2009,0
6,298,2009,0
6,498,2009,0
6,498,2009,0
6,798,2009,0
6,798,2009,0
6,798,2009,0
6,889,2009,0
6,999,2009,0
7,89,2009,0
7,298,2009,0
7,298,2009,0
7,498,2009,0
7,498,2009,0
7,798,2009,0
7,798,2009,0
7,798,2009,0
7,889,2009,0
7,999,2009,0
9,89,2009,0
9,298,2009,0
9,298,2009,0
9,498,2009,0
9,498,2009,0
9,798,2009,0
9,798,2009,0
9,798,2009,0
9,889,2009,0
9,999,2009,0
EU,89,2009,2235653987
EU,298,2009,805429576
EU,298,2009,4609877001
EU,498,2009,600058948
EU,498,2009,473322334
EU,798,2009,829069561
EU,798,2009,1244186007
EU,798,2009,363297523
EU,889,2009,78446519
EU,999,2009,1317524910
10,89,2009,-455889
10,298,2009,0
10,298,2009,230558868
10,498,2009,2678628
10,498,2009,4052157
10,798,2009,4294835
10,798,2009,98021745
10,798,2009,14122741
10,889,2009,-1516297
10,999,2009,140614653
11,89,2009,22278765
11,298,2009,17336683
11,298,2009,121010446
11,498,2009,40681967
11,498,2009,45892468
11,798,2009,6788032
11,798,2009,34155195
11,798,2009,92976373
11,889,2009,7819836
11,999,2009,88632240
12,89,2009,52237764
12,298,2009,13424248
12,298,2009,1461968784
12,498,2009,96234185
12,498,2009,65791009
12,798,2009,6617422
12,798,2009,333632304
12,798,2009,366531264
12,889,2009,54199515
12,999,2009,0
14,89,2009,0
14,298,2009,0
14,298,2009,0
14,498,2009,0
14,498,2009,0
14,798,2009,0
14,798,2009,0
14,798,2009,0
14,889,2009,0
14,999,2009,0
15,89,2009,127326048
15,298,2009,2046205
15,298,2009,6577140403
15,498,2009,658640869
15,498,2009,44292912
15,798,2009,156893680
15,798,2009,4130470622
15,798,2009,1698361844
15,889,2009,21146165
15,999,2009,0
16,89,2009,0
16,298,2009,0
16,298,2009,0
16,498,2009,0
16,498,2009,0
16,798,2009,0
16,798,2009,0
16,798,2009,0
16,889,2009,0
16,999,2009,0
17,89,2009,0
17,298,2009,0
17,298,2009,0
17,498,2009,814299220
17,498,2009,260308152
17,798,2009,0
17,798,2009,0
17,798,2009,0
17,889,2009,0
17,999,2009,0
18,89,2009,0
18,298,2009,0
18,298,2009,0
18,498,2009,0
18,498,2009,0
18,798,2009,0
18,798,2009,0
18,798,2009,0
18,889,2009,0
18,999,2009,0
21,89,2009,1971546
21,298,2009,0
21,298,2009,2489790248
21,498,2009,141248704
21,498,2009,0
21,798,2009,0
21,798,2009,89076137
21,798,2009,0
21,889,2009,9375332
21,999,2009,0
22,89,2009,0
22,298,2009,0
22,298,2009,0
22,498,2009,0
22,498,2009,0
22,798,2009,0
22,798,2009,0
22,798,2009,0
22,889,2009,0
22,999,2009,0
24,89,2009,0
24,298,2009,0
24,298,2009,49929030
24,498,2009,17218252
24,498,2009,740410
24,798,2009,0
24,798,2009,400143
24,798,2009,11625164
24,889,2009,0
24,999,2009,0
25,89,2009,11763665
25,298,2009,43476357
25,298,2009,150308986
25,498,2009,23796658
25,498,2009,3064675
25,798,2009,16990790
25,798,2009,66387253
25,798,2009,19686695
25,889,2009,384503
25,999,2009,5607605
26,89,2009,0
26,298,2009,0
26,298,2009,0
26,498,2009,0
26,498,2009,0
26,798,2009,0
26,798,2009,0
26,798,2009,0
26,889,2009,0
26,999,2009,0
27,89,2009,3011579
27,298,2009,916601
27,298,2009,34033901
27,498,2009,6061655
27,498,2009,4349713
27,798,2009,2297039
27,798,2009,8113635
27,798,2009,7165272
27,889,2009,1385682
27,999,2009,187515452
28,89,2009,15042088
28,298,2009,6144838
28,298,2009,302422045
28,498,2009,22449123
28,498,2009,13438261
28,798,2009,17765421
28,798,2009,121318375
28,798,2009,46593115
28,889,2009,9659080
28,999,2009,106391882
29,89,2009,13348313
29,298,2009,0
29,298,2009,0
29,498,2009,0
29,498,2009,0
29,798,2009,0
29,798,2009,154054
29,798,2009,0
29,889,2009,0
29,999,2009,0
31,89,2009,8494638
31,298,2009,9545734
31,298,2009,156771893
31,498,2009,19418211
31,498,2009,16388561
31,798,2009,13516569
31,798,2009,58681220
31,798,2009,34907143
31,889,2009,1661604
31,999,2009,46094059
32,89,2009,0
32,298,2009,0
32,298,2009,0
32,498,2009,0
32,498,2009,0
32,798,2009,0
32,798,2009,0
32,798,2009,0
32,889,2009,0
32,999,2009,0
33,89,2009,9849323
33,298,2009,7191422
33,298,2009,496253815
33,498,2009,18108997
33,498,2009,12417660
33,798,2009,21713525
33,798,2009,176640722
33,798,2009,45042554
33,889,2009,7580658
33,999,2009,362443063
34,89,2009,0
34,298,2009,0
34,298,2009,42893659
34,498,2009,832132
34,498,2009,0
34,798,2009,0
34,798,2009,948452
34,798,2009,217112
34,889,2009,0
34,999,2009,0
35,89,2009,0
35,298,2009,0
35,298,2009,0
35,498,2009,0
35,498,2009,0
35,798,2009,495862515
35,798,2009,0
35,798,2009,0
35,889,2009,0
35,999,2009,0
37,89,2009,0
37,298,2009,4886155
37,298,2009,178698789
37,498,2009,4053003
37,498,2009,3638693
37,798,2009,15575323
37,798,2009,67055088
37,798,2009,19559679
37,889,2009,0
37,999,2009,13358681
38,89,2009,21810736
38,298,2009,0
38,298,2009,108668399
38,498,2009,21799145
38,498,2009,21799145
38,798,2009,0
38,798,2009,58455392
38,798,2009,0
38,889,2009,0
38,999,2009,225528220
KW,89,2009,0
KW,298,2009,0
KW,298,2009,0
KW,498,2009,0
KW,498,2009,0
KW,798,2009,0
KW,798,2009,0
KW,798,2009,0
KW,889,2009,0
KW,999,2009,0
AE,89,2009,9073308
AE,298,2009,101114187
AE,298,2009,53243200
AE,498,2009,147866
AE,498,2009,73408
AE,798,2009,663947560
AE,798,2009,245191140
AE,798,2009,5075682
AE,889,2009,0
AE,999,2009,10886501
AU,89,2010,273529
AU,298,2010,6028577
AU,298,2010,215240959
AU,498,2010,29502130
AU,498,2010,10920748
AU,798,2010,113723208
AU,798,2010,505663262
AU,798,2010,1022502649
AU,889,2010,1138541929
AU,999,2010,750503897
AT,89,2010,155683789
AT,298,2010,9498619
AT,298,2010,229670527
AT,498,2010,32965680
AT,498,2010,5780551
AT,798,2010,11699305
AT,798,2010,33548423
AT,798,2010,25288427
AT,889,2010,1152181
AT,999,2010,116396114
BE,89,2010,3522264
BE,298,2010,39243416
BE,298,2010,1225542818
BE,498,2010,65758200
BE,498,2010,82041115
BE,798,2010,30543920
BE,798,2010,49318830
BE,798,2010,59155113
BE,889,2010,0
BE,999,2010,591557440
CA,89,2010,56259551
CA,298,2010,32419279
CA,298,2010,1638172797
CA,498,2010,719780427
CA,498,2010,158306532
CA,798,2010,147057641
CA,798,2010,740653655
CA,798,2010,198115212
CA,889,2010,2324144
CA,999,2010,602794311
CZ,89,2010,0
CZ,298,2010,0
CZ,298,2010,0
CZ,498,2010,0
CZ,498,2010,0
CZ,798,2010,0
CZ,798,2010,0
CZ,798,2010,0
CZ,889,2010,0
CZ,999,2010,0
DK,89,2010,23362483
DK,298,2010,26743175
DK,298,2010,852367097
DK,498,2010,81795732
DK,498,2010,45276814
DK,798,2010,93497289
DK,798,2010,299854422
DK,798,2010,127489016
DK,889,2010,10755
DK,999,2010,634727583
FI,89,2010,28569277
FI,298,2010,3710302
FI,298,2010,316791705
FI,498,2010,41344996
FI,498,2010,28458948
FI,798,2010,23311083
FI,798,2010,103457022
FI,798,2010,55106506
FI,889,2010,471750
FI,999,2010,258322467
FR,89,2010,266704746
FR,298,2010,992150867
FR,298,2010,3885616231
FR,498,2010,532917058
FR,498,2010,269760279
FR,798,2010,220818226
FR,798,2010,342339339
FR,798,2010,1226938409
FR,889,2010,147572168
FR,999,2010,1244774159
DE,89,2010,672520270
DE,298,2010,404856169
DE,298,2010,1790577709
DE,498,2010,291281804
DE,498,2010,774662776
DE,798,2010,487464494
DE,798,2010,1826291094
DE,798,2010,1094805620
DE,889,2010,5268880
DE,999,2010,2058903572
GR,89,2010,86139970
GR,298,2010,14157005
GR,298,2010,17148046
GR,498,2010,2739756
GR,498,2010,2633577
GR,798,2010,17345602
GR,798,2010,7860481
GR,798,2010,1822937
GR,889,2010,361712
GR,999,2010,55833719
IS,89,2010,0
IS,298,2010,0
IS,298,2010,0
IS,498,2010,0
IS,498,2010,0
IS,798,2010,0
IS,798,2010,0
IS,798,2010,0
IS,889,2010,0
IS,999,2010,0
IE,89,2010,1373125
IE,298,2010,113051
IE,298,2010,384932428
IE,498,2010,15101317
IE,498,2010,6868913
IE,798,2010,7802429
IE,798,2010,24796248
IE,798,2010,31381484
IE,889,2010,33102
IE,999,2010,104901663
IT,89,2010,79764015
IT,298,2010,61672961
IT,298,2010,375729065
IT,498,2010,77749868
IT,498,2010,59143671
IT,798,2010,85423234
IT,798,2010,87473699
IT,798,2010,36443223
IT,889,2010,0
IT,999,2010,113051515
JP,89,2010,903122034
JP,298,2010,525100021
JP,298,2010,1947296002
JP,498,2010,512230214
JP,498,2010,563284504
JP,798,2010,401999378
JP,798,2010,3935447692
JP,798,2010,5528278020
JP,889,2010,210571293
JP,999,2010,1670634485
KR,89,2010,43682667
KR,298,2010,18216603
KR,298,2010,131786357
KR,498,2010,33512249
KR,498,2010,36112982
KR,798,2010,36764002
KR,798,2010,314459246
KR,798,2010,293257802
KR,889,2010,5886301
KR,999,2010,68020715
LU,89,2010,20052844
LU,298,2010,1981749
LU,298,2010,129969442
LU,498,2010,24137999
LU,498,2010,8187557
LU,798,2010,7320751
LU,798,2010,15339739
LU,798,2010,30603693
LU,889,2010,0
LU,999,2010,75268115
NL,89,2010,62685659
NL,298,2010,12669642
NL,298,2010,1355950807
NL,498,2010,72005925
NL,498,2010,156173348
NL,798,2010,73534121
NL,798,2010,273036605
NL,798,2010,121608570
NL,889,2010,16348
NL,999,2010,2797122143
NZ,89,2010,0
NZ,298,2010,0
NZ,298,2010,12210675
NZ,498,2010,3066519
NZ,498,2010,2986779
NZ,798,2010,1775205
NZ,798,2010,10781645
NZ,798,2010,39679734
NZ,889,2010,195438930
NZ,999,2010,43800759
NO,89,2010,125879237
NO,298,2010,2259870
NO,298,2010,1075905059
NO,498,2010,122124916
NO,498,2010,135332017
NO,798,2010,174224601
NO,798,2010,451900559
NO,798,2010,150740938
NO,889,2010,2044523
NO,999,2010,1575681043
PT,89,2010,16420189
PT,298,2010,300367
PT,298,2010,314998307
PT,498,2010,469614
PT,498,2010,9209242
PT,798,2010,17499
PT,798,2010,14349746
PT,798,2010,32919049
PT,889,2010,4405
PT,999,2010,30155229
ES,89,2010,94577212
ES,298,2010,364706906
ES,298,2010,942191980
ES,498,2010,844425199
ES,498,2010,668317895
ES,798,2010,148110393
ES,798,2010,120184632
ES,798,2010,150426608
ES,889,2010,5104804
ES,999,2010,922099953
SE,89,2010,192499504
SE,298,2010,4171056
SE,298,2010,948291740
SE,498,2010,111149975
SE,498,2010,73714348
SE,798,2010,125863281
SE,798,2010,297895701
SE,798,2010,94260597
SE,889,2010,28367
SE,999,2010,1336572760
CH,89,2010,171821466
CH,298,2010,13901738
CH,298,2010,339012182
CH,498,2010,80089333
CH,498,2010,70589407
CH,798,2010,51183890
CH,798,2010,198218923
CH,798,2010,98057421
CH,889,2010,183566
CH,999,2010,908301973
GB,89,2010,61640786
GB,298,2010,30393204
GB,298,2010,3391354739
GB,498,2010,135184410
GB,498,2010,61340733
GB,798,2010,231018868
GB,798,2010,1766783468
GB,798,2010,328092192
GB,889,2010,9493662
GB,999,2010,2911972737
US,89,2010,536774598
US,298,2010,390384121
US,298,2010,7964222778
US,498,2010,2092496264
US,498,2010,867004628
US,798,2010,3025480658
US,798,2010,5425482763
US,798,2010,902658347
US,889,2010,277418078
US,999,2010,6928549934
1,89,2010,0
1,298,2010,0
1,298,2010,132383921
1,498,2010,0
1,498,2010,0
1,798,2010,0
1,798,2010,0
1,798,2010,0
1,889,2010,0
1,999,2010,0
2,89,2010,0
2,298,2010,0
2,298,2010,2375093867
2,498,2010,0
2,498,2010,0
2,798,2010,0
2,798,2010,0
2,798,2010,0
2,889,2010,0
