country,bundle,year,in-oda-gross-bundle
AR,B,2007,9462726
AR,C,2007,21965
AR,D,2007,27742
AR,E,2007,37578989
AR,F,2007,14880760
AR,G,2007,40745249
AZ,A,2007,81052768
AZ,B,2007,9726301
AZ,C,2007,3768307
AZ,E,2007,76600052
AZ,F,2007,4873456
AZ,G,2007,22917140
BA,A,2007,43129970
BA,B,2007,86951788
BA,C,2007,486952
BA,E,2007,184025997
BA,F,2007,39145818
BA,G,2007,91669122
BB,B,2007,2536321
BB,E,2007,3224014
BB,F,2007,51078
BB,G,2007,4875996
BD,A,2007,243944773
BD,B,2007,678466594
BD,C,2007,105681509
BD,D,2007,827115
BD,E,2007,437063725
BD,F,2007,182860143
BD,G,2007,185693908
BF,A,2007,110115051
BF,B,2007,441152458
BF,C,2007,36454839
BF,D,2007,1102867
BF,E,2007,209519723
BF,F,2007,28378043
BF,G,2007,110487293
BI,A,2007,23167126
BI,B,2007,120778431
BI,C,2007,51638719
BI,D,2007,622330
BI,E,2007,197611662
BI,F,2007,36287617
BI,G,2007,70186688
BJ,A,2007,36850471
BJ,B,2007,201741664
BJ,C,2007,1860416
BJ,D,2007,837880
BJ,E,2007,143325009
BJ,F,2007,33045835
BJ,G,2007,60859602
BO,A,2007,23554014
BO,B,2007,99537829
BO,C,2007,39013733
BO,D,2007,1742708
BO,E,2007,250601799
BO,F,2007,5878467
BO,G,2007,126222443
BR,A,2007,65065948
BR,B,2007,16484652
BR,C,2007,246472
BR,D,2007,1724540
BR,E,2007,119648493
BR,F,2007,41788488
BR,G,2007,224157950
BT,A,2007,9459012
BT,B,2007,14112008
BT,C,2007,278821
BT,D,2007,257886
BT,E,2007,37211046
BT,F,2007,227143
BT,G,2007,27715173
BW,B,2007,23805301
BW,C,2007,213442
BW,E,2007,62157715
BW,F,2007,5188871
BW,G,2007,24402375
BY,B,2007,5007520
BY,C,2007,170436
BY,D,2007,1287
BY,E,2007,30907108
BY,F,2007,12725337
BY,G,2007,18158080
BZ,B,2007,2299123
BZ,E,2007,7180602
BZ,F,2007,1330688
BZ,G,2007,4500843
CD,A,2007,113234840
CD,B,2007,308566639
CD,C,2007,115890508
CD,D,2007,3387402
CD,E,2007,535048981
CD,F,2007,314477150
CD,G,2007,117826303
CF,A,2007,3388024
CF,B,2007,80260690
CF,C,2007,27768611
CF,D,2007,430305
CF,E,2007,63517557
CF,F,2007,23593614
CF,G,2007,31263762
CG,A,2007,1583608
CG,B,2007,8922983
CG,C,2007,11280471
CG,D,2007,109013
CG,E,2007,59907915
CG,F,2007,36355178
CG,G,2007,23918969
CI,A,2007,4550328
CI,B,2007,12793714
CI,C,2007,13504441
CI,D,2007,1467834
CI,E,2007,169196040
CI,F,2007,71647150
CI,G,2007,33962496
CK,B,2007,3427945
CK,D,2007,36361
CK,E,2007,6600648
CK,G,2007,1337281
CL,A,2007,47700580
CL,B,2007,2924598
CL,C,2007,568867
CL,D,2007,105683
CL,E,2007,25490794
CL,F,2007,11899134
CL,G,2007,38615513
CM,A,2007,61496314
CM,B,2007,60735264
CM,C,2007,3593942
CM,D,2007,964763
CM,E,2007,146928249
CM,F,2007,1706453864
CM,G,2007,99838599
CN,A,2007,1672224294
CN,B,2007,68446990
CN,C,2007,17534561
CN,D,2007,414741
CN,E,2007,348043154
CN,F,2007,409367300
CN,G,2007,693449450
CO,B,2007,67972213
CO,C,2007,12297399
CO,D,2007,858025
CO,E,2007,318499989
CO,F,2007,29151145
CO,G,2007,353889913
CR,A,2007,30729569
CR,B,2007,5517187
CR,C,2007,122614
CR,D,2007,23704
CR,E,2007,24014494
CR,F,2007,24549315
CR,G,2007,47198201
CU,A,2007,-1834647
CU,B,2007,1948271
CU,C,2007,2076362
CU,D,2007,158480
CU,E,2007,50359123
CU,F,2007,2826023
CU,G,2007,18973188
CV,A,2007,30875294
CV,B,2007,41060070
CV,C,2007,5533645
CV,D,2007,324096
CV,E,2007,41787062
CV,F,2007,28912901
CV,G,2007,24727554
DJ,A,2007,14015519
DJ,B,2007,35153029
DJ,C,2007,2657596
DJ,D,2007,61791
DJ,E,2007,35925097
DJ,F,2007,10202297
DJ,G,2007,12910431
DM,A,2007,2550462
DM,B,2007,3586917
DM,E,2007,11970084
DM,F,2007,1263594
DM,G,2007,1409332
DO,A,2007,12376266
DO,B,2007,83923477
DO,C,2007,642032
DO,D,2007,545907
DO,E,2007,101342935
DO,F,2007,7893733
DO,G,2007,43220339
DZ,A,2007,88042403
DZ,B,2007,58705094
DZ,C,2007,14674362
DZ,D,2007,749393
DZ,E,2007,32338064
DZ,F,2007,175976329
DZ,G,2007,67598877
EC,A,2007,9188026
EC,B,2007,35680611
EC,C,2007,695474
EC,D,2007,749796
EC,E,2007,129751797
EC,F,2007,8149565
EC,G,2007,92846691
EG,A,2007,263634268
EG,B,2007,470277119
EG,C,2007,137704001
EG,D,2007,368270
EG,E,2007,463626560
EG,F,2007,198102694
EG,G,2007,110478984
ER,A,2007,26256440
ER,B,2007,13403359
ER,C,2007,13012184
ER,D,2007,7723
ER,E,2007,80781414
ER,F,2007,2605486
ER,G,2007,17797428
ET,A,2007,305686544
ET,B,2007,780902400
ET,C,2007,407886909
ET,D,2007,234120
ET,E,2007,752834149
ET,F,2007,28866871
ET,G,2007,250998410
FJ,B,2007,10023223
FJ,C,2007,427813
FJ,D,2007,361212
FJ,E,2007,12303134
FJ,F,2007,982911
FJ,G,2007,38223368
GA,A,2007,8405457
GA,B,2007,4753941
GA,D,2007,89580
GA,E,2007,21961355
GA,F,2007,27839223
GA,G,2007,32899924
GD,A,2007,6200749
GD,B,2007,348860
GD,E,2007,1364602
GD,F,2007,430018
GD,G,2007,518565
GE,A,2007,67218247
GE,B,2007,109606272
GE,C,2007,8136722
GE,D,2007,115031
GE,E,2007,118986010
GE,F,2007,78369668
GE,G,2007,44220223
GH,A,2007,193011849
GH,B,2007,468442433
GH,C,2007,23405181
GH,D,2007,216362
GH,E,2007,343763640
GH,F,2007,27287858
GH,G,2007,102387459
GM,A,2007,19260163
GM,B,2007,10656093
GM,C,2007,4490740
GM,D,2007,60078
GM,E,2007,47360630
GM,F,2007,16611209
GM,G,2007,8547193
GN,A,2007,40071934
GN,B,2007,34101537
GN,C,2007,17359468
GN,D,2007,304161
GN,E,2007,105229041
GN,F,2007,54362900
GN,G,2007,26238356
GQ,A,2007,218285
GQ,B,2007,3658036
GQ,E,2007,10278634
GQ,F,2007,3200874
GQ,G,2007,15090713
GT,A,2007,1148085
GT,B,2007,54631235
GT,C,2007,30453993
GT,D,2007,760243
GT,E,2007,176271523
GT,F,2007,199450380
GT,G,2007,77881663
GW,A,2007,16556220
GW,B,2007,17100374
GW,C,2007,10206879
GW,D,2007,1203216
GW,E,2007,59477036
GW,F,2007,10329501
GW,G,2007,14139228
GY,A,2007,53979
GY,B,2007,10806274
GY,C,2007,142879
GY,E,2007,48849580
GY,F,2007,726962
GY,G,2007,12366977
HN,A,2007,67290114
HN,B,2007,48938883
HN,C,2007,22217531
HN,D,2007,380626
HN,E,2007,140158813
HN,F,2007,96438131
HN,G,2007,71621345
HR,A,2007,6587467
HR,B,2007,16901801
HR,E,2007,113876598
HR,F,2007,14048813
HR,G,2007,30614168
HT,B,2007,93843957
HT,C,2007,47189305
HT,D,2007,2392146
HT,E,2007,329145524
HT,F,2007,84962289
HT,G,2007,84669059
ID,A,2007,1039027386
ID,B,2007,783753044
ID,C,2007,23523791
ID,D,2007,1133262
ID,E,2007,676811438
ID,F,2007,101397827
ID,G,2007,657041119
IN,A,2007,1871917816
IN,B,2007,231475614
IN,C,2007,43368690
IN,D,2007,2517116
IN,E,2007,780407170
IN,F,2007,52807488
IN,G,2007,240070284
IQ,A,2007,2719625
IQ,B,2007,3100456256
IQ,C,2007,5523802
IQ,D,2007,578256
IQ,E,2007,1124827119
IQ,F,2007,5309386898
IQ,G,2007,407747692
IR,A,2007,3752491
IR,B,2007,4756073
IR,C,2007,2101983
IR,E,2007,22219688
IR,F,2007,55669719
IR,G,2007,26676683
JM,A,2007,15366812
JM,B,2007,5989117
JM,E,2007,63720495
JM,F,2007,11071838
JM,G,2007,9540411
JO,A,2007,27520095
JO,B,2007,82074194
JO,C,2007,621753
JO,D,2007,19309
JO,E,2007,332449316
JO,F,2007,95853687
JO,G,2007,48867634
KE,A,2007,345743296
KE,B,2007,334735033
KE,C,2007,150654258
KE,D,2007,676898
KE,E,2007,492759906
KE,F,2007,46048711
KE,G,2007,185622332
KG,A,2007,25022223
KG,B,2007,36168001
KG,C,2007,11952157
KG,D,2007,7723
KG,E,2007,72775763
KG,F,2007,6055957
KG,G,2007,66027061
KH,A,2007,56782286
KH,B,2007,114900243
KH,C,2007,11634871
KH,D,2007,5733800
KH,E,2007,301998831
KH,F,2007,9032861
KH,G,2007,152084656
KI,B,2007,4994197
KI,C,2007,101660
KI,E,2007,22732731
KI,F,2007,47604
KI,G,2007,6464992
KM,A,2007,5143177
KM,B,2007,321382
KM,D,2007,200328
KM,E,2007,21594722
KM,F,2007,13585795
KM,G,2007,3619285
KN,B,2007,240050
KN,E,2007,885816
KN,F,2007,24188
KN,G,2007,1052256
KP,B,2007,28769988
KP,C,2007,25414812
KP,E,2007,46281777
KP,F,2007,1823367
KP,G,2007,3955800
KZ,A,2007,41761797
KZ,B,2007,6126552
KZ,C,2007,78717
KZ,E,2007,83418888
KZ,F,2007,8386507
KZ,G,2007,40266864
LA,A,2007,51769180
LA,B,2007,47372265
LA,C,2007,10585766
LA,D,2007,2370628
LA,E,2007,125818424
LA,F,2007,2982101
LA,G,2007,118425862
LB,A,2007,68980195
LB,B,2007,45628132
LB,C,2007,31999366
LB,D,2007,511286
LB,E,2007,271241486
LB,F,2007,70703090
LB,G,2007,93802331
LC,A,2007,7437090
LC,B,2007,315685
LC,E,2007,4579517
LC,F,2007,482288
LC,G,2007,3612283
LK,A,2007,405046616
LK,B,2007,100515096
LK,C,2007,40613044
LK,D,2007,1128858
LK,E,2007,279999953
LK,F,2007,14039570
LK,G,2007,124995396
LR,B,2007,516918979
LR,C,2007,52171157
LR,D,2007,426255
LR,E,2007,185268532
LR,F,2007,16836428
LR,G,2007,16229987
LS,A,2007,25436583
LS,B,2007,31981022
LS,C,2007,27248670
LS,E,2007,29857693
LS,F,2007,361697
LS,G,2007,14164345
LY,B,2007,1041376
LY,E,2007,7787139
LY,F,2007,3993897
LY,G,2007,4510393
MA,A,2007,512039802
MA,B,2007,282184575
MA,C,2007,30697
MA,D,2007,1500790
MA,E,2007,197442666
MA,F,2007,257610963
MA,G,2007,146767720
MD,A,2007,31492319
MD,B,2007,92557034
MD,C,2007,11072500
MD,D,2007,13516
MD,E,2007,79590748
MD,F,2007,15029859
MD,G,2007,34638353
ME,A,2007,9316992
ME,B,2007,4854246
ME,E,2007,55552406
ME,F,2007,5170081
ME,G,2007,16542850
MG,A,2007,183120940
MG,B,2007,208549378
MG,C,2007,50933366
MG,D,2007,4095678
MG,E,2007,230282921
MG,F,2007,153016991
MG,G,2007,130532946
MH,B,2007,52461375
MH,E,2007,1065635
MH,F,2007,7698
MH,G,2007,3889223
MK,A,2007,37300118
MK,B,2007,20346427
MK,E,2007,113328674
MK,F,2007,9383772
MK,G,2007,47493780
ML,A,2007,128943070
ML,B,2007,278769411
ML,C,2007,24282237
ML,D,2007,1558022
ML,E,2007,316525342
ML,F,2007,164347664
ML,G,2007,117708828
MM,B,2007,41634249
MM,C,2007,14616849
MM,D,2007,3710531
MM,E,2007,108951299
MM,F,2007,9896046
MM,G,2007,38741672
MN,A,2007,49721557
MN,B,2007,39179050
MN,C,2007,4649953
MN,D,2007,456025
MN,E,2007,51223558
MN,F,2007,12227629
MN,G,2007,73807493
MR,A,2007,86835307
MR,B,2007,63431842
MR,C,2007,27677020
MR,D,2007,758436
MR,E,2007,106845220
MR,F,2007,26335474
MR,G,2007,35386559
MS,B,2007,19985301
MS,E,2007,7625323
MS,F,2007,262
MS,G,2007,2790518
MU,A,2007,6555019
MU,B,2007,54267312
MU,D,2007,7723
MU,E,2007,6918642
MU,F,2007,15228588
MU,G,2007,13776384
MV,A,2007,7405133
MV,B,2007,7619602
MV,C,2007,2054469
MV,E,2007,11575443
MV,F,2007,85896
MV,G,2007,8105752
MW,A,2007,33360877
MW,B,2007,226443647
MW,C,2007,49657047
MW,D,2007,788124
MW,E,2007,283127258
MW,F,2007,1183352183
MW,G,2007,125204039
MX,A,2007,27891542
MX,B,2007,12593558
MX,C,2007,49836
MX,D,2007,345481
MX,E,2007,83755963
MX,F,2007,25717324
MX,G,2007,114752374
MY,A,2007,416092418
MY,B,2007,894224
MY,D,2007,172494
MY,E,2007,8006241
MY,F,2007,8954300
MY,G,2007,45654356
MZ,A,2007,262125373
MZ,B,2007,757877161
MZ,C,2007,76636265
MZ,D,2007,3362918
MZ,E,2007,485366576
MZ,F,2007,20749118
MZ,G,2007,170600016
NA,A,2007,8343938
NA,B,2007,36781106
NA,C,2007,149662
NA,D,2007,180213
NA,E,2007,131270539
NA,F,2007,2399122
NA,G,2007,39675732
NE,A,2007,22092209
NE,B,2007,175646212
NE,C,2007,77784025
NE,D,2007,1295313
NE,E,2007,164901854
NE,F,2007,22062085
NE,G,2007,79082680
NG,A,2007,526231356
NG,B,2007,45366858
NG,C,2007,17516218
NG,D,2007,323968
NG,E,2007,486435022
NG,F,2007,786616472
NG,G,2007,200071568
NI,A,2007,57516399
NI,B,2007,216464783
NI,C,2007,30743906
NI,D,2007,2431011
NI,E,2007,274858053
NI,F,2007,9454332
NI,G,2007,103386180
NP,A,2007,39809933
NP,B,2007,173194783
NP,C,2007,30616240
NP,D,2007,906844
NP,E,2007,219073050
NP,F,2007,34626742
NP,G,2007,100596683
NR,B,2007,116319109
NR,C,2007,640590
NR,E,2007,14261571
NR,G,2007,27136462
NU,B,2007,13131666
NU,E,2007,3770493
NU,G,2007,475427
OM,B,2007,33441
OM,E,2007,8331031
OM,F,2007,442705
OM,G,2007,2239117
PA,B,2007,5351442
PA,C,2007,263560
PA,E,2007,17614477
PA,F,2007,1245666
PA,G,2007,21452044
PE,A,2007,363513361
PE,B,2007,36109869
PE,C,2007,15848562
PE,D,2007,1473633
PE,E,2007,261462214
PE,F,2007,28170134
PE,G,2007,141472583
PG,A,2007,1002432
PG,B,2007,180682596
PG,C,2007,20249
PG,D,2007,1426017
PG,E,2007,50093927
PG,F,2007,24803
PG,G,2007,250867224
PH,A,2007,1015133115
PH,B,2007,46962522
PH,C,2007,3847740
PH,D,2007,1497983
PH,E,2007,240884063
PH,F,2007,4893529
PH,G,2007,220556624
PK,A,2007,420788747
PK,B,2007,1109448962
PK,C,2007,26164686
PK,D,2007,1196832
PK,E,2007,531219573
PK,F,2007,33724349
PK,G,2007,196705745
PS,A,2007,4310900
PS,B,2007,254476782
PS,C,2007,108815165
PS,D,2007,1847979
PS,E,2007,934841647
PS,F,2007,8868969
PS,G,2007,137217456
PW,B,2007,15369698
PW,E,2007,5584448
PW,G,2007,4718868
PY,A,2007,60832859
PY,B,2007,17859965
PY,C,2007,207798
PY,D,2007,41194
PY,E,2007,58355256
PY,F,2007,2272472
PY,G,2007,44276548
RS,A,2007,88887945
RS,B,2007,88155641
RS,D,2007,1403468
RS,E,2007,432878216
RS,F,2007,24730117
RS,G,2007,216222369
RW,A,2007,55303877
RW,B,2007,251154155
RW,C,2007,25814364
RW,D,2007,212921
RW,E,2007,269958507
RW,F,2007,10294934
RW,G,2007,97727162
SA,E,2007,588436
SA,F,2007,4362747
SA,G,2007,10045402
SB,A,2007,-40404
SB,B,2007,6468685
SB,C,2007,335823
SB,D,2007,1284524
SB,E,2007,41117916
SB,F,2007,189905
SB,G,2007,288781676
SC,B,2007,111643
SC,D,2007,78080
SC,E,2007,1446875
SC,F,2007,570258
SC,G,2007,3118116
SD,A,2007,1624527
SD,B,2007,500450552
SD,C,2007,675784119
SD,D,2007,2043869
SD,E,2007,750856674
SD,F,2007,11901758
SD,G,2007,137719843
SH,B,2007,26906162
SH,E,2007,2995424
SH,F,2007,79853
SH,G,2007,9041353
SL,A,2007,17615033
SL,B,2007,64641956
SL,C,2007,25028584
SL,D,2007,68067
SL,E,2007,147213101
SL,F,2007,802853022
SL,G,2007,59010639
SN,A,2007,196420272
SN,B,2007,120382055
SN,C,2007,17788330
SN,D,2007,5036912
SN,E,2007,244221845
SN,F,2007,99108398
SN,G,2007,138749159
SO,B,2007,33466133
SO,C,2007,80020113
SO,D,2007,481662
SO,E,2007,257533745
SO,F,2007,7798725
SO,G,2007,13799452
SR,A,2007,2489702
SR,B,2007,108535682
SR,C,2007,1290061
SR,D,2007,20597
SR,E,2007,43216543
SR,F,2007,503449
SR,G,2007,2208995
ST,A,2007,1938761
ST,B,2007,4327366
ST,C,2007,2177432
ST,D,2007,330222
ST,E,2007,13175898
ST,F,2007,89088840
ST,G,2007,9973478
SV,A,2007,28929627
SV,B,2007,34437012
SV,C,2007,8967961
SV,D,2007,829680
SV,E,2007,109253204
SV,F,2007,4659504
SV,G,2007,51716044
SY,A,2007,1768663
SY,B,2007,35822911
SY,C,2007,718356
SY,D,2007,108680
SY,E,2007,33296435
SY,F,2007,61201510
SY,G,2007,50690635
SZ,A,2007,6550333
SZ,B,2007,4705980
SZ,C,2007,11054876
SZ,E,2007,29995130
SZ,F,2007,39024
SZ,G,2007,5004284
TC,B,2007,11636855
TC,C,2007,546383
TC,E,2007,396186
TC,F,2007,192581
TC,G,2007,18465
TD,A,2007,29853421
TD,B,2007,40588652
TD,C,2007,84525442
TD,D,2007,995691
TD,E,2007,173331094
TD,F,2007,24950758
TD,G,2007,37100164
TG,B,2007,5356154
TG,C,2007,1795216
TG,D,2007,372150
TG,E,2007,83977893
TG,F,2007,31062144
TG,G,2007,14382978
TH,A,2007,120918109
TH,B,2007,27147296
TH,C,2007,19884820
TH,D,2007,507738
TH,E,2007,98243498
TH,F,2007,20068446
TH,G,2007,126673794
TJ,A,2007,8868318
TJ,B,2007,30494828
TJ,C,2007,15724544
TJ,D,2007,119962
TJ,E,2007,86749227
TJ,F,2007,2015403
TJ,G,2007,39665698
TK,B,2007,8867399
TK,D,2007,327249
TK,E,2007,5908637
TK,G,2007,203640
TL,B,2007,39875268
TL,C,2007,31062083
TL,D,2007,744445
TL,E,2007,117705994
TL,F,2007,2220345
TL,G,2007,132500938
TM,B,2007,2711077
TM,C,2007,384297
TM,E,2007,7905757
TM,F,2007,732285
TM,G,2007,7355391
TN,A,2007,263501797
TN,B,2007,138213582
TN,C,2007,8800836
TN,D,2007,39906
TN,E,2007,29950214
TN,F,2007,106895361
TN,G,2007,59152446
TO,A,2007,4759918
TO,B,2007,9725749
TO,D,2007,179446
TO,E,2007,16117784
TO,F,2007,5606
TO,G,2007,11197516
TR,A,2007,553512762
TR,B,2007,115106170
TR,D,2007,39263
TR,E,2007,414885094
TR,F,2007,105868399
TR,G,2007,130164480
TT,A,2007,1366630
TT,B,2007,6424834
TT,E,2007,5921742
TT,F,2007,931104
TT,G,2007,4738977
TV,B,2007,2916873
TV,D,2007,13435
TV,E,2007,6875208
TV,G,2007,3432192
TZ,A,2007,305079841
TZ,B,2007,1110645965
TZ,C,2007,49307760
TZ,D,2007,2336760
TZ,E,2007,613673693
TZ,F,2007,897665560
TZ,G,2007,141574414
UA,A,2007,6626641
UA,B,2007,27461585
UA,C,2007,431251
UA,D,2007,9011
UA,E,2007,223050540
UA,F,2007,54782138
UA,G,2007,88938922
UG,A,2007,332210688
UG,B,2007,437422608
UG,C,2007,139569544
UG,D,2007,938861
UG,E,2007,669784490
UG,F,2007,9246753
UG,G,2007,120977917
UY,A,2007,472107
UY,B,2007,9098226
UY,D,2007,22528
UY,E,2007,17657952
UY,F,2007,1436953
UY,G,2007,17266021
UZ,A,2007,22377640
UZ,B,2007,8364597
UZ,C,2007,775006
UZ,D,2007,87137
UZ,E,2007,50323011
UZ,F,2007,7279157
UZ,G,2007,33486919
VC,A,2007,1853078
VC,B,2007,2799729
VC,E,2007,12406663
VC,F,2007,42639958
VC,G,2007,3472927
VE,A,2007,5899428
VE,B,2007,1892755
VE,C,2007,181567
VE,D,2007,23815
VE,E,2007,31688583
VE,F,2007,7724356
VE,G,2007,18975607
VN,A,2007,1475896801
VN,B,2007,624530926
VN,C,2007,4173948
VN,D,2007,4987127
VN,E,2007,332434646
VN,F,2007,79892234
VN,G,2007,364415244
VU,B,2007,5548042
VU,D,2007,1372495
VU,E,2007,18308374
VU,F,2007,1181816
VU,G,2007,45419558
WF,B,2007,43538492
WF,E,2007,7605422
WF,G,2007,67353469
WS,A,2007,6140319
WS,B,2007,4692309
WS,D,2007,111191
WS,E,2007,10718111
WS,F,2007,3881
WS,G,2007,28736086
YE,A,2007,136675630
YE,B,2007,34299630
YE,C,2007,14008821
YE,D,2007,448911
YE,E,2007,110148019
YE,F,2007,21266278
YE,G,2007,41262434
YT,A,2007,5450382
YT,B,2007,62697131
YT,E,2007,46431648
YT,F,2007,4882
YT,G,2007,298036587
ZA,A,2007,260747811
ZA,B,2007,97402004
ZA,C,2007,860864
ZA,D,2007,1440682
ZA,E,2007,447035443
ZA,F,2007,4012260
ZA,G,2007,189006723
ZM,A,2007,73610712
ZM,B,2007,431059265
ZM,C,2007,21704150
ZM,D,2007,1695392
ZM,E,2007,340986424
ZM,F,2007,102945680
ZM,G,2007,86448063
ZW,A,2007,98
ZW,B,2007,24927569
ZW,C,2007,179132655
ZW,D,2007,401236
ZW,E,2007,218914809
ZW,F,2007,3415062
ZW,G,2007,51614770
51,A,2008,557451458
51,B,2008,359980993
51,C,2008,29582090
51,D,2008,1416950
51,E,2008,538651051
51,F,2008,153844014
51,G,2008,290265134
52,A,2008,145299928
52,B,2008,557269011
52,C,2008,11014011
52,D,2008,15655
52,E,2008,118893840
52,F,2008,57378680
52,G,2008,260346107
53,A,2008,152325122
53,B,2008,128874304
53,C,2008,6057478
53,D,2008,287656
53,E,2008,184024665
53,F,2008,210105837
53,G,2008,190587535
54,B,2008,14969819
54,E,2008,93383643
54,F,2008,1052928
54,G,2008,178685576
55,A,2008,179151875
55,B,2008,2327072350
55,C,2008,455938942
55,D,2008,1282436129
55,E,2008,4176414034
55,F,2008,9622711489
55,G,2008,4153518418
56,A,2008,71890648
56,B,2008,142254179
56,C,2008,666799
56,D,2008,2716
56,E,2008,221702156
56,F,2008,86542349
56,G,2008,199947380
57,A,2008,1538341
57,B,2008,28389665
57,C,2008,379836
57,E,2008,54017437
57,F,2008,27108675
57,G,2008,67502540
58,B,2008,347617313
58,C,2008,9378499
58,D,2008,125488
58,E,2008,53209814
58,F,2008,11698981
58,G,2008,96643950
59,A,2008,37413880
59,B,2008,46440901
59,C,2008,1637127
59,E,2008,157973438
59,F,2008,15463306
59,G,2008,33694964
60,A,2008,12359012
60,B,2008,25232032
60,C,2008,9050959
60,D,2008,38364
60,E,2008,55159258
60,F,2008,17545785
60,G,2008,112071421
61,A,2008,96465938
61,B,2008,22601542
61,D,2008,98290
61,E,2008,93814308
61,F,2008,11196271
61,G,2008,107906364
62,B,2008,11968692
62,C,2008,189918
62,E,2008,43784426
62,F,2008,92783831
62,G,2008,26563053
63,A,2008,4049384
63,B,2008,26078610
63,C,2008,94959
63,D,2008,373012
63,E,2008,85197666
63,F,2008,12550609
63,G,2008,84807494
64,A,2008,5805935
64,B,2008,67439266
64,C,2008,373842
64,E,2008,64733115
64,F,2008,160511
64,G,2008,26908048
65,A,2008,38955515
65,B,2008,768311135
65,C,2008,38512317
65,D,2008,3610429
65,E,2008,742581600
65,F,2008,171986630
65,G,2008,263569407
66,A,2008,38685
66,B,2008,16268058
66,D,2008,1344190
66,E,2008,15320519
66,F,2008,2793444
66,G,2008,2981627
67,B,2008,2581835
67,E,2008,35921151
67,F,2008,16095
67,G,2008,18352529
AF,A,2008,43989273
AF,B,2008,1392470257
AF,C,2008,338455049
AF,D,2008,5460777
AF,E,2008,1888133881
AF,F,2008,24338068
AF,G,2008,1061241528
AG,E,2008,1977728
AG,F,2008,60968
AG,G,2008,1124196
AI,B,2008,3218281
AI,G,2008,48054
AL,A,2008,79523171
AL,B,2008,37883519
AL,C,2008,2057497
AL,D,2008,266592
AL,E,2008,134678580
AL,F,2008,48445318
AL,G,2008,62123262
AM,A,2008,143546702
AM,B,2008,70909074
AM,C,2008,6216724
AM,D,2008,46057
AM,E,2008,79732509
AM,F,2008,7279361
AM,G,2008,31766724
AO,A,2008,44999191
AO,B,2008,41782593
AO,C,2008,38312303
AO,D,2008,2863854
AO,E,2008,136964971
AO,F,2008,34007898
AO,G,2008,85198657
AR,A,2008,27714323
AR,B,2008,12619122
AR,C,2008,38213
AR,D,2008,71118
AR,E,2008,41027688
AR,F,2008,10346216
AR,G,2008,50755098
AZ,A,2008,67564786
AZ,B,2008,21824653
AZ,C,2008,1315354
AZ,E,2008,64314424
AZ,F,2008,4588423
AZ,G,2008,28286582
BA,A,2008,81756500
BA,B,2008,61291353
BA,C,2008,854802
BA,E,2008,168106417
BA,F,2008,36096292
BA,G,2008,94217693
BB,B,2008,4400823
BB,C,2008,21401
BB,E,2008,1360360
BB,F,2008,57998
BB,G,2008,813878
BD,A,2008,374582049
BD,B,2008,769366536
BD,C,2008,179733440
BD,D,2008,1501605
BD,E,2008,577902000
BD,F,2008,933371662
BD,G,2008,240226383
BF,A,2008,132904037
BF,B,2008,438827777
BF,C,2008,48128213
BF,D,2008,2730021
BF,E,2008,215084071
BF,F,2008,31836000
BF,G,2008,96765763
BI,A,2008,22127730
BI,B,2008,152318277
BI,C,2008,55062024
BI,D,2008,522470
BI,E,2008,186701124
BI,F,2008,53021257
BI,G,2008,78243835
BJ,A,2008,72446672
BJ,B,2008,242496650
BJ,C,2008,13734234
BJ,D,2008,2557690
BJ,E,2008,184745790
BJ,F,2008,27882743
BJ,G,2008,66802916
BO,A,2008,38638032
BO,B,2008,123731036
BO,C,2008,37115243
BO,D,2008,870585
BO,E,2008,185524256
BO,F,2008,11599137
BO,G,2008,180078989
BR,A,2008,199401335
BR,B,2008,22083641
BR,C,2008,2262711
BR,D,2008,1415805
BR,E,2008,152049285
BR,F,2008,37975104
BR,G,2008,195759072
BT,A,2008,8902329
BT,B,2008,10585689
BT,C,2008,1975004
BT,D,2008,3847
BT,E,2008,40822490
BT,F,2008,344838
BT,G,2008,19325530
BW,B,2008,20347415
BW,C,2008,232856
BW,D,2008,4521
BW,E,2008,259534666
BW,F,2008,436034037
BW,G,2008,17068201
BY,B,2008,8448607
BY,E,2008,43081197
BY,F,2008,12016465
BY,G,2008,21841362
BZ,B,2008,3186367
BZ,E,2008,10694231
BZ,F,2008,180268
BZ,G,2008,2873050
CD,A,2008,110335261
CD,B,2008,516352070
CD,C,2008,210484179
CD,D,2008,2627641
CD,E,2008,732292390
CD,F,2008,185114335
CD,G,2008,167558996
CF,A,2008,1942025
CF,B,2008,64174514
CF,C,2008,34751121
CF,D,2008,432940
CF,E,2008,118967346
CF,F,2008,51135694
CF,G,2008,17638045
CG,A,2008,3567812
CG,B,2008,24532912
CG,C,2008,11589286
CG,D,2008,1466877
CG,E,2008,64018170
CG,F,2008,356012698
CG,G,2008,20789129
CI,A,2008,11208967
CI,B,2008,378034654
CI,C,2008,22799094
CI,D,2008,112035
CI,E,2008,304640162
CI,F,2008,52881036
CI,G,2008,32977014
CK,B,2008,1218420
CK,E,2008,1723686
CK,G,2008,2761510
CL,A,2008,42584802
CL,B,2008,2708459
CL,C,2008,749409
CL,D,2008,301868
CL,E,2008,13553457
CL,F,2008,10741745
CL,G,2008,50531802
CM,A,2008,102066216
CM,B,2008,193052758
CM,C,2008,17598112
CM,D,2008,984837
CM,E,2008,134544220
CM,F,2008,562424332
CM,G,2008,72830679
CN,A,2008,1589631091
