country,year,oof-bundle,in-oof-bundle
SI,2006,B,0
SB,2006,B,0
SO,2006,B,0
62,2006,B,0
ZA,2006,B,0
63,2006,B,0
64,2006,B,0
65,2006,B,0
SS,2006,B,0
LK,2006,B,7410000
SH,2006,B,0
KN,2006,B,0
LC,2006,B,0
VC,2006,B,0
66,2006,B,7260000
SD,2006,B,8440000
SR,2006,B,0
SZ,2006,B,0
SY,2006,B,0
TJ,2006,B,0
TZ,2006,B,0
TH,2006,B,227990000
TL,2006,B,0
TG,2006,B,0
TO,2006,B,0
TT,2006,B,73250000
TN,2006,B,830000
TR,2006,B,111080000
TM,2006,B,0
TC,2006,B,0
TV,2006,B,0
UG,2006,B,0
UA,2006,B,29200000
UY,2006,B,0
UZ,2006,B,0
VU,2006,B,0
VE,2006,B,43930000
VN,2006,B,87980000
WF,2006,B,0
PS,2006,B,0
67,2006,B,0
YE,2006,B,0
ZM,2006,B,0
ZW,2006,B,0
AF,2007,B,0
51,2007,B,0
AL,2007,B,290000
52,2007,B,0
AO,2007,B,0
AI,2007,B,0
AG,2007,B,0
AR,2007,B,1330000
AM,2007,B,0
53,2007,B,0
AZ,2007,B,9190000
BD,2007,B,54090000
BB,2007,B,19140000
BY,2007,B,0
BZ,2007,B,0
BJ,2007,B,0
BT,2007,B,0
BO,2007,B,2360000
BA,2007,B,6070000
BW,2007,B,0
BR,2007,B,134300000
BF,2007,B,0
BI,2007,B,0
KH,2007,B,0
CM,2007,B,0
CV,2007,B,0
CF,2007,B,0
54,2007,B,0
TD,2007,B,0
CL,2007,B,187860000
CN,2007,B,166960000
CO,2007,B,18930000
KM,2007,B,0
CD,2007,B,0
CG,2007,B,0
CK,2007,B,0
CR,2007,B,0
CI,2007,B,0
HR,2007,B,0
CU,2007,B,0
CY,2007,B,0
55,2007,B,30880000
DJ,2007,B,0
DM,2007,B,0
DO,2007,B,28840000
EC,2007,B,2360000
EG,2007,B,11260000
SV,2007,B,3180000
GQ,2007,B,0
ER,2007,B,0
ET,2007,B,0
56,2007,B,0
57,2007,B,0
FJ,2007,B,0
MK,2007,B,32130000
GA,2007,B,0
GM,2007,B,0
GE,2007,B,0
GH,2007,B,0
GD,2007,B,0
GT,2007,B,0
GN,2007,B,0
GW,2007,B,0
GY,2007,B,0
HT,2007,B,0
HN,2007,B,0
IN,2007,B,334880000
ID,2007,B,170890000
IR,2007,B,310740000
JM,2007,B,21500000
JO,2007,B,0
KZ,2007,B,109830000
KE,2007,B,90000
KI,2007,B,0
KR,2007,B,0
KP,2007,B,0
XK,2007,B,0
KG,2007,B,0
LA,2007,B,0
LB,2007,B,0
LS,2007,B,0
LR,2007,B,0
MG,2007,B,0
MW,2007,B,0
MY,2007,B,0
MV,2007,B,0
ML,2007,B,0
MT,2007,B,0
MH,2007,B,0
MR,2007,B,0
MU,2007,B,0
YT,2007,B,0
MX,2007,B,601500000
NR,2007,B,0
58,2007,B,0
MD,2007,B,0
MN,2007,B,810000
ME,2007,B,0
MS,2007,B,0
MA,2007,B,970000
MZ,2007,B,0
MM,2007,B,0
NA,2007,B,19130000
NR,2007,B,0
NP,2007,B,0
NI,2007,B,0
NE,2007,B,0
NG,2007,B,13850000
59,2007,B,0
60,2007,B,0
61,2007,B,0
OM,2007,B,329010000
PK,2007,B,0
PW,2007,B,0
PA,2007,B,46340000
PG,2007,B,0
PY,2007,B,0
PE,2007,B,0
PH,2007,B,70720000
RW,2007,B,0
WS,2007,B,0
ST,2007,B,0
SN,2007,B,0
RS,2007,B,0
SC,2007,B,0
SL,2007,B,0
SI,2007,B,0
SB,2007,B,0
SO,2007,B,0
62,2007,B,0
ZA,2007,B,0
63,2007,B,0
64,2007,B,0
65,2007,B,0
SS,2007,B,0
LK,2007,B,10640000
SH,2007,B,0
KN,2007,B,0
LC,2007,B,0
VC,2007,B,0
66,2007,B,0
SD,2007,B,7280000
SR,2007,B,0
SZ,2007,B,0
SY,2007,B,0
TJ,2007,B,0
TZ,2007,B,0
TH,2007,B,247570000
TL,2007,B,0
TG,2007,B,0
TO,2007,B,0
TT,2007,B,10540000
TN,2007,B,26060000
TR,2007,B,221560000
TM,2007,B,0
TC,2007,B,37100000
TV,2007,B,0
UG,2007,B,90000
UA,2007,B,127820000
UY,2007,B,0
UZ,2007,B,16870000
VU,2007,B,0
VE,2007,B,179520000
VN,2007,B,76130000
WF,2007,B,0
PS,2007,B,0
67,2007,B,0
YE,2007,B,0
ZM,2007,B,57880000
ZW,2007,B,0
AF,2008,B,0
51,2008,B,0
AL,2008,B,0
52,2008,B,0
AO,2008,B,0
AI,2008,B,0
AG,2008,B,0
AR,2008,B,180700000
AM,2008,B,0
53,2008,B,0
AZ,2008,B,32720000
BD,2008,B,28690000
BB,2008,B,19890000
BY,2008,B,0
BZ,2008,B,0
BJ,2008,B,0
BT,2008,B,0
BO,2008,B,0
BA,2008,B,22120000
BW,2008,B,0
BR,2008,B,714630000
BF,2008,B,0
BI,2008,B,0
KH,2008,B,0
CM,2008,B,120000
CV,2008,B,0
CF,2008,B,0
54,2008,B,0
TD,2008,B,0
CL,2008,B,459330000
CN,2008,B,150050000
CO,2008,B,0
KM,2008,B,0
CD,2008,B,0
CG,2008,B,0
CK,2008,B,0
CR,2008,B,0
CI,2008,B,0
HR,2008,B,0
CU,2008,B,0
CY,2008,B,0
55,2008,B,39830000
DJ,2008,B,0
DM,2008,B,0
DO,2008,B,66190000
EC,2008,B,1120000
EG,2008,B,86450000
SV,2008,B,0
GQ,2008,B,0
ER,2008,B,0
ET,2008,B,0
56,2008,B,0
57,2008,B,0
FJ,2008,B,0
MK,2008,B,0
GA,2008,B,0
GM,2008,B,0
GE,2008,B,0
GH,2008,B,0
GD,2008,B,0
GT,2008,B,540000
GN,2008,B,0
GW,2008,B,0
GY,2008,B,0
HT,2008,B,0
HN,2008,B,49800000
IN,2008,B,454400000
ID,2008,B,34340000
IR,2008,B,602990000
JM,2008,B,26290000
JO,2008,B,0
KZ,2008,B,121390000
KE,2008,B,0
KI,2008,B,0
KR,2008,B,0
KP,2008,B,0
XK,2008,B,0
KG,2008,B,510000
LA,2008,B,0
LB,2008,B,0
LS,2008,B,0
LR,2008,B,0
MG,2008,B,172230000
MW,2008,B,0
MY,2008,B,0
MV,2008,B,0
ML,2008,B,0
MT,2008,B,0
MH,2008,B,0
MR,2008,B,0
MU,2008,B,0
YT,2008,B,0
MX,2008,B,1113070000
NR,2008,B,0
58,2008,B,0
MD,2008,B,0
MN,2008,B,2790000
ME,2008,B,2710000
MS,2008,B,0
MA,2008,B,280000
MZ,2008,B,0
MM,2008,B,0
NA,2008,B,0
NR,2008,B,0
NP,2008,B,0
NI,2008,B,0
NE,2008,B,0
NG,2008,B,21780000
59,2008,B,0
60,2008,B,0
61,2008,B,0
OM,2008,B,50450000
PK,2008,B,0
PW,2008,B,0
PA,2008,B,74650000
PG,2008,B,28140000
PY,2008,B,0
PE,2008,B,45030000
PH,2008,B,11260000
RW,2008,B,0
WS,2008,B,0
ST,2008,B,0
SN,2008,B,0
RS,2008,B,4250000
SC,2008,B,0
SL,2008,B,0
SI,2008,B,0
SB,2008,B,0
SO,2008,B,0
62,2008,B,0
ZA,2008,B,0
63,2008,B,0
64,2008,B,0
65,2008,B,0
SS,2008,B,0
LK,2008,B,28490000
SH,2008,B,0
KN,2008,B,0
LC,2008,B,0
VC,2008,B,0
66,2008,B,0
SD,2008,B,32710000
SR,2008,B,0
SZ,2008,B,0
SY,2008,B,0
TJ,2008,B,0
TZ,2008,B,0
TH,2008,B,0
TL,2008,B,0
TG,2008,B,0
TO,2008,B,0
TT,2008,B,12400000
TN,2008,B,130000
TR,2008,B,389320000
TM,2008,B,0
TC,2008,B,0
TV,2008,B,0
UG,2008,B,70000
UA,2008,B,360520000
UY,2008,B,0
UZ,2008,B,142630000
VU,2008,B,0
VE,2008,B,180000
VN,2008,B,251710000
WF,2008,B,0
PS,2008,B,0
67,2008,B,0
YE,2008,B,108070000
ZM,2008,B,55890000
ZW,2008,B,0
AF,2009,B,0
51,2009,B,0
AL,2009,B,6820000
52,2009,B,0
AO,2009,B,0
AI,2009,B,0
AG,2009,B,0
AR,2009,B,7740000
AM,2009,B,0
53,2009,B,0
AZ,2009,B,66800000
BD,2009,B,0
BB,2009,B,2460000
BY,2009,B,0
BZ,2009,B,0
BJ,2009,B,0
BT,2009,B,0
BO,2009,B,0
BA,2009,B,16930000
BW,2009,B,0
BR,2009,B,364370000
BF,2009,B,0
BI,2009,B,0
KH,2009,B,0
CM,2009,B,0
CV,2009,B,0
CF,2009,B,0
54,2009,B,0
TD,2009,B,0
CL,2009,B,708280000
CN,2009,B,91470000
CO,2009,B,12320000
KM,2009,B,0
CD,2009,B,0
CG,2009,B,0
CK,2009,B,0
CR,2009,B,4920000
CI,2009,B,0
HR,2009,B,0
CU,2009,B,0
CY,2009,B,0
55,2009,B,490000
DJ,2009,B,0
DM,2009,B,0
DO,2009,B,0
EC,2009,B,14440000
EG,2009,B,24080000
SV,2009,B,0
GQ,2009,B,0
ER,2009,B,0
ET,2009,B,0
56,2009,B,0
57,2009,B,0
FJ,2009,B,0
MK,2009,B,0
GA,2009,B,0
GM,2009,B,0
GE,2009,B,0
GH,2009,B,21840000
GD,2009,B,0
GT,2009,B,0
GN,2009,B,0
GW,2009,B,0
GY,2009,B,0
HT,2009,B,0
HN,2009,B,9200000
IN,2009,B,361070000
ID,2009,B,94470000
IR,2009,B,157240000
JM,2009,B,60000
JO,2009,B,0
KZ,2009,B,83890000
KE,2009,B,0
KI,2009,B,0
KR,2009,B,0
KP,2009,B,0
XK,2009,B,0
KG,2009,B,0
LA,2009,B,0
LB,2009,B,0
LS,2009,B,0
LR,2009,B,0
MG,2009,B,91720000
MW,2009,B,0
MY,2009,B,0
MV,2009,B,0
ML,2009,B,0
MT,2009,B,0
MH,2009,B,0
MR,2009,B,0
MU,2009,B,0
YT,2009,B,0
MX,2009,B,1368960000
NR,2009,B,0
58,2009,B,0
MD,2009,B,0
MN,2009,B,640000
ME,2009,B,5470000
MS,2009,B,0
MA,2009,B,41020000
MZ,2009,B,0
MM,2009,B,0
NA,2009,B,0
NR,2009,B,0
NP,2009,B,0
NI,2009,B,0
NE,2009,B,0
NG,2009,B,49460000
59,2009,B,0
60,2009,B,0
61,2009,B,0
OM,2009,B,24410000
PK,2009,B,0
PW,2009,B,0
PA,2009,B,58240000
PG,2009,B,66200000
PY,2009,B,0
PE,2009,B,391130000
PH,2009,B,71430000
RW,2009,B,0
WS,2009,B,0
ST,2009,B,0
SN,2009,B,0
RS,2009,B,3420000
SC,2009,B,0
SL,2009,B,0
SI,2009,B,0
SB,2009,B,0
SO,2009,B,0
62,2009,B,0
ZA,2009,B,123120000
63,2009,B,0
64,2009,B,0
65,2009,B,0
SS,2009,B,0
LK,2009,B,16120000
SH,2009,B,0
KN,2009,B,0
LC,2009,B,0
VC,2009,B,0
66,2009,B,0
SD,2009,B,29240000
SR,2009,B,0
SZ,2009,B,0
SY,2009,B,0
TJ,2009,B,0
TZ,2009,B,3260000
TH,2009,B,0
TL,2009,B,0
TG,2009,B,0
TO,2009,B,0
TT,2009,B,1770000
TN,2009,B,3120000
TR,2009,B,168380000
TM,2009,B,0
TC,2009,B,0
TV,2009,B,0
UG,2009,B,0
UA,2009,B,29100000
UY,2009,B,0
UZ,2009,B,305440000
VU,2009,B,0
VE,2009,B,0
VN,2009,B,269540000
WF,2009,B,0
PS,2009,B,0
67,2009,B,0
YE,2009,B,25340000
ZM,2009,B,260000
ZW,2009,B,0
AF,2010,B,0
51,2010,B,0
AL,2010,B,3280000
52,2010,B,0
AO,2010,B,66270000
AI,2010,B,0
AG,2010,B,0
AR,2010,B,28090000
AM,2010,B,0
53,2010,B,0
AZ,2010,B,22030000
BD,2010,B,0
BB,2010,B,0
BY,2010,B,13780000
BZ,2010,B,0
BJ,2010,B,0
BT,2010,B,0
BO,2010,B,0
BA,2010,B,13910000
BW,2010,B,0
BR,2010,B,941070000
BF,2010,B,0
BI,2010,B,0
KH,2010,B,5940000
CM,2010,B,0
CV,2010,B,0
CF,2010,B,0
54,2010,B,0
TD,2010,B,0
CL,2010,B,758030000
CN,2010,B,1218540000
CO,2010,B,37870000
KM,2010,B,0
CD,2010,B,0
CG,2010,B,0
CK,2010,B,0
CR,2010,B,2160000
CI,2010,B,0
HR,2010,B,0
CU,2010,B,0
CY,2010,B,0
55,2010,B,0
DJ,2010,B,0
DM,2010,B,0
DO,2010,B,564720000
EC,2010,B,0
EG,2010,B,42180000
SV,2010,B,4330000
GQ,2010,B,0
ER,2010,B,0
ET,2010,B,163140000
56,2010,B,0
57,2010,B,0
FJ,2010,B,0
MK,2010,B,0
GA,2010,B,0
GM,2010,B,0
GE,2010,B,0
GH,2010,B,44580000
GD,2010,B,0
GT,2010,B,0
GN,2010,B,0
GW,2010,B,0
GY,2010,B,0
HT,2010,B,0
HN,2010,B,2680000
IN,2010,B,656560000
ID,2010,B,711660000
IR,2010,B,20160000
JM,2010,B,24460000
JO,2010,B,57950000
KZ,2010,B,197860000
KE,2010,B,0
KI,2010,B,0
KR,2010,B,0
KP,2010,B,0
XK,2010,B,0
KG,2010,B,0
LA,2010,B,2650000
LB,2010,B,0
LS,2010,B,0
LR,2010,B,0
MG,2010,B,236740000
MW,2010,B,0
MY,2010,B,19280000
MV,2010,B,0
ML,2010,B,1330000
MT,2010,B,0
MH,2010,B,0
MR,2010,B,0
MU,2010,B,0
YT,2010,B,0
MX,2010,B,1391460000
NR,2010,B,0
58,2010,B,0
MD,2010,B,0
MN,2010,B,3450000
ME,2010,B,0
MS,2010,B,0
MA,2010,B,0
MZ,2010,B,0
MM,2010,B,0
NA,2010,B,0
NR,2010,B,0
NP,2010,B,0
NI,2010,B,12360000
NE,2010,B,15610000
NG,2010,B,14490000
59,2010,B,0
60,2010,B,0
61,2010,B,0
OM,2010,B,0
PK,2010,B,0
PW,2010,B,0
PA,2010,B,58130000
PG,2010,B,232090000
PY,2010,B,0
PE,2010,B,494450000
PH,2010,B,183160000
RW,2010,B,19840000
WS,2010,B,0
ST,2010,B,0
SN,2010,B,0
RS,2010,B,6610000
SC,2010,B,0
SL,2010,B,0
SI,2010,B,0
SB,2010,B,2100000
SO,2010,B,0
62,2010,B,0
ZA,2010,B,8680000
63,2010,B,0
64,2010,B,0
65,2010,B,0
SS,2010,B,0
LK,2010,B,16060000
SH,2010,B,0
KN,2010,B,0
LC,2010,B,0
VC,2010,B,0
66,2010,B,0
SD,2010,B,6530000
SR,2010,B,0
SZ,2010,B,0
SY,2010,B,0
TJ,2010,B,0
TZ,2010,B,290000
TH,2010,B,11140000
TL,2010,B,0
TG,2010,B,0
TO,2010,B,0
TT,2010,B,2000000
TN,2010,B,15940000
TR,2010,B,173170000
TM,2010,B,0
TC,2010,B,0
TV,2010,B,0
UG,2010,B,510000
UA,2010,B,217390000
UY,2010,B,64400000
UZ,2010,B,322000000
VU,2010,B,0
VE,2010,B,1900000
VN,2010,B,491040000
WF,2010,B,0
PS,2010,B,0
67,2010,B,0
YE,2010,B,10000
ZM,2010,B,220000
ZW,2010,B,0
AF,2011,B,0
51,2011,B,0
AL,2011,B,8310000
52,2011,B,0
AO,2011,B,22850000
AI,2011,B,0
AG,2011,B,0
AR,2011,B,25660000
AM,2011,B,14290000
53,2011,B,0
AZ,2011,B,60530000
BD,2011,B,1330000
BB,2011,B,0
BY,2011,B,51540000
BZ,2011,B,0
BJ,2011,B,0
BT,2011,B,0
BO,2011,B,0
BA,2011,B,13400000
BW,2011,B,0
BR,2011,B,691280000
BF,2011,B,0
BI,2011,B,0
KH,2011,B,0
CM,2011,B,0
CV,2011,B,720000
CF,2011,B,0
54,2011,B,0
TD,2011,B,0
CL,2011,B,249140000
CN,2011,B,146430000
CO,2011,B,49190000
KM,2011,B,0
CD,2011,B,0
CG,2011,B,0
CK,2011,B,0
CR,2011,B,13620000
CI,2011,B,0
HR,2011,B,0
CU,2011,B,0
CY,2011,B,0
55,2011,B,1050020000
DJ,2011,B,0
DM,2011,B,0
DO,2011,B,165390000
EC,2011,B,2980000
EG,2011,B,0
SV,2011,B,0
GQ,2011,B,0
ER,2011,B,0
ET,2011,B,0
56,2011,B,1803750000
57,2011,B,173890000
FJ,2011,B,0
MK,2011,B,0
GA,2011,B,0
GM,2011,B,0
GE,2011,B,104730000
GH,2011,B,156690000
GD,2011,B,0
GT,2011,B,0
GN,2011,B,0
GW,2011,B,0
GY,2011,B,0
HT,2011,B,20340000
HN,2011,B,117430000
IN,2011,B,548730000
ID,2011,B,83900000
IR,2011,B,65920000
JM,2011,B,10830000
JO,2011,B,0
KZ,2011,B,37480000
KE,2011,B,0
KI,2011,B,0
KR,2011,B,0
KP,2011,B,41290000
XK,2011,B,0
KG,2011,B,0
LA,2011,B,2780000
LB,2011,B,0
LS,2011,B,0
LR,2011,B,0
MG,2011,B,39960000
MW,2011,B,0
MY,2011,B,1510000
MV,2011,B,5720000
ML,2011,B,3920000
MT,2011,B,0
MH,2011,B,0
MR,2011,B,0
MU,2011,B,0
YT,2011,B,0
MX,2011,B,1988170000
NR,2011,B,0
58,2011,B,364230000
MD,2011,B,0
MN,2011,B,19920000
ME,2011,B,0
MS,2011,B,0
MA,2011,B,0
MZ,2011,B,0
MM,2011,B,0
NA,2011,B,0
NR,2011,B,0
NP,2011,B,0
NI,2011,B,0
NE,2011,B,0
NG,2011,B,0
59,2011,B,5116240000
60,2011,B,0
61,2011,B,388020000
OM,2011,B,0
PK,2011,B,0
PW,2011,B,0
PA,2011,B,102470000
PG,2011,B,682810000
PY,2011,B,0
PE,2011,B,100670000
PH,2011,B,8810000
RW,2011,B,1680000
WS,2011,B,0
ST,2011,B,0
SN,2011,B,0
RS,2011,B,73570000
SC,2011,B,0
SL,2011,B,0
SI,2011,B,0
SB,2011,B,0
SO,2011,B,0
62,2011,B,0
ZA,2011,B,0
63,2011,B,0
64,2011,B,0
65,2011,B,0
SS,2011,B,0
LK,2011,B,9470000
SH,2011,B,0
KN,2011,B,0
LC,2011,B,0
VC,2011,B,0
66,2011,B,0
SD,2011,B,8300000
SR,2011,B,0
SZ,2011,B,0
SY,2011,B,0
TJ,2011,B,0
TZ,2011,B,260000
TH,2011,B,0
TL,2011,B,0
TG,2011,B,0
TO,2011,B,0
TT,2011,B,0
TN,2011,B,510000
TR,2011,B,97450000
TM,2011,B,231530000
TC,2011,B,0
TV,2011,B,0
UG,2011,B,0
UA,2011,B,1550000
UY,2011,B,64030000
UZ,2011,B,214000000
VU,2011,B,0
VE,2011,B,0
VN,2011,B,45450000
WF,2011,B,0
PS,2011,B,0
67,2011,B,0
YE,2011,B,0
ZM,2011,B,230000
ZW,2011,B,0
AF,2012,B,0
51,2012,B,0
AL,2012,B,5070000
52,2012,B,0
AO,2012,B,98330000
AI,2012,B,0
AG,2012,B,0
AR,2012,B,31830000
AM,2012,B,8470000
53,2012,B,0
AZ,2012,B,25770000
BD,2012,B,0
BB,2012,B,0
BY,2012,B,51450000
BZ,2012,B,0
BJ,2012,B,0
BT,2012,B,0
BO,2012,B,0
BA,2012,B,3360000
BW,2012,B,0
BR,2012,B,1254290000
BF,2012,B,510000
BI,2012,B,0
KH,2012,B,0
CM,2012,B,0
CV,2012,B,0
CF,2012,B,0
54,2012,B,0
TD,2012,B,0
CL,2012,B,300000000
CN,2012,B,203700000
CO,2012,B,2021750000
KM,2012,B,0
CD,2012,B,0
CG,2012,B,0
CK,2012,B,0
CR,2012,B,4000000
CI,2012,B,0
HR,2012,B,0
CU,2012,B,0
CY,2012,B,0
55,2012,B,1120000
DJ,2012,B,0
DM,2012,B,0
DO,2012,B,50000
EC,2012,B,26880000
EG,2012,B,7630000
SV,2012,B,210000
GQ,2012,B,0
ER,2012,B,0
ET,2012,B,95540000
56,2012,B,0
57,2012,B,0
FJ,2012,B,0
MK,2012,B,0
GA,2012,B,0
GM,2012,B,0
GE,2012,B,8430000
GH,2012,B,116310000
GD,2012,B,0
GT,2012,B,0
GN,2012,B,0
GW,2012,B,0
GY,2012,B,0
HT,2012,B,0
HN,2012,B,50640000
IN,2012,B,1049120000
ID,2012,B,253500000
IR,2012,B,0
JM,2012,B,770000
JO,2012,B,0
KZ,2012,B,34780000
KE,2012,B,0
KI,2012,B,0
KR,2012,B,0
KP,2012,B,0
XK,2012,B,0
KG,2012,B,0
LA,2012,B,1480000
LB,2012,B,0
LS,2012,B,0
LR,2012,B,0
MG,2012,B,0
MW,2012,B,0
MY,2012,B,20560000
MV,2012,B,0
ML,2012,B,0
MT,2012,B,0
MH,2012,B,0
MR,2012,B,0
MU,2012,B,0
YT,2012,B,0
MX,2012,B,1389370000
NR,2012,B,0
58,2012,B,0
MD,2012,B,8760000
MN,2012,B,39050000
ME,2012,B,0
MS,2012,B,0
MA,2012,B,0
MZ,2012,B,1290000
MM,2012,B,0
NA,2012,B,0
NR,2012,B,0
NP,2012,B,0
NI,2012,B,0
NE,2012,B,0
NG,2012,B,13480000
59,2012,B,0
60,2012,B,0
61,2012,B,0
OM,2012,B,0
PK,2012,B,0
PW,2012,B,0
PA,2012,B,75180000
PG,2012,B,316950000
PY,2012,B,750000
PE,2012,B,75000000
PH,2012,B,7280000
RW,2012,B,40020000
WS,2012,B,0
ST,2012,B,0
SN,2012,B,4440000
RS,2012,B,66360000
SC,2012,B,0
SL,2012,B,0
SI,2012,B,0
SB,2012,B,0
SO,2012,B,0
62,2012,B,0
ZA,2012,B,0
63,2012,B,0
64,2012,B,0
65,2012,B,0
SS,2012,B,0
LK,2012,B,0
SH,2012,B,0
KN,2012,B,0
LC,2012,B,0
VC,2012,B,0
66,2012,B,0
SD,2012,B,19180000
SR,2012,B,0
SZ,2012,B,0
SY,2012,B,0
TJ,2012,B,0
TZ,2012,B,26860000
TH,2012,B,0
TL,2012,B,0
TG,2012,B,0
TO,2012,B,0
TT,2012,B,0
TN,2012,B,0
TR,2012,B,328340000
TM,2012,B,90580000
TC,2012,B,0
TV,2012,B,0
UG,2012,B,250000
UA,2012,B,71900000
UY,2012,B,0
UZ,2012,B,215660000
VU,2012,B,0
VE,2012,B,0
VN,2012,B,64390000
WF,2012,B,0
PS,2012,B,0
67,2012,B,0
YE,2012,B,0
ZM,2012,B,0
ZW,2012,B,0
AF,2006,C,30220000
51,2006,C,7620000
AL,2006,C,77230000
52,2006,C,0
AO,2006,C,0
AI,2006,C,7040000
AG,2006,C,300000
AR,2006,C,1991300000
AM,2006,C,36860000
53,2006,C,11130000
AZ,2006,C,64380000
BD,2006,C,98490000
BB,2006,C,18490000
BY,2006,C,28850000
BZ,2006,C,29290000
BJ,2006,C,1180000
BT,2006,C,0
BO,2006,C,3470000
BA,2006,C,212070000
BW,2006,C,10850000
BR,2006,C,6707450000
BF,2006,C,1160000
BI,2006,C,0
KH,2006,C,4740000
CM,2006,C,76590000
CV,2006,C,0
CF,2006,C,68490000
54,2006,C,0
TD,2006,C,0
CL,2006,C,249300000
CN,2006,C,3763910000
CO,2006,C,2191050000
KM,2006,C,0
CD,2006,C,20960000
CG,2006,C,2590000
CK,2006,C,10550000
CR,2006,C,46180000
CI,2006,C,0
HR,2006,C,784520000
CU,2006,C,990000
CY,2006,C,0
55,2006,C,464660000
DJ,2006,C,16050000
DM,2006,C,1390000
DO,2006,C,288390000
EC,2006,C,221290000
EG,2006,C,413680000
SV,2006,C,162270000
GQ,2006,C,258530000
ER,2006,C,0
ET,2006,C,240000
56,2006,C,74080000
57,2006,C,0
FJ,2006,C,11210000
MK,2006,C,92070000
GA,2006,C,46640000
GM,2006,C,0
GE,2006,C,80480000
GH,2006,C,66990000
GD,2006,C,11810000
GT,2006,C,401450000
GN,2006,C,1160000
GW,2006,C,0
GY,2006,C,6530000
HT,2006,C,34750000
HN,2006,C,10420000
IN,2006,C,2895760000
ID,2006,C,5079910000
IR,2006,C,564940000
JM,2006,C,142350000
JO,2006,C,111310000
KZ,2006,C,745750000
KE,2006,C,47770000
KI,2006,C,0
KR,2006,C,0
KP,2006,C,0
XK,2006,C,0
KG,2006,C,15400000
LA,2006,C,53860000
LB,2006,C,122460000
LS,2006,C,0
LR,2006,C,0
MG,2006,C,2590000
MW,2006,C,1990000
MY,2006,C,448780000
MV,2006,C,34800000
ML,2006,C,0
MT,2006,C,0
MH,2006,C,0
MR,2006,C,4330000
MU,2006,C,9900000
YT,2006,C,880000
MX,2006,C,2994220000
NR,2006,C,10000
58,2006,C,260590000
MD,2006,C,47240000
MN,2006,C,6310000
ME,2006,C,21890000
MS,2006,C,0
MA,2006,C,983960000
MZ,2006,C,56670000
MM,2006,C,0
NA,2006,C,29800000
NR,2006,C,0
NP,2006,C,0
NI,2006,C,40540000
NE,2006,C,12750000
NG,2006,C,2062870000
59,2006,C,33920000
60,2006,C,0
61,2006,C,0
OM,2006,C,327250000
PK,2006,C,940720000
PW,2006,C,0
PA,2006,C,208360000
PG,2006,C,37390000
PY,2006,C,132410000
PE,2006,C,800060000
PH,2006,C,1202520000
RW,2006,C,0
WS,2006,C,0
ST,2006,C,0
SN,2006,C,23810000
RS,2006,C,666210000
SC,2006,C,0
SL,2006,C,1000000
SI,2006,C,0
SB,2006,C,0
SO,2006,C,0
62,2006,C,0
ZA,2006,C,154690000
63,2006,C,183740000
64,2006,C,56750000
65,2006,C,52970000
SS,2006,C,0
LK,2006,C,117560000
SH,2006,C,0
KN,2006,C,6460000
LC,2006,C,16330000
VC,2006,C,17160000
66,2006,C,7260000
SD,2006,C,0
SR,2006,C,16540000
SZ,2006,C,22040000
SY,2006,C,115000000
TJ,2006,C,19170000
TZ,2006,C,24070000
TH,2006,C,645300000
TL,2006,C,0
TG,2006,C,0
TO,2006,C,0
TT,2006,C,101570000
TN,2006,C,584010000
TR,2006,C,3730890000
TM,2006,C,580000
TC,2006,C,100000
TV,2006,C,0
UG,2006,C,4780000
UA,2006,C,1006960000
UY,2006,C,190000000
UZ,2006,C,113850000
VU,2006,C,0
VE,2006,C,98170000
VN,2006,C,213180000
WF,2006,C,0
PS,2006,C,0
67,2006,C,3860000
YE,2006,C,0
ZM,2006,C,15520000
ZW,2006,C,0
AF,2007,C,25430000
51,2007,C,33210000
AL,2007,C,93660000
52,2007,C,21800000
AO,2007,C,0
AI,2007,C,2000000
AG,2007,C,10190000
AR,2007,C,2323820000
AM,2007,C,86220000
53,2007,C,140000
AZ,2007,C,267180000
BD,2007,C,110720000
BB,2007,C,26230000
BY,2007,C,28800000
BZ,2007,C,38740000
BJ,2007,C,0
BT,2007,C,0
BO,2007,C,60990000
BA,2007,C,314280000
BW,2007,C,6230000
BR,2007,C,4155420000
BF,2007,C,6660000
BI,2007,C,0
KH,2007,C,1720000
CM,2007,C,110130000
CV,2007,C,0
CF,2007,C,0
54,2007,C,880000
TD,2007,C,11030000
CL,2007,C,98220000
CN,2007,C,3801380000
CO,2007,C,1860900000
KM,2007,C,0
CD,2007,C,0
CG,2007,C,16410000
CK,2007,C,0
CR,2007,C,43500000
CI,2007,C,0
HR,2007,C,443910000
CU,2007,C,16920000
CY,2007,C,0
55,2007,C,391660000
DJ,2007,C,0
DM,2007,C,920000
DO,2007,C,245200000
EC,2007,C,307380000
EG,2007,C,1987230000
SV,2007,C,182190000
GQ,2007,C,36030000
ER,2007,C,0
ET,2007,C,940000
56,2007,C,485920000
57,2007,C,0
FJ,2007,C,13490000
MK,2007,C,172620000
GA,2007,C,6420000
GM,2007,C,970000
GE,2007,C,176790000
GH,2007,C,119510000
GD,2007,C,7370000
GT,2007,C,402880000
GN,2007,C,0
GW,2007,C,0
GY,2007,C,4940000
HT,2007,C,6060000
HN,2007,C,7470000
IN,2007,C,3755850000
ID,2007,C,3151500000
IR,2007,C,257830000
JM,2007,C,97120000
