country,year,out-oda-gross
33,2002,861680000
34,2002,0
35,2002,596170000
36,2002,708520000
37,2002,532940000
38,2002,0
1,2003,113050000
2,2003,898820000
4,2003,0
6,2003,1514260000
7,2003,0
8,2003,57100000
9,2003,70170000
EU,2003,8716750000
10,2003,0
11,2003,663280000
12,2003,287890000
13,2003,0
14,2003,0
15,2003,9524110000
17,2003,788640000
18,2003,351280000
19,2003,0
21,2003,2065730000
22,2003,34850000
23,2003,88350000
24,2003,73630000
25,2003,233840000
26,2003,0
27,2003,0
28,2003,394240000
29,2003,0
31,2003,360180000
32,2003,710850000
33,2003,837280000
34,2003,0
35,2003,572170000
36,2003,670050000
37,2003,423980000
38,2003,0
1,2004,182330000
2,2004,1391650000
4,2004,0
6,2004,1319600000
7,2004,110100000
8,2004,69430000
9,2004,65080000
EU,2004,9728590000
10,2004,0
11,2004,753210000
12,2004,710850000
13,2004,0
14,2004,0
15,2004,11446130000
17,2004,681250000
18,2004,341690000
19,2004,0
21,2004,1752140000
22,2004,276260000
23,2004,72150000
24,2004,90350000
25,2004,266070000
26,2004,0
27,2004,0
28,2004,455230000
29,2004,0
31,2004,239290000
32,2004,421790000
33,2004,791080000
34,2004,0
35,2004,546160000
36,2004,527980000
37,2004,307440000
38,2004,0
1,2005,197080000
2,2005,1282030000
4,2005,0
6,2005,1532630000
7,2005,107500000
8,2005,52910000
9,2005,58930000
EU,2005,10335230000
10,2005,0
11,2005,690700000
12,2005,1193160000
13,2005,0
14,2005,0
15,2005,10552510000
17,2005,633940000
18,2005,375290000
19,2005,0
21,2005,1242860000
22,2005,267110000
23,2005,98260000
24,2005,81160000
25,2005,207150000
26,2005,0
27,2005,145600000
28,2005,472910000
29,2005,0
31,2005,242030000
32,2005,266460000
33,2005,842760000
34,2005,0
35,2005,415140000
36,2005,687560000
37,2005,657530000
38,2005,0
1,2006,211620000
2,2006,11135280000
4,2006,0
6,2006,1723720000
7,2006,126750000
8,2006,54880000
9,2006,12830000
EU,2006,11287930000
10,2006,0
11,2006,645550000
12,2006,1452630000
13,2006,85140000
14,2006,0
15,2006,46687000000
17,2006,595090000
18,2006,403540000
19,2006,0
21,2006,5464320000
22,2006,355970000
23,2006,93940000
24,2006,84760000
25,2006,305070000
26,2006,0
27,2006,209180000
28,2006,505510000
29,2006,0
31,2006,247490000
32,2006,213200000
33,2006,855760000
34,2006,0
35,2006,430620000
36,2006,429310000
37,2006,548390000
38,2006,0
1,2007,188520000
2,2007,1760220000
4,2007,0
6,2007,1891280000
7,2007,158040000
8,2007,63050000
9,2007,8530000
EU,2007,11415920000
10,2007,1000900000
11,2007,1135840000
12,2007,1740480000
13,2007,77550000
14,2007,0
15,2007,11581610000
17,2007,4761380000
18,2007,492840000
19,2007,0
21,2007,557360000
22,2007,290190000
23,2007,100960000
24,2007,78600000
25,2007,354870000
26,2007,0
27,2007,206490000
28,2007,469820000
29,2007,0
31,2007,232730000
32,2007,275200000
33,2007,1050510000
34,2007,10210000
35,2007,415410000
36,2007,493720000
37,2007,248910000
38,2007,0
1,2008,180190000
2,2008,1784900000
4,2008,1078700000
6,2008,2370610000
7,2008,143250000
8,2008,84840000
9,2008,7210000
EU,2008,11963140000
10,2008,731070000
11,2008,827570000
12,2008,2208700000
13,2008,77040000
14,2008,0
15,2008,9449440000
17,2008,561020000
18,2008,499310000
19,2008,0
21,2008,1055750000
22,2008,257630000
23,2008,76790000
24,2008,105780000
25,2008,340380000
26,2008,0
27,2008,212510000
28,2008,503870000
29,2008,10980000
31,2008,279820000
32,2008,282470000
33,2008,1004120000
34,2008,34510000
35,2008,481240000
36,2008,656240000
37,2008,322420000
38,2008,0
1,2009,175370000
2,2009,3154630000
4,2009,927370000
6,2009,2925530000
7,2009,139370000
8,2009,89310000
9,2009,0
EU,2009,12552710000
10,2009,492290000
11,2009,745690000
12,2009,2450670000
13,2009,68040000
14,2009,0
15,2009,13416300000
17,2009,1074660000
18,2009,418240000
19,2009,0
21,2009,2731490000
22,2009,508230000
23,2009,30780000
24,2009,79910000
25,2009,341440000
26,2009,0
27,2009,254810000
28,2009,661220000
29,2009,13490000
31,2009,365430000
32,2009,315480000
33,2009,1157280000
34,2009,44890000
35,2009,495850000
36,2009,0
37,2009,306860000
38,2009,458050000
1,2010,132370000
2,2010,2375110000
4,2010,1068120000
6,2010,2004150000
7,2010,129480000
8,2010,78390000
9,2010,0
EU,2010,12573620000
10,2010,801270000
11,2010,550090000
12,2010,3147690000
13,2010,91220000
14,2010,0
15,2010,12591150000
17,2010,2070840000
18,2010,540250000
19,2010,0
21,2010,3087520000
22,2010,398660000
23,2010,21320000
24,2010,67510000
25,2010,339670000
26,2010,155520000
27,2010,255240000
28,2010,636680000
29,2010,12710000
31,2010,327780000
32,2010,407700000
33,2010,1090650000
34,2010,53000000
35,2010,566000000
36,2010,0
37,2010,253150000
38,2010,380370000
1,2011,122250000
2,2011,2176160000
4,2011,811640000
6,2011,1893510000
7,2011,93780000
8,2011,69850000
9,2011,0
EU,2011,16808810000
10,2011,799870000
11,2011,462500000
12,2011,2583410000
13,2011,68560000
14,2011,0
15,2011,11423960000
17,2011,1662630000
18,2011,605960000
19,2011,0
21,2011,1420190000
22,2011,369670000
23,2011,9370000
24,2011,68070000
25,2011,286160000
26,2011,147190000
27,2011,259130000
28,2011,482560000
29,2011,12200000
31,2011,307750000
32,2011,430790000
33,2011,1078020000
34,2011,60650000
35,2011,593410000
36,2011,0
37,2011,336640000
38,2011,441500000
1,2012,114440000
2,2012,2433520000
4,2012,854750000
6,2012,1834770000
7,2012,122010000
8,2012,63740000
9,2012,0
EU,2012,18081520000
10,2012,1068260000
11,2012,539150000
12,2012,3358840000
13,2012,68920000
14,2012,0
15,2012,12163360000
17,2012,1619240000
18,2012,630500000
19,2012,0
21,2012,1506450000
22,2012,279620000
23,2012,4860000
24,2012,56080000
25,2012,312710000
26,2012,134810000
27,2012,242010000
28,2012,487210000
29,2012,12300000
31,2012,348620000
32,2012,423790000
33,2012,991210000
34,2012,66940000
35,2012,667340000
36,2012,0
37,2012,354860000
38,2012,397030000
