country,year,govtspend_USD
GE,1992,
GE,1993,
GE,1994,
GE,1995,
GE,1996,
GE,1997,
GE,1998,
GE,1999,
GE,2000,1330.16
GE,2001,1383.44
GE,2002,1327.16
GE,2003,1544.12
GE,2004,1885.72
GE,2005,2351.99
GE,2006,2674.82
GE,2007,3735.06
GE,2008,4181.10
GE,2009,4669.75
GE,2010,4560.47
GE,2011,4341.20
GE,2012,4685.48
DE,1990,
DE,1991,1199834.54
DE,1992,1243308.73
DE,1993,1256264.09
DE,1994,1279130.21
DE,1995,1497803.18
DE,1996,1350374.04
DE,1997,1351164.79
DE,1998,1367216.96
DE,1999,1397422.92
DE,2000,1349964.07
DE,2001,1448625.79
DE,2002,1459225.38
DE,2003,1469191.10
DE,2004,1437016.16
DE,2005,1444093.79
DE,2006,1450256.47
DE,2007,1438830.30
DE,2008,1469274.23
DE,2009,1525412.52
DE,2010,1568410.46
DE,2011,1528937.41
DE,2012,1531736.11
GH,1990,1406.70
GH,1991,1414.56
GH,1992,1875.17
GH,1993,2688.41
GH,1994,3052.93
GH,1995,3543.04
GH,1996,3444.82
GH,1997,3089.29
GH,1998,3099.90
GH,1999,2975.87
GH,2000,3708.20
GH,2001,4448.88
GH,2002,3249.55
GH,2003,4058.03
GH,2004,4385.92
GH,2005,4460.27
GH,2006,5146.09
GH,2007,5947.15
GH,2008,6834.63
GH,2009,6665.56
GH,2010,8115.56
GH,2011,9196.11
GH,2012,12177.48
GR,1990,81003.13
GR,1991,76337.24
GR,1992,80609.15
GR,1993,83018.12
GR,1994,80946.61
GR,1995,90780.07
GR,1996,89536.56
GR,1997,94447.65
GR,1998,96450.16
GR,1999,100069.27
GR,2000,109885.10
GR,2001,111143.18
GR,2002,114256.96
GR,2003,120108.75
GR,2004,127546.25
GR,2005,127811.97
GR,2006,136836.28
GR,2007,148706.43
GR,2008,158069.56
GR,2009,163258.87
GR,2010,147983.40
GR,2011,138834.63
GR,2012,125543.69
GD,1990,136.15
GD,1991,128.00
GD,1992,103.22
GD,1993,107.21
GD,1994,117.89
GD,1995,113.61
GD,1996,133.70
GD,1997,141.29
GD,1998,150.79
GD,1999,158.83
GD,2000,176.98
GD,2001,199.26
GD,2002,250.10
GD,2003,222.40
GD,2004,188.53
GD,2005,224.40
GD,2006,264.38
GD,2007,242.97
GD,2008,233.15
GD,2009,205.81
GD,2010,208.79
GD,2011,228.81
GD,2012,209.61
GT,1990,
GT,1991,
GT,1992,
GT,1993,
GT,1994,
GT,1995,
GT,1996,
GT,1997,
GT,1998,
GT,1999,
GT,2000,4823.53
GT,2001,5004.13
GT,2002,4962.16
GT,2003,5556.91
GT,2004,5081.19
GT,2005,5367.33
GT,2006,6048.55
GT,2007,6258.50
GT,2008,6173.72
GT,2009,6457.81
GT,2010,6798.94
GT,2011,7032.08
GT,2012,7061.67
GN,1990,711.14
GN,1991,627.99
GN,1992,551.95
GN,1993,556.01
GN,1994,549.21
GN,1995,578.06
GN,1996,566.34
GN,1997,634.33
GN,1998,559.10
GN,1999,637.28
GN,2000,668.49
GN,2001,794.66
GN,2002,774.44
GN,2003,897.17
GN,2004,817.76
GN,2005,792.62
GN,2006,914.99
GN,2007,712.55
GN,2008,868.43
GN,2009,1208.05
GN,2010,1549.64
GN,2011,1142.13
GN,2012,1400.92
GW,1990,
GW,1991,
GW,1992,
GW,1993,
GW,1994,
GW,1995,
GW,1996,
GW,1997,
GW,1998,
GW,1999,
GW,2000,167.10
GW,2001,143.47
GW,2002,109.88
GW,2003,128.93
GW,2004,170.51
GW,2005,160.80
GW,2006,183.74
GW,2007,181.29
GW,2008,180.67
GW,2009,143.72
GW,2010,162.02
GW,2011,169.08
GW,2012,164.35
GY,1990,
GY,1991,
GY,1992,
GY,1993,
GY,1994,
GY,1995,
GY,1996,
GY,1997,568.13
GY,1998,522.12
GY,1999,490.32
GY,2000,620.49
GY,2001,668.20
GY,2002,642.23
GY,2003,645.92
GY,2004,646.63
GY,2005,726.66
GY,2006,788.44
GY,2007,761.92
GY,2008,740.51
GY,2009,802.91
GY,2010,797.76
GY,2011,833.41
GY,2012,890.05
HT,1990,
HT,1991,
HT,1992,
HT,1993,
HT,1994,
HT,1995,
HT,1996,
HT,1997,631.80
HT,1998,634.75
HT,1999,684.77
HT,2000,725.69
HT,2001,725.09
HT,2002,810.92
HT,2003,897.76
HT,2004,767.76
HT,2005,1106.66
HT,2006,1023.78
HT,2007,1115.64
HT,2008,1279.35
HT,2009,1635.75
HT,2010,1347.50
HT,2011,1911.61
HT,2012,2169.81
HN,1990,
HN,1991,
HN,1992,
HN,1993,
HN,1994,
HN,1995,
HN,1996,
HN,1997,
HN,1998,
HN,1999,
HN,2000,2695.64
HN,2001,3140.73
HN,2002,3479.85
HN,2003,3593.82
HN,2004,3635.77
HN,2005,3597.46
HN,2006,3963.23
HN,2007,4236.41
HN,2008,4769.82
HN,2009,4778.34
HN,2010,4608.82
HN,2011,4602.93
HN,2012,4918.49
HK,1990,
HK,1991,16542.04
HK,1992,18566.60
HK,1993,22047.24
HK,1994,22625.21
HK,1995,23276.33
HK,1996,22705.39
HK,1997,22799.66
HK,1998,24462.21
HK,1999,25042.98
HK,2000,27948.26
HK,2001,28299.89
HK,2002,29356.24
HK,2003,31713.61
HK,2004,34503.04
HK,2005,33909.80
HK,2006,33001.11
HK,2007,33777.05
HK,2008,42051.49
HK,2009,38252.59
HK,2010,41757.23
HK,2011,49412.06
HK,2012,48644.11
HU,1990,
HU,1991,
HU,1992,
HU,1993,
HU,1994,
HU,1995,42457.56
HU,1996,41632.03
HU,1997,44885.99
HU,1998,45294.73
HU,1999,46151.98
HU,2000,50515.48
HU,2001,50865.88
HU,2002,57284.79
HU,2003,57473.01
HU,2004,59544.33
HU,2005,63136.05
HU,2006,68377.38
HU,2007,66456.69
HU,2008,65193.96
HU,2009,63504.05
HU,2010,62304.82
HU,2011,63382.46
HU,2012,60934.26
IS,1990,3527.28
IS,1991,3542.22
IS,1992,3560.95
IS,1993,3633.10
IS,1994,3751.06
IS,1995,3703.52
IS,1996,3835.34
IS,1997,3882.90
IS,1998,3997.88
IS,1999,4237.34
IS,2000,4401.24
IS,2001,4653.71
IS,2002,4841.46
IS,2003,5110.93
IS,2004,5316.37
IS,2005,5474.50
IS,2006,5650.06
IS,2007,6078.39
IS,2008,8391.95
IS,2009,7055.26
IS,2010,6755.11
IS,2011,6423.09
IS,2012,6439.23
IN,1990,112205.82
IN,1991,119781.10
IN,1992,124528.98
IN,1993,127540.87
IN,1994,137898.13
IN,1995,141935.68
IN,1996,147931.10
IN,1997,159647.27
IN,1998,175477.56
IN,1999,188654.93
IN,2000,198885.01
IN,2001,226231.49
IN,2002,241015.59
IN,2003,269884.51
IN,2004,277466.54
IN,2005,292863.08
IN,2006,323287.16
IN,2007,353151.14
IN,2008,412807.69
IN,2009,426675.02
IN,2010,453052.49
IN,2011,473258.79
IN,2012,499389.83
ID,1990,
ID,1991,
ID,1992,
ID,1993,66178.22
ID,1994,68288.57
ID,1995,65068.94
ID,1996,67805.63
ID,1997,94069.52
ID,1998,80807.34
ID,1999,81777.33
ID,2000,77529.91
ID,2001,106192.85
ID,2002,94500.79
ID,2003,104166.47
ID,2004,110659.49
ID,2005,109922.72
ID,2006,124426.59
ID,2007,133267.59
ID,2008,148285.86
ID,2009,133091.35
ID,2010,141227.82
ID,2011,152514.87
ID,2012,173119.87
IR,1990,37199.31
IR,1991,36386.27
IR,1992,39138.66
IR,1993,69937.70
IR,1994,58595.56
IR,1995,55445.05
IR,1996,50445.16
IR,1997,51977.52
IR,1998,51360.56
IR,1999,49357.58
IR,2000,44051.80
IR,2001,47392.19
IR,2002,61177.74
IR,2003,65442.27
IR,2004,63562.36
IR,2005,80708.46
IR,2006,88606.43
IR,2007,80302.65
IR,2008,92163.39
IR,2009,87866.10
IR,2010,86997.50
IR,2011,82116.30
IR,2012,60894.61
IQ,1990,
IQ,1991,
IQ,1992,
IQ,1993,
IQ,1994,
IQ,1995,
IQ,1996,
IQ,1997,
IQ,1998,
IQ,1999,
IQ,2000,
IQ,2001,
IQ,2002,
IQ,2003,
IQ,2004,117098.48
IQ,2005,84493.57
IQ,2006,74115.08
IQ,2007,68855.73
IQ,2008,91123.77
IQ,2009,99153.69
IQ,2010,88109.79
IQ,2011,84952.78
IQ,2012,93516.81
IE,1990,35248.68
IE,1991,37058.08
IE,1992,38991.70
IE,1993,37994.90
IE,1994,39910.75
IE,1995,39301.86
IE,1996,42404.28
IE,1997,47428.33
IE,1998,46282.53
IE,1999,50012.60
IE,2000,50589.79
IE,2001,56456.43
IE,2002,60071.30
IE,2003,61716.00
IE,2004,65068.35
IE,2005,69525.23
IE,2006,74506.61
IE,2007,83327.81
IE,2008,95007.70
IE,2009,100552.01
IE,2010,134693.45
IE,2011,99235.79
IE,2012,90034.11
IL,1990,
IL,1991,
IL,1992,
IL,1993,
IL,1994,
IL,1995,
IL,1996,
IL,1997,
IL,1998,
IL,1999,
IL,2000,83259.48
IL,2001,86990.56
IL,2002,89363.52
IL,2003,88368.70
IL,2004,87442.66
IL,2005,89321.91
IL,2006,91161.17
IL,2007,93761.04
IL,2008,96286.15
IL,2009,97169.72
IL,2010,100535.28
IL,2011,104399.92
IL,2012,103764.59
IT,1990,890180.10
IT,1991,921067.13
IT,1992,951717.19
IT,1993,960095.35
IT,1994,932278.07
IT,1995,941206.50
IT,1996,950996.07
IT,1997,927615.39
IT,1998,921137.59
IT,1999,914400.29
IT,2000,908435.01
IT,2001,962625.32
IT,2002,954948.08
IT,2003,973947.00
IT,2004,979471.22
IT,2005,996681.53
IT,2006,1029950.33
IT,2007,1029559.46
IT,2008,1038404.04
IT,2009,1047483.10
IT,2010,1036426.11
IT,2011,1027225.06
IT,2012,1017544.92
JM,1990,2915.75
JM,1991,2589.24
JM,1992,2436.68
JM,1993,2683.49
JM,1994,2771.68
JM,1995,3148.97
JM,1996,3897.07
JM,1997,3873.40
JM,1998,3858.37
JM,1999,3906.16
JM,2000,3621.02
JM,2001,3972.30
JM,2002,4282.47
JM,2003,4629.10
JM,2004,4569.16
JM,2005,4351.00
JM,2006,4700.15
JM,2007,4852.83
JM,2008,5332.46
JM,2009,5695.55
JM,2010,4807.32
JM,2011,4743.45
JM,2012,4407.81
JP,1990,1460089.73
JP,1991,1498556.57
JP,1992,1556246.49
JP,1993,1648320.69
JP,1994,1693324.73
JP,1995,1778632.50
JP,1996,1854283.58
JP,1997,1829009.83
JP,1998,1827348.71
JP,1999,1941960.76
JP,2000,2018976.33
JP,2001,1988738.98
JP,2002,2008491.50
JP,2003,2019413.95
JP,2004,1932372.53
JP,2005,1972644.58
JP,2006,2028211.88
JP,2007,2001936.63
JP,2008,2124875.77
JP,2009,2246325.82
JP,2010,2287970.82
JP,2011,2376815.90
JP,2012,2369109.66
JO,1990,4456.75
JO,1991,4624.76
JO,1992,4177.60
JO,1993,4521.88
JO,1994,4490.24
JO,1995,4924.52
JO,1996,5135.96
JO,1997,4970.38
JO,1998,5326.28
JO,1999,5163.85
JO,2000,5398.27
JO,2001,5589.43
JO,2002,5956.79
JO,2003,5737.81
JO,2004,7583.69
JO,2005,8164.28
JO,2006,8360.83
JO,2007,9399.18
JO,2008,9104.38
JO,2009,9813.68
JO,2010,8951.49
JO,2011,9829.86
JO,2012,9402.73
KZ,1990,
KZ,1991,
KZ,1992,
KZ,1993,
KZ,1994,
KZ,1995,
KZ,1996,
KZ,1997,
KZ,1998,
KZ,1999,
KZ,2000,
KZ,2001,
KZ,2002,20827.40
KZ,2003,23682.59
KZ,2004,26707.28
KZ,2005,29508.55
KZ,2006,29223.87
KZ,2007,38101.67
KZ,2008,44944.74
KZ,2009,39438.13
KZ,2010,40519.49
KZ,2011,42159.03
KZ,2012,45577.63
KE,1990,4737.48
KE,1991,4592.54
KE,1992,4864.83
KE,1993,5224.85
KE,1994,5321.48
KE,1995,5116.11
KE,1996,5263.02
KE,1997,5383.80
KE,1998,5363.28
KE,1999,4920.74
KE,2000,5037.58
KE,2001,5558.49
KE,2002,6151.58
KE,2003,6299.46
KE,2004,6318.05
KE,2005,6997.83
KE,2006,7784.39
KE,2007,8582.02
KE,2008,9210.58
KE,2009,9631.73
KE,2010,11195.30
KE,2011,10888.72
KE,2012,11951.94
KI,1990,124.09
KI,1991,89.05
KI,1992,105.27
KI,1993,86.98
KI,1994,84.97
KI,1995,107.86
KI,1996,108.51
KI,1997,112.77
KI,1998,121.96
KI,1999,120.66
KI,2000,107.23
KI,2001,153.92
KI,2002,148.74
KI,2003,138.71
KI,2004,168.76
KI,2005,162.86
KI,2006,133.81
KI,2007,140.94
KI,2008,146.11
KI,2009,137.95
KI,2010,140.81
KI,2011,141.70
KI,2012,191.17
KR,1990,
KR,1991,
KR,1992,
KR,1993,
KR,1994,
KR,1995,82299.45
KR,1996,91490.29
KR,1997,96084.64
KR,1998,105104.56
KR,1999,117761.46
KR,2000,127525.21
KR,2001,140792.88
KR,2002,141937.52
KR,2003,164569.58
KR,2004,179612.69
KR,2005,184816.92
KR,2006,200486.50
KR,2007,214157.93
KR,2008,224094.30
KR,2009,231266.14
KR,2010,224197.98
KR,2011,237378.97
KR,2012,252815.33
XK,1990,
XK,1991,
XK,1992,
XK,1993,
XK,1994,
XK,1995,
XK,1996,
XK,1997,
XK,1998,
XK,1999,
XK,2000,331.64
XK,2001,349.29
XK,2002,575.28
XK,2003,790.48
XK,2004,1140.01
XK,2005,1105.01
XK,2006,967.68
XK,2007,975.63
XK,2008,1334.11
XK,2009,1680.70
XK,2010,1695.45
XK,2011,1796.13
XK,2012,1865.11
KW,1990,67025.84
KW,1991,87452.83
KW,1992,58620.14
KW,1993,52991.63
KW,1994,54890.43
KW,1995,51900.40
KW,1996,42578.90
KW,1997,42810.39
KW,1998,52846.20
KW,1999,44828.51
KW,2000,38005.11
KW,2001,44768.02
KW,2002,45151.03
KW,2003,46870.59
KW,2004,47938.39
KW,2005,43383.48
KW,2006,52941.35
KW,2007,52938.16
KW,2008,72808.59
KW,2009,70648.77
KW,2010,70420.38
KW,2011,65157.93
KW,2012,66451.01
KG,1990,
KG,1991,
KG,1992,
KG,1993,
KG,1994,
KG,1995,
KG,1996,
KG,1997,
KG,1998,
KG,1999,
KG,2000,1238.47
KG,2001,1210.13
KG,2002,1256.99
KG,2003,1273.17
KG,2004,1404.67
KG,2005,1429.73
KG,2006,1525.79
KG,2007,1763.54
KG,2008,1734.02
KG,2009,2081.53
KG,2010,2248.72
KG,2011,2396.60
KG,2012,2577.59
LA,1990,
LA,1991,
LA,1992,
LA,1993,
LA,1994,
LA,1995,
LA,1996,
LA,1997,
LA,1998,
LA,1999,
LA,2000,868.45
LA,2001,985.67
LA,2002,767.67
LA,2003,933.70
LA,2004,776.38
LA,2005,928.47
LA,2006,1029.58
LA,2007,1126.45
LA,2008,1247.25
LA,2009,1610.78
LA,2010,1805.79
LA,2011,1806.35
LA,2012,1922.01
LV,1990,
LV,1991,
LV,1992,
LV,1993,
LV,1994,
LV,1995,
LV,1996,
LV,1997,
LV,1998,6323.51
LV,1999,6842.60
LV,2000,6622.20
LV,2001,6708.38
LV,2002,7303.00
LV,2003,7701.35
LV,2004,8454.03
LV,2005,9734.66
LV,2006,10788.08
LV,2007,11578.15
LV,2008,13606.21
LV,2009,11437.85
LV,2010,11103.17
LV,2011,10461.31
LV,2012,10462.77
LB,1990,
LB,1991,
LB,1992,
LB,1993,
LB,1994,
LB,1995,
LB,1996,
LB,1997,
LB,1998,
LB,1999,
LB,2000,10195.70
LB,2001,9624.33
LB,2002,9403.30
LB,2003,9470.40
LB,2004,9306.99
LB,2005,9022.08
LB,2006,10545.12
LB,2007,11234.58
LB,2008,11710.98
LB,2009,12287.77
LB,2010,12205.78
LB,2011,12027.22
LB,2012,13267.34
LS,1990,423.13
LS,1991,417.71
LS,1992,420.60
LS,1993,433.11
LS,1994,461.28
LS,1995,484.57
LS,1996,535.87
LS,1997,574.82
LS,1998,591.97
LS,1999,706.87
LS,2000,640.73
LS,2001,712.09
LS,2002,720.16
LS,2003,742.38
LS,2004,715.00
LS,2005,809.13
LS,2006,885.88
LS,2007,928.12
LS,2008,1092.81
LS,2009,1358.51
LS,2010,1155.88
LS,2011,1392.69
LS,2012,1398.44
LR,1990,
LR,1991,
LR,1992,
LR,1993,
LR,1994,
LR,1995,
LR,1996,
LR,1997,
LR,1998,
LR,1999,
LR,2000,174.03
LR,2001,148.84
LR,2002,163.12
LR,2003,83.02
LR,2004,116.20
LR,2005,118.39
LR,2006,115.36
LR,2007,198.44
LR,2008,43.94
LR,2009,443.00
LR,2010,459.48
LR,2011,425.45
LR,2012,493.00
LY,1990,20519.28
LY,1991,21737.58
LY,1992,19742.17
LY,1993,22383.54
LY,1994,21542.85
LY,1995,18297.25
LY,1996,20882.75
LY,1997,23161.45
LY,1998,22088.61
LY,1999,18205.49
LY,2000,18744.01
LY,2001,25436.26
LY,2002,27846.62
LY,2003,32121.67
LY,2004,33020.79
LY,2005,25330.46
LY,2006,28926.74
LY,2007,33276.88
LY,2008,40611.81
LY,2009,46916.12
LY,2010,50415.64
LY,2011,22793.00
LY,2012,37397.47
LT,1990,
LT,1991,
LT,1992,
LT,1993,
LT,1994,
LT,1995,
LT,1996,
LT,1997,
LT,1998,
LT,1999,
LT,2000,9039.40
LT,2001,9415.88
LT,2002,9523.12
LT,2003,10181.84
LT,2004,11250.50
LT,2005,12234.47
LT,2006,13277.33
LT,2007,15058.15
LT,2008,16631.88
LT,2009,16721.43
LT,2010,16039.85
LT,2011,15586.67
LT,2012,15066.76
LU,1990,
LU,1991,
LU,1992,
LU,1993,
LU,1994,
LU,1995,12406.56
LU,1996,13052.77
LU,1997,13668.70
LU,1998,14701.06
LU,1999,15213.43
LU,2000,15824.69
LU,2001,16455.20
LU,2002,18662.27
LU,2003,19088.82
LU,2004,20292.60
LU,2005,20838.82
LU,2006,20311.69
LU,2007,20346.33
LU,2008,21796.15
LU,2009,23768.86
LU,2010,23607.76
LU,2011,23560.06
LU,2012,24440.54
MK,1990,
MK,1991,
MK,1992,
MK,1993,
MK,1994,
MK,1995,
MK,1996,
MK,1997,
MK,1998,2296.98
MK,1999,2423.53
MK,2000,2445.53
MK,2001,2795.39
MK,2002,2822.70
MK,2003,2666.66
MK,2004,2631.49
MK,2005,2647.22
MK,2006,2712.46
MK,2007,2811.46
MK,2008,3114.18
MK,2009,3073.54
MK,2010,3066.19
MK,2011,3094.83
MK,2012,3244.33
MG,1990,1174.10
MG,1991,1058.98
MG,1992,1309.76
MG,1993,1373.82
MG,1994,1317.69
MG,1995,1194.29
MG,1996,1231.06
MG,1997,1248.37
MG,1998,1488.44
MG,1999,1390.67
MG,2000,1478.25
MG,2001,1474.32
MG,2002,969.90
MG,2003,1368.63
MG,2004,1879.74
MG,2005,1701.77
MG,2006,1785.00
MG,2007,1648.65
MG,2008,1565.24
MG,2009,1333.90
MG,2010,1242.51
MG,2011,1346.12
MG,2012,1267.32
MW,1990,
MW,1991,
MW,1992,
MW,1993,
MW,1994,
MW,1995,
MW,1996,
MW,1997,
MW,1998,
MW,1999,
MW,2000,
MW,2001,
MW,2002,659.72
MW,2003,746.40
MW,2004,847.37
MW,2005,860.22
MW,2006,930.75
MW,2007,1121.30
MW,2008,1106.41
MW,2009,1331.81
MW,2010,1194.80
MW,2011,1435.56
MW,2012,1550.40
MY,1990,31958.49
MY,1991,31418.50
MY,1992,35216.91
MY,1993,33636.09
MY,1994,34719.62
MY,1995,36631.90
MY,1996,39674.68
MY,1997,39961.19
MY,1998,38292.08
MY,1999,43330.53
MY,2000,48983.07
MY,2001,54213.93
MY,2002,54950.69
MY,2003,60113.89
MY,2004,59196.11
MY,2005,56653.17
MY,2006,62344.74
MY,2007,67085.76
MY,2008,73128.30
MY,2009,82642.39
MY,2010,76274.68
MY,2011,82016.99
MY,2012,89793.61
MV,1990,161.57
MV,1991,195.37
MV,1992,199.14
MV,1993,201.99
MV,1994,191.64
MV,1995,210.31
MV,1996,199.77
MV,1997,203.95
MV,1998,229.95
MV,1999,266.77
MV,2000,289.68
MV,2001,305.90
MV,2002,323.76
MV,2003,365.06
MV,2004,383.70
MV,2005,580.03
MV,2006,645.61
MV,2007,712.71
MV,2008,810.01
MV,2009,799.41
MV,2010,785.62
MV,2011,803.27
MV,2012,855.74
ML,1990,
ML,1991,
ML,1992,
ML,1993,
ML,1994,
ML,1995,
ML,1996,
ML,1997,
ML,1998,
ML,1999,
ML,2000,1262.80
ML,2001,1379.18
ML,2002,1580.80
ML,2003,1554.09
ML,2004,1703.76
ML,2005,1866.22
ML,2006,1934.06
ML,2007,2075.64
ML,2008,1837.24
ML,2009,2395.74
ML,2010,2211.62
ML,2011,2429.50
ML,2012,1923.24
MT,1990,
MT,1991,
MT,1992,
MT,1993,
MT,1994,
MT,1995,
MT,1996,
MT,1997,
MT,1998,
MT,1999,
MT,2000,2865.84
MT,2001,2994.35
MT,2002,3099.83
MT,2003,3419.32
MT,2004,3258.04
MT,2005,3372.21
MT,2006,3426.26
MT,2007,3452.85
MT,2008,3710.21
MT,2009,3543.73
MT,2010,3550.66
MT,2011,3621.20
MT,2012,3809.19
MH,1990,
MH,1991,
MH,1992,
MH,1993,
MH,1994,
MH,1995,
MH,1996,
MH,1997,78.34
MH,1998,69.76
MH,1999,66.89
MH,2000,81.16
MH,2001,91.36
MH,2002,26.37
MH,2003,37.48
MH,2004,82.81
MH,2005,131.55
MH,2006,95.67
MH,2007,109.79
MH,2008,98.32
MH,2009,98.31
MH,2010,96.91
MH,2011,93.96
MH,2012,66.42
MR,1990,
MR,1991,
MR,1992,
MR,1993,
MR,1994,
MR,1995,
MR,1996,
MR,1997,
MR,1998,
MR,1999,
MR,2000,
MR,2001,
MR,2002,
MR,2003,
MR,2004,
MR,2005,
MR,2006,
MR,2007,954.69
MR,2008,1051.44
MR,2009,1043.49
MR,2010,996.20
MR,2011,1052.86
MR,2012,1416.17
MU,1990,
MU,1991,
MU,1992,
MU,1993,
MU,1994,
MU,1995,
MU,1996,
MU,1997,
MU,1998,
MU,1999,
MU,2000,1705.41
MU,2001,1773.16
MU,2002,1873.33
MU,2003,1998.97
MU,2004,2005.90
MU,2005,2077.51
MU,2006,2089.92
MU,2007,2120.09
MU,2008,2271.49
MU,2009,2583.64
MU,2010,2618.79
MU,2011,2659.56
MU,2012,2594.30
MX,1990,161645.63
MX,1991,145205.55
MX,1992,139846.06
MX,1993,130509.56
MX,1994,138403.95
MX,1995,159361.94
MX,1996,179318.07
MX,1997,194359.00
MX,1998,189875.76
MX,1999,195410.57
MX,2000,191951.63
MX,2001,193838.15
MX,2002,202107.41
MX,2003,208486.43
MX,2004,196275.11
MX,2005,215702.73
MX,2006,235995.08
MX,2007,246239.29
MX,2008,280386.17
MX,2009,283571.74
MX,2010,292672.22
MX,2011,299401.87
MX,2012,321464.17
FM,1990,
FM,1991,
FM,1992,
FM,1993,
FM,1994,
FM,1995,243.23
FM,1996,220.02
FM,1997,184.69
FM,1998,213.23
FM,1999,217.94
FM,2000,210.38
FM,2001,204.45
FM,2002,69.57
FM,2003,118.75
FM,2004,223.31
FM,2005,190.99
FM,2006,193.62
FM,2007,187.10
FM,2008,182.44
FM,2009,198.54
FM,2010,214.95
FM,2011,212.47
FM,2012,186.43
MD,1990,
MD,1991,
MD,1992,
MD,1993,
MD,1994,
MD,1995,2036.85
MD,1996,1846.62
MD,1997,2091.52
MD,1998,1664.86
MD,1999,1370.88
MD,2000,1438.07
MD,2001,1300.88
MD,2002,1430.93
MD,2003,1693.63
MD,2004,1889.99
MD,2005,2171.12
MD,2006,2390.82
MD,2007,2627.01
MD,2008,2760.12
MD,2009,2902.86
MD,2010,2619.44
MD,2011,2741.51
MD,2012,2834.11
MN,1990,2255.94
MN,1991,1823.85
MN,1992,1047.14
MN,1993,1222.51
MN,1994,1029.57
MN,1995,969.36
MN,1996,1066.48
MN,1997,1193.64
MN,1998,1447.74
MN,1999,1391.20
MN,2000,1440.05
MN,2001,1510.78
MN,2002,1583.32
MN,2003,1604.82
MN,2004,1696.50
MN,2005,1431.93
MN,2006,1623.45
MN,2007,2412.12
MN,2008,2800.11
MN,2009,2604.78
MN,2010,2861.06
MN,2011,4138.68
MN,2012,4763.28
ME,1990,
ME,1991,
ME,1992,
ME,1993,
ME,1994,
ME,1995,
ME,1996,
ME,1997,
ME,1998,
ME,1999,
ME,2000,
ME,2001,
ME,2002,1074.54
ME,2003,1267.72
ME,2004,1239.00
ME,2005,1237.63
ME,2006,1470.41
ME,2007,1670.02
ME,2008,2149.74
ME,2009,1878.17
ME,2010,1846.58
ME,2011,1817.35
ME,2012,1859.77
MA,1990,12447.09
MA,1991,12157.30
MA,1992,12769.60
MA,1993,13068.36
MA,1994,13473.86
MA,1995,12423.22
MA,1996,11477.06
MA,1997,11800.45
MA,1998,11420.49
MA,1999,11321.11
MA,2000,14223.83
MA,2001,15879.82
MA,2002,17851.67
MA,2003,17718.94
MA,2004,18897.69
MA,2005,22773.79
MA,2006,22228.92
MA,2007,23339.08
MA,2008,26095.13
MA,2009,26697.68
MA,2010,28404.72
MA,2011,32260.04
MA,2012,34600.56
MZ,1990,642.94
MZ,1991,794.20
MZ,1992,908.95
MZ,1993,970.01
MZ,1994,1100.01
MZ,1995,916.10
MZ,1996,776.21
MZ,1997,986.51
MZ,1998,999.94
MZ,1999,1221.53
MZ,2000,1356.84
MZ,2001,1853.74
MZ,2002,1636.36
MZ,2003,1772.99
MZ,2004,1801.00
MZ,2005,1770.58
MZ,2006,2289.55
MZ,2007,2550.54
MZ,2008,2584.06
MZ,2009,3299.79
MZ,2010,3654.53
MZ,2011,4055.98
MZ,2012,4321.61
MM,1990,
MM,1991,
MM,1992,
MM,1993,
MM,1994,
MM,1995,
MM,1996,
MM,1997,
MM,1998,3211.69
MM,1999,3126.88
MM,2000,3703.46
MM,2001,3343.32
MM,2002,3025.15
MM,2003,3662.29
MM,2004,4201.90
MM,2005,4916.57
MM,2006,6257.39
MM,2007,6632.30
MM,2008,6220.77
MM,2009,7278.54
MM,2010,8277.47
MM,2011,8636.67
MM,2012,15140.24
NA,1990,1386.95
NA,1991,1747.88
NA,1992,2080.37
NA,1993,1962.11
NA,1994,1871.64
NA,1995,2027.21
NA,1996,2173.05
NA,1997,2305.78
NA,1998,2431.30
NA,1999,2421.95
NA,2000,2222.84
NA,2001,2275.39
NA,2002,2377.54
NA,2003,2526.88
NA,2004,2630.08
NA,2005,2575.63
NA,2006,2622.12
NA,2007,2664.17
NA,2008,2999.63
NA,2009,3470.92
NA,2010,3852.16
NA,2011,4502.71
NA,2012,4440.17
NP,1990,
NP,1991,
NP,1992,
NP,1993,
NP,1994,
NP,1995,
NP,1996,
NP,1997,
NP,1998,
NP,1999,
NP,2000,1543.88
NP,2001,1839.82
NP,2002,1838.97
NP,2003,1758.95
NP,2004,1811.82
NP,2005,1917.74
NP,2006,1829.46
NP,2007,2214.70
NP,2008,2449.87
NP,2009,3234.76
NP,2010,3237.49
NP,2011,3352.71
NP,2012,3638.80
NL,1990,
NL,1991,
NL,1992,
NL,1993,
NL,1994,
NL,1995,313214.51
NL,1996,283650.33
NL,1997,284487.95
NL,1998,290232.28
NL,1999,299582.54
NL,2000,298858.28
NL,2001,312779.64
NL,2002,318904.46
NL,2003,326132.16
NL,2004,326326.75
NL,2005,323604.19
NL,2006,340197.14
NL,2007,351401.53
NL,2008,364742.63
NL,2009,386763.66
NL,2010,393585.45
NL,2011,387068.32
NL,2012,386594.86
NZ,1990,42733.73
NZ,1991,45073.41
NZ,1992,45054.02
NZ,1993,42237.72
NZ,1994,40897.95
NZ,1995,41373.38
NZ,1996,41302.03
NZ,1997,41687.85
NZ,1998,42705.73
