country,channel,bundle,year,out-oda-gross-channel-bundle
NO,D,B,2007,376504099
NO,D,C,2007,1794431
NO,D,E,2007,300640927
NO,D,F,2007,17509797
NO,D,G,2007,141721552
NO,E,B,2007,58339495
NO,E,E,2007,44412771
NO,E,F,2007,231014
NO,E,G,2007,22975399
NO,G,B,2007,32698061
NO,G,E,2007,10709861
NO,G,F,2007,3150199
NO,G,G,2007,1429287
NO,H,A,2007,12342617
NO,H,B,2007,530291166
NO,H,C,2007,15037873
NO,H,E,2007,264072575
NO,H,F,2007,72539698
NO,H,G,2007,203694199
NO,I,A,2007,52340409
NO,I,B,2007,49968483
NO,I,C,2007,287117
NO,I,E,2007,39844821
NO,I,F,2007,9069295
NO,I,G,2007,31920527
NZ,D,E,2007,131281
NZ,D,G,2007,87726
NZ,J,B,2007,28724444
NZ,J,C,2007,6194368
NZ,J,D,2007,29583909
NZ,J,E,2007,193821201
NZ,J,F,2007,26318126
NZ,J,G,2007,4002662
PT,A,B,2007,7171053
PT,A,D,2007,80102
PT,A,E,2007,61015505
PT,A,F,2007,49921038
PT,A,G,2007,119633311
PT,E,D,2007,3126301
PT,E,E,2007,1267723
PT,E,F,2007,812135
PT,E,G,2007,844861
PT,F,B,2007,1987
PT,J,A,2007,23824520
PT,J,B,2007,4840577
PT,J,F,2007,523484
PT,J,G,2007,771311
SE,A,A,2007,834446
SE,A,B,2007,299089267
SE,A,C,2007,8285833
SE,A,E,2007,216024704
SE,A,F,2007,406490944
SE,A,G,2007,90674157
SE,D,A,2007,1283972
SE,D,B,2007,21596547
SE,D,C,2007,2229614
SE,D,E,2007,414957426
SE,D,F,2007,9344928
SE,D,G,2007,14310056
SE,E,B,2007,6590983
SE,E,D,2007,22018222
SE,E,E,2007,291733903
SE,E,F,2007,273703
SE,E,G,2007,1631623
SE,F,E,2007,277659
SE,G,C,2007,3209932
SE,G,E,2007,7433256
SE,H,B,2007,136406629
SE,H,C,2007,-18454
SE,H,E,2007,505627977
SE,H,F,2007,2006988
SE,H,G,2007,51009921
SE,I,A,2007,67254686
SE,I,B,2007,56399417
SE,I,C,2007,4221060
SE,I,E,2007,242059989
SE,I,F,2007,10418220
SE,I,G,2007,92157180
SE,J,F,2007,185926064
US,A,B,2007,1800309522
US,A,C,2007,62755461
US,A,E,2007,2510920123
US,A,F,2007,2225981079
US,A,G,2007,1374116308
US,D,B,2007,1963420
US,D,C,2007,4286891
US,D,E,2007,229626103
US,D,G,2007,19828715
US,E,B,2007,558420811
US,E,C,2007,808041959
US,E,E,2007,1766154425
US,E,F,2007,58679726
US,E,G,2007,77449550
US,G,C,2007,40613586
US,G,E,2007,20185670
US,G,G,2007,93340
US,H,B,2007,925498054
US,H,C,2007,1274068546
US,H,E,2007,672696662
US,H,G,2007,18616673
US,J,B,2007,2321990818
US,J,C,2007,174600597
US,J,E,2007,4068661099
US,J,F,2007,2597819
US,J,G,2007,335850892
1,J,F,2008,180167359
2,J,A,2008,872123834
2,J,B,2008,896875767
2,J,E,2008,52327978
2,J,F,2008,22728796
2,J,G,2008,3033276
10,A,B,2008,191494605
10,A,C,2008,6457032
10,H,B,2008,228834317
10,H,C,2008,218566679
10,H,E,2008,57475505
10,H,F,2008,23009981
10,I,C,2008,35932711
10,J,B,2008,1295678
10,J,C,2008,639194
10,J,F,2008,20484792
11,H,A,2008,677464
11,H,B,2008,301324
11,H,E,2008,425316865
12,A,B,2008,19915334
12,A,C,2008,31375830
12,A,E,2008,1468564079
12,A,G,2008,7055750
12,D,B,2008,6384967
12,D,C,2008,1159357
12,D,E,2008,308209986
12,D,G,2008,21311168
12,E,E,2008,32928579
12,H,B,2008,4040156
12,H,E,2008,246412937
12,I,E,2008,57065556
15,H,F,2008,316096433
15,J,A,2008,5215943615
15,J,B,2008,3173694806
15,J,E,2008,60207314
15,J,F,2008,695019
15,J,G,2008,682816173
21,A,B,2008,1025345099
21,A,F,2008,30439281
27,H,B,2008,68480754
27,I,B,2008,12559127
27,I,E,2008,131440995
28,J,B,2008,14652433
28,J,C,2008,294680
28,J,E,2008,479595876
28,J,G,2008,9332619
29,J,B,2008,5129726
29,J,E,2008,4874048
29,J,G,2008,986607
31,A,B,2008,-220147
31,A,E,2008,79199817
31,A,G,2008,1028336
31,D,E,2008,22296367
31,D,G,2008,364576
31,H,B,2008,1025372
31,H,E,2008,169134257
31,H,G,2008,5062291
31,J,E,2008,73115
33,J,B,2008,3497903
33,J,C,2008,20973203
33,J,E,2008,718682037
33,J,F,2008,245376497
33,J,G,2008,12385980
37,J,C,2008,318231870
37,J,E,2008,3467381
AT,A,B,2008,50364196
AT,A,C,2008,549845
AT,A,E,2008,54822451
AT,A,F,2008,819479338
AT,A,G,2008,31671006
AT,D,B,2008,247430
AT,D,E,2008,494860
AT,D,G,2008,1354061
AT,E,B,2008,2617374
AT,E,C,2008,730898
AT,E,D,2008,1465202
AT,E,E,2008,9283522
AT,E,F,2008,11362538
AT,E,G,2008,34610837
AT,F,B,2008,312549
AT,F,E,2008,724578
AT,F,G,2008,3482420
AT,G,E,2008,1487720
AT,G,G,2008,743594
AT,H,A,2008,4123839
AT,H,B,2008,18515648
AT,H,C,2008,2597331
AT,H,E,2008,35521404
AT,H,F,2008,60549
AT,H,G,2008,15743364
AT,I,B,2008,1442133
AT,I,D,2008,74109
AT,I,E,2008,5205515
AT,I,F,2008,93974636
AT,I,G,2008,20082667
AU,A,A,2008,63872604
AU,A,B,2008,45382913
AU,A,C,2008,2021546
AU,A,E,2008,480451460
AU,A,F,2008,490423839
AU,A,G,2008,313310473
AU,D,B,2008,6636714
AU,D,C,2008,1642073
AU,D,D,2008,260637
AU,D,E,2008,30306734
AU,D,F,2008,600475
AU,D,G,2008,56369429
AU,E,B,2008,7318585
AU,E,C,2008,1492320
AU,E,D,2008,16911752
AU,E,E,2008,77664256
AU,E,F,2008,197282
AU,E,G,2008,44547565
AU,F,B,2008,1136481
AU,F,C,2008,7139
AU,F,E,2008,5602886
AU,F,G,2008,12498486
AU,H,B,2008,219637504
AU,H,C,2008,193533202
AU,H,E,2008,232058172
AU,H,F,2008,169504
AU,H,G,2008,139546370
AU,I,B,2008,55858607
AU,I,C,2008,902316
AU,I,E,2008,117495662
AU,I,F,2008,1430056
AU,I,G,2008,603523864
AU,J,A,2008,9241290
AU,J,B,2008,119769684
AU,J,C,2008,137551
AU,J,E,2008,96734986
AU,J,F,2008,804957
AU,J,G,2008,143373910
BE,A,A,2008,22152884
BE,A,B,2008,159491616
BE,A,C,2008,2784817
BE,A,D,2008,979006
BE,A,E,2008,47539069
BE,A,F,2008,317279566
BE,A,G,2008,405649848
BE,D,B,2008,813184
BE,D,C,2008,6903
BE,D,E,2008,673945
BE,D,F,2008,1395739
BE,D,G,2008,50434361
BE,E,B,2008,10453980
BE,E,C,2008,3796920
BE,E,D,2008,34112525
BE,E,E,2008,90603721
BE,E,F,2008,22787547
BE,E,G,2008,65943265
BE,F,B,2008,602362
BE,F,E,2008,56352
BE,F,G,2008,10169475
BE,G,B,2008,1380618
BE,H,B,2008,33173175
BE,H,C,2008,35172403
BE,H,E,2008,40287814
BE,H,F,2008,217189
BE,H,G,2008,61214620
CA,A,B,2008,104222810
CA,A,E,2008,119409937
CA,A,F,2008,620702675
CA,A,G,2008,50835055
CA,D,B,2008,58900195
CA,D,C,2008,31092955
CA,D,E,2008,30776412
CA,D,F,2008,1922470
CA,D,G,2008,42959094
CA,E,B,2008,4199469
CA,E,C,2008,1635471
CA,E,E,2008,43064877
CA,E,F,2008,1514643
CA,E,G,2008,26323230
CA,F,E,2008,342172
CA,F,G,2008,3849154
CA,G,E,2008,26378
CA,H,B,2008,198012366
CA,H,C,2008,201136645
CA,H,E,2008,118745020
CA,H,G,2008,123667579
CA,I,B,2008,5824748
CA,I,E,2008,22275006
CA,I,F,2008,177630929
CA,I,G,2008,44609514
CA,J,B,2008,198393273
CA,J,C,2008,68630686
CA,J,D,2008,12730300
CA,J,E,2008,558496716
CA,J,F,2008,41321026
CA,J,G,2008,796959625
CH,A,B,2008,66401940
CH,A,C,2008,2370274
CH,A,E,2008,148937591
CH,A,F,2008,566323206
CH,A,G,2008,86136026
CH,D,B,2008,640209
CH,D,C,2008,207693
CH,D,E,2008,41116873
CH,D,F,2008,531009
CH,D,G,2008,636997
CH,E,B,2008,950679
CH,E,C,2008,9986413
CH,E,E,2008,358324673
CH,E,F,2008,8234936
CH,E,G,2008,13998964
CH,F,B,2008,615586
CH,F,E,2008,89828473
CH,F,F,2008,107058
CH,F,G,2008,7446986
CH,G,E,2008,8186760
CH,H,B,2008,28771961
CH,H,C,2008,44975259
CH,H,E,2008,109209266
CH,H,F,2008,3676387
CH,H,G,2008,58707648
CH,I,A,2008,30509520
CH,I,B,2008,24149177
CH,I,C,2008,552421
CH,I,E,2008,57380124
CH,I,F,2008,20719024
CH,I,G,2008,43981757
DE,A,A,2008,1033687791
DE,A,B,2008,411045677
DE,A,C,2008,17783543
DE,A,E,2008,733687464
DE,A,F,2008,4310191103
DE,A,G,2008,2062100369
DE,D,C,2008,11900182
DE,D,E,2008,42907678
DE,D,G,2008,71502748
DE,E,B,2008,2315934
DE,E,C,2008,20250668
DE,E,E,2008,29244449
DE,E,F,2008,1175659
DE,E,G,2008,699727097
DE,F,E,2008,5767
DE,F,G,2008,347673
DE,G,G,2008,3557300
DE,H,B,2008,13563568
DE,H,C,2008,83084279
DE,H,E,2008,42022012
DE,H,F,2008,19824
DE,H,G,2008,187945582
DE,I,A,2008,490525147
DE,I,B,2008,4502635
DE,I,C,2008,44472
DE,I,E,2008,1403848
DE,I,F,2008,98639
DE,I,G,2008,58799877
DK,A,A,2008,18522995
DK,A,B,2008,222902773
DK,A,E,2008,97724995
DK,A,F,2008,182836369
DK,A,G,2008,13457604
DK,D,B,2008,1973276
DK,D,C,2008,429460
DK,D,D,2008,1139563
DK,D,E,2008,41328083
DK,D,G,2008,4541449
DK,E,B,2008,4450515
DK,E,C,2008,5028606
DK,E,D,2008,40719183
DK,E,E,2008,87958882
DK,E,G,2008,5270784
DK,F,C,2008,282510
DK,F,E,2008,6495866
DK,F,G,2008,365414
DK,G,B,2008,90373
DK,G,E,2008,1959085
DK,G,G,2008,210435
DK,H,B,2008,7107941
DK,H,C,2008,17963016
DK,H,E,2008,59326577
DK,H,G,2008,1105019
DK,I,B,2008,640269
DK,I,D,2008,336099
DK,I,E,2008,33034645
DK,I,F,2008,280082
DK,I,G,2008,23101042
DK,J,B,2008,268366746
DK,J,C,2008,-657448
DK,J,D,2008,168049
DK,J,E,2008,152462883
DK,J,F,2008,81844114
DK,J,G,2008,44449139
ES,A,A,2008,23172898
ES,A,B,2008,108640387
ES,A,C,2008,6975647
ES,A,E,2008,100315977
ES,A,F,2008,330565789
ES,A,G,2008,496995794
ES,B,A,2008,288584
ES,B,F,2008,583159
ES,D,A,2008,512947890
ES,D,B,2008,137325
ES,D,E,2008,1164824
ES,D,F,2008,1056403
ES,D,G,2008,6768434
ES,E,B,2008,181914106
ES,E,C,2008,14083334
ES,E,D,2008,1170158
ES,E,E,2008,125973950
ES,E,F,2008,64022770
ES,E,G,2008,348306993
ES,F,A,2008,28258062
ES,F,B,2008,1774974
ES,F,E,2008,9429923
ES,F,F,2008,168978
ES,F,G,2008,13375069
ES,G,B,2008,3862149
ES,G,E,2008,30957509
ES,G,F,2008,892286
ES,G,G,2008,10067078
ES,H,B,2008,1311033611
ES,H,C,2008,151465662
ES,H,E,2008,150503882
ES,H,F,2008,23456634
ES,H,G,2008,70572196
ES,I,A,2008,1931074
ES,I,B,2008,718359
ES,I,C,2008,1287383
ES,I,D,2008,84382
ES,I,E,2008,2809788
ES,I,F,2008,6021304
ES,I,G,2008,18749394
ES,J,B,2008,258759
ES,J,C,2008,2716982
ES,J,D,2008,561736
ES,J,E,2008,166965858
ES,J,F,2008,496796222
EU,A,B,2008,2810936635
EU,A,C,2008,273841840
EU,A,E,2008,4055621308
EU,A,F,2008,230081947
EU,A,G,2008,1079470940
EU,D,B,2008,11697743
EU,D,C,2008,20932198
EU,D,E,2008,270335143
EU,D,F,2008,32948868
EU,D,G,2008,41019723
EU,E,B,2008,1907165
EU,E,C,2008,80536496
EU,E,D,2008,575076
EU,E,E,2008,228269423
EU,E,F,2008,665399
EU,E,G,2008,6961596
EU,F,B,2008,1110568
EU,F,C,2008,1213422
EU,F,E,2008,8151780
EU,F,G,2008,1124675
EU,G,E,2008,902348
EU,H,B,2008,295306013
EU,H,C,2008,466646619
EU,H,E,2008,742566923
EU,H,F,2008,108904139
EU,H,G,2008,168609554
EU,I,B,2008,29210507
EU,I,C,2008,3589543
EU,I,E,2008,237700568
EU,I,F,2008,587593625
EU,I,G,2008,171654073
FI,A,A,2008,13957913
FI,A,B,2008,52245617
FI,A,E,2008,2537921
FI,A,F,2008,91417514
FI,A,G,2008,23327272
FI,E,B,2008,7544091
FI,E,C,2008,3884890
FI,E,D,2008,7398559
FI,E,E,2008,35091382
FI,E,F,2008,10424708
FI,E,G,2008,89083116
FI,G,B,2008,1384438
FI,G,E,2008,353897
FI,G,G,2008,1709782
FI,H,B,2008,50627549
FI,H,C,2008,17513153
FI,H,E,2008,34751642
FI,H,F,2008,1526052
FI,H,G,2008,88767132
FI,I,B,2008,37811798
FI,I,E,2008,23440546
FI,I,F,2008,19196683
FI,I,G,2008,53191136
FR,A,A,2008,1288570605
FR,A,B,2008,674714913
FR,A,C,2008,26430103
FR,A,D,2008,32809201
FR,A,E,2008,680793411
FR,A,F,2008,723358064
FR,A,G,2008,1021221379
FR,D,B,2008,1008438
FR,D,C,2008,766547
FR,D,D,2008,942604
FR,D,E,2008,5399508
FR,D,G,2008,310544
FR,E,C,2008,3562105
FR,E,D,2008,53553648
FR,E,E,2008,268838
FR,F,E,2008,19446147
FR,G,E,2008,193563469
FR,H,B,2008,3665112
FR,H,C,2008,37758470
FR,H,G,2008,201628
FR,J,B,2008,105942560
FR,J,C,2008,3308265
FR,J,D,2008,2362358
FR,J,E,2008,92287509
FR,J,F,2008,2005154758
FR,J,G,2008,421235640
GB,A,A,2008,748659999
GB,A,B,2008,1446811315
GB,A,C,2008,60840130
GB,A,E,2008,799256165
GB,A,F,2008,996131964
GB,A,G,2008,959961256
GB,D,B,2008,7027284
GB,D,C,2008,68190
GB,D,E,2008,8096775
GB,D,G,2008,255959
GB,E,B,2008,228465593
GB,E,C,2008,12012968
GB,E,D,2008,127472996
GB,E,E,2008,308853137
GB,E,F,2008,8461697
GB,E,G,2008,46436163
GB,F,B,2008,49912063
GB,F,C,2008,3024915
GB,F,E,2008,132184172
GB,F,F,2008,210887
GB,F,G,2008,10802056
GB,G,B,2008,34747000
GB,G,G,2008,1737350
GB,H,B,2008,675363989
GB,H,C,2008,121792148
GB,H,E,2008,633247062
GB,H,F,2008,22109014
GB,H,G,2008,91392966
GR,A,B,2008,22137344
GR,A,C,2008,666428
GR,A,D,2008,289266
GR,A,E,2008,17615277
GR,A,F,2008,115979764
GR,A,G,2008,109016033
GR,E,B,2008,1199668
GR,E,E,2008,189280
GR,E,G,2008,2106
GR,G,B,2008,119966
GR,G,E,2008,358844
GR,H,B,2008,11294597
GR,H,C,2008,9381404
GR,H,E,2008,371443
GR,H,G,2008,358047
IE,A,B,2008,216302014
IE,A,C,2008,12953214
IE,A,E,2008,4107131
IE,A,F,2008,4494432
IE,A,G,2008,111846
IE,E,B,2008,163888585
IE,E,C,2008,6558355
IE,E,E,2008,59498639
IE,E,F,2008,8517780
IE,E,G,2008,21420954
IE,F,B,2008,25570278
IE,F,E,2008,11673420
IE,F,F,2008,12237
IE,F,G,2008,163572
IE,G,B,2008,8173844
IE,G,E,2008,616819
IE,H,B,2008,110705468
IE,H,C,2008,4553963
IE,H,E,2008,65833557
IE,H,G,2008,2775293
IE,I,B,2008,9712614
IE,I,C,2008,148517
IE,I,E,2008,5961735
IE,I,F,2008,49966443
IE,I,G,2008,2050612
IE,J,E,2008,5352
IE,J,G,2008,150294
IT,A,B,2008,112226061
IT,A,C,2008,13338868
IT,A,D,2008,102744
IT,A,E,2008,256817755
IT,A,F,2008,66891272
IT,A,G,2008,132868216
IT,D,B,2008,45645501
IT,D,C,2008,2930783
IT,D,D,2008,1702857
IT,D,E,2008,34419751
IT,D,F,2008,12477819
IT,D,G,2008,18833228
IT,G,B,2008,273036
IT,G,E,2008,33955
IT,G,F,2008,23157
IT,G,G,2008,137337
IT,H,B,2008,95585664
IT,H,C,2008,41695844
IT,H,E,2008,115394471
IT,H,G,2008,7661720
IT,J,A,2008,145775211
IT,J,F,2008,836878969
JP,A,A,2008,2184536553
JP,A,B,2008,610574467
JP,A,C,2008,138115534
JP,A,D,2008,112406695
JP,A,E,2008,776321350
JP,A,F,2008,2490922311
JP,A,G,2008,1768280099
JP,D,A,2008,15423293
JP,D,B,2008,127611578
JP,D,D,2008,38284049
JP,D,F,2008,29244
JP,D,G,2008,9584343
JP,E,B,2008,2279088
JP,E,D,2008,2252961
JP,E,E,2008,15022732
JP,E,G,2008,28936779
JP,H,A,2008,452388097
JP,H,B,2008,41564932
JP,H,C,2008,213504401
JP,H,E,2008,599356680
JP,H,G,2008,25290369
JP,I,F,2008,206150
JP,I,G,2008,623397981
JP,J,A,2008,5547806503
JP,J,C,2008,5932035
JP,J,E,2008,80690499
JP,J,F,2008,4215542
JP,J,G,2008,21944368
KR,A,A,2008,227444948
KR,A,B,2008,718130
KR,A,C,2008,106621
KR,A,E,2008,81189025
KR,A,F,2008,36657004
KR,A,G,2008,214721799
KR,E,B,2008,75816
KR,E,E,2008,9875898
KR,E,G,2008,799447
KR,G,E,2008,7877674
KR,H,B,2008,4474994
KR,H,C,2008,2516603
KR,H,E,2008,18946211
KR,H,F,2008,13198756
KR,H,G,2008,8101209
KR,I,G,2008,48782
LU,A,B,2008,915661
LU,A,C,2008,5765740
LU,A,E,2008,102347211
LU,A,F,2008,19563762
LU,A,G,2008,8007118
LU,E,B,2008,1422496
LU,E,C,2008,2004424
LU,E,D,2008,6908961
LU,E,E,2008,66758670
LU,E,F,2008,3421102
LU,E,G,2008,367966
LU,F,B,2008,379994
LU,F,E,2008,3137495
LU,G,E,2008,133080
LU,H,B,2008,963082
LU,H,C,2008,9044592
LU,H,D,2008,1192139
LU,H,E,2008,45872647
LU,H,F,2008,6452
LU,H,G,2008,2890273
LU,I,B,2008,53929
LU,I,C,2008,298034
LU,I,E,2008,4866546
LU,I,F,2008,1175621
LU,I,G,2008,392124
NL,A,B,2008,676203756
NL,A,E,2008,623874598
NL,A,F,2008,614454041
NL,A,G,2008,135141956
NL,D,B,2008,893948
NL,D,D,2008,122572
NL,D,E,2008,3908489
NL,D,F,2008,9215
NL,E,B,2008,94508776
NL,E,C,2008,1444141
NL,E,D,2008,853771397
NL,E,E,2008,337659972
NL,E,F,2008,47895358
NL,E,G,2008,104665689
NL,F,B,2008,47442854
NL,F,E,2008,106447134
NL,F,F,2008,4607
NL,F,G,2008,28345536
NL,G,B,2008,2911322
NL,G,C,2008,3575793
NL,G,E,2008,35129406
NL,G,F,2008,25213030
NL,G,G,2008,5678876
NL,H,A,2008,6031847
NL,H,B,2008,446711538
NL,H,C,2008,24132920
NL,H,E,2008,475270885
NL,H,F,2008,25619454
NL,H,G,2008,73094565
NL,I,B,2008,34287067
NL,I,E,2008,174400114
NL,I,F,2008,2149162
NL,I,G,2008,47934065
NO,A,A,2008,101933734
NO,A,B,2008,409953247
NO,A,E,2008,58045923
NO,A,F,2008,384155296
NO,A,G,2008,171725375
NO,E,A,2008,-1823877
NO,E,B,2008,335362856
NO,E,C,2008,12522723
NO,E,E,2008,288624508
NO,E,F,2008,16838689
NO,E,G,2008,150915061
NO,F,A,2008,434123
NO,F,B,2008,87639340
NO,F,E,2008,9453227
NO,F,F,2008,565858
NO,F,G,2008,21318589
NO,G,B,2008,18637109
NO,G,E,2008,26697913
NO,G,G,2008,506635
NO,H,A,2008,658782
NO,H,B,2008,611835845
NO,H,C,2008,28641942
NO,H,E,2008,168616372
NO,H,F,2008,45937934
NO,H,G,2008,251361150
NO,I,A,2008,47339959
NO,I,B,2008,21273912
NO,I,C,2008,439622
NO,I,E,2008,24567425
NO,I,F,2008,7241388
NO,I,G,2008,24922124
NZ,A,B,2008,54097678
NZ,A,E,2008,54606634
NZ,A,F,2008,44342077
NZ,A,G,2008,49232537
NZ,D,B,2008,10677849
NZ,D,C,2008,392526
NZ,D,D,2008,24508908
NZ,D,E,2008,19516977
NZ,D,F,2008,1900380
NZ,D,G,2008,1855418
NZ,E,C,2008,1032047
NZ,E,D,2008,4214193
NZ,E,E,2008,3401321
NZ,G,B,2008,289170
NZ,H,B,2008,15255158
NZ,H,C,2008,6576217
NZ,H,E,2008,32583838
NZ,H,G,2008,3440009
NZ,J,B,2008,1930697
NZ,J,E,2008,8013456
NZ,J,G,2008,112656
PT,A,A,2008,43030919
PT,A,B,2008,7324426
PT,A,C,2008,85980950
PT,A,E,2008,34455402
PT,A,F,2008,51030443
PT,A,G,2008,111091426
PT,D,E,2008,1164390
PT,D,F,2008,1209186
PT,D,G,2008,1656530
PT,E,D,2008,6389522
PT,F,B,2008,6523
PT,G,E,2008,26092
PT,H,B,2008,521855
PT,H,E,2008,2634655
PT,I,B,2008,83920
PT,J,G,2008,104061
SE,A,A,2008,782037
SE,A,B,2008,351262772
SE,A,C,2008,15554314
SE,A,E,2008,375876878
SE,A,F,2008,448151909
SE,A,G,2008,97414704
SE,E,B,2008,13611839
SE,E,C,2008,22411577
SE,E,D,2008,9853658
SE,E,E,2008,631024190
SE,E,F,2008,18149405
SE,E,G,2008,6980226
SE,F,B,2008,11457647
SE,F,E,2008,78042935
SE,F,F,2008,27992
SE,F,G,2008,3162605
SE,G,B,2008,327890
SE,G,D,2008,155543
SE,G,E,2008,14512382
SE,H,B,2008,183776365
SE,H,C,2008,9359933
SE,H,E,2008,452915341
SE,H,F,2008,4757361
SE,H,G,2008,86332797
SE,I,A,2008,48738317
SE,I,B,2008,54980221
SE,I,D,2008,2955319
SE,I,E,2008,87178829
SE,I,F,2008,6612432
SE,I,G,2008,59500897
SE,J,F,2008,172476570
US,A,B,2008,2828549106
US,A,C,2008,34629117
US,A,E,2008,2937590832
US,A,F,2008,3013088646
US,A,G,2008,2308737203
US,D,B,2008,10841209
US,D,C,2008,13067975
US,D,E,2008,214638985
US,D,F,2008,349601
US,D,G,2008,22069050
US,E,B,2008,679257129
US,E,C,2008,1177377842
US,E,E,2008,2430087153
US,E,F,2008,63889125
US,E,G,2008,83860866
US,G,B,2008,348196
US,G,C,2008,35425734
US,G,E,2008,21488313
US,G,G,2008,119085
US,H,B,2008,1185175744
US,H,C,2008,1978845270
US,H,E,2008,635887396
US,H,F,2008,531015
US,H,G,2008,24049637
US,I,B,2008,762131484
US,I,C,2008,286801666
US,I,E,2008,4651736582
US,I,F,2008,49285847
US,I,G,2008,391295876
1,J,F,2009,175351284
2,A,A,2009,1045856995
2,A,B,2009,1680480520
2,A,C,2009,1055083
2,A,E,2009,45960107
2,A,F,2009,341591361
2,A,G,2009,25750975
2,J,F,2009,13886145
10,A,B,2009,2196491
10,A,C,2009,2344881
10,A,E,2009,36347500
10,H,B,2009,254733286
10,H,C,2009,106375197
10,H,E,2009,71354820
10,H,F,2009,4194779
10,I,C,2009,18326728
10,I,E,2009,4884558
10,J,F,2009,55173396
11,H,A,2009,4226240
11,H,B,2009,5204043
11,H,E,2009,423785630
11,H,G,2009,10550006
12,A,B,2009,1174205312
12,A,C,2009,511735089
12,A,E,2009,34733422
12,A,G,2009,23731586
12,D,B,2009,308383999
12,D,C,2009,269482025
12,D,E,2009,48357761
12,D,G,2009,10851799
12,G,B,2009,48597534
12,G,C,2009,20557962
15,H,F,2009,1490564889
15,J,A,2009,6585696903
15,J,B,2009,3158223265
15,J,G,2009,2020153230
17,J,A,2009,455889355
17,J,B,2009,62227187
17,J,E,2009,113572385
17,J,F,2009,440599918
17,J,G,2009,2318518
21,A,B,2009,2608250813
21,A,F,2009,123211153
24,A,A,2009,72684145
24,A,F,2009,6622797
24,H,E,2009,606055
25,J,A,2009,300981631
25,J,B,2009,40485554
27,H,B,2009,70613865
27,I,E,2009,165831023
27,I,G,2009,18405642
28,A,B,2009,5232913
28,A,E,2009,74994231
28,A,F,2009,11252
28,A,G,2009,3323324
28,E,B,2009,84461
28,E,E,2009,185681
28,H,B,2009,20175168
28,H,E,2009,334955901
28,H,G,2009,12337579
28,J,B,2009,10167589
28,J,C,2009,24424
28,J,E,2009,191892641
28,J,G,2009,7839056
29,J,B,2009,2411893
29,J,E,2009,10690500
29,J,G,2009,258817
31,A,E,2009,85873800
31,A,G,2009,312490
31,D,E,2009,36473668
31,D,G,2009,209875
31,H,B,2009,346845
31,H,E,2009,236674341
31,H,G,2009,363980
31,J,E,2009,3089297
33,J,B,2009,9754361
33,J,C,2009,36263
33,J,E,2009,782583271
33,J,F,2009,336631035
33,J,G,2009,10124194
37,J,C,2009,168254582
37,J,E,2009,124412651
37,J,F,2009,11769000
38,J,E,2009,458061040
AE,A,B,2009,5754188
AE,A,C,2009,91940122
AE,A,E,2009,458335211
AE,A,F,2009,4594331
AE,A,G,2009,487643
AE,D,B,2009,5684974
AE,D,C,2009,5243
AE,D,E,2009,44870504
AE,D,F,2009,2097
AE,E,B,2009,575733
AE,E,C,2009,588317
AE,E,E,2009,60469840
AE,E,G,2009,114307
AE,H,B,2009,166742
AE,H,E,2009,25489575
AE,I,A,2009,99286229
AE,I,C,2009,111175282
AE,I,E,2009,179212504
AT,A,B,2009,22965602
AT,A,D,2009,203575
AT,A,E,2009,43141668
AT,A,F,2009,151966136
AT,A,G,2009,31733258
AT,E,B,2009,1384314
AT,E,C,2009,52269
AT,E,D,2009,2233987
AT,E,E,2009,10368895
AT,E,F,2009,8973277
AT,E,G,2009,40115563
AT,F,B,2009,391883
AT,F,E,2009,540743
AT,F,G,2009,2846553
AT,G,D,2009,4071513
AT,G,E,2009,1095763
AT,G,G,2009,436330
AT,H,B,2009,2845125
AT,H,C,2009,4214078
AT,H,D,2009,12173633
AT,H,E,2009,32407820
AT,H,G,2009,21100657
AT,I,B,2009,2160596
AT,I,D,2009,55349
AT,I,E,2009,4804912
AT,I,F,2009,87416002
AT,I,G,2009,17320613
AU,A,A,2009,127454595
AU,A,B,2009,42823957
AU,A,C,2009,5293145
AU,A,D,2009,269437
AU,A,E,2009,22954800
AU,A,G,2009,84742094
AU,B,B,2009,56101765
AU,B,C,2009,102067
AU,B,D,2009,83970
AU,B,E,2009,163899333
AU,B,F,2009,163069354
AU,B,G,2009,521170183
AU,C,B,2009,34055329
AU,C,E,2009,8772607
AU,C,G,2009,27123264
AU,D,B,2009,2137787
AU,D,D,2009,706367
AU,D,E,2009,3172376
AU,D,F,2009,276752
AU,D,G,2009,17726352
AU,E,B,2009,79761379
AU,E,C,2009,2288626
AU,E,D,2009,3531999
AU,E,E,2009,85171942
AU,E,F,2009,3297978
AU,E,G,2009,80011789
AU,F,B,2009,17470241
AU,F,D,2009,11860838
AU,F,E,2009,28373793
AU,F,F,2009,564801
AU,F,G,2009,30106579
AU,G,E,2009,422180
AU,G,G,2009,16135
AU,H,B,2009,272588236
AU,H,C,2009,138573000
AU,H,E,2009,182968386
AU,H,F,2009,621282
AU,H,G,2009,189201944
AU,I,B,2009,125127027
AU,I,C,2009,2158943
AU,I,D,2009,110318
AU,I,E,2009,84124003
AU,I,F,2009,3105730
AU,I,G,2009,719188245
BE,A,A,2009,38686625
BE,A,B,2009,180538231
BE,A,C,2009,3113589
BE,A,E,2009,215032051
BE,A,F,2009,345214065
BE,A,G,2009,289455980
BE,D,B,2009,3274376
BE,D,C,2009,22511
BE,D,E,2009,3546290
