currency,month,year,value
Czech Koruna,10,2014,21.7714285714
Czech Koruna,11,2014,22.1871764706
Czech Koruna,12,2014,22.39955
Czech Koruna,01,2015,24.0663684211
Czech Koruna,02,2015,24.3341875
Danish Krone,07,1998,6.8500608696
Danish Krone,08,1998,6.80805
Danish Krone,09,1998,6.4867909091
Danish Krone,10,1998,6.2280681818
Danish Krone,11,1998,6.3896
Danish Krone,12,1998,6.3475428571
Danish Krone,01,1999,6.407685
Danish Krone,02,1999,6.6355105263
Danish Krone,03,1999,6.8252391304
Danish Krone,04,1999,6.9410166667
Danish Krone,05,1999,6.9913947368
Danish Krone,06,1999,7.1583363636
Danish Krone,07,1999,7.1870454545
Danish Krone,08,1999,7.0127318182
Danish Krone,09,1999,7.07755
Danish Krone,10,1999,6.9371571429
Danish Krone,11,1999,7.1871227273
Danish Krone,12,1999,7.3552318182
Danish Krone,01,2000,7.3358285714
Danish Krone,02,2000,7.562347619
Danish Krone,03,2000,7.7157347826
Danish Krone,04,2000,7.8564529412
Danish Krone,05,2000,8.2132434783
Danish Krone,06,2000,7.8510789474
Danish Krone,07,2000,7.9321904762
Danish Krone,08,2000,8.2403869565
Danish Krone,09,2000,8.5651095238
Danish Krone,10,2000,8.7072136364
Danish Krone,11,2000,8.7068454545
Danish Krone,12,2000,8.3274555556
Danish Krone,01,2001,7.9506227273
Danish Krone,02,2001,8.09493
Danish Krone,03,2001,8.2067727273
Danish Krone,04,2001,8.3592222222
Danish Krone,05,2001,8.5251952381
Danish Krone,06,2001,8.7218947368
Danish Krone,07,2001,8.6570590909
Danish Krone,08,2001,8.2677217391
Danish Krone,09,2001,8.1705
Danish Krone,10,2001,8.2078695652
Danish Krone,11,2001,8.380605
Danish Krone,12,2001,8.3305888889
Danish Krone,01,2002,8.4180190476
Danish Krone,02,2002,8.539955
Danish Krone,03,2002,8.4848947368
Danish Krone,04,2002,8.398095
Danish Krone,05,2002,8.1130619048
Danish Krone,06,2002,7.7750631579
Danish Krone,07,2002,7.4848863636
Danish Krone,08,2002,7.5983142857
Danish Krone,09,2002,7.5730238095
Danish Krone,10,2002,7.5758666667
Danish Krone,11,2002,7.4182095238
Danish Krone,12,2002,7.2851111111
Danish Krone,01,2003,6.9987090909
Danish Krone,02,2003,6.8986
Danish Krone,03,2003,6.8747095238
Danish Krone,04,2003,6.8489
Danish Krone,05,2003,6.42658
Danish Krone,06,2003,6.3722684211
Danish Krone,07,2003,6.5394818182
Danish Krone,08,2003,6.6743809524
Danish Krone,09,2003,6.6216545455
Danish Krone,10,2003,6.3551217391
Danish Krone,11,2003,6.35692
Danish Krone,12,2003,6.0703
Danish Krone,01,2004,5.9055333333
Danish Krone,02,2004,5.89249
Danish Krone,03,2004,6.0756347826
Danish Krone,04,2004,6.2129277778
Danish Krone,05,2004,6.2023611111
Danish Krone,06,2004,6.1249318182
Danish Krone,07,2004,6.0625681818
Danish Krone,08,2004,6.1059095238
Danish Krone,09,2004,6.0882181818
Danish Krone,10,2004,5.95414
Danish Krone,11,2004,5.7165947368
Danish Krone,12,2004,5.551375
Danish Krone,01,2005,5.6719714286
Danish Krone,02,2005,5.719635
Danish Krone,03,2005,5.637055
Danish Krone,04,2005,5.7607611111
Danish Krone,05,2005,5.8664105263
Danish Krone,06,2005,6.1184
Danish Krone,07,2005,6.1964904762
Danish Krone,08,2005,6.0728666667
Danish Krone,09,2005,6.0864909091
Danish Krone,10,2005,6.213995
Danish Krone,11,2005,6.3348952381
Danish Krone,12,2005,6.283895
Danish Krone,01,2006,6.1652181818
Danish Krone,02,2006,6.25415
Danish Krone,03,2006,6.2076
Danish Krone,04,2006,6.0762058824
Danish Krone,05,2006,5.8453190476
Danish Krone,06,2006,5.901647619
Danish Krone,07,2006,5.882
Danish Krone,08,2006,5.8237782609
Danish Krone,09,2006,5.8615571429
Danish Krone,10,2006,5.9121272727
Danish Krone,11,2006,5.795485
Danish Krone,12,2006,5.6423526316
Danish Krone,01,2007,5.7346727273
Danish Krone,02,2007,5.701645
Danish Krone,03,2007,5.6258909091
Danish Krone,04,2007,5.5111166667
Danish Krone,05,2007,5.5106095238
Danish Krone,06,2007,5.550825
Danish Krone,07,2007,5.4253863636
Danish Krone,08,2007,5.4640347826
Danish Krone,09,2007,5.362515
Danish Krone,10,2007,5.2390391304
Danish Krone,11,2007,5.0769636364
Danish Krone,12,2007,5.1174555556
Danish Krone,01,2008,5.0624454545
Danish Krone,02,2008,5.0548952381
Danish Krone,03,2008,4.8011666667
Danish Krone,04,2008,4.7373095238
Danish Krone,05,2008,4.7942
Danish Krone,06,2008,4.793605
Danish Krone,07,2008,4.7307217391
Danish Krone,08,2008,4.9833952381
Danish Krone,09,2008,5.1916681818
Danish Krone,10,2008,5.6028913043
Danish Krone,11,2008,5.850685
Danish Krone,12,2008,5.5746421053
Danish Krone,01,2009,5.6316214286
Danish Krone,02,2009,5.82842785
Danish Krone,03,2009,5.7145590909
Danish Krone,04,2009,5.6500578947
Danish Krone,05,2009,5.4699111111
Danish Krone,06,2009,5.319305
Danish Krone,07,2009,5.2856304348
Danish Krone,08,2009,5.2174952381
Danish Krone,09,2009,5.1119136364
Danish Krone,10,2009,5.0244909091
Danish Krone,11,2009,4.988935
Danish Krone,12,2009,5.086925
Danish Krone,01,2010,5.215515
Danish Krone,02,2010,5.439825
Danish Krone,03,2010,5.4849434783
Danish Krone,04,2010,5.5549578947
Danish Krone,05,2010,5.9116176471
Danish Krone,06,2010,6.0954863636
Danish Krone,07,2010,5.83763
Danish Krone,08,2010,5.7790045455
Danish Krone,09,2010,5.6987190476
Danish Krone,10,2010,5.366375
Danish Krone,11,2010,5.4262888889
Danish Krone,12,2010,5.6381238095
Danish Krone,01,2011,5.57915
Danish Krone,02,2011,5.4630789474
Danish Krone,03,2011,5.3275478261
Danish Krone,04,2011,5.1675444444
Danish Krone,05,2011,5.19507
Danish Krone,06,2011,5.1866684211
Danish Krone,07,2011,5.2318
Danish Krone,08,2011,5.1942
Danish Krone,09,2011,5.4158238095
Danish Krone,10,2011,5.43101
Danish Krone,11,2011,5.47999
Danish Krone,12,2011,5.6420190476
Danish Krone,01,2012,5.757875
Danish Krone,02,2012,5.623085
Danish Krone,03,2012,5.6327090909
Danish Krone,04,2012,5.6501222222
Danish Krone,05,2012,5.8020578947
Danish Krone,06,2012,5.931575
Danish Krone,07,2012,6.0602428571
Danish Krone,08,2012,6.0048695652
Danish Krone,09,2012,5.7922315789
Danish Krone,10,2012,5.74629
Danish Krone,11,2012,5.81822
Danish Krone,12,2012,5.6912882353
Danish Krone,01,2013,5.6165666667
Danish Krone,02,2013,5.5847631579
Danish Krone,03,2013,5.7489888889
Danish Krone,04,2013,5.72311
Danish Krone,05,2013,5.7361263158
Danish Krone,06,2013,5.6523842105
Danish Krone,07,2013,5.6961619048
Danish Krone,08,2013,5.6035909091
Danish Krone,09,2013,5.584975
Danish Krone,10,2013,5.4696318182
Danish Krone,11,2013,5.5326157895
Danish Krone,12,2013,5.4468823529
Danish Krone,01,2014,5.47963
Danish Krone,02,2014,5.4645526316
Danish Krone,03,2014,5.4025333333
Danish Krone,04,2014,5.4058947368
Danish Krone,05,2014,5.4243833333
Danish Krone,06,2014,5.4870789474
Danish Krone,07,2014,5.5084409091
Danish Krone,08,2014,5.5987809524
Danish Krone,09,2014,5.775952381
Danish Krone,10,2014,5.8750318182
Danish Krone,11,2014,5.9671722222
Danish Krone,12,2014,6.0260421053
Danish Krone,01,2015,6.4171526316
Danish Krone,02,2015,6.56245
Euro,07,1998,1
Euro,08,1998,1
Euro,09,1998,1
Euro,10,1998,0.8446088616
Euro,11,1998,0.8583142108
Euro,12,1998,0.8536782649
Euro,01,1999,0.861489688
Euro,02,1999,0.8922477058
Euro,03,1999,0.9188679547
Euro,04,1999,0.9341944908
Euro,05,1999,0.9409571775
Euro,06,1999,0.9636190025
Euro,07,1999,0.9659332892
Euro,08,1999,0.9430807877
Euro,09,1999,0.9523108689
Euro,10,1999,0.9340265887
Euro,11,1999,0.967283823
Euro,12,1999,0.9891063424
Euro,01,2000,0.9864897875
Euro,02,2000,1.016855592
Euro,03,2000,1.0369749187
Euro,04,2000,1.0560219653
Euro,05,2000,1.1037915239
Euro,06,2000,1.0535439783
Euro,07,2000,1.0642179518
Euro,08,2000,1.1061255309
Euro,09,2000,1.1466387105
Euro,10,2000,1.1693730566
Euro,11,2000,1.167697248
Euro,12,2000,1.1167292242
Euro,01,2001,1.0657778725
Euro,02,2001,1.0849458341
Euro,03,2001,1.099477748
Euro,04,2001,1.1210762332
Euro,05,2001,1.1439505813
Euro,06,2001,1.1721039265
Euro,07,2001,1.1618940986
Euro,08,2001,1.1105156172
Euro,09,2001,1.097580384
Euro,10,2001,1.1039169854
Euro,11,2001,1.1258242642
Euro,12,2001,1.120608615
Euro,01,2002,1.1321356711
Euro,02,2002,1.149379048
Euro,03,2002,1.1418131994
Euro,04,2002,1.1288683901
Euro,05,2002,1.0904692984
Euro,06,2002,1.0466381981
Euro,07,2002,1.0078789844
Euro,08,2002,1.0230228865
Euro,09,2002,1.0195857569
Euro,10,2002,1.0195475063
Euro,11,2002,0.9982430922
Euro,12,2002,0.9820722707
Euro,01,2003,0.9414543759
Euro,02,2003,0.9282508505
Euro,03,2003,0.925366952
Euro,04,2003,0.9218629005
Euro,05,2003,0.8634229374
Euro,06,2003,0.8574263328
Euro,07,2003,0.8793662446
Euro,08,2003,0.8977735216
Euro,09,2003,0.8911284116
Euro,10,2003,0.8552920265
Euro,11,2003,0.8545584283
Euro,12,2003,0.8139597981
Euro,01,2004,0.7928208187
Euro,02,2004,0.7907357401
Euro,03,2004,0.8155507804
Euro,04,2004,0.8343484573
Euro,05,2004,0.8334930862
Euro,06,2004,0.8235584786
Euro,07,2004,0.8152707626
Euro,08,2004,0.8212908453
Euro,09,2004,0.8184767404
Euro,10,2004,0.8006618805
Euro,11,2004,0.7697421364
Euro,12,2004,0.745845156
Euro,01,2005,0.76223662
Euro,02,2005,0.7683884972
Euro,03,2005,0.7575374981
Euro,04,2005,0.7729226783
Euro,05,2005,0.7877765723
Euro,06,2005,0.8220365582
Euro,07,2005,0.8307586409
Euro,08,2005,0.8135084852
Euro,09,2005,0.8158996592
Euro,10,2005,0.8323259547
Euro,11,2005,0.8484839135
Euro,12,2005,0.8434386226
Euro,01,2006,0.8262321186
Euro,02,2006,0.8376366918
Euro,03,2006,0.8319467554
Euro,04,2006,0.8149184402
Euro,05,2006,0.7831104435
Euro,06,2006,0.7905166745
Euro,07,2006,0.7884155475
Euro,08,2006,0.7805606462
Euro,09,2006,0.7857046649
Euro,10,2006,0.7929556701
Euro,11,2006,0.7763125858
Euro,12,2006,0.7568424533
Euro,01,2007,0.7693114662
Euro,02,2007,0.7648651543
Euro,03,2007,0.7551807113
Euro,04,2007,0.739855222
Euro,05,2007,0.7401202359
Euro,06,2007,0.7452358139
Euro,07,2007,0.7290972782
Euro,08,2007,0.7340808191
Euro,09,2007,0.7196082453
Euro,10,2007,0.7028652454
Euro,11,2007,0.681030213
Euro,12,2007,0.6863219645
Euro,01,2008,0.6794443381
Euro,02,2008,0.6780405275
Euro,03,2008,0.6440590636
Euro,04,2008,0.6349004793
Euro,05,2008,0.6427974545
Euro,06,2008,0.6429726155
Euro,07,2008,0.6341276471
Euro,08,2008,0.6677626454
Euro,09,2008,0.6959184384
Euro,10,2008,0.7506331427
Euro,11,2008,0.7854133041
Euro,12,2008,0.7435260128
Euro,01,2009,0.7553630778
Euro,02,2009,0.7821849555
Euro,03,2009,0.7662942012
Euro,04,2009,0.7581328704
Euro,05,2009,0.7325765817
Euro,06,2009,0.7134471822
Euro,07,2009,0.7098392986
Euro,08,2009,0.7008690777
Euro,09,2009,0.6867360062
Euro,10,2009,0.6749294392
Euro,11,2009,0.6704895212
Euro,12,2009,0.6842945079
Euro,01,2010,0.7006677364
Euro,02,2010,0.730689698
Euro,03,2010,0.7369999616
Euro,04,2010,0.7459513491
Euro,05,2010,0.795023155
Euro,06,2010,0.8191014457
Euro,07,2010,0.7831436168
Euro,08,2010,0.7755435856
Euro,09,2010,0.7647487254
Euro,10,2010,0.7196367274
Euro,11,2010,0.7279777162
Euro,12,2010,0.7564786997
Euro,01,2011,0.7483853586
Euro,02,2011,0.7327109147
Euro,03,2011,0.7143278641
Euro,04,2011,0.6924349658
Euro,05,2011,0.6967531304
Euro,06,2011,0.6950038699
Euro,07,2011,0.7016312928
Euro,08,2011,0.697193644
Euro,09,2011,0.7271115666
Euro,10,2011,0.7292882147
Euro,11,2011,0.7363119607
Euro,12,2011,0.7587801705
Euro,01,2012,0.7742844644
Euro,02,2012,0.7563152322
Euro,03,2012,0.7575183698
Euro,04,2012,0.7597781448
Euro,05,2012,0.7812790654
Euro,06,2012,0.7983212445
Euro,07,2012,0.8146291885
Euro,08,2012,0.8064544406
Euro,09,2012,0.7769499399
Euro,10,2012,0.7707183095
Euro,11,2012,0.7800068641
Euro,12,2012,0.7628244247
Euro,01,2013,0.7526504047
Euro,02,2013,0.7485354313
Euro,03,2013,0.7713906631
Euro,04,2013,0.7676953785
Euro,05,2013,0.7701730322
Euro,06,2013,0.7582219695
Euro,07,2013,0.7637030141
Euro,08,2013,0.7513430257
Euro,09,2013,0.7487860306
Euro,10,2013,0.7332355686
Euro,11,2013,0.7417586708
Euro,12,2013,0.7299802905
Euro,01,2014,0.734627911
Euro,02,2014,0.7322590964
Euro,03,2014,0.7234568837
Euro,04,2014,0.7239819005
Euro,05,2014,0.7279609813
Euro,06,2014,0.735706278
Euro,07,2014,0.7387185919
Euro,08,2014,0.7509708981
Euro,09,2014,0.7757751287
Euro,10,2014,0.7891131086
Euro,11,2014,0.8018495997
Euro,12,2014,0.810942315
Euro,01,2015,0.8620689655
Euro,02,2015,0.8807012454
Hungarian Forint,07,1998,NaN
Hungarian Forint,08,1998,NaN
Hungarian Forint,09,1998,NaN
Hungarian Forint,10,1998,NaN
Hungarian Forint,11,1998,NaN
Hungarian Forint,12,1998,NaN
Hungarian Forint,01,1999,NaN
Hungarian Forint,02,1999,NaN
Hungarian Forint,03,1999,NaN
Hungarian Forint,04,1999,NaN
Hungarian Forint,05,1999,237.2
Hungarian Forint,06,1999,NaN
Hungarian Forint,07,1999,240.3075
Hungarian Forint,08,1999,239.0923809524
Hungarian Forint,09,1999,242.97
Hungarian Forint,10,1999,240.529047619
Hungarian Forint,11,1999,246.4666666667
Hungarian Forint,12,1999,251.3810526316
Hungarian Forint,01,2000,251.1455
Hungarian Forint,02,2000,259.9528571429
Hungarian Forint,03,2000,266.4159090909
Hungarian Forint,04,2000,272.8742105263
Hungarian Forint,05,2000,285.469047619
Hungarian Forint,06,2000,273.8565
Hungarian Forint,07,2000,276.6347619048
Hungarian Forint,08,2000,288.1826086957
Hungarian Forint,09,2000,300.989047619
Hungarian Forint,10,2000,307.0971428571
Hungarian Forint,11,2000,308.2719047619
Hungarian Forint,12,2000,295.9983333333
Hungarian Forint,01,2001,282.3181818182
Hungarian Forint,02,2001,288.1285
Hungarian Forint,03,2001,292.6285
Hungarian Forint,04,2001,298.9577777778
Hungarian Forint,05,2001,295.3323809524
Hungarian Forint,06,2001,289.3295
Hungarian Forint,07,2001,289.4922727273
Hungarian Forint,08,2001,279.0677272727
Hungarian Forint,09,2001,280.917
Hungarian Forint,10,2001,281.5233333333
Hungarian Forint,11,2001,283.11
Hungarian Forint,12,2001,277.0088235294
Hungarian Forint,01,2002,275.7576190476
Hungarian Forint,02,2002,279.91
Hungarian Forint,03,2002,279.4765
Hungarian Forint,04,2002,273.6147619048
Hungarian Forint,05,2002,265.8004761905
Hungarian Forint,06,2002,254.094
Hungarian Forint,07,2002,248.5873913043
Hungarian Forint,08,2002,250.925
Hungarian Forint,09,2002,248.6628571429
Hungarian Forint,10,2002,248.1786363636
Hungarian Forint,11,2002,237.627
Hungarian Forint,12,2002,232.560625
Hungarian Forint,01,2003,226.2261904762
Hungarian Forint,02,2003,227.3552941176
Hungarian Forint,03,2003,227.2485714286
Hungarian Forint,04,2003,226.259047619
Hungarian Forint,05,2003,212.3789473684
Hungarian Forint,06,2003,223.697
Hungarian Forint,07,2003,232.1069565217
Hungarian Forint,08,2003,232.8395
Hungarian Forint,09,2003,227.8555
Hungarian Forint,10,2003,218.4305
Hungarian Forint,11,2003,221.684
Hungarian Forint,12,2003,215.8155
Hungarian Forint,01,2004,209.5152631579
Hungarian Forint,02,2004,208.0326315789
Hungarian Forint,03,2004,206.575
Hungarian Forint,04,2004,208.6366666667
Hungarian Forint,05,2004,210.6675
Hungarian Forint,06,2004,208.4495238095
Hungarian Forint,07,2004,203.6033333333
Hungarian Forint,08,2004,204.0205882353
Hungarian Forint,09,2004,202.6380952381
Hungarian Forint,10,2004,197.9921052632
Hungarian Forint,11,2004,189.0517647059
Hungarian Forint,12,2004,183.3776190476
Hungarian Forint,01,2005,187.593
Hungarian Forint,02,2005,187.2763157895
Hungarian Forint,03,2005,185.5546666667
Hungarian Forint,04,2005,191.6861904762
Hungarian Forint,05,2005,198.23625
Hungarian Forint,06,2005,204.5968421053
Hungarian Forint,07,2005,204.5757142857
Hungarian Forint,08,2005,198.9481818182
Hungarian Forint,09,2005,200.5772727273
Hungarian Forint,10,2005,209.3705
Hungarian Forint,11,2005,213.0280952381
Hungarian Forint,12,2005,212.9723809524
Hungarian Forint,01,2006,207.5171428571
Hungarian Forint,02,2006,210.6025
Hungarian Forint,03,2006,216.8736363636
Hungarian Forint,04,2006,216.32
Hungarian Forint,05,2006,205.5023809524
Hungarian Forint,06,2006,214.8938095238
Hungarian Forint,07,2006,218.8071428571
Hungarian Forint,08,2006,213.9852173913
Hungarian Forint,09,2006,215.7057142857
Hungarian Forint,10,2006,211.83
Hungarian Forint,11,2006,200.9994736842
Hungarian Forint,12,2006,192.2642105263
Hungarian Forint,01,2007,195.5
Hungarian Forint,02,2007,193.8675
Hungarian Forint,03,2007,188.7425
Hungarian Forint,04,2007,182.0795
Hungarian Forint,05,2007,183.840952381
Hungarian Forint,06,2007,186.6938095238
Hungarian Forint,07,2007,179.9581818182
Hungarian Forint,08,2007,187.3340909091
Hungarian Forint,09,2007,182.4415
Hungarian Forint,10,2007,176.2914285714
Hungarian Forint,11,2007,173.144
Hungarian Forint,12,2007,173.8617647059
Hungarian Forint,01,2008,174.1095454545
Hungarian Forint,02,2008,177.69
Hungarian Forint,03,2008,167.564
Hungarian Forint,04,2008,161.0286363636
Hungarian Forint,05,2008,158.8789473684
Hungarian Forint,06,2008,155.920952381
Hungarian Forint,07,2008,147.0634782609
Hungarian Forint,08,2008,157.454
Hungarian Forint,09,2008,167.4327272727
Hungarian Forint,10,2008,193.229047619
Hungarian Forint,11,2008,208.216
Hungarian Forint,12,2008,196.7775
Hungarian Forint,01,2009,211.6945
Hungarian Forint,02,2009,233.3425
Hungarian Forint,03,2009,233.5427272727
Hungarian Forint,04,2009,223.7004761905
Hungarian Forint,05,2009,206.584
Hungarian Forint,06,2009,200.2704761905
Hungarian Forint,07,2009,193.2730434783
Hungarian Forint,08,2009,189.0957894737
Hungarian Forint,09,2009,186.8359090909
Hungarian Forint,10,2009,181.4057142857
Hungarian Forint,11,2009,181.5957142857
Hungarian Forint,12,2009,186.7561904762
Hungarian Forint,01,2010,188.5575
Hungarian Forint,02,2010,198.2122222222
Hungarian Forint,03,2010,195.6718181818
Hungarian Forint,04,2010,197.6561904762
Hungarian Forint,05,2010,219.5236842105
Hungarian Forint,06,2010,230.3072727273
Hungarian Forint,07,2010,222.2
Hungarian Forint,08,2010,217.6954545455
Hungarian Forint,09,2010,215.5955
Hungarian Forint,10,2010,197.57
Hungarian Forint,11,2010,200.0822222222
Hungarian Forint,12,2010,209.7195238095
Hungarian Forint,01,2011,206.237
Hungarian Forint,02,2011,198.6768421053
Hungarian Forint,03,2011,193.1623809524
Hungarian Forint,04,2011,183.5785
Hungarian Forint,05,2011,185.7885714286
Hungarian Forint,06,2011,185.3138095238
Hungarian Forint,07,2011,187.636
Hungarian Forint,08,2011,189.702173913
Hungarian Forint,09,2011,207.1995238095
Hungarian Forint,10,2011,216.5652631579
Hungarian Forint,11,2011,227.9389473684
Hungarian Forint,12,2011,230.880952381
Hungarian Forint,01,2012,237.4445
Hungarian Forint,02,2012,219.6515
Hungarian Forint,03,2012,220.9585
Hungarian Forint,04,2012,224.3455
Hungarian Forint,05,2012,229.3819047619
Hungarian Forint,06,2012,234.3866666667
Hungarian Forint,07,2012,233.2042857143
Hungarian Forint,08,2012,224.7759090909
Hungarian Forint,09,2012,220.7068421053
Hungarian Forint,10,2012,217.4144444444
Hungarian Forint,11,2012,220.5905555556
Hungarian Forint,12,2012,217.5270588235
Hungarian Forint,01,2013,221.0135
Hungarian Forint,02,2013,219.0615789474
Hungarian Forint,03,2013,234.1210526316
Hungarian Forint,04,2013,229.530952381
Hungarian Forint,05,2013,225.4135
Hungarian Forint,06,2013,224.2345
Hungarian Forint,07,2013,225.23
Hungarian Forint,08,2013,224.896
Hungarian Forint,09,2013,224.5147368421
Hungarian Forint,10,2013,216.2723809524
Hungarian Forint,11,2013,220.7027777778
Hungarian Forint,12,2013,219.735
Hungarian Forint,01,2014,221.8435
Hungarian Forint,02,2014,227.1157894737
Hungarian Forint,03,2014,225.4042105263
Hungarian Forint,04,2014,222.5080952381
Hungarian Forint,05,2014,221.5868421053
Hungarian Forint,06,2014,225.1825
Hungarian Forint,07,2014,228.7090909091
Hungarian Forint,08,2014,235.625
Hungarian Forint,09,2014,242.7761904762
Hungarian Forint,10,2014,242.8055
Hungarian Forint,11,2014,246.1194444444
Hungarian Forint,12,2014,251.599
Hungarian Forint,01,2015,272.58
Hungarian Forint,02,2015,270.62125
Icelandic Krona,07,1998,71.5313636364
Icelandic Krona,08,1998,71.703
Icelandic Krona,09,1998,70.0368181818
Icelandic Krona,10,1998,68.4659090909
Icelandic Krona,11,1998,70.0280952381
Icelandic Krona,12,1998,69.6995
Icelandic Krona,01,1999,69.4452631579
Icelandic Krona,02,1999,70.9945
Icelandic Krona,03,1999,72.1891304348
Icelandic Krona,04,1999,73.1094444444
Icelandic Krona,05,1999,73.7421052632
Icelandic Krona,06,1999,74.3585714286
Icelandic Krona,07,1999,74.5771428571
Icelandic Krona,08,1999,72.8771428571
Icelandic Krona,09,1999,72.5990909091
Icelandic Krona,10,1999,70.777
Icelandic Krona,11,1999,71.7845454545
Icelandic Krona,12,1999,72.4661904762
Icelandic Krona,01,2000,72.3344444444
Icelandic Krona,02,2000,73.0747368421
Icelandic Krona,03,2000,73.6290909091
Icelandic Krona,04,2000,73.9141176471
Icelandic Krona,05,2000,76.5013636364
Icelandic Krona,06,2000,76.1625
Icelandic Krona,07,2000,78.2355
Icelandic Krona,08,2000,79.9630434783
Icelandic Krona,09,2000,83.063
Icelandic Krona,10,2000,85.1422727273
Icelandic Krona,11,2000,87.3781818182
Icelandic Krona,12,2000,86.3429411765
Icelandic Krona,01,2001,85.0333333333
Icelandic Krona,02,2001,85.9485
Icelandic Krona,03,2001,87.6445454545
Icelandic Krona,04,2001,93.3664705882
Icelandic Krona,05,2001,100.7505263158
Icelandic Krona,06,2001,104.6722222222
Icelandic Krona,07,2001,102.098
Icelandic Krona,08,2001,98.5265
Icelandic Krona,09,2001,100.0515789474
Icelandic Krona,10,2001,102.5030434783
Icelandic Krona,11,2001,107.422
Icelandic Krona,12,2001,104.5715384615
Icelandic Krona,01,2002,102.5657894737
Icelandic Krona,02,2002,101.414
Icelandic Krona,03,2002,100.3291666667
Icelandic Krona,04,2002,97.2082352941
Icelandic Krona,05,2002,91.9094117647
Icelandic Krona,06,2002,89.3822222222
Icelandic Krona,07,2002,85.6338095238
Icelandic Krona,08,2002,85.8917647059
Icelandic Krona,09,2002,87.3133333333
Icelandic Krona,10,2002,87.74
Icelandic Krona,11,2002,86.105
Icelandic Krona,12,2002,81.6333333333
Icelandic Krona,01,2003,79.4170588235
Icelandic Krona,02,2003,77.5413333333
Icelandic Krona,03,2003,78.7814285714
Icelandic Krona,04,2003,77.0615
Icelandic Krona,05,2003,72.9414285714
Icelandic Krona,06,2003,73.8714285714
Icelandic Krona,07,2003,77.14
Icelandic Krona,08,2003,79.76
Icelandic Krona,09,2003,79.1813636364
Icelandic Krona,10,2003,76.24
Icelandic Krona,11,2003,75.8005
Icelandic Krona,12,2003,73.0414285714
Icelandic Krona,01,2004,69.4335
Icelandic Krona,02,2004,68.515
Icelandic Krona,03,2004,71.0504347826
Icelandic Krona,04,2004,73.0433333333
Icelandic Krona,05,2004,73.378
Icelandic Krona,06,2004,72.1563636364
Icelandic Krona,07,2004,71.5195454545
Icelandic Krona,08,2004,71.5036363636
Icelandic Krona,09,2004,71.6838095238
Icelandic Krona,10,2004,70.1566666667
Icelandic Krona,11,2004,67.1428571429
Icelandic Krona,12,2004,62.7318181818
Icelandic Krona,01,2005,62.5857142857
Icelandic Krona,02,2005,62.014
Icelandic Krona,03,2005,60.0813636364
Icelandic Krona,04,2005,62.3214285714
Icelandic Krona,05,2005,64.8914285714
Icelandic Krona,06,2005,65.1966666667
Icelandic Krona,07,2005,65.1147619048
Icelandic Krona,08,2005,63.7595454545
Icelandic Krona,09,2005,62.1163636364
Icelandic Krona,10,2005,60.9961904762
Icelandic Krona,11,2005,61.8722727273
Icelandic Krona,12,2005,63.5313636364
Icelandic Krona,01,2006,61.5727272727
Icelandic Krona,02,2006,64.1945
Icelandic Krona,03,2006,69.6256521739
Icelandic Krona,04,2006,74.48625
Icelandic Krona,05,2006,71.7352380952
Icelandic Krona,06,2006,74.63
Icelandic Krona,07,2006,74.369047619
Icelandic Krona,08,2006,70.4040909091
Icelandic Krona,09,2006,70.1495238095
Icelandic Krona,10,2006,68.4877272727
Icelandic Krona,11,2006,69.0415
Icelandic Krona,12,2006,69.3563157895
Icelandic Krona,01,2007,70.1477272727
Icelandic Krona,02,2007,67.3665
Icelandic Krona,03,2007,66.9795454545
Icelandic Krona,04,2007,65.2661111111
Icelandic Krona,05,2007,63.119
Icelandic Krona,06,2007,62.790952381
Icelandic Krona,07,2007,60.5395238095
Icelandic Krona,08,2007,65.0436363636
Icelandic Krona,09,2007,63.7405
Icelandic Krona,10,2007,60.6786956522
Icelandic Krona,11,2007,60.7840909091
Icelandic Krona,12,2007,62.2522222222
Icelandic Krona,01,2008,64.3038095238
Icelandic Krona,02,2008,66.4852380952
Icelandic Krona,03,2008,71.6038888889
Icelandic Krona,04,2008,74.0471428571
Icelandic Krona,05,2008,75.1695
Icelandic Krona,06,2008,79.1285714286
Icelandic Krona,07,2008,78.4230434783
Icelandic Krona,08,2008,81.643
Icelandic Krona,09,2008,91.2222727273
Icelandic Krona,10,2008,114.0947826087
Icelandic Krona,11,2008,135.3205
Icelandic Krona,12,2008,123.9957142857
Icelandic Krona,01,2009,123.7895
Icelandic Krona,02,2009,113.8285
Icelandic Krona,03,2009,114.68
Icelandic Krona,04,2009,126.6344444444
Icelandic Krona,05,2009,126.35
Icelandic Krona,06,2009,126.6575
Icelandic Krona,07,2009,127.3560869565
Icelandic Krona,08,2009,127.1465
Icelandic Krona,09,2009,124.6063636364
Icelandic Krona,10,2009,123.8936363636
Icelandic Krona,11,2009,123.7442857143
Icelandic Krona,12,2009,125.0661904762
Icelandic Krona,01,2010,125.866
Icelandic Krona,02,2010,128.202
Icelandic Krona,03,2010,127.5434782609
Icelandic Krona,04,2010,127.5094444444
Icelandic Krona,05,2010,129.6494444444
Icelandic Krona,06,2010,128.5880952381
Icelandic Krona,07,2010,123.516
Icelandic Krona,08,2010,119.4771428571
Icelandic Krona,09,2010,116.7661904762
Icelandic Krona,10,2010,111.7435
Icelandic Krona,11,2010,111.9021052632
Icelandic Krona,12,2010,115.7323809524
