id,level,name,color-id
income-generation-grant---moglsd---,3,Income Generation Grant   Moglsd   ,
income-generation-grany---moglsd---,3,Income Generation Grany   Moglsd   ,
infectious-disease-institute----idi---,3,Infectious Disease Institute    Idi   ,
infectious-diseases-institute----idi---,3,Infectious Diseases Institute    Idi   ,
infrastructual-development----usmid---,3,Infrastructual Development    Usmid   ,
inspection-fees,3,Inspection Fees,
institutional-capacity-building----icb---,3,Institutional Capacity Building    Icb   ,
institutional-capacity-building----icb----project,3,Institutional Capacity Building    Icb    Project,
interest,3,Interest,
interest-from-private-entities,3,Interest From Private Entities,
interest-income,3,Interest Income,
interests-unicef,3,Interests Unicef,
interviews-for--health-workers,3,Interviews For  Health Workers,
iom---international-organisation-of-migration---,3,Iom   International Organisation Of Migration   ,
irish-aid,3,Irish Aid,
irish-aid----gbv---,3,Irish Aid    Gbv   ,
irish-aid----gbv-cedovip---,3,Irish Aid    Gbv Cedovip   ,
irish-aid-grant,3,Irish Aid Grant,
irish-aid----support-to-gender-based-violence-project---,3,Irish Aid    Support To Gender Based Violence Project   ,
italian-cooperation,3,Italian Cooperation,
jica,3,Jica,
jica-acap,3,Jica Acap,
jica--acap-water-sector,3,Jica  Acap Water Sector,
jica---pilot-projects---,3,Jica   Pilot Projects   ,
jica-support,3,Jica Support,
jica-----unspent---,3,Jica     Unspent   ,
juvenile-justice,3,Juvenile Justice,
kakira-sugar-works,3,Kakira Sugar Works,
kalip,3,Kalip,
kalip---opm,3,Kalip   Opm,
kambuga-hospital-credit-line,3,Kambuga Hospital Credit Line,
kapeeka-sc,3,Kapeeka Sc,
kasangombe-sc,3,Kasangombe Sc,
kchsp,3,Kchsp,
kddp,3,Kddp,
kikamulo-sc,3,Kikamulo Sc,
kinoni-sc,3,Kinoni Sc,
kinyogoga-sc,3,Kinyogoga Sc,
kito-sc,3,Kito Sc,
kiwoko-tc,3,Kiwoko Tc,
lake-albert-safaries,3,Lake Albert Safaries,
land-fees,3,Land Fees,
land-fees-%-to-land-board,3,Land Fees % To Land Board,
land-fees----kiruruma-farm---,3,Land Fees    Kiruruma Farm   ,
land-feesor-premium,3,Land Feesor Premium,
land-government-owned-corporations,3,Land Government Owned Corporations,
landing-site-fees,3,Landing Site Fees,
lands-and-surveys,3,Lands And Surveys,
lavemp11,3,Lavemp11,
lavemp-ii,3,Lavemp Ii,
lavemp-ii-project,3,Lavemp Ii Project,
led,3,Led,
lgdms-works,3,Lgdms Works,
lgmsd,3,Lgmsd,
lgmsd-former-lgdp,3,Lgmsd Former Lgdp,
lgmsd----former-lgdp---,3,Lgmsd    Former Lgdp   ,
lgmsdg-unspent-balance,3,Lgmsdg Unspent Balance,
lgmsdor-sds-for-llgs,3,Lgmsdor Sds For Llgs,
lgmsd-support-to-local-governments-in-northern-uganda,3,Lgmsd Support To Local Governments In Northern Uganda,
licence-application,3,Licence Application,
lico,3,Lico,
liquor-licences,3,Liquor Licences,
liverpool-school-of-tropical-medicines,3,Liverpool School Of Tropical Medicines,
livestock-exit-fees,3,Livestock Exit Fees,
livestock-fees,3,Livestock Fees,
llg-bicycle-fund---molg,3,Llg Bicycle Fund   Molg,
loadingor-off-loading,3,Loadingor Off Loading,
loan,3,Loan,
loan-application-fees,3,Loan Application Fees,
local-development-tax,3,Local Development Tax,
local-government-hotel-tax,3,Local Government Hotel Tax,
local-hotel-tax,3,Local Hotel Tax,
local-hotel--tax,3,Local Hotel  Tax,
locally-raised-revenues,3,Locally Raised Revenues,
local-service-tax,3,Local Service Tax,
local-service-tax----lst---,3,Local Service Tax    Lst   ,
lock-up-fees,3,Lock Up Fees,
loss-on-wine----tc---,3,Loss On Wine    Tc   ,
lrdp,3,Lrdp,
lrdp----luwero-rwenzori-dev't-plan---,3,Lrdp    Luwero Rwenzori Dev'T Plan   ,
lrdp----luwero-rwenzori-dev't-prog,3,Lrdp    Luwero Rwenzori Dev'T Prog,
luweero-rwenzori,3,Luweero Rwenzori,
luweero-rwenzori-development-fund,3,Luweero Rwenzori Development Fund,
luweero-rwenzori-development-prog,3,Luweero Rwenzori Development Prog,
luwero-rwenzori,3,Luwero Rwenzori,
luwero--rwenzori,3,Luwero  Rwenzori,
luwero-rwenzori-development-fund,3,Luwero Rwenzori Development Fund,
luwero--rwenzori-development-grant,3,Luwero  Rwenzori Development Grant,
luwero-rwenzori-development-plan,3,Luwero Rwenzori Development Plan,
luwero-rwenzori-development-program,3,Luwero Rwenzori Development Program,
lvemp,3,Lvemp,
lvemp-ii,3,Lvemp Ii,
lvemp-ii-project,3,Lvemp Ii Project,
maaif,3,Maaif,
maaif_climate-smart-agriculture_csa,3,Maaif_Climate Smart Agriculture_Csa,
maaif-ahp,3,Maaif Ahp,
maaif---avian-human-influenza-surveillence,3,Maaif   Avian Human Influenza Surveillence,
maaif-avian-influeza,3,Maaif Avian Influeza,
maaif---banana-wilt,3,Maaif   Banana Wilt,
maaif-bbw,3,Maaif Bbw,
maaif-bbw-control,3,Maaif Bbw Control,
maaif-commercial-sector,3,Maaif Commercial Sector,
maaif-disease-control,3,Maaif Disease Control,
maaif-fao-slm,3,Maaif Fao Slm,
maaif-or--naro,3,Maaif Or  Naro,
maaif-plant--clinics,3,Maaif Plant  Clinics,
maaif-sembeguya,3,Maaif Sembeguya,
maaif--slm,3,Maaif  Slm,
maaif-support-nodding-sindrom,3,Maaif Support Nodding Sindrom,
maaif-vegetable-oil,3,Maaif Vegetable Oil,
maaif---vodpii---,3,Maaif   Vodpii   ,
maai-or-avian-influenza-project,3,Maai Or Avian Influenza Project,
maif,3,Maif,
maiif,3,Maiif,
maiif---avian-influenza------production,3,Maiif   Avian Influenza      Production,
maiif--maize-lethol-disease,3,Maiif  Maize Lethol Disease,
maiif---sustainable-land-management---,3,Maiif   Sustainable Land Management   ,
maintenance-roads---urf,3,Maintenance Roads   Urf,
makerere-university,3,Makerere University,
makerere-university---musph---,3,Makerere University   Musph   ,
malaria,3,Malaria,
malaria-consortium,3,Malaria Consortium,
malaria-cosotium,3,Malaria Cosotium,
manifest,3,Manifest,
manifest-health,3,Manifest Health,
map---international,3,Map   International,
maracha-asea,3,Maracha Asea,
market-charges,3,Market Charges,
market-fees,3,Market Fees,
marketgate-charges,3,Marketgate Charges,
marketor-gate-charges,3,Marketor Gate Charges,
market-or-gate-charges,3,Market Or Gate Charges,
marketor-gate-rental-charges,3,Marketor Gate Rental Charges,
market-or-gate-services,3,Market Or Gate Services,
marketor-parish-charges,3,Marketor Parish Charges,
masaka-municipal-council-development--forum----mdf---,3,Masaka Municipal Council Development  Forum    Mdf   ,
mass-measles-compaign,3,Mass Measles Compaign,
mass-measles-immunisation,3,Mass Measles Immunisation,
matip,3,Matip,
matip---adbor-badea---,3,Matip   Adbor Badea   ,
mayank,3,Mayank,
mayuge-sugar-industries,3,Mayuge Sugar Industries,
mbwindi-hospital-contribution-to-world-kidney-day,3,Mbwindi Hospital Contribution To World Kidney Day,
mdf---molhud-grant---,3,Mdf   Molhud Grant   ,
mechanical-imprest,3,Mechanical Imprest,
mechanical-imprest--dist-feeder-roads,3,Mechanical Imprest  Dist Feeder Roads,
mechanical-imprest-kiwoko--tc,3,Mechanical Imprest Kiwoko  Tc,
mechanical-imprest-nakaseke-butalangu--tc,3,Mechanical Imprest Nakaseke Butalangu  Tc,
mechanical-imprest-nakaseke-tc,3,Mechanical Imprest Nakaseke Tc,
mechanical-imprest-ngoma--tc,3,Mechanical Imprest Ngoma  Tc,
mechanical-imprest-semuto-tc,3,Mechanical Imprest Semuto Tc,
mechnical-imprest,3,Mechnical Imprest,
medical-drugs-from-nms,3,Medical Drugs From Nms,
medical-supplies,3,Medical Supplies,
medical-supplies-by-nms,3,Medical Supplies By Nms,
medical-supplies-from-nms,3,Medical Supplies From Nms,
medical-supplies----nms---,3,Medical Supplies    Nms   ,
merecp,3,Merecp,
mglsdor-unfpa-gbv-project,3,Mglsdor Unfpa Gbv Project,
mglsd-ylp,3,Mglsd Ylp,
mglsd----ylp---,3,Mglsd    Ylp   ,
mglsd-youth-entreprenuership,3,Mglsd Youth Entreprenuership,
mglsd----youth-livelihood-fund---,3,Mglsd    Youth Livelihood Fund   ,
migration-permits,3,Migration Permits,
mildmay,3,Mildmay,
mild-may,3,Mild May,
mildmay-ovc,3,Mildmay Ovc,
mildmay-ug,3,Mildmay Ug,
mildmay-uganda,3,Mildmay Uganda,
mildmay---uganda,3,Mildmay   Uganda,
"ministry-of-agriculture,animal-industry&-fisheries",3,"Ministry Of Agriculture,Animal Industry& Fisheries",
ministry-of-agriculture--bbw,3,Ministry Of Agriculture  Bbw,
ministry-of-educ-----admin---,3,Ministry Of Educ     Admin   ,
ministry-of-education,3,Ministry Of Education,
ministry-of-education-&-sports,3,Ministry Of Education & Sports,
ministry-of-education-&-sports-uneb,3,Ministry Of Education & Sports Uneb,
ministry-of-education-admin,3,Ministry Of Education Admin,
ministry-of-education-and-soprts,3,Ministry Of Education And Soprts,
ministry-of-education-and-sports,3,Ministry Of Education And Sports,
ministry-of-education-and-sports---head-count---,3,Ministry Of Education And Sports   Head Count   ,
ministry-of-education---head-count,3,Ministry Of Education   Head Count,
ministry-of-educ----uneb---,3,Ministry Of Educ    Uneb   ,
ministry-of-energyor-giz-support,3,Ministry Of Energyor Giz Support,
ministry-of-gender,3,Ministry Of Gender,
"ministry-of-gender,-labour-&-social-dev't",3,"Ministry Of Gender, Labour & Social Dev'T",
"ministry-of-gender,-labour-and-social-development",3,"Ministry Of Gender, Labour And Social Development",
"ministry-of-gender,labour-and-social-devt",3,"Ministry Of Gender,Labour And Social Devt",
ministry-of-gender---jpp----women-empowerment---,3,Ministry Of Gender   Jpp    Women Empowerment   ,
ministry-of-gender-labour--social-devt,3,Ministry Of Gender Labour  Social Devt,
ministry-of-gender----mglsd---,3,Ministry Of Gender    Mglsd   ,
ministry-of-gender-or--women-councils,3,Ministry Of Gender Or  Women Councils,
ministry-of-gender-----youth-livelihood-project,3,Ministry Of Gender     Youth Livelihood Project,
ministry-of-health,3,Ministry Of Health,
ministry-of-health-bcg-training,3,Ministry Of Health Bcg Training,
ministry-of-health---mass-polio-campaign---,3,Ministry Of Health   Mass Polio Campaign   ,
ministry-of-health-or--polio,3,Ministry Of Health Or  Polio,
ministry-of-health----polio-fund---,3,Ministry Of Health    Polio Fund   ,
ministry-of-local-government-----bicycles-for-lc-1-and-2---,3,Ministry Of Local Government     Bicycles For Lc 1 And 2   ,
ministry-of-local-government----caiip-ii---,3,Ministry Of Local Government    Caiip Ii   ,
ministry-of-local-gov't----molg---,3,Ministry Of Local Gov'T    Molg   ,
ministry-of-tourism----uwa-quepa---,3,Ministry Of Tourism    Uwa Quepa   ,
ministry-of-tourism-----uwa-revenue-sharing---,3,Ministry Of Tourism     Uwa Revenue Sharing   ,
"ministry-of-trade,-industry-and-cooperative",3,"Ministry Of Trade, Industry And Cooperative",
ministry-of-trade-and-industry,3,Ministry Of Trade And Industry,
ministry-of-trade-tourism-and-industry,3,Ministry Of Trade Tourism And Industry,
ministry-of-water-&-environment----lvemp-ii---,3,Ministry Of Water & Environment    Lvemp Ii   ,
mini-taso---kagadi-hosp,3,Mini Taso   Kagadi Hosp,
min-of-gender----idd---,3,Min Of Gender    Idd   ,
min-of-gender---women-groups-support---,3,Min Of Gender   Women Groups Support   ,
min-of-health----gavi---,3,Min Of Health    Gavi   ,
min-of-local-government,3,Min Of Local Government,
"minstry-of-agriculture-animal,-industry-and-fisheries",3,"Minstry Of Agriculture Animal, Industry And Fisheries",
miscellaneous,3,Miscellaneous,
miscellaneous-and-identified-revenue,3,Miscellaneous And Identified Revenue,
miscellaneous-and-unidentified-revenue,3,Miscellaneous And Unidentified Revenue,
miscellaneous-receipt-or-income,3,Miscellaneous Receipt Or Income,
miscellaneous-receitsor--incomes,3,Miscellaneous Receitsor  Incomes,
"miscellaneous-revenue----water-sources,-hall-hire---",3,"Miscellaneous Revenue    Water Sources, Hall Hire   ",
miscellaneous---yumbe-tc---,3,Miscellaneous   Yumbe Tc   ,
mjap,3,Mjap,
mlgsd,3,Mlgsd,
mnistry-of-finance-,3,Mnistry Of Finance ,
mock-fees,3,Mock Fees,
moe,3,Moe,
moe&s,3,Moe&S,
moe&s---uneb,3,Moe&S   Uneb,
moe---deo-school-monitoring,3,Moe   Deo School Monitoring,
moe-ple,3,Moe Ple,
moep-uneb-examination,3,Moep Uneb Examination,
moes,3,Moes,
moes---deo-operational-cost-&-others---,3,Moes   Deo Operational Cost & Others   ,
moes----deos-monitoring---,3,Moes    Deos Monitoring   ,
moes-deo-support---arrears---,3,Moes Deo Support   Arrears   ,
moes--monitoring-and-supervision,3,Moes  Monitoring And Supervision,
moes--ple,3,Moes  Ple,
moes---ple,3,Moes   Ple,
moes---ple---,3,Moes   Ple   ,
moes-ple-fund-&-other-funds,3,Moes Ple Fund & Other Funds,
moes----school-activities-monitoring---,3,Moes    School Activities Monitoring   ,
moes-school-census,3,Moes School Census,
moes-uneb,3,Moes Uneb,
moes---uneb,3,Moes   Uneb,
moes----uneb---,3,Moes    Uneb   ,
moes-use-enrolment-verification,3,Moes Use Enrolment Verification,
moes---validation,3,Moes   Validation,
moes----validation---,3,Moes    Validation   ,
moes-workshops,3,Moes Workshops,
mofped,3,Mofped,
mofped----kalagala-compost-site-project---,3,Mofped    Kalagala Compost Site Project   ,
mogld-fgm-fund,3,Mogld Fgm Fund,
mogld-gender-equality-fund,3,Mogld Gender Equality Fund,
moglsd,3,Moglsd,
moglsd_youth_training,3,Moglsd_Youth_Training,
moglsd-women-grant,3,Moglsd Women Grant,
moglsd--youth-livelihood-programme,3,Moglsd  Youth Livelihood Programme,
mog----youth-training---,3,Mog    Youth Training   ,
moh,3,Moh,
moh_bilharzia,3,Moh_Bilharzia,
moh--disease-surveillance,3,Moh  Disease Surveillance,
moh-for-imunisation,3,Moh For Imunisation,
moh-for-nodding,3,Moh For Nodding,
moh-gavi,3,Moh Gavi,
moh---gavi,3,Moh   Gavi,
moh---gavi---,3,Moh   Gavi   ,
moh----gavi---,3,Moh    Gavi   ,
moh-gavi-fund,3,Moh Gavi Fund,
moh---house-to-house,3,Moh   House To House,
moh---hsps,3,Moh   Hsps,
moh-----mass-immunisation-of-measles-&-polio---,3,Moh     Mass Immunisation Of Measles & Polio   ,
moh-massive-immunisation-against-polio,3,Moh Massive Immunisation Against Polio,
moh--mass-polio,3,Moh  Mass Polio,
moh----mtrac---,3,Moh    Mtrac   ,
moh---mtrack,3,Moh   Mtrack,
moh---nocp,3,Moh   Nocp,
moh---nodding-syndrome,3,Moh   Nodding Syndrome,
moh--ntd,3,Moh  Ntd,
moh---ntd---,3,Moh   Ntd   ,
moh----ntd---,3,Moh    Ntd   ,
moh-ntd-disease-survillance,3,Moh Ntd Disease Survillance,
"moh-ntd-mda-monitoring,-meningitis",3,"Moh Ntd Mda Monitoring, Meningitis",
mohor-who,3,Mohor Who,
mohor-who-mass-immunization,3,Mohor Who Mass Immunization,
moh--polio-campaign,3,Moh  Polio Campaign,
moh---post-mda-monitoring-and-data-collection,3,Moh   Post Mda Monitoring And Data Collection,
"moh-recruitment,-polio-top-up-and-m-trac",3,"Moh Recruitment, Polio Top Up And M Trac",
moh-support-------,3,Moh Support       ,
moh-unepi,3,Moh Unepi,
moh--unspent-balances,3,Moh  Unspent Balances,
moh-vht,3,Moh Vht,
molg,3,Molg,
molg_unspent_lc_bicycles,3,Molg_Unspent_Lc_Bicycles,
molg---bicycles,3,Molg   Bicycles,
"molg-lc-i-&-ii-,-bicycles",3,"Molg Lc I & Ii , Bicycles",
molg----lebaling-of-streets---,3,Molg    Lebaling Of Streets   ,
molg----office-block---,3,Molg    Office Block   ,
molgsd-support-to-women-projects,3,Molgsd Support To Women Projects,
molg-snu,3,Molg Snu,
money-from-the-carter-centre-to-fight-orchociasis,3,Money From The Carter Centre To Fight Orchociasis,
monitoring-&-teaching-grant,3,Monitoring & Teaching Grant,
monitoring-education,3,Monitoring Education,
monitoring-educ-enrolment,3,Monitoring Educ Enrolment,
mother-childor--baylor,3,Mother Childor  Baylor,
mowe--support-to-rural-water-project,3,Mowe  Support To Rural Water Project,
mrc,3,Mrc,
mt-elgon----labour-based-road-training-centre,3,Mt Elgon    Labour Based Road Training Centre,
mtrac,3,Mtrac,
m-trac,3,M Trac,
mtracc,3,Mtracc,
mtrac-fund,3,Mtrac Fund,
m'trac----moh---,3,M'Trac    Moh   ,
mtrac-phase-3,3,Mtrac Phase 3,
m-trac-suppport-supervision,3,M Trac Suppport Supervision,
mtrac----who-moh---,3,Mtrac    Who Moh   ,
municipal-infrastructure-grant----mig---,3,Municipal Infrastructure Grant    Mig   ,
muwrp,3,Muwrp,
mw-paf3,3,Mw Paf3,
mwrp-ovc-activities,3,Mwrp Ovc Activities,
naads,3,Naads,
naads-arrears----2012-13---,3,Naads Arrears    2012 13   ,
naads----control-of-bbw---,3,Naads    Control Of Bbw   ,
naads-direct-from-district-to-divisions,3,Naads Direct From District To Divisions,
naads-districts--wage,3,Naads Districts  Wage,
naads----districts------wage,3,Naads    Districts      Wage,
naads-from-naads-secreariat,3,Naads From Naads Secreariat,
naads-gratuity,3,Naads Gratuity,
naads-salary-arrears-fy2012or-13,3,Naads Salary Arrears Fy2012Or 13,
naads-special-release,3,Naads Special Release,
naads-top-up,3,Naads Top Up,
naads-unspent,3,Naads Unspent,
naads-wage-arrears-fy-2012-13,3,Naads Wage Arrears Fy 2012 13,
naads-wage-arreas,3,Naads Wage Arreas,
nador-cbr,3,Nador Cbr,
nakaseke-butalangu-tc,3,Nakaseke Butalangu Tc,
nakaseke-sc,3,Nakaseke Sc,
nakaseke-tc,3,Nakaseke Tc,
nalpip,3,Nalpip,
napa,3,Napa,
naro,3,Naro,
naro-bbw,3,Naro Bbw,
naro-support-research,3,Naro Support Research,
naro-valley-tanks,3,Naro Valley Tanks,
national-census,3,National Census,
national-council-for-women,3,National Council For Women,
national-council-of-women----mglsd---,3,National Council Of Women    Mglsd   ,
national-housing-and-population-census,3,National Housing And Population Census,
national-immunisation-campaign,3,National Immunisation Campaign,
national-medical-stores----nms---,3,National Medical Stores    Nms   ,
national-population-&-housing-census,3,National Population & Housing Census,
national-population-&-housing-census-2014,3,National Population & Housing Census 2014,
national-population-&-housing-census----ubos---,3,National Population & Housing Census    Ubos   ,
national-population-and-housing-census,3,National Population And Housing Census,
national-population-and-housing-census-2014,3,National Population And Housing Census 2014,
national-population-and-housing-census---ubos,3,National Population And Housing Census   Ubos,
national-road-fund,3,National Road Fund,
national-waters,3,National Waters,
national-women-council,3,National Women Council,
national-women-council-funds,3,National Women Council Funds,
national-women-council-grant,3,National Women Council Grant,
national-women-secretariat,3,National Women Secretariat,
nation-council-of-women-grant,3,Nation Council Of Women Grant,
ndt---mda-monitoring,3,Ndt   Mda Monitoring,
neglected-tropical-disease-fund,3,Neglected Tropical Disease Fund,
neglected-tropical-diseases,3,Neglected Tropical Diseases,
neglected-tropical-diseases---ntd---,3,Neglected Tropical Diseases   Ntd   ,
neglected-tropical-diseases----ntd---,3,Neglected Tropical Diseases    Ntd   ,
nemaor-wmd,3,Nemaor Wmd,
new-global-fund,3,New Global Fund,
nfa,3,Nfa,
ngoma-sc,3,Ngoma Sc,
ngoma-tc,3,Ngoma Tc,
nhpc----census---,3,Nhpc    Census   ,
nids,3,Nids,
niure,3,Niure,
nlpip,3,Nlpip,
nodding-syndrome-funds,3,Nodding Syndrome Funds,
non-refundable-fees,3,Non Refundable Fees,
northern-uganda-social-action-fund-ii,3,Northern Uganda Social Action Fund Ii,
northern-uganda-social-action-fund-ii----nusaf-ii---,3,Northern Uganda Social Action Fund Ii    Nusaf Ii   ,
northern-uganda-support,3,Northern Uganda Support,
notf,3,Notf,
ntd,3,Ntd,
ntd-control-program,3,Ntd Control Program,
ntd--health,3,Ntd  Health,
ntd-moh,3,Ntd Moh,
ntd---moh---,3,Ntd   Moh   ,
ntd----moh---,3,Ntd    Moh   ,
ntd---neglected-tropical-diseases---,3,Ntd   Neglected Tropical Diseases   ,
ntdor-moh,3,Ntdor Moh,
ntdor-rti,3,Ntdor Rti,
ntd-research-triangle,3,Ntd Research Triangle,
ntd-rti,3,Ntd Rti,
ntds,3,Ntds,
nudeil,3,Nudeil,
nudeil-unspent-balance,3,Nudeil Unspent Balance,
nuhealth,3,Nuhealth,
nu-health,3,Nu Health,
nu-health----nonwage---,3,Nu Health    Nonwage   ,
nuhites,3,Nuhites,
nu-hites,3,Nu Hites,
nu-hites-proramme,3,Nu Hites Proramme,
nuire,3,Nuire,
numat,3,Numat,
nusaf,3,Nusaf,
nusaf2,3,Nusaf2,
nusaf-2,3,Nusaf 2,
nusaf2-district-operational-fund,3,Nusaf2 District Operational Fund,
nusaf2-operations,3,Nusaf2 Operations,
nusaf2-subprojects,3,Nusaf2 Subprojects,
nusaf-fund,3,Nusaf Fund,
nusafii,3,Nusafii,
nusaf-ii,3,Nusaf Ii,
"nusaf-ii:-cir,-hisp&-pwp",3,"Nusaf Ii: Cir, Hisp& Pwp",
nusaf-ii-grants,3,Nusaf Ii Grants,
nusaf-ii----operational-fund---,3,Nusaf Ii    Operational Fund   ,
nusaf-ii-unspent-balance,3,Nusaf Ii Unspent Balance,
occupational-permits,3,Occupational Permits,
office-of-the-prime-minister,3,Office Of The Prime Minister,
office-start-up-fund,3,Office Start Up Fund,
onchocerciasis-carter-centre,3,Onchocerciasis Carter Centre,
onchosciasis,3,Onchosciasis,
opm_nusaf-ii_unspent,3,Opm_Nusaf Ii_Unspent,
opm--animal-re-stocking,3,Opm  Animal Re Stocking,
opm-animal-restocking-programme,3,Opm Animal Restocking Programme,
opm----bunyoro-affairs---,3,Opm    Bunyoro Affairs   ,
opm-micro-projects,3,Opm Micro Projects,
opm---nusaf-ii---,3,Opm   Nusaf Ii   ,
opm---restockig,3,Opm   Restockig,
opm----restocking---,3,Opm    Restocking   ,
opm----restocking-grant---,3,Opm    Restocking Grant   ,
opm----re-stocking-operational-funds---,3,Opm    Re Stocking Operational Funds   ,
opm----youth-training---,3,Opm    Youth Training   ,
opm---youth-training-hydroform---,3,Opm   Youth Training Hydroform   ,
orphans-and-vulnerable-children,3,Orphans And Vulnerable Children,
other-contractual-fees-and-charges,3,Other Contractual Fees And Charges,
other-court-fees,3,Other Court Fees,
"other-donors-ie-who,-etc",3,"Other Donors Ie Who, Etc",
other-fees-and-charges,3,Other Fees And Charges,
other-fees-and-charges----35%-remitances-from-llgs---,3,Other Fees And Charges    35% Remitances From Llgs   ,
other-fees-and-charges----building-plan-fee---,3,Other Fees And Charges    Building Plan Fee   ,
other-fees-and-charges---development-tax,3,Other Fees And Charges   Development Tax,
other-fees-and-charges--eg----staff-recoveries---,3,Other Fees And Charges  Eg    Staff Recoveries   ,
other-fees-and-charges----lst---,3,Other Fees And Charges    Lst   ,
other-fees-and-chargesor-miscellaneous,3,Other Fees And Chargesor Miscellaneous,
other-fees-and-chargesor--remittances,3,Other Fees And Chargesor  Remittances,
other-fees-and-charges----stores-supplies---,3,Other Fees And Charges    Stores Supplies   ,
other-fees-and-charges--tender,3,Other Fees And Charges  Tender,
other-fees-and-penalties,3,Other Fees And Penalties,
other-fees-loan-handling-fees,3,Other Fees Loan Handling Fees,
other-feesor-loyalities-arrears,3,Other Feesor Loyalities Arrears,
other-fines-and-penalties,3,Other Fines And Penalties,
other-government-transfers-bailor-foundation,3,Other Government Transfers Bailor Foundation,
other-government-transfers-drugs,3,Other Government Transfers Drugs,
other-government-transfers--edp,3,Other Government Transfers  Edp,
other-government-transfers--ple-admin,3,Other Government Transfers  Ple Admin,
other-government-transfers-tsupu,3,Other Government Transfers Tsupu,
other-government-transfers-urf,3,Other Government Transfers Urf,
other-gov't-transfers----ubos---,3,Other Gov'T Transfers    Ubos   ,
other-grants,3,Other Grants,
other-health-interventions,3,Other Health Interventions,
other-licences,3,Other Licences,
other-licences----forestry---,3,Other Licences    Forestry   ,
other-licences---uwa,3,Other Licences   Uwa,
other---management-of-ple,3,Other   Management Of Ple,
other-revenues,3,Other Revenues,
other-revenues----moes---,3,Other Revenues    Moes   ,
others,3,Others,
"others----mildmay,-mjap,-sustain,-pace-etc---",3,"Others    Mildmay, Mjap, Sustain, Pace Etc   ",
other-transfer-from-cebtral-government,3,Other Transfer From Cebtral Government,
other-transfers----census-ubos---,3,Other Transfers    Census Ubos   ,
other-transfers-dlsp-unspent,3,Other Transfers Dlsp Unspent,
other-transfers-from-administration,3,Other Transfers From Administration,
other-transfers-from-central-government,3,Other Transfers From Central Government,
other-transfers-from-central-government_ylp,3,Other Transfers From Central Government_Ylp,
other-transfers-from-central-government---census---,3,Other Transfers From Central Government   Census   ,
other-transfers-from-central-governmente,3,Other Transfers From Central Governmente,
other-transfers-from-central-government---exams&-census---,3,Other Transfers From Central Government   Exams& Census   ,
other-transfers-from-central-government---manifest---,3,Other Transfers From Central Government   Manifest   ,
other-transfers-from-central-government---mglsd---,3,Other Transfers From Central Government   Mglsd   ,
other-transfers-from-central-government----mglsd---,3,Other Transfers From Central Government    Mglsd   ,
other-transfers-from-central-government-----ministry-of-gender---,3,Other Transfers From Central Government     Ministry Of Gender   ,
other-transfers-from-central-government----moes---,3,Other Transfers From Central Government    Moes   ,
other-transfers-from-central-government---moglsd,3,Other Transfers From Central Government   Moglsd,
other-transfers-from-central-government----moglsd---,3,Other Transfers From Central Government    Moglsd   ,
other-transfers-from-central-government----moh---,3,Other Transfers From Central Government    Moh   ,
other-transfers-from-central-government---molg-caaip---,3,Other Transfers From Central Government   Molg Caaip   ,
other-transfers-from-central-government---naads---,3,Other Transfers From Central Government   Naads   ,
other-transfers-from-central-government----naads_2012or-13---,3,Other Transfers From Central Government    Naads_2012Or 13   ,
other-transfers-from-central-government---nadds---,3,Other Transfers From Central Government   Nadds   ,
other-transfers-from-central-government---ntd---,3,Other Transfers From Central Government   Ntd   ,
other-transfers-from-central-governmentor-mock,3,Other Transfers From Central Governmentor Mock,
other-transfers-from-central-government-or--uneb,3,Other Transfers From Central Government Or  Uneb,
other-transfers-from-central-governmen-town-councilst,3,Other Transfers From Central Governmen Town Councilst,
other-transfers-from-central-government----phc-non-wage-fro-llgs---,3,Other Transfers From Central Government    Phc Non Wage Fro Llgs   ,
other-transfers-from-central-government-ple-and-deo-operations,3,Other Transfers From Central Government Ple And Deo Operations,
other-transfers-from-central-government-----population-secreteriate---,3,Other Transfers From Central Government     Population Secreteriate   ,
other-transfers-from-central-government-restocking,3,Other Transfers From Central Government Restocking,
other-transfers-from-central-government----road---,3,Other Transfers From Central Government    Road   ,
other-transfers-from-central-government----sanitation---,3,Other Transfers From Central Government    Sanitation   ,
other-transfers-from-central-government----start-up---,3,Other Transfers From Central Government    Start Up   ,
other-transfers-from-central-government---ubos---,3,Other Transfers From Central Government   Ubos   ,
other-transfers-from-central-government----ubos---,3,Other Transfers From Central Government    Ubos   ,
other-transfers-from-central-government----unspent---,3,Other Transfers From Central Government    Unspent   ,
other-transfers-from-central-government-unspent--balance,3,Other Transfers From Central Government Unspent  Balance,
other-transfers-from-central-government--unspent-balances,3,Other Transfers From Central Government  Unspent Balances,
other-transfers-from-central-government--usmid,3,Other Transfers From Central Government  Usmid,
other-transfers-from-central-government---wcs---,3,Other Transfers From Central Government   Wcs   ,
other-transfers-from-central-government---youth-livelihood---,3,Other Transfers From Central Government   Youth Livelihood   ,
other-transfers-from-central-government--youth-livelihood-grant,3,Other Transfers From Central Government  Youth Livelihood Grant,
other-transfers-from-central-government---youth-livelihood-program---,3,Other Transfers From Central Government   Youth Livelihood Program   ,
other-transfers-from-central-government----youth-livelihood-programme---,3,Other Transfers From Central Government    Youth Livelihood Programme   ,
