id-to,year,debt-flow,destination-institution-type,creditor-type,creditor-institution,financing-type,id-from,value
BG,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,178776.3265
BG,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,12713668.18
BG,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,4281251215
BI,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,860437.5783
BI,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
BI,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
BI,2013,DIS,PPG,Official,Multilateral,Concessional,Other,6360980.351
BI,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
BI,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,0
BI,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
BI,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
BI,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
BI,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
BI,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
BI,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,967861.9062
BI,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
BI,2013,INT,PPG,Official,Multilateral,Concessional,IDA,1203569.655
BI,2013,INT,PPG,Official,Multilateral,Concessional,Other,1126391.012
BI,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
BI,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,0
BI,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
BI,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
BI,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
BI,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
BI,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
BI,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,1195226.018
BI,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
BI,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,2135971.103
BI,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,20016385.46
BI,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
BI,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,0
BI,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
BI,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
BI,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
BI,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
BI,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
BJ,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,41675715.44
BJ,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
BJ,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,126363402
BJ,2013,DIS,PPG,Official,Multilateral,Concessional,Other,134342279.9
BJ,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
BJ,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,49404894.25
BJ,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
BJ,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
BJ,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
BJ,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
BJ,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
BJ,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,3965931.707
BJ,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
BJ,2013,INT,PPG,Official,Multilateral,Concessional,IDA,3544891.012
BJ,2013,INT,PPG,Official,Multilateral,Concessional,Other,10383929.2
BJ,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
BJ,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,1235958.169
BJ,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
BJ,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
BJ,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
BJ,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
BJ,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
BJ,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,37946945.61
BJ,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
BJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,4787117.777
BJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,42723615.73
BJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
BJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,4249063.291
BJ,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
BJ,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
BJ,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
BJ,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
BJ,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
BO,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,173489448
BO,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
BO,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,64308936.72
BO,2013,DIS,PPG,Official,Multilateral,Concessional,Other,316816211.8
BO,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
BO,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,175815525.1
BO,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,537448491.7
BO,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
BO,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,227878.1605
BO,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
BO,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,241894817.1
BO,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,15961145.31
BO,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
BO,2013,INT,PPG,Official,Multilateral,Concessional,IDA,3654649.743
BO,2013,INT,PPG,Official,Multilateral,Concessional,Other,31953462.62
BO,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,1074.896983
BO,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,24255050.43
BO,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,26200613.97
BO,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,223578.5725
BO,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,79542.37677
BO,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
BO,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,21219541.35
BO,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,36572294.96
BO,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
BO,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,9781562.548
BO,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,96376338.42
BO,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,9674.07285
BO,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,123484165.4
BO,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,26200613.97
BO,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,1323198.186
BO,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,1333947.156
BO,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
BO,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,278979838
BR,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,642792524.7
BR,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
BR,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
BR,2013,DIS,PPG,Official,Multilateral,Concessional,Other,336600671.3
BR,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,2573641693
BR,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,1642431232
BR,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,8584380824
BR,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,22165003824
BR,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,294731.9245
BR,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,4727605895
BR,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,65389093224
BR,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,357886646.1
BR,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,11473775.36
BR,2013,INT,PPG,Official,Multilateral,Concessional,IDA,0
BR,2013,INT,PPG,Official,Multilateral,Concessional,Other,32661835.82
BR,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,176347605.1
BR,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,331832541.8
BR,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,3763654476
BR,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,1150802558
BR,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,119697755.6
BR,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,3681052393
BR,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,8012030218
BR,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,756137719.4
BR,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,175832318.8
BR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,0
BR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,167742026.4
BR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,515828341.4
BR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,3716069117
BR,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,9263406584
BR,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,7174747262
BR,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,151765182.4
BR,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,15014658981
BR,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,44996027620
BT,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,6946278.564
BT,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,231409048.6
BT,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,3361465.795
BT,2013,DIS,PPG,Official,Multilateral,Concessional,Other,23473954.61
BT,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
BT,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,820190.1466
BT,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
BT,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,8699270.777
BT,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
BT,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
BT,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
BT,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,299360.0192
BT,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,26395295.48
BT,2013,INT,PPG,Official,Multilateral,Concessional,IDA,1478969.875
BT,2013,INT,PPG,Official,Multilateral,Concessional,Other,2626673.021
BT,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
BT,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,251499.9534
BT,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
BT,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,2327313.002
BT,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
BT,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
BT,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,244930.9248
BT,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,5643734.029
BT,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,49496692.33
BT,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,3361465.795
BT,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,7446463.173
BT,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
BT,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,251499.9534
BT,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
BT,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,2327313.002
BT,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
BT,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
BT,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,2003553.733
BW,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,1059695.26
BW,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
BW,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
BW,2013,DIS,PPG,Official,Multilateral,Concessional,Other,0
BW,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,12998343.05
BW,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,13984854.94
BW,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
BW,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
BW,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
BW,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
BW,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
BW,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,2022788.466
BW,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
BW,2013,INT,PPG,Official,Multilateral,Concessional,IDA,24394.4581
BW,2013,INT,PPG,Official,Multilateral,Concessional,Other,4834005.817
BW,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,674262.8219
BW,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,19321386.59
BW,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
BW,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
BW,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
BW,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,4495410.739
BW,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
BW,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,14050232.09
BW,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
BW,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,489840.7186
BW,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,11003852.16
BW,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,1964241.766
BW,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,144260043.2
BW,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
BW,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
BW,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
BW,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,4495410.739
BW,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
BY,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,543285213.3
BY,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,32597179.28
BY,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
BY,2013,DIS,PPG,Official,Multilateral,Concessional,Other,975100882.7
BY,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,155946332.9
BY,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,69453776.51
BY,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
BY,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,1667917816
BY,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
BY,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
BY,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,1735821404
BY,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,106185161.9
BY,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,86901433.89
BY,2013,INT,PPG,Official,Multilateral,Concessional,IDA,0
BY,2013,INT,PPG,Official,Multilateral,Concessional,Other,88185686.08
BY,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,3962455.405
BY,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,10819187.52
BY,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,176293807.3
BY,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,195035689.5
BY,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,477577.8187
BY,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
BY,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,200179346.7
BY,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,310876566.3
BY,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,282439078.7
BY,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,0
BY,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,88185686.08
BY,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,13279101.11
BY,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,21246118.55
BY,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,176293807.3
BY,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,943987408
BY,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,11025288.39
BY,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
BY,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,1168533196
BZ,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,10901617.25
BZ,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
BZ,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
BZ,2013,DIS,PPG,Official,Multilateral,Concessional,Other,98331718.95
BZ,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,2837934.589
BZ,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,9654900.247
BZ,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,40269057.93
BZ,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
BZ,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
BZ,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
BZ,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,546857.6564
BZ,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,2667164.959
BZ,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,72058.86086
BZ,2013,INT,PPG,Official,Multilateral,Concessional,IDA,0
BZ,2013,INT,PPG,Official,Multilateral,Concessional,Other,3460799.537
BZ,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,200382.8596
BZ,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,3074840.433
BZ,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,10838442.36
BZ,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,1179593.681
BZ,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
BZ,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
BZ,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,8247284.691
BZ,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,12951839.91
BZ,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,594238.8252
BZ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,0
BZ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,9283747.759
BZ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,1900182.29
BZ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,15489693.76
BZ,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,64109682.69
BZ,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,5185276.659
BZ,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
BZ,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
BZ,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,20615743.96
CD,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,243295681
CD,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,145003080.8
CD,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,15133651.6
CD,2013,DIS,PPG,Official,Multilateral,Concessional,Other,62923222.07
CD,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
CD,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,35148078.42
CD,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
CD,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
CD,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,523810.3185
CD,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
CD,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
CD,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,59995569.05
