id,year,in-oof-gross,capital-repayment,interest-repayment
DO,2004,526440000,174370000,128780000
SV,2004,166590000,177260000,84450000
GD,2004,9200000,1670000,2280000
GT,2004,279810000,137620000,88640000
HT,2004,0,90000,650000
HN,2004,50910000,73900000,46520000
JM,2004,160690000,169090000,87790000
MX,2004,3447250000,5156360000,1252170000
MS,2004,0,0,0
NI,2004,56550000,357860000,9890000
PA,2004,146930000,207800000,89280000
KN,2004,8170000,5190000,4140000
LC,2004,35770000,4890000,5740000
VC,2004,4180000,1460000,1520000
TT,2004,111620000,271350000,55190000
TC,2004,1900000,210000,330000
west-indies,2004,780000,940000,440000
north-central-america,2004,24620000,36930000,15200000
AR,2004,1832920000,2122490000,879340000
BO,2004,36040000,107990000,42780000
BR,2004,3458050000,6696160000,1414350000
CL,2004,806800000,1362950000,78020000
CO,2004,978450000,1038700000,513440000
EC,2004,145350000,352610000,139870000
FK,2004,0,0,0
GY,2004,9260000,19420000,3060000
PY,2004,95150000,115360000,60970000
PE,2004,971050000,887720000,397880000
SR,2004,4040000,3820000,2990000
UY,2004,275300000,249630000,158900000
VE,2004,331990000,1000150000,203120000
south-america,2004,28430000,107390000,41210000
america,2004,19500000,16740000,1060000
BN,2004,0,0,0
KH,2004,7750000,490000,550000
CN,2004,4185360000,3851030000,949570000
KP,2004,3190000,15600000,0
ID,2004,2896220000,4809740000,1497160000
KR,2004,0,0,0
LA,2004,1030000,1360000,570000
MY,2004,611900000,730410000,94060000
MN,2004,9760000,0,70000
PH,2004,623910000,1797700000,416150000
SG,2004,0,0,0
TH,2004,512090000,3589000000,358620000
TL,2004,2630000,50000,0
VN,2004,246930000,225340000,18430000
east-asia,2004,0,10730000,460000
AF,2004,1770000,60000,220000
AM,2004,19760000,24760000,3990000
AZ,2004,584780000,201130000,10370000
BD,2004,195360000,106870000,10660000
BT,2004,18550000,5090000,840000
GE,2004,50760000,35740000,7680000
IN,2004,2090470000,2622790000,273360000
KZ,2004,744670000,549920000,108330000
KG,2004,8970000,11100000,5490000
MV,2004,7050000,5910000,2140000
MM,2004,2540000,45370000,1200000
NP,2004,970000,11420000,10360000
PK,2004,617350000,2335650000,250220000
LK,2004,119120000,41370000,8830000
TJ,2004,15180000,1500000,390000
TM,2004,88100000,119610000,3930000
UZ,2004,215710000,143390000,31420000
central-asia,2004,0,0,0
south-asia,2004,0,0,0
south-central-asia,2004,0,0,0
BH,2004,0,0,0
IR,2004,2062670000,105570000,45660000
IQ,2004,2630000,64820000,69750000
IL,2004,0,0,0
JO,2004,76540000,232130000,49810000
KW,2004,0,0,0
LB,2004,76520000,104850000,81210000
OM,2004,231860000,33990000,440000
QA,2004,0,0,0
SA,2004,4350000,135870000,30000
SY,2004,86950000,18030000,19540000
AE,2004,0,0,0
PS,2004,500000,1370000,990000
YE,2004,620000,740000,1230000
middle-east,2004,0,0,0
asia,2004,6090000,5010000,60000
CK,2004,0,400000,300000
FJ,2004,15170000,7280000,3240000
PF,2004,0,0,0
KI,2004,410000,0,0
MH,2004,0,110000,300000
FM,2004,900000,0,0
NR,2004,90000,0,0
NC,2004,0,0,0
MP,2004,0,0,0
PW,2004,0,2340000,0
PG,2004,29080000,66350000,23980000
WS,2004,2270000,0,300000
SB,2004,1630000,0,0
TO,2004,13830000,0,0
TV,2004,0,0,0
VU,2004,1250000,0,0
WF,2004,340000,3850000,1330000
oceania,2004,6550000,270000,0
bilateral-unspecified,2004,1444500000,1150000,14330000
AL,2005,141570000,13600000,15020000
BY,2005,95830000,77760000,10700000
BA,2005,116950000,82690000,44770000
HR,2005,368430000,221170000,74170000
CY,2005,0,0,0
MK,2005,117410000,57130000,16580000
GI,2005,0,0,0
XK,2005,0,0,0
MT,2005,0,0,0
MD,2005,27590000,63030000,19700000
ME,2005,0,2960000,17190000
RS,2005,467240000,106470000,186140000
SI,2005,0,0,0
ex-yugoslavia,2005,13240000,48480000,31850000
TR,2005,1328920000,1817090000,532600000
UA,2005,1462450000,1011310000,162360000
europe,2005,114490000,149920000,19910000
DZ,2005,382990000,2185790000,301090000
EG,2005,1623480000,413540000,154110000
LY,2005,0,0,0
MA,2005,1053820000,657690000,220810000
TN,2005,517540000,611500000,242740000
north-of-sahara,2005,29640000,0,660000
AO,2005,110000,9140000,4000000
BJ,2005,70000,840000,100000
BW,2005,33030000,14280000,4480000
BF,2005,1430000,290000,120000
BI,2005,0,0,3940000
CV,2005,7860000,0,230000
CM,2005,141540000,255450000,35760000
CF,2005,0,0,0
TD,2005,640000,6100000,2530000
KM,2005,0,0,0
CG,2005,1246770000,745160000,78900000
CI,2005,0,17910000,4730000
CD,2005,101020000,187940000,160590000
DJ,2005,0,0,0
GQ,2005,19450000,910000,170000
ER,2005,0,0,0
ET,2005,2370000,133570000,34870000
GA,2005,348360000,368450000,37350000
GM,2005,0,0,0
GH,2005,29130000,66950000,21260000
GN,2005,0,10180000,4870000
GW,2005,0,110000,70000
KE,2005,65880000,37700000,13800000
LS,2005,100000,10390000,5180000
LR,2005,0,830000,90000
MG,2005,2460000,149510000,18150000
MW,2005,230000,3250000,1930000
ML,2005,910000,6820000,1990000
MR,2005,12370000,13060000,5270000
MU,2005,6820000,25690000,4510000
YT,2005,0,12950000,5800000
MZ,2005,16550000,38600000,34460000
NA,2005,27680000,7890000,6670000
NE,2005,8990000,18460000,760000
NG,2005,4479320000,4693980000,310530000
RW,2005,0,6940000,90000
ST,2005,0,0,690000
SN,2005,9140000,61760000,15990000
SC,2005,0,1480000,260000
SL,2005,10000,1370000,150000
SO,2005,0,0,0
ZA,2005,319670000,285590000,104140000
SS,2005,0,0,0
SD,2005,33900000,2810000,2200000
SZ,2005,1800000,13150000,10880000
TZ,2005,13760000,23960000,1950000
TG,2005,10000,3400000,860000
UG,2005,7110000,10310000,1590000
ZM,2005,52570000,180490000,7790000
ZW,2005,4130000,16390000,3540000
south-of-sahara,2005,29150000,7910000,16730000
africa,2005,242060000,142140000,28540000
AI,2005,0,390000,250000
AG,2005,190000,1030000,390000
AW,2005,0,0,0
BS,2005,0,0,0
BB,2005,15280000,15140000,10090000
BZ,2005,9020000,10580000,7120000
BM,2005,0,0,0
KY,2005,0,0,0
CR,2005,122750000,274600000,59600000
CU,2005,29060000,0,1590000
DM,2005,6010000,2380000,1930000
DO,2005,400440000,163950000,122770000
SV,2005,302900000,162420000,94080000
GD,2005,13560000,2810000,1580000
GT,2005,98140000,104010000,78460000
HT,2005,0,70000,130000
HN,2005,14950000,234240000,30890000
JM,2005,70460000,182150000,103110000
MX,2005,3493090000,3938630000,1107060000
MS,2005,0,230000,110000
NI,2005,1080000,147600000,35490000
PA,2005,152810000,227180000,93920000
KN,2005,4150000,5070000,2250000
LC,2005,5180000,3940000,1890000
VC,2005,5400000,2280000,860000
TT,2005,80010000,119650000,39280000
TC,2005,910000,170000,150000
west-indies,2005,0,680000,210000
north-central-america,2005,26750000,47850000,14780000
AR,2005,1567840000,2215910000,974460000
BO,2005,96690000,120980000,49330000
BR,2005,4466260000,4544840000,1271030000
CL,2005,467400000,621150000,88900000
CO,2005,1268080000,2304780000,507680000
EC,2005,109930000,324660000,124840000
FK,2005,0,0,0
GY,2005,9280000,6310000,2290000
PY,2005,87820000,94260000,48720000
PE,2005,1146390000,1445750000,389480000
SR,2005,5790000,7350000,3040000
UY,2005,453420000,396030000,179000000
VE,2005,155030000,786000000,171890000
south-america,2005,34180000,80040000,34540000
america,2005,6230000,20090000,7070000
BN,2005,0,0,0
KH,2005,24970000,6050000,1760000
CN,2005,3446270000,3218840000,1029080000
KP,2005,1070000,0,0
ID,2005,3079640000,5207610000,1259620000
KR,2005,0,0,0
LA,2005,71270000,950000,1420000
MY,2005,429580000,1129600000,77260000
MN,2005,310000,50000,1010000
PH,2005,879180000,1815190000,376500000
SG,2005,0,0,0
TH,2005,4250440000,2301490000,86390000
TL,2005,1830000,0,0
VN,2005,260550000,97090000,19490000
east-asia,2005,115180000,2990000,430000
AF,2005,65060000,500000,2240000
AM,2005,22570000,35070000,4530000
AZ,2005,351150000,206160000,19450000
BD,2005,231560000,65290000,17700000
BT,2005,1740000,4140000,1160000
GE,2005,150510000,43470000,9990000
IN,2005,2478290000,1187870000,386030000
KZ,2005,802960000,1479310000,122970000
KG,2005,101250000,24860000,3960000
MV,2005,56920000,6220000,4450000
MM,2005,45710000,80590000,0
NP,2005,740000,10400000,8600000
PK,2005,718820000,632200000,209730000
LK,2005,122950000,45710000,14080000
TJ,2005,32850000,4050000,1210000
TM,2005,129830000,133670000,5210000
UZ,2005,204830000,186340000,38810000
central-asia,2005,0,0,0
south-asia,2005,0,0,0
south-central-asia,2005,0,0,0
BH,2005,0,0,0
IR,2005,1286630000,260520000,48740000
IQ,2005,9242560000,3520880000,4768440000
IL,2005,0,0,0
JO,2005,249330000,165240000,63620000
KW,2005,0,0,0
LB,2005,48000000,101980000,77760000
OM,2005,350120000,42780000,4320000
QA,2005,0,0,0
SA,2005,60930000,139890000,2130000
SY,2005,56000000,20110000,16220000
AE,2005,0,0,0
PS,2005,410000,880000,860000
YE,2005,0,1410000,910000
middle-east,2005,0,0,0
asia,2005,8810000,13810000,260000
CK,2005,0,400000,50000
FJ,2005,21140000,7640000,3360000
PF,2005,0,0,0
KI,2005,410000,0,0
MH,2005,0,120000,140000
FM,2005,670000,140000,20000
NR,2005,360000,0,0
NC,2005,0,0,0
MP,2005,0,0,0
PW,2005,0,2590000,0
PG,2005,46900000,50360000,32210000
WS,2005,900000,140000,10000
SB,2005,2440000,13580000,0
TO,2005,690000,0,630000
TV,2005,0,0,0
VU,2005,1350000,0,0
WF,2005,220000,3740000,930000
oceania,2005,6630000,0,0
bilateral-unspecified,2005,552130000,79650000,31130000
AL,2006,79170000,45620000,21580000
BY,2006,29490000,38680000,15240000
BA,2006,212750000,100410000,52990000
HR,2006,786480000,245500000,103820000
CY,2006,0,0,0
MK,2006,92070000,44030000,22930000
GI,2006,0,0,0
XK,2006,0,0,0
MT,2006,0,0,0
MD,2006,47240000,46080000,18880000
ME,2006,27760000,25790000,25760000
RS,2006,666260000,817330000,229670000
SI,2006,0,0,0
ex-yugoslavia,2006,21140000,94820000,19860000
TR,2006,3849140000,1790800000,594840000
UA,2006,1037080000,714060000,260570000
europe,2006,74600000,78280000,37510000
DZ,2006,60900000,5030790000,165470000
EG,2006,675380000,339680000,279340000
LY,2006,0,0,690000
MA,2006,990900000,752940000,255780000
TN,2006,584840000,981980000,259950000
north-of-sahara,2006,0,0,0
AO,2006,0,15500000,8220000
BJ,2006,1180000,2070000,130000
BW,2006,10850000,12160000,4290000
BF,2006,1160000,280000,80000
BI,2006,0,0,0
CV,2006,0,1160000,0
CM,2006,80100000,1198160000,216770000
CF,2006,68490000,67640000,260000
TD,2006,0,12390000,3320000
KM,2006,0,0,0
CG,2006,2840000,138000000,78790000
CI,2006,0,16740000,5790000
CD,2006,20960000,931000000,165210000
DJ,2006,16050000,0,21290000
GQ,2006,258530000,890000,70000
ER,2006,0,0,0
ET,2006,240000,51050000,6120000
GA,2006,46640000,144380000,28380000
GM,2006,0,0,0
GH,2006,68150000,42540000,10600000
GN,2006,1160000,9380000,7330000
GW,2006,0,4810000,3290000
KE,2006,56950000,30680000,16350000
LS,2006,0,8780000,4540000
LR,2006,0,20000,210000
MG,2006,2590000,13230000,8130000
MW,2006,1990000,28110000,19360000
ML,2006,0,6860000,330000
MR,2006,30000000,41390000,8310000
MU,2006,16390000,49570000,6090000
YT,2006,880000,0,0
MZ,2006,56670000,38730000,301710000
NA,2006,29800000,6310000,8360000
NE,2006,12750000,23450000,1010000
NG,2006,2103430000,9763280000,628010000
RW,2006,3330000,4870000,80000
ST,2006,0,0,2420000
SN,2006,23810000,26380000,7060000
SC,2006,0,29130000,18650000
SL,2006,1000000,1220000,990000
SO,2006,0,0,0
ZA,2006,160300000,174050000,113570000
SS,2006,0,0,0
SD,2006,8440000,1460000,1200000
SZ,2006,22040000,11570000,12660000
TZ,2006,24070000,15000000,1650000
TG,2006,0,13110000,1900000
UG,2006,4790000,11380000,1920000
ZM,2006,15520000,626140000,33650000
ZW,2006,4830000,15200000,1920000
south-of-sahara,2006,52970000,34940000,16120000
africa,2006,7620000,5230000,0
AI,2006,7040000,800000,730000
AG,2006,300000,1900000,760000
AW,2006,0,0,0
BS,2006,0,0,0
BB,2006,106240000,34140000,17390000
BZ,2006,29290000,14550000,12210000
BM,2006,0,0,0
KY,2006,0,0,0
CR,2006,46180000,124840000,47540000
CU,2006,990000,3050000,590000
DM,2006,1390000,2080000,1510000
DO,2006,374350000,206900000,147710000
SV,2006,174210000,189820000,102970000
GD,2006,11810000,3010000,2810000
GT,2006,401450000,164000000,102880000
HT,2006,63630000,90000,1860000
HN,2006,36680000,95110000,11760000
JM,2006,205200000,223390000,93800000
MX,2006,4353320000,14068360000,1174050000
MS,2006,0,0,0
NI,2006,40540000,15050000,8080000
PA,2006,208440000,284980000,84720000
KN,2006,6460000,5560000,4080000
LC,2006,16330000,6530000,7380000
VC,2006,17160000,1820000,2760000
TT,2006,174820000,133490000,48760000
TC,2006,100000,300000,410000
west-indies,2006,3860000,1440000,500000
north-central-america,2006,33920000,97640000,15600000
AR,2006,2017710000,3130860000,1043010000
BO,2006,13760000,107460000,44610000
BR,2006,7057800000,4693690000,1441460000
CL,2006,366430000,313470000,89490000
CO,2006,2191430000,755040000,490390000
EC,2006,265020000,280010000,126110000
FK,2006,0,0,0
GY,2006,6530000,3650000,2220000
PY,2006,132410000,96660000,49120000
PE,2006,822520000,1478900000,429950000
SR,2006,16540000,17810000,8420000
UY,2006,190000000,848820000,175010000
VE,2006,142100000,677100000,138510000
south-america,2006,183740000,126420000,41230000
america,2006,0,4110000,1500000
BN,2006,0,0,0
KH,2006,9020000,6600000,3390000
CN,2006,3898130000,2692330000,1375490000
KP,2006,2930000,7700000,490000
ID,2006,5261360000,5063200000,1281910000
KR,2006,0,0,0
LA,2006,56940000,1290000,4350000
MY,2006,456530000,1054850000,62750000
MN,2006,6820000,11900000,6850000
PH,2006,1243090000,2175050000,394050000
SG,2006,0,0,0
TH,2006,882310000,1324810000,58490000
TL,2006,1260000,0,0
VN,2006,309630000,262030000,32610000
east-asia,2006,0,30220000,0
AF,2006,30220000,650000,7000000
AM,2006,36860000,18090000,6080000
AZ,2006,64380000,243940000,20080000
BD,2006,107660000,29370000,29970000
BT,2006,0,0,1670000
GE,2006,80480000,34210000,16280000
IN,2006,3377280000,1123890000,617530000
KZ,2006,835160000,463240000,118380000
KG,2006,15400000,73940000,11110000
MV,2006,34800000,7250000,7090000
MM,2006,1730000,80860000,0
NP,2006,670000,9590000,7360000
PK,2006,943730000,565310000,230000000
LK,2006,130660000,55460000,21230000
TJ,2006,19170000,5040000,2770000
TM,2006,580000,172080000,8660000
UZ,2006,113850000,206950000,51320000
central-asia,2006,0,0,0
south-asia,2006,56750000,30110000,3470000
south-central-asia,2006,280000,30000,10000
BH,2006,0,0,0
IR,2006,997630000,619650000,73430000
IQ,2006,119970000,865980000,1127860000
IL,2006,0,0,0
JO,2006,115320000,134070000,74960000
KW,2006,0,0,0
LB,2006,127490000,208040000,82140000
OM,2006,425020000,17690000,7760000
QA,2006,0,0,0
SA,2006,6496510000,149220000,3470000
SY,2006,115000000,35170000,8950000
AE,2006,0,0,0
PS,2006,470000,0,0
YE,2006,0,2350000,3740000
middle-east,2006,260590000,6240000,4630000
asia,2006,11130000,19910000,2560000
CK,2006,10550000,19840000,8370000
FJ,2006,15500000,14250000,5210000
PF,2006,0,0,0
KI,2006,880000,0,0
MH,2006,0,0,250000
FM,2006,790000,240000,20000
NR,2006,1150000,0,0
NC,2006,0,0,0
MP,2006,0,0,0
PW,2006,0,2850000,0
PG,2006,43650000,91140000,29080000
WS,2006,770000,0,0
SB,2006,2250000,0,0
TO,2006,550000,910000,170000
TV,2006,0,0,0
VU,2006,2210000,0,0
WF,2006,0,2030000,1310000
oceania,2006,7960000,0,0
bilateral-unspecified,2006,651010000,160330000,16140000
AL,2007,93950000,31760000,23420000
BY,2007,28820000,62000000,16320000
BA,2007,320360000,125800000,71190000
HR,2007,445470000,276570000,139910000
CY,2007,0,0,0
MK,2007,204760000,241240000,30200000
GI,2007,0,0,0
XK,2007,0,0,0
MT,2007,0,0,0
MD,2007,25060000,43810000,18400000
ME,2007,4550000,112830000,28540000
RS,2007,507310000,141320000,220170000
SI,2007,0,0,0
ex-yugoslavia,2007,5800000,3050000,13030000
TR,2007,5082210000,1772580000,709620000
UA,2007,929070000,719760000,297560000
europe,2007,488250000,101060000,46880000
DZ,2007,91090000,249210000,34130000
EG,2007,2253470000,672840000,365720000
LY,2007,0,0,0
MA,2007,856280000,555900000,284910000
TN,2007,1048250000,861350000,257130000
north-of-sahara,2007,0,0,0
AO,2007,10000,15150000,7050000
BJ,2007,0,1370000,140000
BW,2007,6230000,21950000,5120000
BF,2007,6660000,2770000,890000
BI,2007,0,0,0
CV,2007,0,2820000,1880000
CM,2007,115500000,1288260000,30440000
CF,2007,0,4300000,3770000
TD,2007,11030000,8130000,8160000
KM,2007,0,10530000,12680000
CG,2007,16410000,111210000,12010000
CI,2007,0,90860000,35800000
CD,2007,0,178540000,109070000
DJ,2007,0,0,420000
GQ,2007,36030000,0,0
ER,2007,0,0,0
ET,2007,940000,37390000,4400000
GA,2007,6420000,119320000,42710000
GM,2007,970000,0,0
GH,2007,120470000,53330000,12150000
GN,2007,0,8480000,5220000
GW,2007,0,490000,0
KE,2007,41550000,106140000,21650000
LS,2007,-1300000,8530000,4160000
LR,2007,1800000,236740000,404270000
MG,2007,19390000,6550000,5030000
MW,2007,3210000,4930000,1010000
ML,2007,0,120650000,30000
MR,2007,36940000,28740000,10120000
MU,2007,65640000,22100000,7180000
YT,2007,0,12200000,3740000
MZ,2007,2070050000,2338340000,534270000
NA,2007,73790000,16910000,14030000
NE,2007,12240000,8940000,1340000
NG,2007,525710000,1059910000,267230000
RW,2007,9890000,1350000,620000
ST,2007,0,6110000,180000
SN,2007,16870000,36980000,10660000
SC,2007,0,2580000,1130000
SL,2007,0,77590000,16220000
SO,2007,0,0,0
ZA,2007,337960000,174600000,119750000
SS,2007,0,0,0
SD,2007,14230000,0,1100000
SZ,2007,25210000,16390000,14940000
TZ,2007,14880000,12850000,2580000
TG,2007,0,9080000,1340000
UG,2007,19560000,6440000,2930000
ZM,2007,184440000,61220000,18190000
ZW,2007,1220000,45150000,19200000
south-of-sahara,2007,83090000,26450000,18500000
africa,2007,33210000,8940000,1070000
AI,2007,2000000,830000,880000
AG,2007,10190000,9820000,1080000
AW,2007,0,0,0
BS,2007,0,0,0
BB,2007,45370000,35080000,16320000
BZ,2007,38740000,22290000,11540000
BM,2007,0,0,0
KY,2007,0,0,0
CR,2007,43500000,156540000,42350000
CU,2007,16920000,4410000,2540000
DM,2007,920000,2240000,1360000
DO,2007,274040000,366470000,146780000
SV,2007,185370000,182700000,101720000
GD,2007,7370000,4150000,3170000
GT,2007,402880000,113630000,101810000
HT,2007,6080000,44730000,10430000
HN,2007,7470000,25510000,6380000
JM,2007,118620000,182040000,87260000
MX,2007,2929850000,3347870000,665910000
MS,2007,0,0,0
NI,2007,28180000,15780000,9250000
PA,2007,230590000,233750000,76080000
KN,2007,13050000,7340000,4270000
LC,2007,19640000,9380000,7660000
VC,2007,19920000,31780000,16140000
TT,2007,87830000,112440000,43650000
TC,2007,38900000,19570000,570000
west-indies,2007,0,1190000,470000
north-central-america,2007,29680000,31340000,11150000
AR,2007,2326590000,3139480000,981560000
BO,2007,63360000,86250000,30850000
BR,2007,4292000000,3624470000,1602740000
CL,2007,288930000,395630000,63370000
CO,2007,1879860000,896010000,568280000
EC,2007,309740000,186930000,113630000
FK,2007,0,0,0
GY,2007,4940000,3180000,1990000
PY,2007,93120000,130300000,48440000
PE,2007,1053890000,1824890000,459370000
SR,2007,17920000,5100000,3790000
UY,2007,315350000,247310000,158450000
VE,2007,2975640000,929120000,92000000
south-america,2007,41070000,79410000,38570000
america,2007,21800000,12110000,2130000
BN,2007,0,0,0
KH,2007,5420000,14720000,3470000
CN,2007,3992060000,3186450000,1486780000
KP,2007,1510000,1600000,80000
ID,2007,3333130000,4969440000,1287600000
KR,2007,0,0,0
LA,2007,62530000,2450000,7910000
MY,2007,197610000,1271020000,65440000
MN,2007,3490000,690000,2070000
PH,2007,3665520000,1411440000,440890000
SG,2007,0,0,0
TH,2007,636720000,1195730000,42300000
TL,2007,1350000,0,0
VN,2007,327320000,301270000,30240000
east-asia,2007,0,0,0
AF,2007,25430000,29820000,17360000
AM,2007,86220000,27150000,9140000
AZ,2007,276370000,763880000,17400000
BD,2007,166260000,50770000,37630000
BT,2007,0,1250000,1650000
GE,2007,176790000,137950000,26460000
IN,2007,4108860000,917630000,752600000
KZ,2007,1556170000,315060000,116280000
KG,2007,14950000,20170000,6150000
MV,2007,27160000,11620000,7780000
MM,2007,1280000,32300000,0
NP,2007,620000,9630000,5910000
PK,2007,967650000,558190000,265950000
LK,2007,127000000,61350000,22930000
TJ,2007,10700000,9800000,3710000
TM,2007,0,111480000,3160000
UZ,2007,136170000,156610000,52030000
central-asia,2007,880000,0,0
south-asia,2007,6420000,18180000,3210000
south-central-asia,2007,0,0,0
BH,2007,0,0,0
IR,2007,571100000,777690000,89380000
IQ,2007,269160000,3296500000,642240000
IL,2007,0,0,0
JO,2007,215070000,157860000,84600000
KW,2007,0,0,0
LB,2007,269360000,210430000,81870000
OM,2007,650590000,459030000,24470000
QA,2007,0,0,0
SA,2007,1988550000,110540000,13560000
SY,2007,174310000,38590000,27260000
AE,2007,0,0,0
PS,2007,480000,450000,280000
YE,2007,21390000,1120000,1250000
middle-east,2007,5350000,26740000,17110000
asia,2007,140000,7580000,0
CK,2007,0,370000,30000
FJ,2007,16830000,9750000,4040000
PF,2007,0,0,0
KI,2007,590000,0,0
MH,2007,0,460000,270000
FM,2007,640000,120000,0
NR,2007,660000,0,0
NC,2007,0,0,0
MP,2007,0,0,0
PW,2007,0,0,0
PG,2007,41420000,142430000,35240000
WS,2007,9190000,530000,1360000
SB,2007,5230000,0,10000
TO,2007,490000,9560000,20000
TV,2007,0,0,30000
VU,2007,2120000,0,0
WF,2007,0,1750000,680000
oceania,2007,9520000,0,160000
bilateral-unspecified,2007,717390000,1754860000,70790000
AL,2008,165250000,32100000,23710000
BY,2008,73380000,47090000,10700000
BA,2008,351800000,165830000,79000000
HR,2008,727940000,297350000,157380000
CY,2008,0,0,0
MK,2008,192400000,53430000,30380000
GI,2008,0,0,0
XK,2008,0,0,0
MT,2008,0,0,0
MD,2008,78870000,47320000,16330000
ME,2008,86000000,23610000,24580000
RS,2008,569820000,162730000,226860000
SI,2008,0,0,0
ex-yugoslavia,2008,9270000,430000,620000
TR,2008,4852880000,1565160000,779310000
UA,2008,2447390000,837790000,269690000
europe,2008,483150000,76100000,46880000
DZ,2008,9970000,319160000,28230000
EG,2008,1067700000,746900000,351290000
LY,2008,0,0,0
MA,2008,1079050000,520900000,302390000
TN,2008,525360000,563310000,363150000
north-of-sahara,2008,11270000,0,0
AO,2008,157450000,33600000,8990000
BJ,2008,8350000,1950000,440000
BW,2008,27090000,14960000,415270000
BF,2008,23660000,6050000,1880000
BI,2008,0,0,0
CV,2008,6100000,5040000,1760000
CM,2008,2130000,63520000,36010000
CF,2008,3530000,4190000,5170000
TD,2008,4040000,31030000,2680000
KM,2008,0,0,10000
CG,2008,0,207600000,151050000
CI,2008,244560000,671360000,156430000
CD,2008,76280000,227180000,35250000
DJ,2008,1920000,710000,0
GQ,2008,0,0,0
ER,2008,0,460000,0
ET,2008,23030000,23770000,20330000
GA,2008,30570000,210470000,122160000
GM,2008,0,0,80000
GH,2008,184880000,49940000,25420000
GN,2008,2660000,44000000,24220000
GW,2008,0,400000,0
KE,2008,97980000,57100000,17280000
LS,2008,0,4610000,4300000
LR,2008,3900000,170420000,29680000
MG,2008,1356140000,7850000,18670000
MW,2008,23560000,18570000,3450000
ML,2008,0,530000,100000
MR,2008,17690000,19800000,16020000
MU,2008,81990000,23730000,9610000
YT,2008,1030000,10520000,2930000
MZ,2008,37510000,90740000,40270000
NA,2008,20400000,22510000,8790000
NE,2008,8020000,11770000,2790000
NG,2008,128710000,573810000,211650000
RW,2008,9020000,2370000,1850000
ST,2008,0,750000,0
SN,2008,154530000,38350000,17980000
SC,2008,0,850000,1920000
SL,2008,8140000,0,0
SO,2008,4080000,0,0
ZA,2008,249450000,445600000,125410000
SS,2008,0,0,0
SD,2008,35490000,2930000,990000
SZ,2008,3760000,24240000,11380000
TZ,2008,82690000,20900000,5070000
TG,2008,134420000,179220000,49940000
UG,2008,160970000,25050000,10510000
ZM,2008,153560000,72890000,18760000
ZW,2008,1040000,7460000,580000
south-of-sahara,2008,129040000,27400000,24110000
africa,2008,230970000,8120000,5350000
AI,2008,1050000,1300000,830000
AG,2008,5380000,3520000,640000
AW,2008,0,0,0
BS,2008,0,0,0
BB,2008,63440000,44210000,16400000
BZ,2008,16540000,19770000,11250000
BM,2008,0,0,0
KY,2008,0,0,0
CR,2008,228690000,326130000,39720000
CU,2008,0,8230000,1440000
DM,2008,1070000,3220000,1170000
DO,2008,280400000,372470000,125200000
SV,2008,405740000,191570000,94260000
GD,2008,3890000,4880000,3060000
GT,2008,300310000,145030000,112850000
HT,2008,20000,690000,1260000
HN,2008,142470000,52090000,8420000
JM,2008,216170000,167980000,82340000
MX,2008,4042100000,2380060000,588090000
MS,2008,0,0,0
NI,2008,79120000,28790000,11270000
PA,2008,397370000,158850000,69510000
KN,2008,16720000,30110000,13250000
LC,2008,26390000,15120000,8150000
VC,2008,9030000,2650000,3750000
TT,2008,64560000,107240000,42660000
TC,2008,0,0,0
west-indies,2008,1220000,890000,410000
north-central-america,2008,143680000,43560000,13420000
AR,2008,1994950000,2418350000,765720000
BO,2008,165570000,82820000,25950000
BR,2008,4782790000,3477670000,1541030000
CL,2008,1057750000,591500000,88920000
CO,2008,2105930000,624680000,563720000
EC,2008,227810000,248770000,150940000
FK,2008,0,0,0
GY,2008,8330000,3960000,3900000
PY,2008,192360000,112980000,48650000
PE,2008,1224930000,700230000,381150000
SR,2008,9670000,5520000,3900000
UY,2008,515260000,244660000,132440000
VE,2008,500790000,441710000,86210000
south-america,2008,100440000,89720000,31120000
america,2008,193210000,28590000,6100000
BN,2008,0,0,0
KH,2008,39210000,11980000,2410000
CN,2008,4562650000,2972110000,1323850000
KP,2008,2360000,0,30000
ID,2008,3624180000,4438100000,1094620000
KR,2008,0,0,0
LA,2008,9440000,2130000,8200000
MY,2008,209560000,439400000,38020000
MN,2008,107060000,2520000,5290000
PH,2008,1747720000,1849170000,420340000
SG,2008,0,0,0
TH,2008,241240000,605110000,26370000
TL,2008,1300000,0,0
VN,2008,814660000,365300000,29670000
east-asia,2008,0,0,0
AF,2008,48590000,25420000,8140000
AM,2008,75770000,27410000,11110000
AZ,2008,347580000,811380000,31050000
BD,2008,165410000,66150000,36720000
BT,2008,0,1020000,1460000
GE,2008,235130000,58720000,31170000
IN,2008,3950250000,1058030000,733560000
KZ,2008,958300000,315360000,110270000
KG,2008,26990000,22190000,5330000
MV,2008,21660000,17120000,6430000
MM,2008,970000,98520000,0
NP,2008,11380000,14520000,8240000
PK,2008,1421230000,572290000,243400000
LK,2008,286480000,52030000,25650000
TJ,2008,28980000,10750000,4290000
TM,2008,0,95810000,1230000
UZ,2008,247300000,236900000,45960000
central-asia,2008,0,0,0
south-asia,2008,76280000,0,3050000
south-central-asia,2008,0,0,0
BH,2008,0,0,0
IR,2008,780700000,777570000,100250000
IQ,2008,3151150000,3009900000,464860000
IL,2008,0,0,0
JO,2008,305880000,605090000,70350000
KW,2008,0,0,0
LB,2008,254470000,279600000,75650000
