country,year,fdi-usd-2012
LA,2010,319967541
LA,2011,313194578
LA,2012,294380000
LB,2000,1348087839
LB,2001,2066771222
LB,2002,1813158104
LB,2003,3816053744
LB,2004,3280802460
LB,2005,4436299581
LB,2006,4150068602
LB,2007,4340741289
LB,2008,5181088067
LB,2009,5198264718
LB,2010,4624349344
LB,2011,3642348603
LB,2012,3787459673
LC,2000,80728165
LC,2001,89230672
LC,2002,80277164
LC,2003,151689028
LC,2004,108209545
LC,2005,102125762
LC,2006,281796286
LC,2007,307064068
LC,2008,186356479
LC,2009,170766578
LC,2010,133123621
LC,2011,119855326
LC,2012,112788445
LK,2000,330280948
LK,2001,336204241
LK,2002,366495161
LK,2003,409371887
LK,2004,401914102
LK,2005,421961524
LK,2006,692396187
LK,2007,812012277
LK,2008,852484042
LK,2009,459180379
LK,2010,497457388
LK,2011,926446531
LK,2012,775500000
LR,2000,43335992
LR,2001,17064389
LR,2002,5775886
LR,2003,688989726
LR,2004,126327202
LR,2005,127184345
LR,2006,159908989
LR,2007,176961299
LR,2008,347606754
LR,2009,268191001
LR,2010,517581125
LR,2011,528781052
LR,2012,1354100000
LS,2000,60910985
LS,2001,63580643
LS,2002,67727100
LS,2003,72203237
LS,2004,74121889
LS,2005,86738834
LS,2006,73146137
LS,2007,122247559
LS,2008,135967286
LS,2009,118270575
LS,2010,111380333
LS,2011,120327095
LS,2012,172284400
LT,2000,827491438
LT,2001,977803267
LT,2002,1458034991
LT,2003,304678233
LT,2004,1157825077
LT,2005,1439551928
LT,2006,2367083758
LT,2007,2216948694
LT,2008,1841892993
LT,2009,-14037852
LT,2010,838932326
LT,2011,1372760135
LT,2012,835136936
LU,2000,
LU,2001,
LU,2002,8065821962
LU,2003,4561869300
LU,2004,7259870681
LU,2005,8756253106
LU,2006,39328814914
LU,2007,-30896126618
LU,2008,17411769460
LU,2009,21171592932
LU,2010,36200478185
LU,2011,21106965157
LU,2012,27877718452
LV,2000,951160926
LV,2001,307693822
LV,2002,565636100
LV,2003,605614649
LV,2004,1118306899
LV,2005,1178056401
LV,2006,2470382920
LV,2007,2628776243
LV,2008,1188997884
LV,2009,94293556
LV,2010,403371085
LV,2011,1388130640
LV,2012,987613257
LY,2000,249964312
LY,2001,-259862633
LY,2002,467566445
LY,2003,407400163
LY,2004,843170542
LY,2005,1911776479
LY,2006,3485846870
LY,2007,5616448666
LY,2008,3695588408
LY,2009,5278611729
LY,2010,2695710165
LY,2011,
LY,2012,
MA,2000,627220221
MA,2001,4404001719
MA,2002,727249633
MA,2003,3020067853
MA,2004,1070279490
MA,2005,1949634531
MA,2006,2821437760
MA,2007,2895155873
MA,2008,2294407033
MA,2009,1844089277
MA,2010,1543556493
MA,2011,2419605781
MA,2012,2835553124
MD,2000,412574292
MD,2001,162860162
MD,2002,241112948
MD,2003,189252786
MD,2004,174112506
MD,2005,374338586
MD,2006,466126904
MD,2007,778532900
MD,2008,801821149
MD,2009,171429315
MD,2010,233293686
MD,2011,293784770
MD,2012,159210000
ME,2000,
ME,2001,
ME,2002,
ME,2003,
ME,2004,
ME,2005,
ME,2006,
ME,2007,
ME,2008,880839471
ME,2009,1444617014
ME,2010,743100763
ME,2011,515114443
ME,2012,609522267
MG,2000,155559458
MG,2001,158328556
MG,2002,93824858
MG,2003,129235515
MG,2004,170165304
MG,2005,139522047
MG,2006,460512342
MG,2007,965519785
MG,2008,1220852874
MG,2009,1182163255
MG,2010,881427185
MG,2011,792155552
MG,2012,894664004
MH,2000,156793113
MH,2001,318261561
MH,2002,-84318160
MH,2003,161736176
MH,2004,3951165
MH,2005,329617811
MH,2006,-1548038
MH,2007,205231582
MH,2008,439712758
MH,2009,571691992
MH,2010,279136851
MH,2011,-137964439
MH,2012,38377000
MK,2000,5487567
MK,2000,435090320
MK,2001,78946741
MK,2001,901873573
MK,2002,54325205
MK,2002,196156962
MK,2003,57124953
MK,2003,170828280
MK,2004,321128344
MK,2004,440784737
MK,2005,125693505
MK,2005,194649078
MK,2006,445320146
MK,2006,542936098
MK,2007,408850882
MK,2007,741172390
MK,2008,364953236
MK,2008,543940010
MK,2009,176941236
MK,2009,196290030
MK,2010,211911544
MK,2010,416320513
MK,2011,426563228
MK,2011,433359827
MK,2012,134617509
MK,2012,267893557
ML,2000,181213042
ML,2001,263922613
ML,2002,520338480
ML,2003,229806059
ML,2004,152156275
ML,2005,324825566
ML,2006,114253177
ML,2007,89076939
ML,2008,188775594
ML,2009,799497367
ML,2010,436908066
ML,2011,543271446
ML,2012,310463501
MM,2000,373136321
MM,2001,527263123
MM,2002,562776356
MM,2003,631206512
MM,2004,611931436
MM,2005,573383563
MM,2006,629221681
MM,2007,1303306391
MM,2008,1106488000
MM,2009,1189996358
MM,2010,1270057931
MM,2011,2035323801
MM,2012,2242980000
MN,2000,196978931
MN,2001,213337036
MN,2002,250444613
MN,2003,396732374
MN,2004,248566149
MN,2005,424413450
MN,2006,444714045
MN,2007,601450212
MN,2008,1121044039
MN,2009,999478009
MN,2010,2132919577
MN,2011,4941786847
MN,2012,4451772354
MP,2000,
MP,2001,
MP,2002,
MP,2003,
MP,2004,
MP,2005,
MP,2006,
MP,2007,
MP,2008,
MP,2009,
MP,2010,
MP,2011,
MP,2012,
MR,2000,90247750
MR,2001,171137484
MR,2002,148334769
MR,2003,211915527
MR,2004,736293006
MR,2005,1299394508
MR,2006,189211257
MR,2007,165158705
MR,2008,337337195
MR,2009,-3456144
MR,2010,132012963
MR,2011,525776156
MR,2012,1204368316
MS,2000,
MS,2001,
MS,2002,
MS,2003,
MS,2004,
MS,2005,
MS,2006,
MS,2007,
MS,2008,
MS,2009,
MS,2010,
MS,2011,
MS,2012,
MT,2000,1044916927
MT,2001,424431356
MT,2002,-708841090
MT,2003,1370850154
MT,2004,509210779
MT,2005,852205275
MT,2006,2223793599
MT,2007,818955347
MT,2008,776912927
MT,2009,373839267
MT,2010,987566674
MT,2011,388455766
MT,2012,157195095
MU,2000,430238213
MU,2001,-41582735
MU,2002,50428769
MU,2003,85994516
MU,2004,14262613
MU,2005,54618674
MU,2006,139402669
MU,2007,410564039
MU,2008,395425794
MU,2009,287709848
MU,2010,472957187
MU,2011,269295188
MU,2012,360931780
MV,2000,27721991
MV,2001,27573808
MV,2002,32616929
MV,2003,41787900
MV,2004,69146464
MV,2005,94759522
MV,2006,112188074
MV,2007,145750867
MV,2008,182415275
MV,2009,146019754
MV,2010,199267031
MV,2011,258270063
MV,2012,283976829
MW,2000,57015721
MW,2001,57954135
MW,2002,15454676
MW,2003,70813042
MW,2004,111787730
MW,2005,141559472
MW,2006,32507110
MW,2007,106405727
MW,2008,154434053
MW,2009,35968117
MW,2010,70570102
MW,2011,93998186
MW,2012,129492665
MX,2000,24555189927
MX,2001,37726688348
MX,2002,29451020201
MX,2003,24259451605
MX,2004,31197297731
MX,2005,28120360356
MX,2006,21959142520
MX,2007,32461162535
MX,2008,27675693373
MX,2009,19295617789
MX,2010,22281322940
MX,2011,20947249786
MX,2012,12659429000
MY,2000,7085868862
MY,2001,1052971309
MY,2002,5904457486
MY,2003,4412935003
MY,2004,7783309939
MY,2005,6242782054
MY,2006,8666265197
MY,2007,10981987661
MY,2008,8049598387
MY,2009,1834666845
MY,2010,10042768072
MY,2011,12172679891
MY,2012,10073925999
MZ,2000,190977791
MZ,2001,403608511
MZ,2002,581407954
MZ,2003,540351231
MZ,2004,346940285
MZ,2005,143608151
MZ,2006,202727511
MZ,2007,537312600
MZ,2008,648948208
MZ,2009,1038524239
MZ,2010,1323619209
MZ,2011,2828379207
MZ,2012,5218140231
NA,2000,360130919
NA,2001,786160502
NA,2002,431185728
NA,2003,251800113
NA,2004,319925366
NA,2005,460616000
NA,2006,498432501
NA,2007,901695803
NA,2008,914010754
NA,2009,653144183
NA,2010,845142454
NA,2011,793867131
NA,2012,357492171
NC,2000,
NC,2001,
NC,2002,
NC,2003,
NC,2004,
NC,2005,
NC,2006,
NC,2007,
NC,2008,
NC,2009,
NC,2010,
NC,2011,
NC,2012,
NE,2000,17613884
NE,2001,47571802
NE,2002,8815949
NE,2003,18443991
NE,2004,28662972
NE,2005,41044128
NE,2006,67251723
NE,2007,150136083
NE,2008,343190589
NE,2009,794138556
NE,2010,966477691
NE,2011,1000332161
NE,2012,793354975
NG,2000,2781176068
NG,2001,3083607884
NG,2002,4455686318
NG,2003,4571965475
NG,2004,3814482410
NG,2005,7363398684
NG,2006,5938774955
NG,2007,6806945672
NG,2008,7882902226
NG,2009,10838374944
NG,2010,6080383513
NG,2011,8903823473
NG,2012,7028850000
NI,2000,366781314
NI,2001,203823452
NI,2002,284704937
NI,2003,282854230
NI,2004,339866309
NI,2005,313250957
NI,2006,361504653
NI,2007,460467133
NI,2008,708678944
NI,2009,486595672
NI,2010,560248625
NI,2011,1003078020
NI,2012,810000000
NL,2000,1.12E+11
NL,2001,89293820099
NL,2002,39408294611
NL,2003,42167432771
NL,2004,14444862345
NL,2005,44198083565
NL,2006,15393708981
NL,2007,1.18E+11
NL,2008,4192626874
NL,2009,36821111038
NL,2010,-7325418545
NL,2011,16089847327
NL,2012,-244123686
NO,2000,17420977335
NO,2001,5240840902
NO,2002,1765764752
NO,2003,6673725507
NO,2004,4397458101
NO,2005,3307307317
NO,2006,14610010195
NO,2007,9828386978
NO,2008,11077718696
NO,2009,20910441139
NO,2010,19148336482
NO,2011,17991448353
NO,2012,12774559518
NP,2000,-999453
NP,2001,44167801
NP,2002,-12445185
NP,2003,30329505
NP,2004,-780032
NP,2005,4216671
NP,2006,-10689177
NP,2007,8578841
NP,2008,1285355
NP,2009,50030402
NP,2010,94760410
NP,2011,90282349
NP,2012,91977201
NR,2000,
NR,2001,
NR,2002,
NR,2003,
NR,2004,
NR,2005,
NR,2006,
NR,2007,
NR,2008,
NR,2009,
NR,2010,
NR,2011,
NR,2012,
NU,2000,
NU,2001,
NU,2002,
NU,2003,
NU,2004,
NU,2005,
NU,2006,
NU,2007,
NU,2008,
NU,2009,
NU,2010,
NU,2011,
NU,2012,
NZ,2000,3223524235
NZ,2001,-1139948207
NZ,2002,2763154291
NZ,2003,3917396815
NZ,2004,3509803187
NZ,2005,2067508808
NZ,2006,7825342712
NZ,2007,3758648587
NZ,2008,5387874988
NZ,2009,-1144043217
NZ,2010,511147566
NZ,2011,4393517599
NZ,2012,2911079602
OM,2000,188915355
OM,2001,12496457
OM,2002,289570334
OM,2003,55417293
OM,2004,222151821
OM,2005,2555483591
OM,2006,2351339967
OM,2007,4599179683
OM,2008,3180848637
OM,2009,2080594519
OM,2010,1508281045
OM,2011,787580681
OM,2012,1514000000
PA,2000,954959933
PA,2001,546109564
PA,2002,103424212
PA,2003,1011913994
PA,2004,1292526096
PA,2005,1217371363
PA,2006,3095528751
PA,2007,2136890216
PA,2008,2503290342
PA,2009,1419106133
PA,2010,2555097138
PA,2011,2853183294
PA,2012,3019800000
PE,2000,1536587853
PE,2001,2152171296
PE,2002,4046897228
PE,2003,2412558110
PE,2004,2670217276
PE,2005,4038965977
PE,2006,5030184325
PE,2007,7469684458
PE,2008,8742770908
PE,2009,8184819558
PE,2010,9660003490
PE,2011,8757189310
PE,2012,12239671853
PF,2000,
PF,2001,
PF,2002,
PF,2003,
PF,2004,
PF,2005,
PF,2006,
PF,2007,
PF,2008,
PF,2009,
PF,2010,
PF,2011,
PF,2012,
PG,2000,238978701
PG,2001,176853581
PG,2002,51903394
PG,2003,246315119
PG,2004,56184781
PG,2005,65244767
PG,2006,-11876488
PG,2007,156766880
PG,2008,-42007763
PG,2009,613253902
PG,2010,37814430
PG,2011,-336272888
PG,2012,28795623
PH,2000,3923882114
PH,2001,373415829
PH,2002,2868817749
PH,2003,929741398
PH,2004,1276498725
PH,2005,3195001229
PH,2006,4468120822
PH,2007,3891197928
PH,2008,1846256176
PH,2009,2446348065
PH,2010,1469719105
PH,2011,1898049317
PH,2012,2797000000
PK,2000,518341778
PK,2001,665997251
PK,2002,1483163107
PK,2003,877005269
PK,2004,1676733147
PK,2005,3205553596
PK,2006,5689706036
PK,2007,7072623691
PK,2008,6432983664
PK,2009,2799476446
PK,2010,2373452941
PK,2011,1341947730
PK,2012,846749199
PL,2000,17301474911
PL,2001,9505631613
PL,2002,6699280034
PL,2003,7078597481
PL,2004,17931514160
PL,2005,12365030604
PL,2006,22255266988
PL,2007,22945335555
PL,2008,12204557744
PL,2009,13264215536
PL,2010,13576860281
PL,2011,17619683027
PL,2012,3355708819
PM,2000,
PM,2001,
PM,2002,
PM,2003,
PM,2004,
PM,2005,
PM,2006,
PM,2007,
PM,2008,
PM,2009,
PM,2010,
PM,2011,
PM,2012,
PT,2000,11726235335
PT,2001,10939977585
PT,2002,2893809167
PT,2003,9310687168
PT,2004,2236178411
PT,2005,4428554570
PT,2006,11843333703
PT,2007,2964893673
PT,2008,4219398214
PT,2009,2512214383
PT,2010,2566257860
PT,2011,10275813023
PT,2012,8915549907
PW,2000,
PW,2001,12516
PW,2002,
PW,2003,
PW,2004,221415
PW,2005,1010349
PW,2006,1339014
PW,2007,3972529
PW,2008,6380347
PW,2009,811760
PW,2010,7132377
PW,2011,6315310
PW,2012,4583333
PY,2000,211295114
PY,2001,158649435
PY,2002,15411453
PY,2003,67848747
PY,2004,64386086
PY,2005,76942036
PY,2006,177300915
PY,2007,306373915
PY,2008,251105614
PY,2009,127026227
PY,2010,266572572
PY,2011,224817394
PY,2012,319936000
QA,2000,670278703
QA,2001,828326862
QA,2002,1697675477
QA,2003,1451149060
QA,2004,2461570756
QA,2005,3931844394
QA,2006,5079772294
QA,2007,6147040301
QA,2008,4021142686
QA,2009,11409490633
QA,2010,5983988410
QA,2011,-91683591
QA,2012,326923076
RO,2000,3100816654
RO,2001,3302863912
RO,2002,3017371549
RO,2003,4728070228
RO,2004,11792280623
RO,2005,9455916939
RO,2006,14456303153
RO,2007,9639439815
RO,2008,12036607189
RO,2009,4886219248
RO,2010,2934674336
RO,2011,2309469544
RO,2012,2242083325
RS,2000,
RS,2001,
RS,2002,
RS,2003,
RS,2004,
RS,2005,
RS,2006,
RS,2007,
RS,2008,2862645433
RS,2009,2214652510
RS,2010,1882723167
RS,2011,2878920747
RS,2012,650372283
RU,2000,
RU,2001,
RU,2002,
RU,2003,
RU,2004,
RU,2005,
RU,2006,
RU,2007,
RU,2008,
RU,2009,
RU,2010,
RU,2011,
RU,2012,
RW,2000,13051980
RW,2001,33169670
RW,2002,3046041
RW,2003,4893290
RW,2004,19385265
RW,2005,22543635
RW,2006,43895337
RW,2007,105661827
RW,2008,116986697
RW,2009,128093330
RW,2010,45738371
RW,2011,109749206
RW,2012,159810000
SA,2000,369470206
SA,2001,1052542519
SA,2002,920439329
SA,2003,1498415573
SA,2004,3368129548
SA,2005,17726457710
SA,2006,24663719770
SA,2007,31488726931
SA,2008,44328900153
SA,2009,50525821303
SA,2010,35451552180
SA,2011,16895715116
SA,2012,12182000000
SB,2000,20817512
SB,2001,-13733367
SB,2002,-6727514
SB,2003,-3327172
SB,2004,9814992
SB,2005,30652782
SB,2006,53271191
SB,2007,97774613
SB,2008,130951505
SB,2009,159998739
SB,2010,300508253
SB,2011,160642448
SB,2012,69324002
SC,2000,32966770
SC,2001,84775603
SC,2002,56356993
SC,2003,64205232
SC,2004,33640829
SC,2005,76778632
SC,2006,128805012
SC,2007,229037277
SC,2008,130417132
SC,2009,134296511
SC,2010,167676241
SC,2011,146983074
SC,2012,114000000
SD,2000,
SD,2001,
SD,2002,
SD,2003,
SD,2004,
SD,2005,
SD,2006,
SD,2007,
SD,2008,
SD,2009,
SD,2010,
SD,2011,
SD,2012,2466356714
SE,2000,38605903713
SE,2001,19836653878
SE,2002,20655237452
SE,2003,7417973576
SE,2004,15197042710
SE,2005,14585187383
SE,2006,33461424077
SE,2007,31284701075
SE,2008,38325872260
SE,2009,11667984430
SE,2010,-69699275
SE,2011,8941645262
SE,2012,13711398637
SG,2000,24798130813
SG,2001,28892576404
SG,2002,10546497134
SG,2003,28851946331
SG,2004,38357875876
SG,2005,27446108070
SG,2006,52103951061
SG,2007,59530806105
SG,2008,14752761677
SG,2009,30000714264
SG,2010,60499035276
SG,2011,57295438992
SG,2012,56650902631
SH,2000,
SH,2001,
SH,2002,
SH,2003,
SH,2004,
SH,2005,
SH,2006,
SH,2007,
SH,2008,
SH,2009,
SH,2010,
SH,2011,
SH,2012,
SI,2000,
SI,2001,
SI,2002,
SI,2003,
SI,2004,
SI,2005,697594467
SI,2006,741680491
SI,2007,1534754099
SI,2008,1798827422
SI,2009,-604267415
SI,2010,353196741
SI,2011,926017491
SI,2012,144790070
SK,2000,
SK,2001,
SK,2002,
SK,2003,
SK,2004,
SK,2005,
SK,2006,
SK,2007,
SK,2008,
SK,2009,
SK,2010,
SK,2011,
SK,2012,
SL,2000,54685447
SL,2001,14198700
SL,2002,16472078
SL,2003,13510277
SL,2004,97948290
SL,2005,132563910
SL,2006,78350356
SL,2007,120043461
SL,2008,60383017
SL,2009,132611889
SL,2010,287095819
SL,2011,802022695
SL,2012,740142510
SM,2000,
SM,2001,
SM,2002,
SM,2003,
SM,2004,
SM,2005,
SM,2006,
SM,2007,
SM,2008,
SM,2009,
SM,2010,
SM,2011,
SM,2012,
SN,2000,119384733
SN,2001,60913261
SN,2002,136663129
SN,2003,76367148
SN,2004,101376547
SN,2005,57144464
SN,2006,269412154
SN,2007,316344811
SN,2008,368462010
SN,2009,317998041
SN,2010,273355006
SN,2011,317859928
SN,2012,337669579
SO,2000,
SO,2001,
SO,2002,
SO,2003,
SO,2004,
SO,2005,
SO,2006,
SO,2007,
SO,2008,
SO,2009,
SO,2010,
SO,2011,
SO,2012,
SR,2000,-315770027
SR,2001,-69668260
SR,2002,-157239477
SR,2003,-147095017
SR,2004,-66886389
SR,2005,43871916
SR,2006,-231295642
SR,2007,-328262899
SR,2008,-266491600
SR,2009,-101003358
SR,2010,-247706829
SR,2011,73582863
SR,2012,70100000
SS,2000,
SS,2001,
SS,2002,
SS,2003,
SS,2004,
SS,2005,
SS,2006,
SS,2007,
SS,2008,
SS,2009,
SS,2010,
SS,2011,
SS,2012,
ST,2000,7322176
ST,2001,5957785
ST,2002,6605344
ST,2003,5603718
ST,2004,5487563
ST,2005,22576651
ST,2006,56081422
ST,2007,50803349
ST,2008,95808259
ST,2009,18234025
ST,2010,60662931
ST,2011,35689361
ST,2012,49500000
SV,2000,250915570
SV,2001,390437125
SV,2002,650157563
SV,2003,190581233
SV,2004,473880930
SV,2005,638252179
SV,2006,288287434
SV,2007,1776463180
SV,2008,982996288
SV,2009,400061431
SV,2010,124692973
SV,2011,390054482
SV,2012,515800000
SX,2000,
SX,2001,
SX,2002,
SX,2003,
SX,2004,
SX,2005,
SX,2006,
SX,2007,
SX,2008,
SX,2009,
SX,2010,
SX,2011,
SX,2012,
SY,2000,
SY,2001,
SY,2002,
SY,2003,
SY,2004,
SY,2005,
SY,2006,
SY,2007,
SY,2008,
SY,2009,
SY,2010,
SY,2011,
SY,2012,
SZ,2000,211043150
SZ,2001,66604011
SZ,2002,235126805
SZ,2003,-105256547
SZ,2004,95964509
SZ,2005,-59978381
SZ,2006,143201563
SZ,2007,44416346
SZ,2008,129340213
SZ,2009,77482512
SZ,2010,132963232
SZ,2011,89264918
SZ,2012,89647099
TC,2000,
TC,2001,
TC,2002,
TC,2003,
TC,2004,
TC,2005,
TC,2006,
TC,2007,
TC,2008,
TC,2009,
TC,2010,
TC,2011,
TC,2012,
TD,2000,341193096
TD,2001,1235152102
TD,2002,2309852643
TD,2003,1486884523
TD,2004,806918279
TD,2005,-139280058
TD,2006,-352231366
TD,2007,-360661718
TD,2008,448188167
TD,2009,422096521
TD,2010,346538657
TD,2011,274367537
TD,2012,323490711
TG,2000,91976496
TG,2001,133630385
TG,2002,100072342
TG,2003,58624915
TG,2004,91047181
TG,2005,109489399
TG,2006,109912561
TG,2007,62353920
TG,2008,24661205
TG,2009,51915756
TG,2010,95307540
TG,2011,168322086
TG,2012,166324169
TH,2000,6245738500
TH,2001,10083766951
TH,2002,6396229419
TH,2003,9486284185
TH,2004,10002677594
TH,2005,13184988759
TH,2006,13898564220
TH,2007,14635815335
TH,2008,10115347477
TH,2009,5863290131
TH,2010,9849185596
TH,2011,7733457857
TH,2012,8607450304
TJ,2000,72550516
TJ,2001,30231987
TJ,2002,109258025
TJ,2003,82352226
TJ,2004,587218287
TJ,2005,112560467
TJ,2006,615459306
TJ,2007,534087061
TJ,2008,434890644
TJ,2009,19625295
TJ,2010,18400367
TJ,2011,12063443
TJ,2012,289920400
TK,2000,
TK,2001,
TK,2002,
TK,2003,
TK,2004,
TK,2005,
TK,2006,
TK,2007,
TK,2008,
TK,2009,
TK,2010,
TK,2011,
TK,2012,
TL,2000,
TL,2001,
TL,2002,
TL,2003,29120528
TL,2004,
TL,2005,1699339
TL,2006,9797704
TL,2007,10681300
TL,2008,37343092
TL,2009,71266464
TL,2010,34871261
TL,2011,46901368
TL,2012,42000000
TM,2000,207586243
TM,2001,234923101
TM,2002,351865239
TM,2003,256930186
TM,2004,371130872
TM,2005,410017819
TM,2006,638366778
TM,2007,684172420
TM,2008,1413190294
TM,2009,5692029126
TM,2010,4522483445
TM,2011,3680318843
TM,2012,3159000000
TN,2000,1051372919
TN,2001,669859826
TN,2002,1095863749
TN,2003,692752427
TN,2004,707656680
TN,2005,871348457
TN,2006,3650816876
TN,2007,1674585588
TN,2008,2591453657
TN,2009,1681364114
TN,2010,1522262962
TN,2011,1091916219
TN,2012,1918188860
TO,2000,10054476
TO,2001,3221402
TO,2002,
TO,2003,6506968
TO,2004,8955428
TO,2005,12860061
TO,2006,16249314
TO,2007,37761499
TO,2008,5189442
TO,2009,-28733
TO,2010,8422542
TO,2011,20090862
TO,2012,6599554
TR,2000,1786289966
TR,2001,7821020541
TR,2002,2260563718
TR,2003,2870408470
TR,2004,3969671072
TR,2005,12593440393
TR,2006,24706141525
TR,2007,23126475271
TR,2008,18459559303
TR,2009,9159545100
TR,2010,8758693958
TR,2011,15975915696
TR,2012,12419000000
TT,2000,1303562246
TT,2001,1541598440
TT,2002,1543850417
TT,2003,1439148185
TT,2004,1633059955
TT,2005,1356892898
TT,2006,1255429123
TT,2007,1049580858
TT,2008,2843536888
TT,2009,1000425207
TT,2010,723264159
TT,2011,2061080196
TT,2012,2527100000
TV,2000,
TV,2001,
TV,2002,
TV,2003,
TV,2004,
TV,2005,
TV,2006,
TV,2007,
TV,2008,
TV,2009,
TV,2010,
TV,2011,
TV,2012,
TZ,2000,353033392
TZ,2001,608143648
TZ,2002,519560040
TZ,2003,409269228
TZ,2004,430309490
TZ,2005,1185754502
TZ,2006,538068816
TZ,2007,708482256
TZ,2008,1471755039
TZ,2009,1041004128
TZ,2010,1979077048
TZ,2011,1369213090
TZ,2012,1706000000
UA,2000,2090049449
UA,2001,2499338608
UA,2002,2062724292
UA,2003,3924664295
UA,2004,4093752358
UA,2005,14453640660
UA,2006,8911115933
UA,2007,12777150691
UA,2008,11427286192
UA,2009,6601606969
UA,2010,7964384671
UA,2011,7760217252
UA,2012,7833000000
UG,2000,283937841
UG,2001,248839274
UG,2002,308729086
UG,2003,339588665
UG,2004,438539415
UG,2005,521376032
UG,2006,863082801
UG,2007,932143965
UG,2008,783406050
UG,2009,932323879
UG,2010,616206351
UG,2011,1014954899
UG,2012,1721169095
US,2000,4.03E+11
US,2001,2.00E+11
US,2002,91919988906
US,2003,64324860564
US,2004,1.60E+11
US,2005,1.20E+11
US,2006,2.63E+11
US,2007,2.33E+11
US,2008,3.24E+11
US,2009,1.51E+11
US,2010,2.05E+11
US,2011,2.31E+11
US,2012,1.68E+11
UY,2000,397449900
UY,2001,454725486
UY,2002,423165762
UY,2003,1051333059
UY,2004,772975720
UY,2005,1658454986
UY,2006,2698143444
UY,2007,2139991316
UY,2008,2806634359
UY,2009,2092613692
UY,2010,2656784169
UY,2011,2590809551
UY,2012,2710073990
UZ,2000,121811166
UZ,2001,165908754
UZ,2002,163907055
UZ,2003,205971861
UZ,2004,399182930
UZ,2005,388631812
UZ,2006,318494969
UZ,2007,1080130417
UZ,2008,926067013
UZ,2009,1013048942
UZ,2010,1825109821
UZ,2011,1527878674
UZ,2012,1094000000
VC,2000,50063098
VC,2001,26102223
VC,2002,41722205
VC,2003,69629942
VC,2004,80453206
VC,2005,48420833
VC,2006,124816566
VC,2007,126477041
VC,2008,163119171
VC,2009,114655608
VC,2010,97507120
VC,2011,86649911
VC,2012,125521464
VE,2000,10218907634
VE,2001,7889472932
VE,2002,2020239686
VE,2003,5406308555
VE,2004,3453208409
VE,2005,5139508590
VE,2006,-878735325
VE,2007,2254994561
VE,2008,2004578242
VE,2009,-2315999853
VE,2010,2167494738
VE,2011,4309163422
VE,2012,3216000000
VN,2000,2994167224
VN,2001,3072688562
VN,2002,3283564460
VN,2003,3238410728
VN,2004,3096512419
VN,2005,3471891952
VN,2006,3961040744
VN,2007,10145850309
VN,2008,12090653128
VN,2009,9775819687
VN,2010,9869761571
VN,2011,8159290107
VN,2012,8368000000
VU,2000,42672455
VU,2001,38628100
VU,2002,30976357
VU,2003,34390153
VU,2004,39595631
VU,2005,41829148
VU,2006,105597037
VU,2007,73978394
VU,2008,52679627
VU,2009,39082785
VU,2010,44805184
VU,2011,57267767
VU,2012,37717990
WF,2000,
WF,2001,
WF,2002,
WF,2003,
WF,2004,
WF,2005,
WF,2006,
WF,2007,
WF,2008,
WF,2009,
WF,2010,
WF,2011,
WF,2012,
WS,2000,-2654609
WS,2001,-135947
WS,2002,-2800168
WS,2003,5035778
WS,2004,3615717
WS,2005,5761443
WS,2006,32333917
WS,2007,8992264
WS,2008,61837196
WS,2009,12024641
WS,2010,1251751
WS,2011,12630116
WS,2012,21528439
YE,2000,17070919
YE,2001,422000407
YE,2002,297763081
YE,2003,-218641404
YE,2004,311090519
YE,2005,-572775950
YE,2006,1924880496
YE,2007,1433145115
YE,2008,2025408128
YE,2009,187215325
YE,2010,238310838
YE,2011,-535708575
YE,2012,348809242
ZA,2000,1697706045
ZA,2001,14954155754
ZA,2002,3817923200
ZA,2003,1216548171
ZA,2004,1060689716
ZA,2005,8263978799
ZA,2006,-653944995
ZA,2007,6818634119
ZA,2008,11679520462
ZA,2009,6564631576
ZA,2010,1211552232
ZA,2011,5540872290
ZA,2012,4572489302
ZM,2000,389181856
ZM,2001,434037520
ZM,2002,906796540
ZM,2003,947458176
ZM,2004,836295595
ZM,2005,654421435
ZM,2006,804593276
ZM,2007,1703387210
ZM,2008,1006033572
ZM,2009,906017871
ZM,2010,1919433268
ZM,2011,1107682278
ZM,2012,1066000000
ZW,2000,38358406
ZW,2001,6343305
ZW,2002,41802043
ZW,2003,5807575
ZW,2004,12525613
ZW,2005,143352987
ZW,2006,58163603
ZW,2007,100225050
ZW,2008,73162391
ZW,2009,116502745
ZW,2010,177057107
ZW,2011,398453249
ZW,2012,399500000
