country,year,govtspend_pc
IE,2002," 14,270.93 "
IE,2003," 14,424.72 "
IE,2004," 14,932.70 "
IE,2005," 15,611.73 "
IE,2006," 16,335.94 "
IE,2007," 17,865.03 "
IE,2008," 20,052.62 "
IE,2009," 21,064.42 "
IE,2010," 28,119.39 "
IE,2011," 20,253.49 "
IE,2012," 18,327.23 "
IL,2000," 12,531.36 "
IL,2001," 12,782.62 "
IL,2002," 12,804.25 "
IL,2003," 12,439.46 "
IL,2004," 12,087.13 "
IL,2005," 12,133.74 "
IL,2006," 12,143.16 "
IL,2007," 12,269.63 "
IL,2008," 12,378.15 "
IL,2009," 12,196.68 "
IL,2010," 12,390.75 "
IL,2011," 12,631.35 "
IL,2012," 12,329.03 "
IT,2000," 15,898.72 "
IT,2001," 16,836.67 "
IT,2002," 16,649.81 "
IT,2003," 16,849.29 "
IT,2004," 16,778.59 "
IT,2005," 16,947.68 "
IT,2006," 17,414.00 "
IT,2007," 17,280.22 "
IT,2008," 17,295.54 "
IT,2009," 17,342.19 "
IT,2010," 17,076.71 "
IT,2011," 16,862.71 "
IT,2012," 16,622.35 "
JM,2000," 2,146.87 "
JM,2001," 2,342.70 "
JM,2002, -   
JM,2003, -   
JM,2004, -   
JM,2005, -   
JM,2006," 2,747.56 "
JM,2007," 2,822.40 "
JM,2008," 3,091.12 "
JM,2009," 3,256.48 "
JM,2010," 2,742.02 "
JM,2011," 2,708.22 "
JM,2012," 2,512.12 "
JP,2000," 11,922.01 "
JP,2001," 11,717.74 "
JP,2002," 11,806.58 "
JP,2003," 11,845.43 "
JP,2004," 11,331.02 "
JP,2005," 11,566.05 "
JP,2006," 11,893.42 "
JP,2007," 11,738.01 "
JP,2008," 12,465.40 "
JP,2009," 13,192.97 "
JP,2010," 13,448.90 "
JP,2011," 13,914.63 "
JP,2012," 13,967.13 "
JO,2000," 2,601.93 "
JO,2001," 2,628.38 "
JO,2002," 2,734.01 "
JO,2003," 2,568.85 "
JO,2004," 3,314.50 "
JO,2005," 3,488.49 "
JO,2006," 3,492.69 "
JO,2007," 3,839.74 "
JO,2008," 3,638.97 "
JO,2009," 3,837.17 "
JO,2010," 3,424.05 "
JO,2011," 3,677.84 "
JO,2012," 3,441.76 "
KZ,2000,  
KZ,2001,  
KZ,2002," 2,487.06 "
KZ,2003," 2,818.51 "
KZ,2004," 3,156.47 "
KZ,2005," 3,456.69 "
KZ,2006," 3,387.32 "
KZ,2007," 4,366.11 "
KZ,2008," 5,087.90 "
KZ,2009," 4,348.16 "
KZ,2010," 4,404.49 "
KZ,2011," 4,517.57 "
KZ,2012," 4,814.46 "
KE,2000, 362.66 
KE,2001, 387.12 
KE,2002, 417.09 
KE,2003, 415.72 
KE,2004, 405.88 
KE,2005, 437.52 
KE,2006, 473.85 
KE,2007, 508.64 
KE,2008, 531.52 
KE,2009, 541.15 
KE,2010, 612.10 
KE,2011, 579.47 
KE,2012, 619.35 
KI,2000," 1,321.46 "
KI,2001," 1,863.66 "
KI,2002," 1,768.74 "
KI,2003," 1,619.76 "
KI,2004," 1,935.99 "
KI,2005," 1,836.65 "
KI,2006," 1,484.68 "
KI,2007," 1,539.50 "
KI,2008," 1,571.90 "
KI,2009," 1,461.95 "
KI,2010," 1,469.80 "
KI,2011," 1,456.67 "
KI,2012," 1,935.20 "
KR,2000," 3,542.01 "
KR,2001," 3,881.72 "
KR,2002," 3,891.51 "
KR,2003," 4,489.66 "
KR,2004," 4,881.69 "
KR,2005," 5,012.81 "
KR,2006," 5,411.50 "
KR,2007," 5,753.63 "
KR,2008," 5,977.43 "
KR,2009," 6,139.54 "
KR,2010," 5,924.44 "
KR,2011," 6,226.26 "
KR,2012," 6,601.31 "
XK,2000, 373.79 
XK,2001, 475.19 
XK,2002, 782.11 
XK,2003," 1,079.68 "
XK,2004," 1,556.03 "
XK,2005," 1,538.86 "
XK,2006," 1,336.73 "
XK,2007," 1,336.94 "
XK,2008," 1,813.11 "
XK,2009," 2,255.61 "
XK,2010," 2,256.96 "
XK,2011," 2,372.70 "
XK,2012," 2,446.68 "
KW,2000," 29,423.19 "
KW,2001," 33,530.60 "
KW,2002," 32,696.45 "
KW,2003," 32,844.41 "
KW,2004," 32,367.48 "
KW,2005," 28,018.37 "
KW,2006," 32,477.99 "
KW,2007," 30,728.47 "
KW,2008," 39,958.62 "
KW,2009," 36,761.43 "
KW,2010," 34,909.83 "
KW,2011," 30,924.75 "
KW,2012," 30,315.15 "
KG,2000, 606.27 
KG,2001, 586.93 
KG,2002, 604.11 
KG,2003, 605.68 
KG,2004, 660.20 
KG,2005, 664.34 
KG,2006, 701.41 
KG,2007, 803.01 
KG,2008, 788.18 
KG,2009, 934.65 
KG,2010, 997.76 
KG,2011," 1,050.51 "
KG,2012," 1,116.18 "
LA,2000, 511.64 
LA,2001, 578.17 
LA,2002, 440.27 
LA,2003, 527.75 
LA,2004, 429.98 
LA,2005, 507.70 
LA,2006, 552.80 
LA,2007, 591.66 
LA,2008, 641.91 
LA,2009, 811.97 
LA,2010, 895.35 
LA,2011, 878.37 
LA,2012, 919.85 
LV,2000," 4,248.96 "
LV,2001," 4,365.17 "
LV,2002," 4,756.06 "
LV,2003," 5,022.58 "
LV,2004," 5,535.70 "
LV,2005," 6,437.64 "
LV,2006," 7,253.94 "
LV,2007," 7,825.03 "
LV,2008," 9,096.41 "
LV,2009," 7,661.04 "
LV,2010," 7,562.56 "
LV,2011," 7,750.94 "
LV,2012," 7,860.97 "
LB,2000," 5,531.37 "
LB,2001," 5,033.92 "
LB,2002," 4,696.08 "
LB,2003," 4,574.04 "
LB,2004," 4,403.70 "
LB,2005," 4,057.88 "
LB,2006," 4,589.24 "
LB,2007," 4,734.80 "
LB,2008," 4,888.74 "
LB,2009," 4,973.53 "
LB,2010," 4,788.42 "
LB,2011," 4,719.36 "
LB,2012," 5,151.36 "
LS,2000, 712.78 
LS,2001, 789.95 
LS,2002, 781.63 
LS,2003, 809.67 
LS,2004, 770.55 
LS,2005, 863.78 
LS,2006, 940.49 
LS,2007, 976.47 
LS,2008," 1,147.20 "
LS,2009," 1,401.13 "
LS,2010," 1,206.54 "
LS,2011," 1,431.31 "
LS,2012," 1,394.30 "
LR,2000, 68.17 
LR,2001, 66.69 
LR,2002, 90.10 
LR,2003, 42.26 
LR,2004, 52.91 
LR,2005, 54.28 
LR,2006, 51.75 
LR,2007, 87.63 
LR,2008, 19.40 
LR,2009, 203.57 
LR,2010, 213.20 
LR,2011, 193.73 
LR,2012, 222.44 
LY,2000, -   
LY,2001, -   
LY,2002, -   
LY,2003, -   
LY,2004, -   
LY,2005, -   
LY,2006, -   
LY,2007, -   
LY,2008, -   
LY,2009, -   
LY,2010, -   
LY,2011, -   
LY,2012, -   
LT,2000," 4,294.82 "
LT,2001," 4,498.65 "
LT,2002," 4,567.00 "
LT,2003," 4,902.61 "
LT,2004," 5,445.61 "
LT,2005," 5,959.42 "
LT,2006," 6,508.10 "
LT,2007," 7,424.33 "
LT,2008," 8,244.23 "
LT,2009," 8,345.23 "
LT,2010," 8,111.91 "
LT,2011," 8,546.41 "
LT,2012," 8,388.24 "
LU,2000," 30,224.13 "
LU,2001," 31,055.80 "
LU,2002," 34,854.83 "
LU,2003," 35,219.66 "
LU,2004," 36,910.39 "
LU,2005," 37,328.37 "
LU,2006," 35,809.41 "
LU,2007," 35,320.78 "
LU,2008," 37,167.08 "
LU,2009," 39,787.24 "
LU,2010," 38,802.93 "
LU,2011," 37,873.30 "
LU,2012," 38,320.77 "
MK,2000," 3,059.41 "
MK,2001," 3,475.13 "
MK,2002," 3,493.29 "
MK,2003," 3,289.89 "
MK,2004," 3,238.93 "
MK,2005," 3,251.54 "
MK,2006," 3,325.72 "
MK,2007," 3,442.45 "
MK,2008," 3,809.18 "
MK,2009," 3,756.25 "
MK,2010," 3,744.26 "
MK,2011," 3,778.85 "
MK,2012," 3,962.92 "
MG,2000, 292.89 
MG,2001, 283.38 
MG,2002, 180.30 
MG,2003, 246.91 
MG,2004, 329.23 
MG,2005, 289.01 
MG,2006, 293.53 
MG,2007, 262.96 
MG,2008, 242.55 
MG,2009, 199.71 
MG,2010, 181.58 
MG,2011, 191.91 
MG,2012, 176.71 
MW,2000,  
MW,2001,  
MW,2002, 184.15 
MW,2003, 202.98 
MW,2004, 222.96 
MW,2005, 220.70 
MW,2006, 231.92 
MW,2007, 271.13 
MW,2008, 259.50 
MW,2009, 303.04 
MW,2010, 224.10 
MW,2011, 261.53 
MW,2012, 274.48 
MY,2000," 4,379.62 "
MY,2001," 4,744.99 "
MY,2002," 4,713.33 "
MY,2003," 5,057.39 "
MY,2004," 4,887.04 "
MY,2005," 4,606.10 "
MY,2006," 4,975.73 "
MY,2007," 5,256.90 "
MY,2008," 5,627.87 "
MY,2009," 6,248.34 "
MY,2010," 5,667.88 "
MY,2011," 5,992.24 "
MY,2012," 6,452.48 "
MV,2000, -   
MV,2001," 1,931.06 "
MV,2002," 2,008.23 "
MV,2003," 2,226.20 "
MV,2004," 2,300.63 "
MV,2005," 3,418.52 "
MV,2006," 3,739.03 "
MV,2007," 4,055.14 "
MV,2008," 4,526.45 "
MV,2009," 4,385.90 "
MV,2010," 4,230.40 "
MV,2011," 4,266.63 "
MV,2012," 4,570.64 "
ML,2000, 274.50 
ML,2001, 291.86 
ML,2002, 324.22 
ML,2003, 308.66 
ML,2004, 327.83 
ML,2005, 347.83 
ML,2006, 360.27 
ML,2007, 374.49 
ML,2008, 321.06 
ML,2009, 405.66 
ML,2010, 363.07 
ML,2011, 386.91 
ML,2012, 296.00 
MT,2000," 10,306.45 "
MT,2001," 10,287.29 "
MT,2002," 10,609.52 "
MT,2003," 11,558.89 "
MT,2004," 10,916.47 "
MT,2005," 11,235.86 "
MT,2006," 11,304.36 "
MT,2007," 11,340.93 "
MT,2008," 12,156.66 "
MT,2009," 11,572.87 "
MT,2010," 11,469.62 "
MT,2011," 11,688.13 "
MT,2012," 12,261.85 "
MH,2000," 1,705.45 "
MH,2001," 1,918.25 "
MH,2002, 553.94 
MH,2003, 787.48 
MH,2004," 1,741.66 "
MH,2005," 2,767.29 "
MH,2006," 2,011.19 "
MH,2007," 2,288.93 "
MH,2008," 2,047.93 "
MH,2009," 2,050.46 "
MH,2010," 2,012.98 "
MH,2011," 1,953.27 "
MH,2012," 1,361.71 "
MR,2000,  
MR,2001,  
MR,2002,  
MR,2003,  
MR,2004,  
MR,2005,  
MR,2006,  
MR,2007, 797.50 
MR,2008, 854.50 
MR,2009, 825.56 
MR,2010, 773.29 
MR,2011, 796.43 
MR,2012," 1,050.74 "
MU,2000," 2,671.31 "
MU,2001," 2,730.28 "
MU,2002," 2,873.62 "
MU,2003," 2,968.08 "
MU,2004," 2,993.79 "
MU,2005," 3,069.65 "
MU,2006," 3,048.10 "
MU,2007," 3,073.61 "
MU,2008," 3,271.77 "
MU,2009," 3,702.19 "
MU,2010," 3,735.66 "
MU,2011," 3,780.52 "
MU,2012," 3,670.09 "
MX,2000," 3,050.68 "
MX,2001," 3,037.77 "
MX,2002," 3,126.29 "
MX,2003," 3,185.18 "
MX,2004," 2,962.28 "
MX,2005," 3,215.78 "
MX,2006," 3,474.86 "
MX,2007," 3,580.58 "
MX,2008," 4,026.12 "
MX,2009," 4,020.97 "
MX,2010," 4,096.79 "
MX,2011," 4,139.90 "
MX,2012," 4,384.98 "
FM,2000," 2,128.94 "
FM,2001," 2,073.96 "
FM,2002, 706.97 
FM,2003," 1,208.59 "
FM,2004," 2,277.90 "
FM,2005," 1,955.15 "
FM,2006," 1,991.72 "
FM,2007," 1,935.40 "
FM,2008," 1,898.05 "
FM,2009," 2,075.70 "
FM,2010," 2,255.15 "
FM,2011," 2,233.32 "
FM,2012," 1,960.28 "
MD,2000, 803.73 
MD,2001, 728.40 
MD,2002, 803.00 
MD,2003, 952.89 
MD,2004," 1,066.48 "
MD,2005," 1,228.49 "
MD,2006," 1,356.44 "
MD,2007," 1,495.05 "
MD,2008," 1,573.28 "
MD,2009," 1,656.92 "
MD,2010," 1,496.63 "
MD,2011," 1,561.28 "
MD,2012," 1,613.50 "
MN,2000," 1,350.19 "
MN,2001," 1,403.51 "
MN,2002," 1,456.71 "
MN,2003," 1,461.32 "
MN,2004," 1,527.69 "
MN,2005," 1,274.00 "
MN,2006," 1,425.78 "
MN,2007," 2,089.39 "
MN,2008," 2,390.68 "
MN,2009," 2,191.14 "
MN,2010," 2,370.79 "
MN,2011," 3,377.82 "
MN,2012," 3,824.82 "
ME,2000,  
ME,2001,  
ME,2002," 3,702.51 "
ME,2003," 4,360.14 "
ME,2004," 4,252.89 "
ME,2005," 4,240.27 "
ME,2006," 5,029.35 "
ME,2007," 5,703.33 "
ME,2008," 7,331.58 "
ME,2009," 6,397.53 "
ME,2010," 6,285.35 "
ME,2011," 6,180.70 "
ME,2012," 6,450.30 "
MA,2000," 1,148.78 "
MA,2001," 1,268.78 "
MA,2002," 1,412.21 "
MA,2003," 1,388.65 "
MA,2004," 1,467.69 "
MA,2005," 1,752.89 "
MA,2006," 1,695.77 "
MA,2007," 1,764.67 "
MA,2008," 1,954.70 "
MA,2009," 1,979.29 "
MA,2010," 2,081.50 "
MA,2011," 2,350.14 "
MA,2012," 2,521.35 "
MZ,2000, 129.84 
MZ,2001, 172.03 
MZ,2002, 147.10 
MZ,2003, 154.26 
MZ,2004, 153.62 
MZ,2005, 147.30 
MZ,2006, 181.36 
MZ,2007, 196.71 
MZ,2008, 194.12 
MZ,2009, 241.53 
MZ,2010, 260.73 
MZ,2011, 282.15 
MZ,2012, 293.63 
MM,2000, -   
MM,2001, -   
MM,2002, -   
MM,2003, -   
MM,2004, -   
MM,2005, -   
MM,2006, -   
MM,2007, -   
MM,2008, -   
MM,2009, -   
MM,2010, -   
MM,2011, -   
MM,2012, -   
NA,2000," 1,848.91 "
NA,2001," 1,860.13 "
NA,2002," 1,916.72 "
NA,2003," 2,013.23 "
NA,2004," 2,072.44 "
NA,2005," 2,006.51 "
NA,2006," 2,016.96 "
NA,2007," 2,021.88 "
NA,2008," 2,244.11 "
NA,2009," 2,557.14 "
NA,2010," 2,791.80 "
NA,2011," 3,206.28 "
NA,2012," 3,103.17 "
NP,2000, 207.25 
NP,2001, 240.16 
NP,2002, 235.59 
NP,2003, 221.45 
NP,2004, 224.48 
NP,2005, 234.13 
NP,2006, 220.37 
NP,2007, 263.52 
NP,2008, 288.18 
NP,2009, 376.27 
NP,2010, 372.37 
NP,2011, 381.21 
NP,2012, 408.95 
NL,2000," 17,324.24 "
NL,2001," 17,994.87 "
NL,2002," 18,230.56 "
NL,2003," 18,555.91 "
NL,2004," 18,502.49 "
NL,2005," 18,305.39 "
NL,2006," 19,213.15 "
NL,2007," 19,802.75 "
NL,2008," 20,474.71 "
NL,2009," 21,599.58 "
NL,2010," 21,868.05 "
NL,2011," 21,405.77 "
NL,2012," 21,284.39 "
NZ,2000," 9,648.90 "
NZ,2001," 9,654.51 "
NZ,2002," 9,834.52 "
NZ,2003," 9,995.09 "
NZ,2004," 10,058.49 "
NZ,2005," 10,546.48 "
NZ,2006," 10,825.20 "
NZ,2007," 10,908.99 "
NZ,2008," 11,096.74 "
NZ,2009," 11,667.90 "
NZ,2010," 12,468.66 "
NZ,2011," 12,539.64 "
NZ,2012," 11,777.51 "
NI,2000, 847.57 
NI,2001, 803.98 
NI,2002, 762.87 
NI,2003, 783.90 
NI,2004, 806.79 
NI,2005, 854.88 
NI,2006, 865.38 
NI,2007, 934.96 
NI,2008, 997.85 
NI,2009," 1,048.39 "
NI,2010," 1,033.97 "
NI,2011," 1,134.20 "
NI,2012," 1,189.15 "
NE,2000, 142.56 
NE,2001, 148.88 
NE,2002, 133.92 
NE,2003, 124.40 
NE,2004, 148.36 
NE,2005, 146.11 
NE,2006, 148.90 
NE,2007, 175.40 
NE,2008, 183.02 
NE,2009, 190.96 
NE,2010, 171.63 
NE,2011, 148.14 
NE,2012, 189.34 
NG,2000," 1,032.73 "
NG,2001," 1,486.00 "
NG,2002, 906.09 
NG,2003," 1,117.34 "
NG,2004," 1,122.47 "
NG,2005, 969.57 
NG,2006," 1,022.78 "
NG,2007," 1,152.54 "
NG,2008," 1,211.75 "
NG,2009," 1,334.39 "
NG,2010," 1,378.05 "
NG,2011," 1,518.01 "
NG,2012," 1,378.62 "
NO,2000," 24,152.99 "
NO,2001," 25,681.67 "
NO,2002," 27,641.21 "
NO,2003," 28,587.30 "
NO,2004," 27,696.39 "
NO,2005," 26,181.82 "
NO,2006," 25,509.46 "
NO,2007," 26,119.98 "
NO,2008," 25,444.78 "
NO,2009," 28,646.42 "
NO,2010," 27,778.00 "
NO,2011," 27,013.43 "
NO,2012," 27,022.32 "
OM,2000," 14,147.10 "
OM,2001," 15,874.07 "
OM,2002," 16,282.82 "
OM,2003," 15,663.82 "
OM,2004," 15,787.57 "
OM,2005," 14,398.83 "
OM,2006," 14,818.90 "
OM,2007," 16,027.13 "
OM,2008," 14,872.46 "
OM,2009," 19,103.42 "
OM,2010," 16,878.03 "
OM,2011," 17,738.74 "
OM,2012, -   
PK,2000, 580.68 
PK,2001, 542.67 
PK,2002, 599.99 
PK,2003, 545.01 
PK,2004, 553.15 
PK,2005, 618.10 
PK,2006, 689.72 
PK,2007, 816.00 
PK,2008, 897.14 
PK,2009, 809.36 
PK,2010, 852.95 
PK,2011, 831.49 
PK,2012, 938.96 
PW,2000," 7,454.41 "
PW,2001," 7,003.73 "
PW,2002," 5,892.19 "
PW,2003," 5,449.43 "
PW,2004," 5,766.69 "
PW,2005," 5,163.45 "
PW,2006," 5,925.50 "
PW,2007," 7,276.55 "
PW,2008," 5,537.08 "
PW,2009," 4,577.20 "
PW,2010," 5,872.71 "
PW,2011," 5,489.31 "
PW,2012," 5,872.72 "
PA,2000," 2,326.08 "
PA,2001," 2,357.81 "
PA,2002," 2,367.23 "
PA,2003," 2,496.29 "
PA,2004," 2,535.89 "
PA,2005," 2,557.81 "
PA,2006," 2,669.20 "
PA,2007," 2,928.81 "
PA,2008," 3,348.87 "
PA,2009," 3,502.79 "
PA,2010," 3,798.48 "
PA,2011," 4,111.08 "
PA,2012," 4,432.12 "
PG,2000, 586.63 
PG,2001, 602.01 
PG,2002, 549.68 
PG,2003, 505.53 
PG,2004, 536.89 
PG,2005, 577.44 
PG,2006, 546.58 
PG,2007, 527.99 
PG,2008, 584.44 
PG,2009, 738.37 
PG,2010, 595.31 
PG,2011, 647.41 
PG,2012, 769.04 
PY,2000," 1,148.36 "
PY,2001," 1,123.40 "
PY,2002," 1,164.13 "
PY,2003," 1,058.19 "
PY,2004," 1,058.52 "
PY,2005," 1,055.53 "
PY,2006," 1,163.51 "
PY,2007," 1,145.74 "
PY,2008," 1,114.19 "
PY,2009," 1,336.23 "
PY,2010," 1,370.83 "
PY,2011," 1,486.64 "
PY,2012," 1,774.07 "
PE,2000," 1,392.86 "
PE,2001," 1,326.96 "
PE,2002," 1,296.68 "
PE,2003," 1,368.52 "
PE,2004," 1,372.40 "
PE,2005," 1,487.27 "
PE,2006," 1,509.68 "
PE,2007," 1,588.38 "
PE,2008," 1,826.54 "
PE,2009," 1,992.11 "
PE,2010," 2,124.85 "
PE,2011," 2,130.09 "
PE,2012," 2,268.89 "
PH,2000, 911.64 
PH,2001, 929.71 
PH,2002, 924.54 
PH,2003, 944.82 
PH,2004, 940.87 
PH,2005, 938.35 
PH,2006, 948.42 
PH,2007, 988.49 
PH,2008, 994.21 
PH,2009," 1,062.31 "
PH,2010," 1,068.94 "
PH,2011," 1,029.62 "
PH,2012," 1,133.17 "
PL,2000," 5,840.06 "
PL,2001," 6,335.97 "
PL,2002," 6,497.20 "
PL,2003," 6,816.94 "
PL,2004," 6,855.15 "
PL,2005," 7,242.44 "
PL,2006," 7,773.48 "
PL,2007," 7,987.91 "
PL,2008," 8,603.85 "
PL,2009," 9,015.26 "
PL,2010," 9,544.58 "
PL,2011," 9,446.55 "
PL,2012," 9,367.55 "
PT,2000," 10,492.82 "
PT,2001," 11,023.84 "
PT,2002," 11,002.54 "
PT,2003," 11,234.24 "
PT,2004," 11,531.75 "
PT,2005," 11,858.94 "
PT,2006," 11,419.55 "
PT,2007," 11,668.23 "
PT,2008," 11,767.86 "
PT,2009," 12,679.48 "
PT,2010," 13,368.18 "
PT,2011," 12,742.54 "
PT,2012," 11,879.75 "
QA,2000," 37,772.34 "
QA,2001," 37,649.97 "
QA,2002," 38,424.45 "
QA,2003," 33,454.42 "
QA,2004," 38,858.64 "
QA,2005," 37,060.38 "
QA,2006," 36,570.63 "
QA,2007," 34,451.12 "
QA,2008," 31,835.19 "
QA,2009," 40,288.63 "
QA,2010," 37,728.74 "
QA,2011," 38,081.45 "
QA,2012," 40,896.05 "
RO,2000," 3,438.00 "
RO,2001," 3,475.83 "
RO,2002," 3,607.94 "
RO,2003," 3,661.56 "
RO,2004," 4,312.16 "
RO,2005," 4,341.99 "
RO,2006," 4,967.44 "
RO,2007," 5,555.06 "
RO,2008," 6,276.58 "
RO,2009," 6,092.50 "
RO,2010," 6,071.08 "
RO,2011," 5,938.11 "
RO,2012," 5,748.98 "
RU,2000,  
RU,2001,  
RU,2002,  
RU,2003,  
RU,2004,  
RU,2005,  
RU,2006,  
RU,2007,  
RU,2008,  
RU,2009,  
RU,2010,  
RU,2011,  
RU,2012,  
RW,2000, 144.75 
RW,2001, 164.81 
RW,2002, 162.99 
RW,2003, 162.59 
RW,2004, 178.34 
RW,2005, 197.20 
RW,2006, 199.05 
RW,2007, 218.14 
RW,2008, 263.85 
RW,2009, 252.82 
RW,2010, 300.07 
RW,2011, 316.72 
RW,2012, 348.78 
WS,2000," 1,385.50 "
WS,2001," 1,447.15 "
WS,2002," 1,539.23 "
WS,2003," 1,501.57 "
WS,2004," 1,501.21 "
WS,2005," 1,734.95 "
WS,2006," 1,576.99 "
WS,2007," 1,774.14 "
WS,2008," 1,667.26 "
WS,2009," 1,797.23 "
WS,2010," 2,081.04 "
WS,2011," 2,038.45 "
WS,2012," 2,073.15 "
SM,2000,  
SM,2001,  
SM,2002,  
SM,2003,  
SM,2004, -   
SM,2005, -   
SM,2006, -   
SM,2007, -   
SM,2008, -   
SM,2009, -   
SM,2010, -   
SM,2011, -   
SM,2012, -   
ST,2000, -   
ST,2001," 1,163.93 "
ST,2002, 999.10 
ST,2003," 1,176.78 "
ST,2004," 1,392.57 "
ST,2005," 1,080.41 "
ST,2006," 1,165.68 "
ST,2007, 966.77 
ST,2008, 817.66 
ST,2009," 1,333.82 "
ST,2010," 1,339.15 "
ST,2011," 1,373.50 "
ST,2012," 1,252.77 "
SA,2000," 12,761.36 "
SA,2001," 13,757.75 "
SA,2002," 12,956.02 "
SA,2003," 12,391.45 "
SA,2004," 12,954.34 "
SA,2005," 11,715.09 "
SA,2006," 11,567.20 "
SA,2007," 12,925.72 "
SA,2008," 12,641.17 "
SA,2009," 17,509.85 "
SA,2010," 18,241.54 "
SA,2011," 17,486.42 "
SA,2012," 18,109.93 "
SN,2000, 343.43 
SN,2001, 409.08 
SN,2002, 379.09 
SN,2003, 430.83 
SN,2004, 454.75 
SN,2005, 491.52 
SN,2006, 551.89 
SN,2007, 585.42 
SN,2008, 550.68 
SN,2009, 543.82 
SN,2010, 577.51 
SN,2011, 607.60 
SN,2012, 594.89 
RS,2000," 2,623.54 "
RS,2001," 2,987.92 "
RS,2002," 3,912.37 "
RS,2003," 3,990.30 "
RS,2004," 4,137.41 "
RS,2005," 4,259.08 "
RS,2006," 4,795.72 "
RS,2007," 5,084.20 "
RS,2008," 5,237.35 "
RS,2009," 5,192.17 "
RS,2010," 5,307.55 "
RS,2011," 5,271.95 "
RS,2012," 5,710.43 "
SC,2000," 10,418.86 "
SC,2001," 8,613.30 "
SC,2002," 10,108.22 "
SC,2003," 7,869.25 "
SC,2004," 7,035.14 "
SC,2005," 7,119.51 "
SC,2006," 9,069.30 "
SC,2007," 8,766.60 "
SC,2008," 5,943.88 "
SC,2009," 6,579.24 "
SC,2010," 6,927.02 "
SC,2011," 7,923.36 "
SC,2012," 8,470.17 "
SL,2000, 164.58 
SL,2001, 171.94 
SL,2002, 176.24 
SL,2003, 189.30 
SL,2004, 151.71 
SL,2005, 163.53 
SL,2006, 171.96 
SL,2007, 142.13 
SL,2008, 178.59 
SL,2009, 193.29 
SL,2010, 234.11 
SL,2011, 282.19 
SL,2012, 305.61 
SG,2000," 9,997.38 "
SG,2001," 11,092.80 "
SG,2002," 8,994.83 "
SG,2003," 7,402.79 "
SG,2004," 7,784.53 "
SG,2005," 7,485.84 "
SG,2006," 8,271.18 "
SG,2007," 8,086.29 "
SG,2008," 11,474.21 "
SG,2009," 11,209.39 "
SG,2010," 9,901.32 "
SG,2011," 10,243.61 "
SG,2012," 10,078.67 "
SK,2000," 5,656.16 "
SK,2001," 4,919.92 "
SK,2002," 5,288.26 "
SK,2003," 5,077.75 "
SK,2004," 5,188.51 "
SK,2005," 5,779.86 "
SK,2006," 6,237.26 "
SK,2007," 7,108.83 "
SK,2008," 8,275.71 "
SK,2009," 9,695.59 "
SK,2010," 9,690.22 "
SK,2011," 9,651.08 "
SK,2012," 9,640.11 "
SI,2000," 9,183.27 "
SI,2001," 9,640.33 "
SI,2002," 9,886.36 "
SI,2003," 10,259.57 "
SI,2004," 10,753.63 "
SI,2005," 11,220.86 "
SI,2006," 11,786.20 "
SI,2007," 11,842.40 "
SI,2008," 12,624.11 "
SI,2009," 12,827.47 "
SI,2010," 13,180.40 "
SI,2011," 13,249.62 "
SI,2012," 12,505.28 "
SB,2000, 346.75 
SB,2001, 263.80 
SB,2002, 202.26 
SB,2003, 292.03 
SB,2004, 430.95 
SB,2005, 490.07 
SB,2006, 571.98 
SB,2007, 760.77 
SB,2008, 836.20 
SB,2009, 924.47 
SB,2010, 957.93 
SB,2011, 969.89 
SB,2012, 973.83 
ZA,2000," 2,453.80 "
ZA,2001," 2,469.18 "
ZA,2002," 2,520.20 "
ZA,2003," 2,629.30 "
ZA,2004," 2,719.01 "
ZA,2005," 2,870.48 "
ZA,2006," 3,139.20 "
ZA,2007," 3,308.74 "
ZA,2008," 3,590.00 "
ZA,2009," 3,836.56 "
ZA,2010," 3,827.09 "
ZA,2011," 3,850.70 "
ZA,2012," 3,985.10 "
SS,2000,  
SS,2001,  
SS,2002,  
SS,2003,  
SS,2004,  
SS,2005,  
SS,2006,  
SS,2007,  
SS,2008,  
SS,2009,  
SS,2010,  
SS,2011, 718.00 
SS,2012, 623.96 
ES,2000," 11,780.84 "
ES,2001," 11,911.06 "
ES,2002," 12,134.90 "
ES,2003," 12,146.56 "
ES,2004," 12,491.98 "
ES,2005," 12,590.45 "
ES,2006," 12,861.47 "
ES,2007," 13,357.10 "
ES,2008," 14,038.58 "
ES,2009," 14,949.61 "
ES,2010," 14,900.09 "
ES,2011," 14,691.03 "
ES,2012," 15,075.52 "
LK,2000," 1,277.19 "
LK,2001," 1,314.23 "
LK,2002," 1,259.18 "
LK,2003," 1,213.49 "
LK,2004," 1,265.36 "
LK,2005," 1,391.77 "
LK,2006," 1,511.43 "
LK,2007," 1,548.99 "
LK,2008," 1,562.17 "
LK,2009," 1,759.97 "
LK,2010," 1,729.92 "
LK,2011," 1,735.73 "
LK,2012," 1,744.87 "
KN,2000,  
KN,2001,  
KN,2002,  
KN,2003,  
KN,2004,  
KN,2005,  
KN,2006,  
KN,2007,  
KN,2008,  
KN,2009,  
KN,2010,  
KN,2011,  
KN,2012,  
LC,2000," 2,334.92 "
LC,2001," 2,341.26 "
LC,2002," 2,436.09 "
LC,2003," 2,476.05 "
LC,2004," 2,639.22 "
LC,2005," 2,831.85 "
LC,2006," 2,926.71 "
LC,2007," 2,628.57 "
LC,2008," 2,812.43 "
