country-id,year,short-debt-usd-2012
TR,2004,11186347784
TR,2005,10112666969
TR,2006,4821277754
TR,2007,307345999
TR,2008,8756712340
TR,2009,-3730858340
TR,2010,27463487818
TR,2011,4587587681
TR,2012,18898000000
TZ,2000,55183375
TZ,2001,-106568324
TZ,2002,54891598
TZ,2003,-5510926
TZ,2004,223875476
TZ,2005,78583817
TZ,2006,20025437
TZ,2007,37768708
TZ,2008,155341576
TZ,2009,-85237739
TZ,2010,111328200
TZ,2011,16706141
TZ,2012,434000000
UA,2000,92980855
UA,2001,25700711529
UA,2002,1186224223
UA,2003,138107393
UA,2004,3337542010
UA,2005,3143822338
UA,2006,5180401875
UA,2007,9693634494
UA,2008,-2527762199
UA,2009,-1477685281
UA,2010,7811105520
UA,2011,7667615797
UA,2012,518000000
UG,2000,-8888167
UG,2001,2036756
UG,2002,18542331
UG,2003,-15115777
UG,2004,-22722913
UG,2005,-13305917
UG,2006,95114769
UG,2007,-142355922
UG,2008,464329220
UG,2009,-247047812
UG,2010,-236796444
UG,2011,
UG,2012,
UZ,2000,-561228238
UZ,2001,441862300
UZ,2002,-637254568
UZ,2003,-78473784
UZ,2004,-99456676
UZ,2005,-133871084
UZ,2006,98957010
UZ,2007,58203283
UZ,2008,19529038
UZ,2009,-80610783
UZ,2010,26905795
UZ,2011,133311840
UZ,2012,41000000
VC,2000,-1089208
VC,2001,
VC,2002,-37915849
VC,2003,
VC,2004,
VC,2005,
VC,2006,
VC,2007,
VC,2008,
VC,2009,
VC,2010,
VC,2011,
VC,2012,
VE,2000,1521641213
VE,2001,-751888406
VE,2002,-1534555466
VE,2003,-339219361
VE,2004,1811595510
VE,2005,4508236388
VE,2006,2456307404
VE,2007,9256715216
VE,2008,2858913140
VE,2009,-1362478475
VE,2010,2045580486
VE,2011,-1767920409
VE,2012,289000000
VN,2000,363936643
VN,2001,-332984896
VN,2002,3588466
VN,2003,1120065768
VN,2004,1692655623
VN,2005,733683263
VN,2006,-120481656
VN,2007,3336016154
VN,2008,-444295962
VN,2009,1167953194
VN,2010,2175048706
VN,2011,3310936699
VN,2012,-75000000
VU,2000,562474
VU,2001,-81529
VU,2002,25202655
VU,2003,1742886
VU,2004,34301058
VU,2005,-40963153
VU,2006,1480593
VU,2007,11696756
VU,2008,19150627
VU,2009,-6162092
VU,2010,19619399
VU,2011,28535526
VU,2012,174000000
XK,2000,
XK,2001,
XK,2002,
XK,2003,
XK,2004,
XK,2005,
XK,2006,
XK,2007,
XK,2008,51100637
XK,2009,642670672
XK,2010,-379799627
XK,2011,1166971
XK,2012,195764000
YE,2000,760060855
YE,2001,-706602677
YE,2002,-251987042
YE,2003,-325090056
YE,2004,32500506
YE,2005,115671323
YE,2006,-70402773
YE,2007,137487090
YE,2008,84684056
YE,2009,-66658707
YE,2010,-171821119
YE,2011,-195302770
YE,2012,
ZA,2000,-2414521059
ZA,2001,-2640814608
ZA,2002,-732365086
ZA,2003,270282863
ZA,2004,3958184730
ZA,2005,3830540045
ZA,2006,7808665968
ZA,2007,4164561021
ZA,2008,1838886749
ZA,2009,-5109344649
ZA,2010,437929273
ZA,2011,-1103689639
ZA,2012,7334000000
ZM,2000,-97471348
ZM,2001,290772280
ZM,2002,-219466643
ZM,2003,-41912055
ZM,2004,50545338
ZM,2005,126520255
ZM,2006,207746558
ZM,2007,158257139
ZM,2008,102897105
ZM,2009,-263407614
ZM,2010,781403470
ZM,2011,-865099860
ZM,2012,
ZW,2000,-385898796
ZW,2001,-235370022
ZW,2002,-227570969
ZW,2003,158944165
ZW,2004,89262995
ZW,2005,-55779373
ZW,2006,191939891
ZW,2007,311294062
ZW,2008,-158802091
ZW,2009,-492640182
ZW,2010,-10672521
ZW,2011,55598127
ZW,2012,145000000
