id,year,value-1,value-2,value-3
CZ,1997,,13746.66667,13746.66667
CZ,1998,,12013.33333,12013.33333
CZ,1999,10280,10280,10280
CZ,2000,,8553.333333,8553.333333
CZ,2001,,6826.666667,6826.666667
CZ,2002,5100,5100,5100
CZ,2003,,3400,3400
CZ,2004,,1700,1700
CZ,2005,0,0,0
CZ,2006,,1384,1384
CZ,2007,,2768,2768
CZ,2008,4152,4152,4152
CZ,2009,,4170,4170
CZ,2010,4188,4188,4188
CZ,2011,5250,5250,5250
CZ,2012,6306,6306,6306
CZ,2013,6306,6306,6306
CZ,2014,,,6306
CZ,2015,,,6306
DJ,1984,8160,8160,8160
DJ,1985,,12790,12790
DJ,1986,,17420,17420
DJ,1987,22050,22050,22050
DJ,1988,,31810,31810
DJ,1989,,41570,41570
DJ,1990,51330,51330,51330
DJ,1991,,64769.33333,64769.33333
DJ,1992,,78208.66667,78208.66667
DJ,1993,91648,91648,91648
DJ,1994,,103666,103666
DJ,1995,,115684,115684
DJ,1996,127702,127702,127702
DJ,1997,,134195.6667,134195.6667
DJ,1998,,140689.3333,140689.3333
DJ,1999,147183,147183,147183
DJ,2000,,149697,149697
DJ,2001,,152211,152211
DJ,2002,154725,154725,154725
DJ,2003,,155904,155904
DJ,2004,,157083,157083
DJ,2005,158262,158262,158262
DJ,2006,,156214,156214
DJ,2007,,154166,154166
DJ,2008,152118,152118,152118
DJ,2009,,153207.5,153207.5
DJ,2010,154297,154297,154297
DJ,2011,155988,155988,155988
DJ,2012,155720,155720,155720
DJ,2013,193672,193672,193672
DJ,2014,,,193672
DJ,2015,,,193672
DO,1984,2380615,2380615,2380615
DO,1985,,2414951.333,2414951.333
DO,1986,,2449287.667,2449287.667
DO,1987,2483624,2483624,2483624
DO,1988,,2378296.667,2378296.667
DO,1989,,2272969.333,2272969.333
DO,1990,2167642,2167642,2167642
DO,1991,,1573703.667,1573703.667
DO,1992,,979765.3333,979765.3333
DO,1993,385827,385827,385827
DO,1994,,389177.6667,389177.6667
DO,1995,,392528.3333,392528.3333
DO,1996,395879,395879,395879
DO,1997,,412568.3333,412568.3333
DO,1998,,429257.6667,429257.6667
DO,1999,445947,445947,445947
DO,2000,,469188.6667,469188.6667
DO,2001,,492430.3333,492430.3333
DO,2002,515672,515672,515672
DO,2003,,523653.3333,523653.3333
DO,2004,,531634.6667,531634.6667
DO,2005,539616,539616,539616
DO,2006,,480565.3333,480565.3333
DO,2007,,421514.6667,421514.6667
DO,2008,362464,362464,362464
DO,2009,,310427,310427
DO,2010,258390,258390,258390
DO,2011,290870,290870,290870
DO,2012,263144,263144,263144
DO,2013,238496,238496,238496
DO,2014,,,238496
DO,2015,,,238496
EC,1984,2115036,2115036,2115036
EC,1985,,2143424,2143424
EC,1986,,2171812,2171812
EC,1987,2200200,2200200,2200200
EC,1988,,2206387.333,2206387.333
EC,1989,,2212574.667,2212574.667
EC,1990,2218762,2218762,2218762
EC,1991,,2157709.667,2157709.667
EC,1992,,2096657.333,2096657.333
EC,1993,2035605,2035605,2035605
EC,1994,,2042686,2042686
EC,1995,,2049767,2049767
EC,1996,2056848,2056848,2056848
EC,1997,,2273125.333,2273125.333
EC,1998,,2489402.667,2489402.667
EC,1999,2705680,2705680,2705680
EC,2000,,2586679.667,2586679.667
EC,2001,,2467679.333,2467679.333
EC,2002,2348679,2348679,2348679
EC,2003,,2188666,2188666
EC,2004,,2028653,2028653
EC,2005,1868640,1868640,1868640
EC,2006,,1677333.333,1677333.333
EC,2007,,1486026.667,1486026.667
EC,2008,1294720,1294720,1294720
EC,2009,,1173642.5,1173642.5
EC,2010,1052565,1052565,1052565
EC,2011,889548,889548,889548
EC,2012,906696,906696,906696
EC,2013,693738,693738,693738
EC,2014,,,693738
EC,2015,,,693738
EE,1984,1064,1064,1064
EE,1985,,1019.333333,1019.333333
EE,1986,,974.6666667,974.6666667
EE,1987,930,930,930
EE,1988,,4335.666667,4335.666667
EE,1989,,7741.333333,7741.333333
EE,1990,11147,11147,11147
EE,1991,,13987.33333,13987.33333
EE,1992,,16827.66667,16827.66667
EE,1993,19668,19668,19668
EE,1994,,14863.33333,14863.33333
EE,1995,,10058.66667,10058.66667
EE,1996,5254,5254,5254
EE,1997,,7504.666667,7504.666667
EE,1998,,9755.333333,9755.333333
EE,1999,12006,12006,12006
EE,2000,,14076,14076
EE,2001,,16146,16146
EE,2002,18216,18216,18216
EE,2003,,16509,16509
EE,2004,,14802,14802
EE,2005,13095,13095,13095
EE,2006,,10963.33333,10963.33333
EE,2007,,8831.666667,8831.666667
EE,2008,6700,6700,6700
EE,2009,,9468,9468
EE,2010,12236,12236,12236
EE,2011,16093,16093,16093
EE,2012,13068,13068,13068
EE,2013,12936,12936,12936
EE,2014,,,12936
EE,2015,,,12936
ET,1984,22339493,22339493,22339493
ET,1985,,23013191.33,23013191.33
ET,1986,,23686889.67,23686889.67
ET,1987,24360588,24360588,24360588
ET,1988,,25905258,25905258
ET,1989,,27449928,27449928
ET,1990,28994598,28994598,28994598
ET,1991,,31717482.67,31717482.67
ET,1992,,34440367.33,34440367.33
ET,1993,37163252,37163252,37163252
ET,1994,,36821913.33,36821913.33
ET,1995,,36480574.67,36480574.67
ET,1996,36139236,36139236,36139236
ET,1997,,36479969,36479969
ET,1998,,36820702,36820702
ET,1999,37161435,37161435,37161435
ET,2000,,35919373.33,35919373.33
ET,2001,,34677311.67,34677311.67
ET,2002,33435250,33435250,33435250
ET,2003,,31521671.67,31521671.67
ET,2004,,29608093.33,29608093.33
ET,2005,27694515,27694515,27694515
ET,2006,,28139060.67,28139060.67
ET,2007,,28583606.33,28583606.33
ET,2008,29028152,29028152,29028152
ET,2009,,29311716,29311716
ET,2010,29595280,29595280,29595280
ET,2011,27497160,27497160,27497160
ET,2012,24384255,24384255,24384255
ET,2013,20377680,20377680,20377680
ET,2014,,,20377680
ET,2015,,,20377680
FJ,1984,82110,82110,82110
FJ,1985,,88820,88820
FJ,1986,,95530,95530
FJ,1987,102240,102240,102240
FJ,1988,,93539.66667,93539.66667
FJ,1989,,84839.33333,84839.33333
FJ,1990,76139,76139,76139
FJ,1991,,76270,76270
FJ,1992,,76401,76401
FJ,1993,76532,76532,76532
FJ,1994,,70339.33333,70339.33333
FJ,1995,,64146.66667,64146.66667
FJ,1996,57954,57954,57954
FJ,1997,,55646,55646
FJ,1998,,53338,53338
FJ,1999,51030,51030,51030
FJ,2000,,49436,49436
FJ,2001,,47842,47842
FJ,2002,46248,46248,46248
FJ,2003,,42640,42640
FJ,2004,,39032,39032
FJ,2005,35424,35424,35424
FJ,2006,,34704,34704
FJ,2007,,33984,33984
FJ,2008,33264,33264,33264
FJ,2009,,33531,33531
FJ,2010,33798,33798,33798
FJ,2011,39933,39933,39933
FJ,2012,39672,39672,39672
FJ,2013,33440,33440,33440
FJ,2014,,,33440
FJ,2015,,,33440
FM,1984,13288,13288,13288
FM,1985,,14120.66667,14120.66667
FM,1986,,14953.33333,14953.33333
FM,1987,15786,15786,15786
FM,1988,,16107.33333,16107.33333
FM,1989,,16428.66667,16428.66667
FM,1990,16750,16750,16750
FM,1991,,15633.33333,15633.33333
FM,1992,,14516.66667,14516.66667
FM,1993,13400,13400,13400
FM,1994,,13890.66667,13890.66667
FM,1995,,14381.33333,14381.33333
FM,1996,14872,14872,14872
FM,1997,,15106.66667,15106.66667
FM,1998,,15341.33333,15341.33333
FM,1999,15576,15576,15576
FM,2000,,14714.33333,14714.33333
FM,2001,,13852.66667,13852.66667
FM,2002,12991,12991,12991
FM,2003,,12848,12848
FM,2004,,12705,12705
FM,2005,12562,12562,12562
FM,2006,,13154.66667,13154.66667
FM,2007,,13747.33333,13747.33333
FM,2008,14340,14340,14340
FM,2009,,14555,14555
FM,2010,14770,14770,14770
FM,2011,14690,14690,14690
FM,2012,15310,15310,15310
FM,2013,17370,17370,17370
FM,2014,,,17370
FM,2015,,,17370
GA,1984,28269,28269,28269
GA,1985,,45011.33333,45011.33333
GA,1986,,61753.66667,61753.66667
GA,1987,78496,78496,78496
GA,1988,,69589,69589
GA,1989,,60682,60682
GA,1990,51775,51775,51775
GA,1991,,54361.33333,54361.33333
GA,1992,,56947.66667,56947.66667
GA,1993,59534,59534,59534
GA,1994,,58189.33333,58189.33333
GA,1995,,56844.66667,56844.66667
GA,1996,55500,55500,55500
GA,1997,,63600,63600
GA,1998,,71700,71700
GA,1999,79800,79800,79800
GA,2000,,87471,87471
GA,2001,,95142,95142
GA,2002,102813,102813,102813
GA,2003,,105204,105204
GA,2004,,107595,107595
GA,2005,109986,109986,109986
GA,2006,,119237,119237
GA,2007,,128488,128488
GA,2008,137739,137739,137739
GA,2009,,136706.5,136706.5
GA,2010,135674,135674,135674
GA,2011,124978,124978,124978
GA,2012,116725,116725,116725
GA,2013,110550,110550,110550
GA,2014,,,110550
GA,2015,,,110550
GE,1984,73458,73458,73458
GE,1985,,81362,81362
GE,1986,,89266,89266
GE,1987,97170,97170,97170
GE,1988,,210860,210860
GE,1989,,324550,324550
GE,1990,438240,438240,438240
GE,1991,,1119004,1119004
GE,1992,,1799768,1799768
GE,1993,2480532,2480532,2480532
GE,1994,,1746704,1746704
GE,1995,,1012876,1012876
GE,1996,279048,279048,279048
GE,1997,,481215.3333,481215.3333
GE,1998,,683382.6667,683382.6667
GE,1999,885550,885550,885550
GE,2000,,835544,835544
GE,2001,,785538,785538
GE,2002,735532,735532,735532
GE,2003,,716754.3333,716754.3333
GE,2004,,697976.6667,697976.6667
GE,2005,679199,679199,679199
GE,2006,,660613,660613
GE,2007,,642027,642027
GE,2008,623441,623441,623441
GE,2009,,696467.5,696467.5
GE,2010,769494,769494,769494
GE,2011,690252,690252,690252
GE,2012,593267,593267,593267
GE,2013,434322,434322,434322
GE,2014,,,434322
GE,2015,,,434322
GH,1984,5470564,5470564,5470564
GH,1985,,5481221.333,5481221.333
GH,1986,,5491878.667,5491878.667
GH,1987,5502536,5502536,5502536
GH,1988,,5794584,5794584
GH,1989,,6086632,6086632
GH,1990,6378680,6378680,6378680
GH,1991,,6582738,6582738
GH,1992,,6786796,6786796
GH,1993,6990854,6990854,6990854
GH,1994,,6858329.333,6858329.333
GH,1995,,6725804.667,6725804.667
GH,1996,6593280,6593280,6593280
GH,1997,,6406292,6406292
GH,1998,,6219304,6219304
GH,1999,6032316,6032316,6032316
GH,2000,,6001203.667,6001203.667
GH,2001,,5970091.333,5970091.333
GH,2002,5938979,5938979,5938979
GH,2003,,5828092.333,5828092.333
GH,2004,,5717205.667,5717205.667
GH,2005,5606319,5606319,5606319
GH,2006,,5417599.333,5417599.333
GH,2007,,5228879.667,5228879.667
GH,2008,5040160,5040160,5040160
GH,2009,,4803728,4803728
GH,2010,4567296,4567296,4567296
GH,2011,3677175,3677175,3677175
GH,2012,3343186,3343186,3343186
GH,2013,3152280,3152280,3152280
GH,2014,,,3152280
GH,2015,,,3152280
GM,1984,465640,465640,465640
GM,1985,,495786.6667,495786.6667
GM,1986,,525933.3333,525933.3333
GM,1987,556080,556080,556080
GM,1988,,583148,583148
GM,1989,,610216,610216
GM,1990,637284,637284,637284
GM,1991,,658199.6667,658199.6667
GM,1992,,679115.3333,679115.3333
GM,1993,700031,700031,700031
GM,1994,,729697.3333,729697.3333
GM,1995,,759363.6667,759363.6667
GM,1996,789030,789030,789030
GM,1997,,752318.3333,752318.3333
GM,1998,,715606.6667,715606.6667
GM,1999,678895,678895,678895
GM,2000,,723897.6667,723897.6667
GM,2001,,768900.3333,768900.3333
GM,2002,813903,813903,813903
GM,2003,,768346,768346
GM,2004,,722789,722789
GM,2005,677232,677232,677232
GM,2006,,698680,698680
GM,2007,,720128,720128
GM,2008,741576,741576,741576
GM,2009,,737011,737011
GM,2010,732446,732446,732446
GM,2011,830725,830725,830725
GM,2012,821921,821921,821921
GM,2013,841687,841687,841687
GM,2014,,,841687
GM,2015,,,841687
GN,1984,4569500,4569500,4569500
GN,1985,,4701400.667,4701400.667
GN,1986,,4833301.333,4833301.333
GN,1987,4965202,4965202,4965202
GN,1988,,5155113.667,5155113.667
GN,1989,,5345025.333,5345025.333
GN,1990,5534937,5534937,5534937
GN,1991,,5216708.667,5216708.667
GN,1992,,4898480.333,4898480.333
GN,1993,4580252,4580252,4580252
GN,1994,,4487764,4487764
GN,1995,,4395276,4395276
GN,1996,4302788,4302788,4302788
GN,1997,,4510007,4510007
GN,1998,,4717226,4717226
GN,1999,4924445,4924445,4924445
GN,2000,,5133811.667,5133811.667
GN,2001,,5343178.333,5343178.333
GN,2002,5552545,5552545,5552545
GN,2003,,5642143.333,5642143.333
GN,2004,,5731741.667,5731741.667
GN,2005,5821340,5821340,5821340
GN,2006,,5751687.667,5751687.667
GN,2007,,5682035.333,5682035.333
GN,2008,5612383,5612383,5612383
GN,2009,,5361062,5361062
GN,2010,5109741,5109741,5109741
GN,2011,4632144,4632144,4632144
GN,2012,4101901,4101901,4101901
GN,2013,4258980,4258980,4258980
GN,2014,,,4258980
GN,2015,,,4258980
GT,1984,3909913,3909913,3909913
GT,1985,,3937716.667,3937716.667
GT,1986,,3965520.333,3965520.333
GT,1987,3993324,3993324,3993324
GT,1988,,3754393.333,3754393.333
GT,1989,,3515462.667,3515462.667
GT,1990,3276532,3276532,3276532
GT,1991,,3057950.667,3057950.667
GT,1992,,2839369.333,2839369.333
GT,1993,2620788,2620788,2620788
GT,1994,,2387328.667,2387328.667
GT,1995,,2153869.333,2153869.333
GT,1996,1920410,1920410,1920410
GT,1997,,1718797.667,1718797.667
GT,1998,,1517185.333,1517185.333
GT,1999,1315573,1315573,1315573
GT,2000,,1313042.667,1313042.667
GT,2001,,1310512.333,1310512.333
GT,2002,1307982,1307982,1307982
GT,2003,,1367995.333,1367995.333
GT,2004,,1428008.667,1428008.667
GT,2005,1488022,1488022,1488022
GT,2006,,1504207.667,1504207.667
GT,2007,,1520393.333,1520393.333
GT,2008,1536579,1536579,1536579
GT,2009,,1627048.5,1627048.5
GT,2010,1717518,1717518,1717518
GT,2011,1735265,1735265,1735265
GT,2012,1683015,1683015,1683015
GT,2013,1590966,1590966,1590966
GT,2014,,,1590966
GT,2015,,,1590966
GW,1984,433780,433780,433780
GW,1985,,445342.6667,445342.6667
GW,1986,,456905.3333,456905.3333
GW,1987,468468,468468,468468
GW,1988,,467460.6667,467460.6667
GW,1989,,466453.3333,466453.3333
GW,1990,465446,465446,465446
GW,1991,,551439.3333,551439.3333
GW,1992,,637432.6667,637432.6667
GW,1993,723426,723426,723426
GW,1994,,680038.3333,680038.3333
GW,1995,,636650.6667,636650.6667
GW,1996,593263,593263,593263
GW,1997,,656389.6667,656389.6667
GW,1998,,719516.3333,719516.3333
GW,1999,782643,782643,782643
GW,2000,,767768.3333,767768.3333
GW,2001,,752893.6667,752893.6667
GW,2002,738019,738019,738019
GW,2003,,778416,778416
GW,2004,,818813,818813
GW,2005,859210,859210,859210
GW,2006,,904462.6667,904462.6667
GW,2007,,949715.3333,949715.3333
GW,2008,994968,994968,994968
GW,2009,,1044186,1044186
GW,2010,1093404,1093404,1093404
GW,2011,1066963,1066963,1066963
GW,2012,1132533,1132533,1132533
GW,2013,1184832,1184832,1184832
GW,2014,,,1184832
GW,2015,,,1184832
GY,1984,311080,311080,311080
GY,1985,,300911.6667,300911.6667
GY,1986,,290743.3333,290743.3333
GY,1987,280575,280575,280575
GY,1988,,286986,286986
GY,1989,,293397,293397
GY,1990,299808,299808,299808
GY,1991,,270864,270864
GY,1992,,241920,241920
GY,1993,212976,212976,212976
GY,1994,,179700.6667,179700.6667
GY,1995,,146425.3333,146425.3333
GY,1996,113150,113150,113150
GY,1997,,108659.3333,108659.3333
GY,1998,,104168.6667,104168.6667
GY,1999,99678,99678,99678
GY,2000,,98938,98938
GY,2001,,98198,98198
GY,2002,97458,97458,97458
GY,2003,,97285.33333,97285.33333
GY,2004,,97112.66667,97112.66667
GY,2005,96940,96940,96940
GY,2006,,91376.66667,91376.66667
GY,2007,,85813.33333,85813.33333
GY,2008,80250,80250,80250
GY,2009,,76050,76050
GY,2010,71850,71850,71850
GY,2011,67108,67108,67108
GY,2012,62396,62396,62396
GY,2013,57532,57532,57532
GY,2014,,,57532
GY,2015,,,57532
HN,1984,1585227,1585227,1585227
HN,1985,,1643468,1643468
HN,1986,,1701709,1701709
HN,1987,1759950,1759950,1759950
HN,1988,,1896540,1896540
HN,1989,,2033130,2033130
HN,1990,2169720,2169720,2169720
HN,1991,,1865164,1865164
HN,1992,,1560608,1560608
HN,1993,1256052,1256052,1256052
HN,1994,,1416041.333,1416041.333
HN,1995,,1576030.667,1576030.667
HN,1996,1736020,1736020,1736020
HN,1997,,1696045,1696045
HN,1998,,1656070,1656070
HN,1999,1616095,1616095,1616095
HN,2000,,1707030,1707030
HN,2001,,1797965,1797965
HN,2002,1888900,1888900,1888900
HN,2003,,1896584,1896584
HN,2004,,1904268,1904268
HN,2005,1911952,1911952,1911952
HN,2006,,1665222.667,1665222.667
HN,2007,,1418493.333,1418493.333
HN,2008,1171764,1171764,1171764
HN,2009,,1166007,1166007
HN,2010,1160250,1160250,1160250
HN,2011,1428750,1428750,1428750
HN,2012,1653264,1653264,1653264
HN,2013,1486005,1486005,1486005
HN,2014,,,1486005
HN,2015,,,1486005
HR,1984,2808,2808,2808
HR,1985,,2662,2662
HR,1986,,2516,2516
HR,1987,2370,2370,2370
HR,1988,,5722.666667,5722.666667
HR,1989,,9075.333333,9075.333333
HR,1990,12428,12428,12428
HR,1991,,14936,14936
HR,1992,,17444,17444
HR,1993,19952,19952,19952
HR,1994,,20335.66667,20335.66667
HR,1995,,20719.33333,20719.33333
HR,1996,21103,21103,21103
HR,1997,,17708.66667,17708.66667
HR,1998,,14314.33333,14314.33333
HR,1999,10920,10920,10920
HR,2000,,8316,8316
HR,2001,,5712,5712
HR,2002,3108,3108,3108
HR,2003,,2072,2072
HR,2004,,1036,1036
HR,2005,0,0,0
HR,2006,,0,0
HR,2007,,0,0
HR,2008,0,0,0
HR,2009,,0,0
HR,2010,0,0,0
HR,2011,34668,34668,34668
HR,2012,39284,39284,39284
HR,2013,39192,39192,39192
HR,2014,,,39192
HR,2015,,,39192
HT,1984,3720912,3720912,3720912
HT,1985,,3782592,3782592
HT,1986,,3844272,3844272
HT,1987,3905952,3905952,3905952
HT,1988,,3965274.667,3965274.667
HT,1989,,4024597.333,4024597.333
HT,1990,4083920,4083920,4083920
HT,1991,,4139006.333,4139006.333
HT,1992,,4194092.667,4194092.667
HT,1993,4249179,4249179,4249179
HT,1994,,4299531.667,4299531.667
HT,1995,,4349884.333,4349884.333
HT,1996,4400237,4400237,4400237
HT,1997,,4453331.333,4453331.333
HT,1998,,4506425.667,4506425.667
HT,1999,4559520,4559520,4559520
HT,2000,,4688535.333,4688535.333
HT,2001,,4817550.667,4817550.667
HT,2002,4946566,4946566,4946566
HT,2003,,5063284,5063284
HT,2004,,5180002,5180002
HT,2005,5296720,5296720,5296720
HT,2006,,5326525.667,5326525.667
HT,2007,,5356331.333,5356331.333
HT,2008,5386137,5386137,5386137
HT,2009,,5534568.5,5534568.5
HT,2010,5683000,5683000,5683000
HT,2011,5565846,5565846,5565846
HT,2012,5547339,5547339,5547339
HT,2013,5532072,5532072,5532072
HT,2014,,,5532072
HT,2015,,,5532072
HU,1984,6402,6402,6402
HU,1985,,6390,6390
HU,1986,,6378,6378
HU,1987,6366,6366,6366
HU,1988,,7700.666667,7700.666667
HU,1989,,9035.333333,9035.333333
HU,1990,10370,10370,10370
HU,1991,,12784,12784
HU,1992,,15198,15198
HU,1993,17612,17612,17612
HU,1994,,19989.33333,19989.33333
HU,1995,,22366.66667,22366.66667
HU,1996,24744,24744,24744
HU,1997,,17520,17520
HU,1998,,10296,10296
HU,1999,3072,3072,3072
HU,2000,,2048,2048
HU,2001,,1024,1024
HU,2002,0,0,0
HU,2003,,0,0
HU,2004,,0,0
HU,2005,0,0,0
HU,2006,,1004,1004
HU,2007,,2008,2008
HU,2008,3012,3012,3012
HU,2009,,5506,5506
HU,2010,8000,8000,8000
HU,2011,12961,12961,12961
HU,2012,25792,25792,25792
HU,2013,25714,25714,25714
HU,2014,,,25714
HU,2015,,,25714
ID,1984,113592836,113592836,113592836
ID,1985,,115873307,115873307
ID,1986,,118153778,118153778
ID,1987,120434249,120434249,120434249
ID,1988,,114926395.3,114926395.3
ID,1989,,109418541.7,109418541.7
ID,1990,103910688,103910688,103910688
ID,1991,,105577266,105577266
ID,1992,,107243844,107243844
ID,1993,108910422,108910422,108910422
ID,1994,,103189573.7,103189573.7
ID,1995,,97468725.33,97468725.33
ID,1996,91747877,91747877,91747877
ID,1997,,88976963.33,88976963.33
ID,1998,,86206049.67,86206049.67
ID,1999,83435136,83435136,83435136
ID,2000,,72578284,72578284
ID,2001,,61721432,61721432
ID,2002,50864580,50864580,50864580
ID,2003,,50222345,50222345
ID,2004,,49580110,49580110
ID,2005,48937875,48937875,48937875
ID,2006,,49531943.33,49531943.33
ID,2007,,50126011.67,50126011.67
ID,2008,50720080,50720080,50720080
ID,2009,,44628437.5,44628437.5
ID,2010,38536795,38536795,38536795
ID,2011,33245198,33245198,33245198
ID,2012,29169504,29169504,29169504
ID,2013,24699841,24699841,24699841
ID,2014,,,24699841
ID,2015,,,24699841
IN,1984,357860880,357860880,357860880
IN,1985,,354811267,354811267
IN,1986,,351761654,351761654
IN,1987,348712041,348712041,348712041
IN,1988,,345246414,345246414
IN,1989,,341780787,341780787
IN,1990,338315160,338315160,338315160
IN,1991,,352135568,352135568
IN,1992,,365955976,365955976
IN,1993,379776384,379776384,379776384
IN,1994,,379904382,379904382
IN,1995,,380032380,380032380
IN,1996,380160378,380160378,380160378
IN,1997,,382467758.7,382467758.7
IN,1998,,384775139.3,384775139.3
IN,1999,387082520,387082520,387082520
IN,2000,,391167212.3,391167212.3
IN,2001,,395251904.7,395251904.7
IN,2002,399336597,399336597,399336597
IN,2003,,395190389,395190389
IN,2004,,391044181,391044181
IN,2005,386897973,386897973,386897973
IN,2006,,378117810,378117810
IN,2007,,369337647,369337647
IN,2008,360557484,360557484,360557484
IN,2009,,335382222,335382222
IN,2010,310206960,310206960,310206960
IN,2011,252359135,252359135,252359135
IN,2012,251707128,251707128,251707128
IN,2013,217898850,217898850,217898850
IN,2014,,,217898850
IN,2015,,,217898850
IR,1984,2889348,2889348,2889348
IR,1985,,3612477,3612477
IR,1986,,4335606,4335606
IR,1987,5058735,5058735,5058735
IR,1988,,4495890,4495890
IR,1989,,3933045,3933045
IR,1990,3370200,3370200,3370200
IR,1991,,2785891.667,2785891.667
IR,1992,,2201583.333,2201583.333
IR,1993,1617275,1617275,1617275
IR,1994,,1764855.333,1764855.333
IR,1995,,1912435.667,1912435.667
IR,1996,2060016,2060016,2060016
IR,1997,,2040578,2040578
IR,1998,,2021140,2021140
IR,1999,2001702,2001702,2001702
IR,2000,,1977618,1977618
IR,2001,,1953534,1953534
IR,2002,1929450,1929450,1929450
IR,2003,,1896344,1896344
IR,2004,,1863238,1863238
IR,2005,1830132,1830132,1830132
IR,2006,,1353059.667,1353059.667
IR,2007,,875987.3333,875987.3333
IR,2008,398915,398915,398915
IR,2009,,266282.5,266282.5
IR,2010,133650,133650,133650
IR,2011,75180,75180,75180
IR,2012,68544,68544,68544
IR,2013,61720,61720,61720
IR,2014,,,61720
IR,2015,,,61720
JM,1984,197676,197676,197676
JM,1985,,194059,194059
JM,1986,,190442,190442
JM,1987,186825,186825,186825
JM,1988,,160878,160878
JM,1989,,134931,134931
JM,1990,108984,108984,108984
JM,1991,,151956,151956
JM,1992,,194928,194928
JM,1993,237900,237900,237900
JM,1994,,187297.6667,187297.6667
JM,1995,,136695.3333,136695.3333
JM,1996,86093,86093,86093
JM,1997,,79754.33333,79754.33333
JM,1998,,73415.66667,73415.66667
JM,1999,67077,67077,67077
JM,2000,,68647.33333,68647.33333
JM,2001,,70217.66667,70217.66667
JM,2002,71788,71788,71788
JM,2003,,61850.66667,61850.66667
JM,2004,,51913.33333,51913.33333
JM,2005,41976,41976,41976
JM,2006,,41779,41779
JM,2007,,41582,41582
JM,2008,41385,41385,41385
JM,2009,,45440.5,45440.5
JM,2010,49496,49496,49496
JM,2011,49680,49680,49680
JM,2012,49864,49864,49864
JM,2013,49864,49864,49864
JM,2014,,,49864
JM,2015,,,49864
KE,1984,4666816,4666816,4666816
KE,1985,,4699529.333,4699529.333
KE,1986,,4732242.667,4732242.667
KE,1987,4764956,4764956,4764956
KE,1988,,4822827.333,4822827.333
KE,1989,,4880698.667,4880698.667
KE,1990,4938570,4938570,4938570
KE,1991,,5456096,5456096
KE,1992,,5973622,5973622
KE,1993,6491148,6491148,6491148
KE,1994,,6165542.667,6165542.667
KE,1995,,5839937.333,5839937.333
KE,1996,5514332,5514332,5514332
KE,1997,,6171931.333,6171931.333
KE,1998,,6829530.667,6829530.667
KE,1999,7487130,7487130,7487130
KE,2000,,8421690.667,8421690.667
KE,2001,,9356251.333,9356251.333
KE,2002,10290812,10290812,10290812
KE,2003,,10833881.33,10833881.33
KE,2004,,11376950.67,11376950.67
KE,2005,11920020,11920020,11920020
KE,2006,,11989922.67,11989922.67
KE,2007,,12059825.33,12059825.33
KE,2008,12129728,12129728,12129728
KE,2009,,11874400.5,11874400.5
KE,2010,11619073,11619073,11619073
KE,2011,11274524,11274524,11274524
KE,2012,11205036,11205036,11205036
KE,2013,10944345,10944345,10944345
KE,2014,,,10944345
KE,2015,,,10944345
KG,1984,0,0,0
KG,1985,,0,0
KG,1986,,0,0
KG,1987,0,0,0
KG,1988,,502216,502216
KG,1989,,1004432,1004432
KG,1990,1506648,1506648,1506648
KG,1991,,1672036,1672036
KG,1992,,1837424,1837424
KG,1993,2002812,2002812,2002812
KG,1994,,1993748.333,1993748.333
KG,1995,,1984684.667,1984684.667
KG,1996,1975621,1975621,1975621
KG,1997,,1688631.333,1688631.333
KG,1998,,1401641.667,1401641.667
KG,1999,1114652,1114652,1114652
KG,2000,,1312127.667,1312127.667
KG,2001,,1509603.333,1509603.333
KG,2002,1707079,1707079,1707079
KG,2003,,1402588.667,1402588.667
KG,2004,,1098098.333,1098098.333
KG,2005,793608,793608,793608
KG,2006,,600182.6667,600182.6667
KG,2007,,406757.3333,406757.3333
KG,2008,213332,213332,213332
KG,2009,,217846,217846
KG,2010,222360,222360,222360
KG,2011,99731,99731,99731
KG,2012,163251,163251,163251
KG,2013,186472,186472,186472
KG,2014,,,186472
KG,2015,,,186472
KH,1984,3167780,3167780,3167780
KH,1985,,3162275.667,3162275.667
KH,1986,,3156771.333,3156771.333
KH,1987,3151267,3151267,3151267
KH,1988,,3146605.333,3146605.333
KH,1989,,3141943.667,3141943.667
KH,1990,3137282,3137282,3137282
KH,1991,,3139568.333,3139568.333
KH,1992,,3141854.667,3141854.667
KH,1993,3144141,3144141,3144141
KH,1994,,3090098,3090098
KH,1995,,3036055,3036055
KH,1996,2982012,2982012,2982012
KH,1997,,2975812,2975812
KH,1998,,2969612,2969612
KH,1999,2963412,2963412,2963412
KH,2000,,2919845.333,2919845.333
KH,2001,,2876278.667,2876278.667
KH,2002,2832712,2832712,2832712
KH,2003,,2595766.667,2595766.667
KH,2004,,2358821.333,2358821.333
KH,2005,2121876,2121876,2121876
KH,2006,,1884953.667,1884953.667
KH,2007,,1648031.333,1648031.333
KH,2008,1411109,1411109,1411109
KH,2009,,1035834.5,1035834.5
KH,2010,660560,660560,660560
KH,2011,491683,491683,491683
KH,2012,321811,321811,321811
KH,2013,254852,254852,254852
KH,2014,,,254852
KH,2015,,,254852
KI,1984,9024,9024,9024
KI,1985,,10535.66667,10535.66667
KI,1986,,12047.33333,12047.33333
KI,1987,13559,13559,13559
KI,1988,,13239.33333,13239.33333
