country,year,from_trademispricing
TD,2011,1555.03
TG,2001,322.69
TG,2002,426.79
TG,2003,354.79
TG,2004,385.21
TG,2005,1354.35
TG,2006,2404.67
TG,2007,3657.73
TG,2008,4616.96
TG,2009,4545.98
TG,2010,2648.28
TG,2011,1122.26
TH,2001,3772.54
TH,2002,9444.23
TH,2003,11044.34
TH,2004,11158.07
TH,2005,19592.90
TH,2006,16840.82
TH,2007,13434.35
TH,2008,24586.72
TH,2009,17837.94
TH,2010,21968.27
TH,2011,28944.28
TJ,2001,
TJ,2002,512.55
TJ,2003,307.82
TJ,2004,332.63
TJ,2005,105.47
TJ,2006,0.00
TJ,2007,0.00
TJ,2008,0.00
TJ,2009,1784.62
TJ,2010,0.00
TJ,2011,0.00
TL,2001,
TL,2002,
TL,2003,
TL,2004,
TL,2005,
TL,2006,
TL,2007,
TL,2008,
TL,2009,
TL,2010,
TL,2011,
TM,2001,958.52
TM,2002,877.55
TM,2003,684.33
TM,2004,0.00
TM,2005,0.00
TM,2006,0.00
TM,2007,0.00
TM,2008,0.00
TM,2009,0.00
TM,2010,0.00
TM,2011,0.00
TN,2001,0.00
TN,2002,0.00
TN,2003,0.00
TN,2004,0.00
TN,2005,0.00
TN,2006,0.00
TN,2007,0.00
TN,2008,0.00
TN,2009,0.00
TN,2010,0.00
TN,2011,0.00
TO,2001,39.20
TO,2002,33.28
TO,2003,26.37
TO,2004,21.76
TO,2005,14.53
TO,2006,17.88
TO,2007,12.30
TO,2008,28.03
TO,2009,7.73
TO,2010,5.61
TO,2011,3.27
TR,2001,1828.23
TR,2002,3652.87
TR,2003,3369.38
TR,2004,0.00
TR,2005,2323.70
TR,2006,1662.25
TR,2007,3673.85
TR,2008,3122.63
TR,2009,8648.39
TR,2010,3981.68
TR,2011,10157.77
TT,2001,139.27
TT,2002,1946.11
TT,2003,2806.81
TT,2004,3023.92
TT,2005,2399.82
TT,2006,885.18
TT,2007,2657.53
TT,2008,902.49
TT,2009,4124.31
TT,2010,5612.13
TT,2011,7400.24
TZ,2001,0.00
TZ,2002,0.00
TZ,2003,0.00
TZ,2004,0.00
TZ,2005,0.00
TZ,2006,0.00
TZ,2007,0.00
TZ,2008,0.00
TZ,2009,73.09
TZ,2010,19.21
TZ,2011,556.38
UA,2001,0.00
UA,2002,0.00
UA,2003,0.00
UA,2004,0.00
UA,2005,0.00
UA,2006,0.00
UA,2007,0.00
UA,2008,143.09
UA,2009,1015.31
UA,2010,1235.67
UA,2011,2314.36
UG,2001,43.28
UG,2002,32.59
UG,2003,268.08
UG,2004,378.75
UG,2005,513.08
UG,2006,635.99
UG,2007,846.01
UG,2008,1270.77
UG,2009,1467.97
UG,2010,1450.08
UG,2011,348.74
UY,2001,293.00
UY,2002,599.25
UY,2003,885.78
UY,2004,805.86
UY,2005,552.19
UY,2006,240.14
UY,2007,822.00
UY,2008,227.62
UY,2009,669.20
UY,2010,1141.90
UY,2011,647.85
UZ,2001,
UZ,2002,
UZ,2003,
UZ,2004,
UZ,2005,
UZ,2006,
UZ,2007,
UZ,2008,
UZ,2009,
UZ,2010,
UZ,2011,
VC,2001,
VC,2002,208.12
VC,2003,193.33
VC,2004,342.78
VC,2005,416.94
VC,2006,203.18
VC,2007,145.62
VC,2008,237.91
VC,2009,189.78
VC,2010,117.44
VC,2011,52.66
VE,2001,4994.85
VE,2002,1433.79
VE,2003,0.00
VE,2004,4692.43
VE,2005,268.77
VE,2006,0.00
VE,2007,0.00
VE,2008,0.00
VE,2009,979.72
VE,2010,1224.45
VE,2011,980.31
VN,2001,0.00
VN,2002,0.00
VN,2003,0.00
VN,2004,0.00
VN,2005,0.00
VN,2006,0.00
VN,2007,0.00
VN,2008,0.00
VN,2009,0.00
VN,2010,0.00
VN,2011,0.00
VU,2001,
VU,2002,70.26
VU,2003,77.62
VU,2004,239.10
VU,2005,230.23
VU,2006,246.08
VU,2007,365.39
VU,2008,529.27
VU,2009,114.81
VU,2010,175.78
VU,2011,154.65
WS,2001,113.99
WS,2002,127.27
WS,2003,155.69
WS,2004,129.10
WS,2005,496.61
WS,2006,170.97
WS,2007,184.99
WS,2008,171.10
WS,2009,129.33
WS,2010,129.44
WS,2011,118.82
XK,2001,
XK,2002,
XK,2003,
XK,2004,
XK,2005,
XK,2006,
XK,2007,
XK,2008,
XK,2009,
XK,2010,
XK,2011,
YE,2001,0.00
YE,2002,0.00
YE,2003,0.00
YE,2004,0.00
YE,2005,0.00
YE,2006,0.00
YE,2007,716.68
YE,2008,2475.03
YE,2009,0.00
YE,2010,0.00
YE,2011,30.62
ZA,2001,2169.25
ZA,2002,1958.80
ZA,2003,0.00
ZA,2004,3378.19
ZA,2005,4210.56
ZA,2006,12281.08
ZA,2007,22427.83
ZA,2008,25660.20
ZA,2009,20445.28
ZA,2010,3804.90
ZA,2011,21900.01
ZM,2001,283.64
ZM,2002,1580.93
ZM,2003,2281.09
ZM,2004,4219.96
ZM,2005,3665.53
ZM,2006,3181.04
ZM,2007,3927.46
ZM,2008,2716.60
ZM,2009,2304.78
ZM,2010,2846.61
ZM,2011,1301.71
ZW,2001,571.46
ZW,2002,1068.99
ZW,2003,0.00
ZW,2004,440.08
ZW,2005,497.95
ZW,2006,2603.15
ZW,2007,141.04
ZW,2008,5.77
ZW,2009,117.93
ZW,2010,26.18
ZW,2011,0.00
