country-id,year,remittance-usd-2012
TO,2004,122341806
TO,2005,107199486
TO,2006,112712955
TO,2007,131093837
TO,2008,121382803
TO,2009,92770649
TO,2010,82847771
TO,2011,
TO,2012,
TR,2000,8294788441
TR,2001,6500406691
TR,2002,4044779445
TR,2003,1229452276
TR,2004,1146001990
TR,2005,1113586046
TR,2006,1402687054
TR,2007,1309105145
TR,2008,1378861818
TR,2009,1110183811
TR,2010,962525796
TR,2011,1082184976
TR,2012,1015000000
TZ,2000,10015150
TZ,2001,19854484
TZ,2002,16085450
TZ,2003,11818611
TZ,2004,17960043
TZ,2005,24546416
TZ,2006,20533650
TZ,2007,31020760
TZ,2008,39175600
TZ,2009,43522707
TZ,2010,60063615
TZ,2011,87303431
TZ,2012,67383209
UA,2000,115918708
UA,2001,444958009
UA,2002,622091453
UA,2003,909507877
UA,2004,981068349
UA,2005,4457526474
UA,2006,4932598822
UA,2007,6833598944
UA,2008,7101608627
UA,2009,8143718231
UA,2010,8013433999
UA,2011,8422425329
UA,2012,8449000000
UG,2000,373899740
UG,2001,572549851
UG,2002,738733953
UG,2003,501818885
UG,2004,460978770
UG,2005,441757608
UG,2006,550593944
UG,2007,531272146
UG,2008,777666528
UG,2009,865329108
UG,2010,873302024
UG,2011,926360467
UG,2012,732841552
UY,2000,
UY,2001,9251
UY,2002,78743127
UY,2003,155912838
UY,2004,162554151
UY,2005,150189354
UY,2006,160666355
UY,2007,155293977
UY,2008,143834001
UY,2009,138367101
UY,2010,119394251
UY,2011,107227908
UY,2012,96607002
VC,2000,29789530
VC,2001,28164339
VC,2002,28364021
VC,2003,29656640
VC,2004,31076652
VC,2005,26646447
VC,2006,29040788
VC,2007,30182450
VC,2008,27426039
VC,2009,30022658
VC,2010,29084726
VC,2011,29520631
VC,2012,29662939
VE,2000,36954143
VE,2001,40700512
VE,2002,49085107
VE,2003,551231460
VE,2004,332979637
VE,2005,293799641
VE,2006,285416001
VE,2007,226248623
VE,2008,157741079
VE,2009,139878276
VE,2010,167632097
VE,2011,157401946
VE,2012,118000000
VN,2000,3091050909
VN,2001,2599967245
VN,2002,4151363639
VN,2003,4690112089
VN,2004,4442822167
VN,2005,5596959902
VN,2006,6271647844
VN,2007,9358411181
VN,2008,8589301185
VN,2009,7743478226
VN,2010,10190528822
VN,2011,9444131214
VN,2012,10000000000
VU,2000,73026174
VU,2001,113073705
VU,2002,8174996
VU,2003,6963480
VU,2004,7686582
VU,2005,7733862
VU,2006,7387755
VU,2007,7204140
VU,2008,10660471
VU,2009,14163004
VU,2010,12827397
VU,2011,21417276
VU,2012,21765886
WS,2000,
WS,2001,
WS,2002,
WS,2003,
WS,2004,1467469
WS,2005,125152171
WS,2006,129085130
WS,2007,125855327
WS,2008,139237142
WS,2009,153443257
WS,2010,137323564
WS,2011,142643856
WS,2012,139147094
XK,2000,
XK,2001,
XK,2002,
XK,2003,
XK,2004,764446253
XK,2005,863418023
XK,2006,936956587
XK,2007,999057603
XK,2008,994072590
XK,2009,1081834657
XK,2010,1034073627
XK,2011,1042142906
XK,2012,1059029296
YE,2000,3435785566
YE,2001,3521486922
YE,2002,3370942127
YE,2003,3115947326
YE,2004,2779007849
YE,2005,2432129895
YE,2006,2202404751
YE,2007,2064649880
YE,2008,1837644031
YE,2009,1680958693
YE,2010,1927934024
YE,2011,1450737953
YE,2012,1403920053
ZA,2000,657595384
ZA,2001,655553450
ZA,2002,701655838
ZA,2003,720258226
ZA,2004,694925117
ZA,2005,762847378
ZA,2006,858474562
ZA,2007,948602140
ZA,2008,1015968791
ZA,2009,1054721961
ZA,2010,1054947366
ZA,2011,1069011776
ZA,2012,1084534301
ZM,2000,
ZM,2001,
ZM,2002,
ZM,2003,99114500
ZM,2004,111199744
ZM,2005,96998865
ZM,2006,75389789
ZM,2007,76297953
ZM,2008,73099815
ZM,2009,53802958
ZM,2010,48504733
ZM,2011,46286722
ZM,2012,72863998
