country,year,gdp-usd-2005
PL,2010,3.83206E+11
PR,2010,77337254438
KP,2010,
PT,2010,1.97165E+11
PY,2010,11148152795
PF,2010,
QA,2010,1.01933E+11
RO,2010,1.14089E+11
RU,2010,9.09248E+11
RW,2010,3818993880
SA,2010,4.35992E+11
SD,2010,35822262376
SN,2010,10366034228
SG,2010,1.72102E+11
SB,2010,555854393.5
SL,2010,2130751273
SV,2010,18341273340
SM,2010,
SO,2010,
RS,2010,27879217077
SS,2010,
ST,2010,144835069.6
SR,2010,2188868338
SK,2010,76899962691
SI,2010,39034227961
SE,2010,4.01624E+11
SZ,2010,2917342648
SX,2010,
SC,2010,1138398917
SY,2010,
TC,2010,
TD,2010,8425171572
TG,2010,2477350119
TH,2010,2.10091E+11
TJ,2010,3181403840
TM,2010,13272745852
TL,2010,732847298.6
TO,2010,268854243
TT,2010,18988955441
TN,2010,40161154597
TR,2010,5.65092E+11
TV,2010,23813390.63
TZ,2010,19720449299
UG,2010,13362034649
UA,2010,90577255848
UY,2010,22990234866
US,2010,1.35956E+13
UZ,2010,21491158366
VC,2010,591892928.9
VE,2010,1.74551E+11
VI,2010,
VN,2010,78282167938
VU,2010,503575271.4
PS,2010,
WS,2010,425313171.7
YE,2010,20710400137
ZA,2010,2.89661E+11
CD,2010,9438751813
ZM,2010,9799629000
ZW,2010,5120294858
AW,2011,
AD,2011,
AF,2011,10869490318
AO,2011,52344988209
AL,2011,11046904723
AE,2011,2.1238E+11
AR,2011,2.76248E+11
AM,2011,6196373018
AS,2011,
AG,2011,979184862.1
AU,2011,8.18264E+11
AT,2011,3.34778E+11
AZ,2011,28329060687
BI,2011,1450104575
BE,2011,4.07408E+11
BJ,2011,5415496713
BF,2011,7404611235
BD,2011,86936936296
BG,2011,33585591874
BH,2011,21367597264
BS,2011,7701174789
BA,2011,12969508307
BY,2011,45300738077
BZ,2011,1307387531
BM,2011,4808929628
BO,2011,12572554884
BR,2011,1.12672E+12
BB,2011,4063717003
BN,2011,10067219011
BT,2011,1396773363
BW,2011,12856228939
CF,2011,1996406408
CA,2011,1.23433E+12
CH,2011,4.35229E+11
CL,2011,1.56308E+11
CN,2011,4.19494E+12
CI,2011,17355913134
CM,2011,19997837331
CG,2011,8121276831
CO,2011,1.95047E+11
KM,2011,422308321.1
CV,2011,1601792089
CR,2011,26127232422
CU,2011,56939415466
CW,2011,
KY,2011,
CY,2011,19283925876
CZ,2011,1.51165E+11
DE,2011,3.05284E+12
DJ,2011,
DM,2011,458078978.2
DK,2011,2.59569E+11
DO,2011,49993672106
DZ,2011,1.19659E+11
EC,2011,52585205968
EG,2011,1.23169E+11
ER,2011,1148350300
ES,2011,1.17983E+12
EE,2011,15222136156
ET,2011,22683533174
FI,2011,2.09721E+11
FJ,2011,3088694987
FR,2011,2.24913E+12
FO,2011,
FM,2011,251471358.4
GA,2011,10372201875
GB,2011,2.38641E+12
GE,2011,8814396294
GH,2011,17026596445
GN,2011,3395332306
GM,2011,750589990.2
GW,2011,708789572.3
GQ,2011,10199412172
GR,2011,2.2383E+11
GD,2011,679270029.7
GL,2011,
GT,2011,33937050303
GU,2011,
GY,2011,968863907.3
HK,2011,2.30789E+11
HN,2011,11989031445
HR,2011,45850763591
HT,2011,4548497262
HU,2011,1.11013E+11
ID,2011,4.02426E+11
IN,2011,1.32624E+12
IE,2011,2.07716E+11
IR,2011,2.49983E+11
IQ,2011,73694353830
IS,2011,16827262075
IL,2011,1.7674E+11
IT,2011,1.7723E+12
JM,2011,
JO,2011,17470758211
JP,2011,4.62197E+12
KZ,2011,83038717998
KE,2011,24545864807
KG,2011,3237819005
KH,2011,9307768895
KI,2011,113714243.6
KN,2011,560582073.2
KR,2011,1.05661E+12
XK,2011,4991262296
KW,2011,91003135368
LA,2011,4345125361
LB,2011,30891824478
LR,2011,1047942871
LY,2011,
LC,2011,1080793432
LI,2011,
LK,2011,35995402878
LS,2011,1832304823
LT,2011,28987716551
LU,2011,41471422176
LV,2011,16324282637
MO,2011,25196424852
MF,2011,
MA,2011,79862756656
MC,2011,
MD,2011,3726024354
MG,2011,5912839330
MV,2011,1625905522
MX,2011,9.95033E+11
MH,2011,148498682.9
MK,2011,7343043944
ML,2011,7161987874
MT,2011,6772522911
MM,2011,
ME,2011,2894431021
MN,2011,4058608091
MP,2011,
MZ,2011,9796130292
MR,2011,2947280394
MU,2011,8127473382
MW,2011,3433306506
MY,2011,1.87834E+11
NA,2011,9407930527
NC,2011,
NE,2011,4482913159
NG,2011,1.66418E+11
NI,2011,7688060004
NL,2011,6.89515E+11
NO,2011,3.20032E+11
NP,2011,10449006177
NZ,2011,1.2224E+11
OM,2011,43822175389
PK,2011,1.33126E+11
PA,2011,25631429401
PE,2011,1.19963E+11
PH,2011,1.35902E+11
PW,2011,183013935
PG,2011,7142991963
PL,2011,4.00269E+11
PR,2011,77136403025
KP,2011,
PT,2011,1.94699E+11
PY,2011,11632059344
PF,2011,
QA,2011,1.16325E+11
RO,2011,1.16723E+11
RU,2011,9.48264E+11
RW,2011,4133661692
SA,2011,4.73356E+11
SD,2011,34642158923
SN,2011,10580263387
SG,2011,1.80983E+11
SB,2011,605881289
SL,2011,2259229756
SV,2011,18747869219
SM,2011,
SO,2011,
RS,2011,28334839240
SS,2011,
ST,2011,151994917.9
SR,2011,2304711032
SK,2011,79206961572
SI,2011,39307467557
SE,2011,4.13402E+11
SZ,2011,2926094676
SX,2011,
SC,2011,1228504426
SY,2011,
TC,2011,
TD,2011,8432153495
TG,2011,2596186560
TH,2011,2.10252E+11
TJ,2011,3416827725
TM,2011,15223839493
TL,2011,821011738.7
TO,2011,276605845.5
TT,2011,18684733721
TN,2011,39357931505
TR,2011,6.14666E+11
TV,2011,25826413.67
TZ,2011,20992181081
UG,2011,14246652673
UA,2011,95287273152
UY,2011,24491647114
US,2011,1.38468E+13
UZ,2011,23274924511
VC,2011,592744529.7
VE,2011,1.81841E+11
VI,2011,
VN,2011,83167212215
VU,2011,510774994.9
PS,2011,
WS,2011,431331596.1
YE,2011,18540019013
ZA,2011,2.99676E+11
CD,2011,10088106489
ZM,2011,10469545872
ZW,2011,5660574896
AW,2012,
AD,2012,
AF,2012,12433119538
AO,2012,55920477373
AL,2012,11223655198
AE,2012,2.21651E+11
AR,2012,2.81496E+11
AM,2012,6642007849
AS,2012,
AG,2012,1007064677
AU,2012,8.46203E+11
AT,2012,3.37692E+11
AZ,2012,28952300023
BI,2012,1508389469
BE,2012,4.06853E+11
BJ,2012,5707932121
BF,2012,8110821075
BD,2012,92356328485
BG,2012,33854276609
BH,2012,22094001093
BS,2012,7842273538
BA,2012,12878721745
BY,2012,45980249148
BZ,2012,1376500403
BM,2012,4574802067
BO,2012,13223364505
BR,2012,1.13656E+12
BB,2012,4064094672
BN,2012,10284143007
BT,2012,1528652032
BW,2012,13393452909
CF,2012,2134087236
CA,2012,1.25542E+12
CH,2012,4.39795E+11
CL,2012,1.64992E+11
CN,2012,4.52214E+12
CI,2012,19004181835
CM,2012,20913538936
CG,2012,8429885350
CO,2012,2.03265E+11
KM,2012,434811979.1
CV,2012,1641836891
CR,2012,27467296879
CU,2012,
CW,2012,
KY,2012,
CY,2012,18821111655
CZ,2012,1.49621E+11
DE,2012,3.07386E+12
DJ,2012,
DM,2012,450161070.7
DK,2012,2.58638E+11
DO,2012,51937267398
DZ,2012,1.23607E+11
EC,2012,55279286828
EG,2012,1.25895E+11
ER,2012,1228931291
ES,2012,1.16046E+12
EE,2012,15821721963
ET,2012,24662736904
FI,2012,2.07987E+11
FJ,2012,3159956830
FR,2012,2.24944E+12
FO,2012,
FM,2012,252561901.7
GA,2012,10953045180
GB,2012,2.39241E+12
GE,2012,9343260072
GH,2012,18374187876
GN,2012,3529248118
GM,2012,790174365.5
GW,2012,661212705
GQ,2012,10454397477
GR,2012,2.09564E+11
GD,2012,683395317.2
GL,2012,
GT,2012,34941513272
GU,2012,
GY,2012,1015528839
HK,2012,2.34254E+11
HN,2012,12452184408
HR,2012,44944885203
HT,2012,4676866540
HU,2012,1.09126E+11
ID,2012,4.27483E+11
IN,2012,1.38905E+12
IE,2012,2.08042E+11
IR,2012,2.45234E+11
IQ,2012,80540340880
IS,2012,17062701089
IL,2012,1.82664E+11
IT,2012,1.72741E+12
JM,2012,
JO,2012,17934011847
JP,2012,4.7124E+12
KZ,2012,87190653898
KE,2012,25674494995
KG,2012,3208688845
KH,2012,9983636034
KI,2012,116909613.8
KN,2012,599493383.9
KR,2012,1.07821E+12
XK,2012,5126026378
KW,2012,96632746969
LA,2012,4701308832
LB,2012,31324305340
LR,2012,1155237990
LY,2012,
LC,2012,1085797460
LI,2012,
LK,2012,38302681411
LS,2012,1904935220
LT,2012,30060262063
LU,2012,41398547480
LV,2012,17140496769
MO,2012,27703033009
MF,2012,
MA,2012,83219501683
MC,2012,
MD,2012,3696216159
MG,2012,6096137349
MV,2012,1681499371
MX,2012,1.03269E+12
MH,2012,151320157.9
MK,2012,7323461543
ML,2012,7132745427
MT,2012,6840248140
MM,2012,
ME,2012,2878652755
MN,2012,4557141781
MP,2012,
MZ,2012,10521043934
MR,2012,3170341257
MU,2012,8389798697
MW,2012,3498051783
MY,2012,1.98428E+11
NA,2012,9879870316
NC,2012,
NE,2012,4968302838
NG,2012,1.77643E+11
NI,2012,8088189096
NL,2012,6.80916E+11
NO,2012,3.29301E+11
NP,2012,10956041729
NZ,2012,1.26157E+11
OM,2012,46013284159
PK,2012,1.38472E+11
PA,2012,28366565316
PE,2012,1.27557E+11
PH,2012,1.45164E+11
PW,2012,192625496.5
PG,2012,7714431320
PL,2012,4.07547E+11
PR,2012,77534467238
KP,2012,
PT,2012,1.8842E+11
PY,2012,11490950613
PF,2012,
QA,2012,1.23537E+11
RO,2012,1.17136E+11
RU,2012,9.80905E+11
RW,2012,4463573339
SA,2012,4.9762E+11
SD,2012,31143300872
SN,2012,10945589574
SG,2012,1.83371E+11
SB,2012,629510659.2
SL,2012,2603171446
SV,2012,19109602133
SM,2012,
SO,2012,
RS,2012,27853146973
SS,2012,
ST,2012,158074714.6
SR,2012,2394082334
SK,2012,80632686880
SI,2012,38324780868
SE,2012,4.1724E+11
SZ,2012,2882203256
SX,2012,
SC,2012,1262971578
SY,2012,
TC,2012,
TD,2012,9181145073
TG,2012,2742161664
TH,2012,2.23899E+11
TJ,2012,3673089804
TM,2012,16913685676
TL,2012,825874901.8
TO,2012,278947200.8
TT,2012,18969161726
TN,2012,40774817039
TR,2012,6.28429E+11
TV,2012,25871469.95
TZ,2012,22431974950
UG,2012,14732537011
UA,2012,95477847698
UY,2012,25455477705
US,2012,1.42316E+13
UZ,2012,25183468321
VC,2012,606291490.8
VE,2012,1.92071E+11
VI,2012,
VN,2012,87531301194
VU,2012,522267432.3
PS,2012,
WS,2012,443814204.3
YE,2012,18565462178
ZA,2012,3.07313E+11
CD,2012,10809608899
ZM,2012,11226679490
ZW,2012,5910963831
