id,year,value-0-14,value-15-64,value-65-and-above
SB,2011,218231,301567,17850
SB,2012,221752,309013,18397
SB,2013,224891,316899,18895
SB,2014,227781,324993,19339
SB,2015,230460,333347,19842
SC,1960,16150,23031,2519
SC,1961,16924,23362,2603
SC,1962,17811,23554,2673
SC,1963,18707,23726,2742
SC,1964,19478,24032,2812
SC,1965,20074,24534,2888
SC,1966,20916,24841,2941
SC,1967,21601,25300,3010
SC,1968,22192,25864,3083
SC,1969,22763,26444,3158
SC,1970,23343,27025,3232
SC,1971,23661,27878,3301
SC,1972,23952,28746,3370
SC,1973,24214,29622,3454
SC,1974,24404,30519,3543
SC,1975,24513,31445,3642
SC,1976,24682,32264,3764
SC,1977,24765,33094,3884
SC,1978,24782,33918,4013
SC,1979,24757,34710,4127
SC,1980,24685,35478,4238
SC,1981,24521,36289,4318
SC,1982,24345,37054,4381
SC,1983,24164,37763,4440
SC,1984,23971,38429,4503
SC,1985,23759,39058,4583
SC,1986,24015,39253,4609
SC,1987,24251,39460,4641
SC,1988,24489,39691,4668
SC,1989,24772,39940,4684
SC,1990,25088,40229,4683
SC,1991,24602,41378,4776
SC,1992,24220,42550,4887
SC,1993,23936,43772,5003
SC,1994,23723,45065,5138
SC,1995,23555,46455,5294
SC,1996,23582,47356,5471
SC,1997,23459,48208,5652
SC,1998,23457,49500,5890
SC,1999,23431,50835,6135
SC,2000,23203,51616,6312
SC,2001,22387,52570,6244
SC,2002,22390,54983,6328
SC,2003,21619,55045,6135
SC,2004,21071,55457,5973
SC,2005,20684,56364,5853
SC,2006,20896,57740,5956
SC,2007,20672,58367,5995
SC,2008,20678,60113,6165
SC,2009,20253,60812,6224
SC,2010,20351,62983,6437
SC,2011,19919,61331,6191
SC,2012,20213,61936,6155
SC,2013,20722,63002,6176
SC,2014,21251,63907,6243
SC,2015,21785,64733,6392
SD,1960,3377567,3905994,243889
SD,1961,3492098,4007465,250321
SD,1962,3608570,4117809,255418
SD,1963,3726119,4236805,260689
SD,1964,3847150,4362476,266139
SD,1965,3971741,4496063,270900
SD,1966,4114486,4620121,278505
SD,1967,4259192,4754857,285496
SD,1968,4407492,4897959,292745
SD,1969,4560192,5048713,300247
SD,1970,4717301,5207451,308006
SD,1971,4892292,5358376,318121
SD,1972,5070383,5519118,327544
SD,1973,5253632,5692563,338507
SD,1974,5442270,5877511,348893
SD,1975,5640625,6075356,359860
SD,1976,5860328,6274278,372680
SD,1977,6083833,6489421,384856
SD,1978,6311953,6718873,397519
SD,1979,6542508,6964201,410559
SD,1980,6770722,7222008,425333
SD,1981,7018178,7476697,439103
SD,1982,7264907,7750678,454830
SD,1983,7504685,8041192,469243
SD,1984,7734805,8339216,485185
SD,1985,7950393,8646266,500960
SD,1986,8169862,8930996,516232
SD,1987,8370852,9226612,533037
SD,1988,8574739,9545534,548873
SD,1989,8809220,9908444,566968
SD,1990,9096002,10324543,588259
SD,1991,9445914,10801886,613317
SD,1992,9843267,11335795,641525
SD,1993,10259455,11898593,671179
SD,1994,10650597,12452676,699883
SD,1995,10980519,12983038,730882
SD,1996,11304529,13408053,753805
SD,1997,11570987,13801508,776629
SD,1998,11800650,14178453,797956
SD,1999,12028848,14561237,816723
SD,2000,12279237,14963653,836774
SD,2001,12573444,15367543,864154
SD,2002,12886596,15793325,890056
SD,2003,13209030,16239515,917041
SD,2004,13524239,16707330,944639
SD,2005,13822880,17197826,972496
SD,2006,14137422,17670958,1003957
SD,2007,14427321,18177954,1036049
SD,2008,14694620,18706944,1068574
SD,2009,14948406,19247617,1101276
SD,2010,15186309,19790957,1134007
SD,2011,15420729,20323465,1173999
SD,2012,15643112,20854968,1214340
SD,2013,15860516,21398987,1251741
SD,2014,16074587,21977128,1294624
SD,2015,16295127,22599933,1339822
SE,1960,1679557,4926401,879447
SE,1961,1667936,4954927,896384
SE,1962,1651451,4995185,915708
SE,1963,1632649,5037107,934572
SE,1964,1620376,5084841,956137
SE,1965,1619469,5135278,979106
SE,1966,1627145,5176569,1004083
SE,1967,1635743,5204636,1027552
SE,1968,1646544,5217353,1048376
SE,1969,1659749,5235820,1071706
SE,1970,1676924,5267230,1098647
SE,1971,1689312,5278494,1130527
SE,1972,1695124,5269748,1157428
SE,1973,1696421,5256871,1183020
SE,1974,1696455,5253379,1210121
SE,1975,1695015,5259545,1237877
SE,1976,1689680,5268019,1264588
SE,1977,1679188,5281811,1290541
SE,1978,1664223,5296383,1314165
SE,1979,1647124,5311271,1335282
SE,1980,1628033,5328712,1353785
SE,1981,1603361,5342595,1375379
SE,1982,1578470,5354809,1391984
SE,1983,1555030,5367229,1407607
SE,1984,1533102,5380445,1423058
SE,1985,1516430,5394349,1439607
SE,1986,1507406,5406073,1455513
SE,1987,1504047,5420782,1472975
SE,1988,1506757,5439004,1490728
SE,1989,1517693,5467770,1507501
SE,1990,1534599,5501619,1521761
SE,1991,1562330,5522876,1532169
SE,1992,1588857,5542362,1536848
SE,1993,1616421,5562442,1538826
SE,1994,1644634,5594213,1541899
SE,1995,1663878,5620995,1541184
SE,1996,1672717,5629063,1539218
SE,1997,1668367,5640249,1537446
SE,1998,1656902,5658428,1535644
SE,1999,1644021,5680555,1533298
SE,2000,1635130,5704766,1531326
SE,2001,1610169,5750349,1535443
SE,2002,1599352,5788728,1536878
SE,2003,1595461,5823745,1539024
SE,2004,1588258,5859285,1545988
SE,2005,1572048,5897213,1560310
SE,2006,1575468,5928662,1576376
SE,2007,1567068,5979193,1601831
SE,2008,1551665,6035174,1633720
SE,2009,1543553,6086808,1669083
SE,2010,1548329,6122978,1706819
SE,2011,1560065,6141988,1748104
SE,2012,1582120,6142852,1794402
SE,2013,1615744,6136562,1848073
SE,2014,1654156,6137638,1903346
SE,2015,1693245,6150751,1953895
SG,1960,712068,900745,33587
SG,1961,748375,917764,36431
SG,1962,775689,934957,39380
SG,1963,796083,956197,42721
SG,1964,812330,983046,46224
SG,1965,824198,1012699,50003
SG,1966,829277,1051540,53583
SG,1967,830394,1089855,57350
SG,1968,825524,1125312,60964
SG,1969,816183,1161366,64952
SG,1970,804906,1200721,69081
SG,1971,794662,1244921,73529
SG,1972,784980,1289503,77917
SG,1973,774787,1335537,82676
SG,1974,761031,1381138,87631
SG,1975,743038,1426796,92993
SG,1976,728811,1467253,97236
SG,1977,709449,1514003,101848
SG,1978,686780,1560672,106383
SG,1979,666903,1606002,110356
SG,1980,652972,1647035,113938
SG,1981,661830,1748163,122842
SG,1982,675643,1839559,131265
SG,1983,674287,1871112,135662
SG,1984,677044,1914194,140983
SG,1985,664838,1926935,144185
SG,1986,650269,1937415,145962
SG,1987,641254,1983974,149839
SG,1988,636959,2053752,155397
SG,1989,638936,2129886,162079
SG,1990,653915,2222578,170335
SG,1991,670908,2284848,179327
SG,1992,696862,2344518,189319
SG,1993,725319,2389013,198808
SG,1994,758003,2450432,210613
SG,1995,784203,2516850,223454
SG,1996,825908,2606567,237862
SG,1997,852211,2691391,252816
SG,1998,870270,2787536,269407
SG,1999,862606,2815444,280673
SG,2000,864385,2867856,295647
SG,2001,864017,2962817,311179
SG,2002,850223,3004178,321131
SG,2003,820085,2971727,323014
SG,2004,814166,3019165,333333
SG,2005,816893,3098223,350646
SG,2006,829657,3199792,371915
SG,2007,851185,3340959,396455
SG,2008,879802,3534695,424899
SG,2009,886292,3657886,442896
SG,2010,880305,3739013,457414
SG,2011,879153,3816749,487785
SG,2012,881333,3905172,525931
SG,2013,876284,3958666,564212
SG,2014,868592,3996727,604405
SG,2015,860139,4028374,646488
SI,1960,438334,1023095,123291
SI,1961,436473,1030127,127530
SI,1962,434268,1037401,131980
SI,1963,432540,1047474,136957
SI,1964,430552,1059242,142320
SI,1965,428287,1073108,147765
SI,1966,428832,1087943,153130
SI,1967,426775,1104613,158140
SI,1968,422727,1119205,162614
SI,1969,418185,1129443,166246
SI,1970,416044,1138773,170074
SI,1971,414941,1147127,176093
SI,1972,416681,1153670,182057
SI,1973,420121,1159130,187447
SI,1974,422364,1161768,192000
SI,1975,425617,1171029,196935
SI,1976,431763,1185710,202776
SI,1977,435722,1198650,208004
SI,1978,438816,1211587,212330
SI,1979,441846,1225572,215181
SI,1980,444718,1240418,216370
SI,1981,444222,1249159,213150
SI,1982,442242,1260629,207462
SI,1983,441365,1279689,201267
SI,1984,439179,1297635,195341
SI,1985,436481,1313908,191252
SI,1986,435658,1336069,194237
SI,1987,435164,1355435,199177
SI,1988,430364,1361123,203710
SI,1989,423226,1364905,208219
SI,1990,414219,1371338,212604
SI,1991,406684,1373408,219337
SI,1992,396305,1374589,225604
SI,1993,384407,1375898,231441
SI,1994,373021,1378684,237738
SI,1995,362754,1382762,244555
SI,1996,350993,1385477,252158
SI,1997,340393,1385999,259564
SI,1998,330734,1384564,266529
SI,1999,322245,1387338,273462
SI,2000,314250,1394038,280637
SI,2001,306976,1397829,287255
SI,2002,299180,1401955,293395
SI,2003,291177,1405395,299160
SI,2004,284574,1407893,304544
SI,2005,280466,1409934,310073
SI,2006,277751,1412835,316282
SI,2007,278097,1416923,323101
SI,2008,278942,1413911,328464
SI,2009,282698,1421037,335933
SI,2010,285572,1421512,341499
SI,2011,289451,1415846,347341
SI,2012,293351,1411417,352597
SI,2013,297045,1405712,357196
SI,2014,300843,1398022,363115
SI,2015,305025,1387884,370859
SK,1960,1280636,2514083,273376
SK,1961,1312411,2588354,290902
SK,1962,1323586,2610300,304302
SK,1963,1333420,2629587,319010
SK,1964,1337581,2656122,333638
SK,1965,1332276,2690340,348367
SK,1966,1326588,2723321,361757
SK,1967,1311228,2763947,374192
SK,1968,1289126,2808276,386513
SK,1969,1267017,2852145,399445
SK,1970,1245288,2881772,411617
SK,1971,1226410,2907197,423843
SK,1972,1219024,2939999,437598
SK,1973,1218379,2972381,450684
SK,1974,1221647,3004172,463804
SK,1975,1226006,3035871,477228
SK,1976,1240482,3058100,490924
SK,1977,1254174,3080979,505348
SK,1978,1268009,3103762,517864
SK,1979,1284133,3129333,525013
SK,1980,1300728,3155211,524375
SK,1981,1315724,3183220,517662
SK,1982,1331513,3219593,503993
SK,1983,1346317,3257334,488320
SK,1984,1359193,3290571,477333
SK,1985,1368901,3318501,474366
SK,1986,1369615,3340157,484066
SK,1987,1369951,3353586,499304
SK,1988,1367255,3365632,517709
SK,1989,1359083,3382406,534981
SK,1990,1344934,3406847,547406
SK,1991,1326354,3419564,557907
SK,1992,1300790,3439772,564454
SK,1993,1275943,3479022,570340
SK,1994,1248903,3521628,575800
SK,1995,1220391,3560904,581241
SK,1996,1191811,3592092,589995
SK,1997,1160638,3624032,598084
SK,1998,1128235,3656387,605355
SK,1999,1095392,3689259,610829
SK,2000,1060500,3714984,613236
SK,2001,1021985,3739388,617494
SK,2002,988814,3767602,620496
SK,2003,958610,3792527,622237
SK,2004,929942,3818079,624796
SK,2005,902632,3842632,627544
SK,2006,881181,3858390,633483
SK,2007,861014,3872953,640655
SK,2008,844540,3886496,648198
SK,2009,831122,3898142,657142
SK,2010,821114,3903933,666381
SK,2011,817855,3900332,680196
SK,2012,816004,3897242,694874
SK,2013,814716,3888440,710237
SK,2014,816049,3873250,729350
SK,2015,820116,3852703,751231
SL,1960,845409,1274113,62178
SL,1961,860198,1286318,63653
SL,1962,872093,1302316,65172
SL,1963,882079,1321303,66281
SL,1964,891646,1342187,67190
SL,1965,901004,1364105,67890
SL,1966,918877,1377133,69791
SL,1967,935150,1392767,71750
SL,1968,951188,1410953,73299
SL,1969,967008,1431715,74690
SL,1970,983284,1455191,75676
SL,1971,1008775,1471333,78287
SL,1972,1033996,1491060,80781
SL,1973,1059630,1513871,82879
SL,1974,1085816,1539165,84817
SL,1975,1112727,1566614,86573
SL,1976,1148292,1586705,89547
SL,1977,1183220,1611015,92371
SL,1978,1217878,1638101,95022
SL,1979,1252937,1667263,97169
SL,1980,1288883,1698449,99382
SL,1981,1331250,1721884,102234
SL,1982,1371959,1747596,104791
SL,1983,1412563,1776830,107137
SL,1984,1455554,1811761,109057
SL,1985,1501837,1853294,110913
SL,1986,1559698,1895550,113854
SL,1987,1620056,1945172,116718
SL,1988,1676794,1995623,118661
SL,1989,1719599,2039163,119449
SL,1990,1741132,2070960,119116
SL,1991,1755136,2071202,119561
SL,1992,1751629,2059677,117875
SL,1993,1735118,2043903,114870
SL,1994,1716287,2031917,110355
SL,1995,1703986,2028665,105156
SL,1996,1702642,2025769,104642
SL,1997,1704964,2034350,104158
SL,1998,1716613,2058307,103167
SL,1999,1744975,2101156,102274
SL,2000,1795239,2164358,101518
SL,2001,1867438,2246833,105505
SL,2002,1955476,2356124,110554
SL,2003,2051960,2479548,116193
SL,2004,2145441,2603265,121762
SL,2005,2225781,2718708,126782
SL,2006,2301771,2808265,132653
SL,2007,2366157,2886938,138012
SL,2008,2419669,2960257,141911
SL,2009,2466694,3034802,145698
SL,2010,2510785,3116099,149018
SL,2011,2562693,3191401,154813
SL,2012,2610040,3273578,160144
SL,2013,2653202,3360681,164976
SL,2014,2694246,3452753,168627
SL,2015,2733569,3547315,172300
SM,1960,,,
SM,1961,,,
SM,1962,,,
SM,1963,,,
SM,1964,,,
SM,1965,,,
SM,1966,,,
SM,1967,,,
SM,1968,,,
SM,1969,,,
SM,1970,,,
SM,1971,,,
SM,1972,,,
SM,1973,,,
SM,1974,,,
SM,1975,,,
SM,1976,,,
SM,1977,,,
SM,1978,,,
SM,1979,,,
SM,1980,,,
SM,1981,,,
SM,1982,,,
SM,1983,,,
SM,1984,,,
SM,1985,,,
SM,1986,,,
SM,1987,,,
SM,1988,,,
SM,1989,,,
SM,1990,,,
SM,1991,,,
SM,1992,,,
SM,1993,,,
SM,1994,,,
SM,1995,,,
SM,1996,,,
SM,1997,,,
SM,1998,,,
SM,1999,,,
SM,2000,,,
SM,2001,,,
SM,2002,,,
SM,2003,,,
SM,2004,,,
SM,2005,,,
SM,2006,,,
SM,2007,,,
SM,2008,,,
SM,2009,,,
SM,2010,,,
SM,2011,,,
SM,2012,,,
SM,2013,,,
SM,2014,,,
SM,2015,,,
SN,1960,1378743,1714611,84205
SN,1961,1429335,1750013,86211
SN,1962,1480182,1787965,88274
SN,1963,1531641,1829067,90056
SN,1964,1581316,1875086,91537
SN,1965,1628321,1927929,93057
SN,1966,1683414,1974745,96109
SN,1967,1734390,2029892,98501
SN,1968,1782268,2091968,101378
SN,1969,1830321,2159869,103572
SN,1970,1879009,2232879,105866
SN,1971,1945518,2292529,110017
SN,1972,2011676,2359738,113928
SN,1973,2076794,2431098,117485
SN,1974,2138839,2504762,121021
SN,1975,2197870,2578148,124472
SN,1976,2283956,2618574,129319
SN,1977,2364455,2661689,134168
SN,1978,2442137,2708196,139112
SN,1979,2520129,2759883,143744
SN,1980,2601117,2818851,148683
SN,1981,2692354,2876652,154536
SN,1982,2782792,2944131,161338
SN,1983,2873711,3021034,167936
SN,1984,2965043,3106205,174267
SN,1985,3057418,3199698,180908
SN,1986,3155794,3293204,189188
SN,1987,3254168,3395207,197865
SN,1988,3351881,3505139,206226
SN,1989,3447441,3623747,214919
SN,1990,3540692,3750338,223172
SN,1991,3643843,3872455,233262
SN,1992,3742861,4004957,242119
SN,1993,3837113,4145070,251965
SN,1994,3926531,4287571,261034
SN,1995,4008685,4432028,270904
SN,1996,4104096,4555538,279804
SN,1997,4193073,4681471,288640
SN,1998,4277621,4811737,297565
SN,1999,4361600,4950200,305841
SN,2000,4448107,5098905,313566
SN,2001,4545041,5250271,322767
SN,2002,4646165,5411868,332463
SN,2003,4750695,5582146,340479
SN,2004,4857291,5759877,348751
SN,2005,4967373,5944394,357227
SN,2006,5094509,6118042,367036
SN,2007,5221694,6299583,375952
SN,2008,5352941,6491526,385236
SN,2009,5496912,6690908,393805
SN,2010,5658231,6898196,400365
SN,2011,5830332,7116611,410060
SN,2012,6021907,7340664,417537
SN,2013,6223128,7571282,425209
SN,2014,6425113,7813137,434308
SN,2015,6620570,8063903,443288
SO,1960,1173667,1501125,81589
SO,1961,1206092,1524151,84722
SO,1962,1235938,1551607,87398
SO,1963,1264533,1582943,89883
SO,1964,1292435,1617271,92467
SO,1965,1320217,1654492,94849
SO,1966,1358628,1687516,98100
SO,1967,1398688,1727222,101658
SO,1968,1437353,1769127,104631
SO,1969,1469608,1808488,107318
SO,1970,1492211,1843644,109564
SO,1971,1511351,1854935,111630
SO,1972,1515835,1861723,112737
SO,1973,1526986,1884929,114965
SO,1974,1576642,1949117,118813
SO,1975,1688992,2065832,126131
SO,1976,1860183,2262293,136734
SO,1977,2083268,2518748,152133
SO,1978,2326124,2793676,169250
SO,1979,2534519,3039004,186014
SO,1980,2662420,3226936,200351
SO,1981,2745135,3299038,207557
SO,1982,2763240,3299456,209469
SO,1983,2734055,3259167,207069
SO,1984,2694110,3216182,202960
SO,1985,2674355,3194419,199044
SO,1986,2692821,3189172,200730
SO,1987,2727516,3208193,202584
SO,1988,2773551,3239851,204550
SO,1989,2813999,3266551,204906
SO,1990,2837141,3281550,202924
SO,1991,2853268,3263406,203489
SO,1992,2853078,3238901,202038
SO,1993,2849998,3219884,199989
SO,1994,2863183,3218570,197158
SO,1995,2911112,3241127,194201
SO,1996,2992226,3290995,197667
SO,1997,3100174,3371089,201518
SO,1998,3227728,3470067,206437
SO,1999,3359751,3577062,211593
SO,2000,3483701,3684584,216393
SO,2001,3612492,3773825,222975
SO,2002,3728097,3869769,230120
SO,2003,3833045,3969710,236350
SO,2004,3935753,4073545,241756
SO,2005,4040423,4180974,246388
SO,2006,4148882,4285267,252790
SO,2007,4261182,4390363,257471
SO,2008,4372684,4498713,262105
SO,2009,4476306,4614787,265734
SO,2010,4569519,4741032,270204
SO,2011,4671898,4858224,276548
SO,2012,4759954,4989724,283952
SO,2013,4843490,5134079,290589
SO,2014,4932740,5286130,297647
SO,2015,5038656,5444251,304196
SR,1960,137998,139969,12005
SR,1961,142952,143072,12136
SR,1962,147498,146456,12376
SR,1963,151761,150125,12644
SR,1964,155910,154101,12984
SR,1965,160027,158467,13305
SR,1966,165554,161972,13611
SR,1967,170712,166118,13925
SR,1968,175119,170442,14174
SR,1969,178030,174471,14344
SR,1970,179100,177763,14405
SR,1971,178745,179304,14569
SR,1972,177341,179384,14556
SR,1973,175404,178499,14439
SR,1974,173534,177295,14276
SR,1975,172078,176466,14071
SR,1976,165832,181009,14527
SR,1977,159946,186159,14948
SR,1978,154200,191901,15362
SR,1979,148657,197763,15717
SR,1980,143551,203300,15926
SR,1981,138893,208321,16095
SR,1982,135515,212317,16161
SR,1983,133240,215785,16253
SR,1984,131789,219427,16432
SR,1985,131017,223661,16790
SR,1986,132355,227541,17077
SR,1987,133449,232960,17507
SR,1988,134640,239147,18064
SR,1989,136365,245081,18686
SR,1990,138732,250273,19230
SR,1991,141255,254883,19930
SR,1992,144226,258760,20586
SR,1993,147497,262203,21200
SR,1994,150637,265773,21870
SR,1995,153410,269861,22559
SR,1996,155875,274324,23454
SR,1997,158180,279065,24325
SR,1998,160013,283951,25191
SR,1999,161098,288569,25970
SR,2000,161340,292681,26682
SR,2001,158337,298273,27600
SR,2002,154731,303190,28350
SR,2003,151071,307555,29015
SR,2004,147968,311643,29701
SR,2005,145927,315716,30406
SR,2006,145413,319493,31096
SR,2007,145777,323415,31760
SR,2008,146627,327604,32477
SR,2009,147299,332063,33160
SR,2010,147515,336792,33835
SR,2011,147557,341335,34547
SR,2012,147250,346085,35200
SR,2013,146699,350903,35848
SR,2014,146027,355620,36601
SR,2015,145409,360155,37411
SS,1960,1227230,1648028,80082
SS,1961,1258043,1672372,80999
SS,1962,1283563,1704765,81662
SS,1963,1307166,1742157,82363
SS,1964,1333159,1780316,82783
SS,1965,1363928,1817265,82573
SS,1966,1406722,1842842,84690
SS,1967,1452044,1869153,86216
SS,1968,1498961,1897569,87805
SS,1969,1544315,1930662,89102
SS,1970,1587217,1969432,90448
SS,1971,1640147,2000061,93339
SS,1972,1688504,2039129,95972
SS,1973,1733863,2085259,98720
SS,1974,1778765,2135321,101185
SS,1975,1824375,2189168,103344
SS,1976,1878393,2236423,107240
SS,1977,1930942,2287257,110834
SS,1978,1983650,2344394,114621
SS,1979,2037767,2409888,118257
SS,1980,2093986,2485609,121765
SS,1981,2164425,2558706,126577
SS,1982,2232686,2642771,131688
SS,1983,2297669,2731581,136372
SS,1984,2355323,2818204,140830
SS,1985,2402837,2897235,144835
SS,1986,2456877,2952812,150115
SS,1987,2506882,2999315,154522
SS,1988,2544695,3033331,157144
SS,1989,2560728,3051866,158134
SS,1990,2548617,3055689,158460
SS,1991,2529785,3009641,159572
SS,1992,2484005,2950491,159410
SS,1993,2431222,2895748,157950
SS,1994,2402776,2865537,156785
SS,1995,2424847,2871429,156495
SS,1996,2490005,2931717,161942
SS,1997,2595126,3041681,170144
SS,1998,2729524,3182820,180344
SS,1999,2870969,3336134,191313
SS,2000,3001141,3489060,202798
SS,2001,3128550,3626052,213215
SS,2002,3243383,3766347,223507
SS,2003,3350864,3914841,233990
SS,2004,3462540,4075958,245990
SS,2005,3587449,4254072,259197
SS,2006,3729603,4442417,272795
SS,2007,3879699,4647529,288267
SS,2008,4036129,4867665,303884
SS,2009,4196667,5105095,321414
SS,2010,4359482,5358090,339909
SS,2011,4538271,5614507,357344
SS,2012,4717276,5887810,375537
SS,2013,4890777,6169022,394011
SS,2014,5051533,6448715,412127
SS,2015,5193827,6719028,426957
ST,1960,21108,40590,2557
ST,1961,22618,39478,2459
ST,1962,23749,38361,2319
ST,1963,24658,37373,2150
ST,1964,25568,36695,1952
ST,1965,26625,36461,1711
ST,1966,28418,35671,1968
ST,1967,30292,35308,2281
ST,1968,32120,35258,2662
ST,1969,33729,35398,3114
ST,1970,35009,35633,3609
ST,1971,36118,36361,3511
ST,1972,36961,37155,3419
ST,1973,37640,38035,3351
ST,1974,38367,39012,3299
ST,1975,39271,40089,3255
ST,1976,40365,41010,3506
ST,1977,41698,41978,3760
ST,1978,43047,43020,4027
ST,1979,44130,44223,4308
ST,1980,44827,45539,4596
ST,1981,46224,46108,4624
ST,1982,47076,46938,4668
ST,1983,47665,47886,4733
ST,1984,48338,48745,4788
ST,1985,49283,49438,4836
ST,1986,49911,50501,4963
ST,1987,50983,51229,5063
ST,1988,52252,51870,5147
ST,1989,53370,52757,5246
ST,1990,54175,54050,5349
ST,1991,55076,55365,5459
ST,1992,55646,57126,5574
ST,1993,56038,59119,5692
ST,1994,56504,61018,5796
ST,1995,57153,62646,5895
ST,1996,57678,64254,6013
ST,1997,58432,65562,6115
ST,1998,59343,66724,6217
ST,1999,60234,68055,6313
ST,2000,61065,69666,6433
ST,2001,62147,71318,6538
ST,2002,63115,73317,6653
ST,2003,64075,75520,6762
ST,2004,65193,77726,6813
ST,2005,66481,79866,6815
ST,2006,67848,81956,6780
ST,2007,69292,84066,6707
ST,2008,70804,86182,6609
ST,2009,72379,88330,6487
ST,2010,73991,90549,6340
ST,2011,75377,93016,6252
ST,2012,76891,95453,6140
ST,2013,78408,97941,6037
ST,2014,79848,100550,5944
ST,2015,81144,103338,5882
SV,1960,1239712,1430628,92557
SV,1961,1283726,1464840,94964
SV,1962,1329542,1501114,97205
SV,1963,1376752,1539609,99524
SV,1964,1422323,1581981,101883
SV,1965,1465582,1628033,104250
SV,1966,1512596,1670535,106938
SV,1967,1555813,1717553,109969
SV,1968,1596265,1768411,112678
SV,1969,1635210,1821703,115754
SV,1970,1673612,1876485,118129
SV,1971,1712060,1930821,121994
SV,1972,1750318,1985908,125906
SV,1973,1787711,2041458,129447
SV,1974,1823065,2097518,132970
SV,1975,1856432,2154639,136454
SV,1976,1889414,2208202,141166
SV,1977,1920696,2261807,146314
SV,1978,1950382,2314229,151014
SV,1979,1977654,2365446,155657
SV,1980,2002279,2415186,160219
SV,1981,2022715,2463265,166078
SV,1982,2040022,2509888,171891
SV,1983,2055641,2556141,177689
SV,1984,2070291,2601459,184015
SV,1985,2084015,2646969,190440
SV,1986,2085366,2703695,197467
SV,1987,2087439,2759340,205107
SV,1988,2090018,2814667,212891
SV,1989,2092352,2871022,220848
SV,1990,2095581,2927511,228991
SV,1991,2094572,2990194,236810
SV,1992,2094847,3052492,244264
SV,1993,2096798,3112699,252337
SV,1994,2099539,3168104,260922
SV,1995,2101367,3217998,269377
SV,1996,2103846,3260171,279346
SV,1997,2104443,3298119,289738
SV,1998,2103419,3332086,300570
SV,1999,2100608,3363167,311308
SV,2000,2095748,3393531,322557
SV,2001,2085987,3424432,334903
SV,2002,2073041,3454089,346584
SV,2003,2057654,3484499,358776
SV,2004,2038823,3515355,370911
SV,2005,2016698,3548103,382405
SV,2006,1983019,3589485,395052
SV,2007,1949775,3629563,407675
SV,2008,1915940,3669166,419093
SV,2009,1880473,3709765,431130
SV,2010,1843495,3752203,442608
SV,2011,1804452,3797221,453535
SV,2012,1763376,3843723,464526
SV,2013,1723369,3890674,476210
SV,2014,1686948,3932752,488006
SV,2015,1656015,3970026,500542
SX,1960,,,
SX,1961,,,
SX,1962,,,
SX,1963,,,
SX,1964,,,
SX,1965,,,
SX,1966,,,
SX,1967,,,
SX,1968,,,
SX,1969,,,
SX,1970,,,
SX,1971,,,
SX,1972,,,
SX,1973,,,
SX,1974,,,
SX,1975,,,
SX,1976,,,
SX,1977,,,
SX,1978,,,
SX,1979,,,
SX,1980,,,
SX,1981,,,
SX,1982,,,
SX,1983,,,
SX,1984,,,
SX,1985,,,
SX,1986,,,
SX,1987,,,
SX,1988,,,
SX,1989,,,
SX,1990,,,
SX,1991,,,
SX,1992,,,
SX,1993,,,
SX,1994,,,
SX,1995,,,
SX,1996,,,
SX,1997,,,
SX,1998,,,
SX,1999,,,
SX,2000,,,
SX,2001,,,
SX,2002,,,
SX,2003,,,
SX,2004,,,
SX,2005,,,
SX,2006,,,
SX,2007,,,
SX,2008,,,
SX,2009,,,
SX,2010,,,
SX,2011,,,
SX,2012,,,
SX,2013,,,
SX,2014,,,
SX,2015,,,
SY,1960,2128293,2281692,182333
SY,1961,2219061,2336677,186384
SY,1962,2318442,2389455,189530
SY,1963,2420675,2445458,191692
SY,1964,2519292,2511978,193309
SY,1965,2610094,2592819,195420
SY,1966,2704278,2676382,198622
SY,1967,2790306,2775310,201862
SY,1968,2873093,2885019,205136
SY,1969,2958278,3000830,207826
SY,1970,3050981,3117321,210500
SY,1971,3156477,3227090,215799
SY,1972,3269613,3338583,219886
SY,1973,3389081,3452679,224714
SY,1974,3511802,3571027,228856
SY,1975,3636771,3695014,232971
SY,1976,3775974,3808047,238590
SY,1977,3915472,3927605,245071
SY,1978,4058732,4054550,250900
SY,1979,4206556,4187522,256962
SY,1980,4362544,4329406,263311
SY,1981,4521738,4483701,271824
SY,1982,4685628,4648135,279753
SY,1983,4850926,4821043,288864
SY,1984,5012354,5003072,298060
SY,1985,5166147,5192815,308283
SY,1986,5319701,5380315,320703
SY,1987,5463303,5577051,334418
SY,1988,5598833,5782997,348387
SY,1989,5725215,6000838,361453
SY,1990,5842262,6233240,376036
SY,1991,5944793,6480567,392218
SY,1992,6035318,6743416,407453
SY,1993,6115399,7019827,424417
SY,1994,6195392,7305097,440536
SY,1995,6275966,7597373,457190
SY,1996,6355727,7903029,477453
SY,1997,6448675,8206303,496984
SY,1998,6543565,8509904,515327
SY,1999,6623767,8815184,533479
SY,2000,6680629,9123924,549496
SY,2001,6767915,9365566,560932
SY,2002,6812606,9613798,572816
SY,2003,6843866,9877317,583156
SY,2004,6904416,10168419,599078
SY,2005,7017410,10498916,616517
SY,2006,7109225,10978471,642377
SY,2007,7261288,11496068,670183
SY,2008,7411795,11987895,697368
SY,2009,7469888,12377143,717784
SY,2010,7378606,12610558,731437
SY,2011,7382470,12376555,742142
SY,2012,7260280,11975266,743210
SY,2013,7068205,11516265,738123
SY,2014,6910150,11124572,737759
