"id","year","in-oda-gross","capital-repayment","interest-repayment"
"ID",2012,2322540000,2254730000,601710000
"LA",2012,486280000,77370000,20840000
"MY",2012,255380000,240010000,44910000
"MN",2012,510690000,61910000,18950000
"PH",2012,1019070000,1013970000,243460000
"TH",2012,486790000,621580000,92190000
"TL",2012,283070000,10000,0
"VN",2012,4789860000,674090000,286020000
"east-asia",2012,243710000,11530000,0
"AF",2012,6740680000,14750000,10790000
"AM",2012,324830000,52070000,17330000
"AZ",2012,354980000,70080000,14260000
"BD",2012,2988070000,835980000,171620000
"BT",2012,171070000,9780000,3740000
"GE",2012,731280000,69070000,23400000
"IN",2012,3812650000,2145020000,586950000
"KZ",2012,182590000,52950000,21940000
"KG",2012,533290000,60390000,17190000
"MV",2012,69840000,11840000,2830000
"MM",2012,528470000,24420000,690000
"NP",2012,932240000,162520000,30310000
"PK",2012,2906490000,887430000,345520000
"LK",2012,1009210000,521700000,156930000
"TJ",2012,420350000,26450000,7990000
"TM",2012,42390000,4370000,1150000
"UZ",2012,303530000,48280000,20670000
"central-asia",2012,202680000,20000,0
"south-asia",2012,130350000,140000,0
"south-central-asia",2012,319010000,340000,0
"BH",2012,0,0,0
"IR",2012,151810000,2920000,780000
"IQ",2012,1.315e+09,14160000,10560000
"JO",2012,1686800000,269840000,53130000
"LB",2012,873020000,162760000,25320000
"OM",2012,0,0,0
"SA",2012,0,0,0
"SY",2012,1689790000,18270000,4630000
"PS",2012,2018090000,6650000,630000
"YE",2012,844040000,134660000,25840000
"middle-east",2012,1038120000,4990000,0
"asia",2012,934420000,6300000,0
"CK",2012,22180000,970000,3e+05
"FJ",2012,108880000,1530000,420000
"KI",2012,65360000,690000,150000
"MH",2012,78260000,2250000,820000
"FM",2012,116410000,1380000,570000
"NR",2012,35730000,0,0
"NU",2012,20140000,10000,0
"PW",2012,1.5e+07,0,30000
"PG",2012,713340000,48510000,10140000
"WS",2012,129410000,8760000,2320000
"SB",2012,309930000,4940000,920000
"TK",2012,18740000,0,0
"TO",2012,80870000,2610000,640000
"TV",2012,24950000,460000,150000
"VU",2012,105350000,3930000,860000
"WF",2012,120620000,610000,80000
"oceania",2012,2.51e+08,1210000,840000
"bilateral-unspecified",2012,28231540000,6.19e+08,25960000
"AL",2013,349530000,61130000,16870000
"BY",2013,106810000,5040000,1670000
"BA",2013,612900000,81760000,27960000
"HR",2013,0,0,0
"MK",2013,312780000,69240000,11210000
"XK",2013,517650000,1980000,290000
"MT",2013,0,0,0
"MD",2013,400620000,36110000,8260000
"ME",2013,149610000,26810000,7520000
"RS",2013,971750000,220280000,52220000
"SI",2013,0,0,0
"ex-yugoslavia",2013,4010000,0,0
"TR",2013,3385470000,775640000,5550030000
"UA",2013,777790000,4230000,8520000
"europe",2013,798510000,33180000,0
"DZ",2013,316060000,114560000,24610000
"EG",2013,6423280000,956530000,279280000
"LY",2013,141820000,15530000,0
"MA",2013,2490230000,574320000,106950000
"TN",2013,1050600000,375510000,75520000
"north-of-sahara",2013,195870000,1050000,0
"AO",2013,342290000,56080000,15390000
"BJ",2013,673010000,25490000,8230000
"BW",2013,126220000,19220000,3120000
"BF",2013,1074100000,52770000,15320000
"BI",2013,563080000,20890000,2570000
"CV",2013,261860000,24570000,12280000
"CM",2013,768480000,39380000,11540000
"CF",2013,195030000,9130000,7e+05
"TD",2013,446500000,56400000,11260000
"KM",2013,178590000,98470000,310000
"CG",2013,175500000,27560000,2240000
"CI",2013,2097770000,856900000,18250000
"CD",2013,2596100000,42130000,1.1e+07
"DJ",2013,167440000,16770000,3540000
"GQ",2013,11080000,5640000,7e+05
"ER",2013,94150000,11250000,1730000
"ET",2013,3902020000,74950000,39020000
"GA",2013,103290000,14960000,560000
"GM",2013,122910000,11550000,2900000
"GH",2013,1416740000,85890000,32980000
"GN",2013,700310000,194750000,10950000
"GW",2013,106200000,3490000,1070000
"KE",2013,3584400000,332550000,69230000
"LS",2013,341710000,26220000,5260000
"LR",2013,535230000,3920000,870000
"MG",2013,714240000,211990000,67660000
"MW",2013,1164680000,43010000,7370000
"ML",2013,1421270000,52790000,17960000
"MR",2013,336450000,47540000,6620000
"MU",2013,173210000,31420000,3230000
"YT",2013,0,0,0
"MZ",2013,2431530000,138430000,67630000
"NA",2013,298480000,43510000,10610000
"NE",2013,795170000,31320000,6830000
"NG",2013,2670380000,154980000,41770000
"RW",2013,1095290000,20260000,7700000
"SH",2013,137550000,10000,0
"ST",2013,53670000,2510000,1110000
"SN",2013,1041110000,68500000,22930000
"SC",2013,29420000,4450000,1310000
"SL",2013,554390000,106490000,39170000
"SO",2013,991780000,3550000,0
"ZA",2013,1416950000,156560000,8550000
"SS",2013,1445450000,2640000,0
"SD",2013,1214800000,51270000,5300000
"SZ",2013,125980000,12260000,3450000
"TZ",2013,3692740000,254980000,136360000
"TG",2013,228910000,6890000,610000
"UG",2013,1.839e+09,156790000,31080000
"ZM",2013,1192190000,52420000,9820000
"ZW",2013,827230000,24430000,1420000
"south-of-sahara",2013,2240800000,25500000,1820000
"africa",2013,1943600000,88660000,7210000
"AI",2013,7650000,270000,120000
"AG",2013,2660000,1050000,480000
"BB",2013,0,0,0
"BZ",2013,54950000,6080000,1470000
"CR",2013,78400000,43720000,5860000
"CU",2013,104260000,3810000,270000
"DM",2013,26480000,7310000,2070000
"DO",2013,208600000,6.5e+07,11580000
"SV",2013,233070000,66650000,19200000
"GD",2013,18520000,8540000,4550000
"GT",2013,541060000,52240000,15460000
"HT",2013,1169640000,10940000,1490000
"HN",2013,658120000,35030000,30760000
"JM",2013,149800000,85490000,12240000
"MX",2013,759740000,226400000,11930000
"MS",2013,54420000,190000,60000
"NI",2013,555970000,64250000,25840000
"PA",2013,52860000,45180000,14350000
"KN",2013,32330000,3620000,1390000
"LC",2013,31410000,7400000,2520000
"VC",2013,12910000,5410000,1170000
"TT",2013,0,0,0
"TC",2013,0,0,0
"west-indies",2013,137450000,2790000,220000
"north-central-america",2013,416130000,31210000,6810000
"AR",2013,82870000,53380000,12550000
"BO",2013,720040000,30360000,25650000
"BR",2013,1374280000,256080000,64810000
"CL",2013,92800000,15620000,7300000
"CO",2013,875870000,45290000,4500000
"EC",2013,222290000,83030000,18080000
"GY",2013,122700000,22250000,8790000
"PY",2013,191560000,67040000,20640000
"PE",2013,532900000,185750000,48930000
"SR",2013,30050000,1330000,550000
"UY",2013,45790000,11130000,830000
"VE",2013,38940000,4160000,220000
"south-america",2013,259460000,470000,20000
"america",2013,1682510000,39230000,6050000
"KH",2013,895140000,64560000,22030000
"CN",2013,1834200000,2698700000,475340000
"KP",2013,108710000,2310000,680000
"ID",2013,2667220000,2774860000,542220000
"LA",2013,513510000,77990000,21790000
"MY",2013,227420000,384400000,41130000
"MN",2013,525340000,63440000,19180000
"PH",2013,1103380000,1006170000,221870000
"TH",2013,944780000,1015280000,79860000
"TL",2013,266850000,180000,0
"VN",2013,5108720000,753530000,295660000
"east-asia",2013,238210000,1320000,0
"AF",2013,5400260000,30530000,10790000
"AM",2013,339010000,53160000,18760000
"AZ",2013,326130000,381380000,13200000
"BD",2013,3541390000,819230000,172360000
"BT",2013,146610000,8240000,4390000
"GE",2013,724080000,78070000,27590000
"IN",2013,4847810000,2301080000,572050000
"KZ",2013,184610000,94900000,21200000
"KG",2013,592550000,59250000,19360000
"MV",2013,34370000,10960000,2920000
"MM",2013,8822810000,4343060000,3075830000
"NP",2013,1042510000,171290000,30790000
"PK",2013,3010860000,823240000,323220000
"LK",2013,980280000,537730000,150920000
"TJ",2013,406510000,22510000,8040000
"TM",2013,40120000,3520000,1080000
"UZ",2013,350120000,54050000,20760000
"central-asia",2013,227770000,270000,0
"south-asia",2013,69370000,2070000,0
"south-central-asia",2013,133590000,0,0
"BH",2013,0,0,0
"IR",2013,141510000,13780000,2560000
"IQ",2013,1701850000,14810000,13920000
"JO",2013,1641050000,274500000,50790000
"LB",2013,777230000,165020000,11560000
"OM",2013,0,0,0
"SA",2013,0,0,0
"SY",2013,3635580000,54100000,30490000
"PS",2013,2572540000,2950000,590000
"YE",2013,1138090000,142380000,26010000
"middle-east",2013,5855100000,1460000,0
"asia",2013,1178680000,22020000,0
"CK",2013,16820000,1010000,290000
"FJ",2013,95930000,1530000,380000
"KI",2013,69870000,1020000,140000
"MH",2013,98030000,2460000,890000
"FM",2013,148610000,1990000,570000
"NR",2013,30300000,0,0
"NU",2013,18010000,0,0
"PW",2013,39040000,0,30000
"PG",2013,731950000,48720000,10510000
"WS",2013,129960000,8910000,2410000
"SB",2013,309080000,4770000,840000
"TK",2013,23270000,0,0
"TO",2013,85390000,2560000,610000
"TV",2013,29260000,510000,130000
"VU",2013,99810000,3780000,670000
"WF",2013,101350000,620000,0
"oceania",2013,270520000,440000,440000
"bilateral-unspecified",2013,30478180000,581360000,16960000
